RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,01161,Mark Calcavecchia,12,1,4,1
1,0,02146,Payne Stewart,12,2,1
3,0,01072,Chip Beck,11,2,3
3,0,01378,David Frost,11,2,3,3
5,0,01042,Paul Azinger,10,1,1,1
5,0,01226,Fred Couples,10,1,1
5,0,01444,Ken Green,10,2,3,1
5,0,01527,Scott Hoch,10
5,0,01633,Tom Kite,10,3,1
5,0,01690,Bruce Lietzke,10,1,2,1
5,0,02101,Joey Sindelar,10,2,2,1
12,0,01235,Ben Crenshaw,8,1,1,1
13,0,01060,Dave Barr,7,1,2
13,0,01837,Gil Morgan,7,1,1
13,0,01876,Greg Norman,7,1,2,1
13,0,01887,Mark O'Meara,7,2,1
13,0,01926,Steve Pate,7,2,1,1
13,0,01958,Dan Pohl,7,2
13,0,01960,Don Pooley,7,1
13,0,02033,Dave Rummells,7,1
13,0,02279,Mark Wiebe,7,1
22,0,01418,Bill Glasson,6,2,1
22,0,01457,Jay Haas,6,1,1
22,0,01475,Donnie Hammond,6,1
22,0,01569,Peter Jacobsen,6,3
22,0,01864,Larry Nelson,6,1,1,1
22,0,02049,Gene Sauers,6,1
22,0,02104,Jeff Sluman,6,1,1
22,0,02159,Curtis Strange,6,4
22,0,02242,Lanny Wadkins,6,2,1
22,0,02256,Tom Watson,6,1
32,0,01175,Jim Carter,5
32,0,01701,Bob Lohr,5,1,1
32,0,01717,Sandy Lyle,5,3,1
32,0,01783,Mark McCumber,5,1,1
32,0,01996,Mike Reid,5,1,1,1
32,0,02133,Craig Stadler,5,2
32,0,02267,D.A. Weibring,5,1
39,0,01035,Tommy Armour III,4,1
39,0,01203,Russ Cochran,4
39,0,01284,Mike Donald,4
39,0,01361,Dan Forsman,4,1,2
39,0,06284,Jim Hallet,4
39,0,01639,Kenny Knox,4,1
39,0,01682,Wayne Levi,4,1
39,0,01723,Andrew Magee,4,1,1
39,0,01736,Roger Maltbie,4
39,0,01846,Jodie Mudd,4,1
39,0,01968,Nick Price,4,1
39,0,02023,Clarence Rose,4,1
39,0,02100,Tim Simpson,4
39,0,02223,Bob Tway,4,2,1
39,0,02321,Fuzzy Zoeller,4,2
54,0,01014,Fulton Allem,3,1
54,0,01033,George Archer,3,1
54,0,01156,Curt Byrum,3,1
54,0,01201,Lennie Clements,3
54,0,01326,Nick Faldo,3,1,1
54,0,01329,Brad Faxon,3,1
54,0,01355,Raymond Floyd,3
54,0,01414,Bob Gilder,3
54,0,01435,Wayne Grady,3
54,0,01599,Steve Jones,3,1
54,0,01641,Gary Koch,3,1
54,0,01666,Bernhard Langer,3
54,0,01706,Davis Love III,3
54,0,01725,John Mahaffey,3,1
54,0,01771,Blaine McCallister,3,1
54,0,01823,Larry Mize,3
54,0,01891,David Ogrin,3,1
54,0,01928,Corey Pavin,3,1
54,0,01945,Kenny Perry,3
54,0,01975,Tom Purtzer,3,1
54,0,02010,Loren Roberts,3
54,0,02090,Tom Sieckmann,3,1
54,0,02185,Lance Ten Broeck,3
54,0,02190,Doug Tewell,3,1
54,0,02239,Scott Verplank,3,1,1
54,0,02241,Bobby Wadkins,3
54,0,02303,Robert Wrenn,3,1
81,0,01049,Ian Baker-Finch,2,1
81,0,01098,Jay Don Blake,2
81,0,01132,Mark Brooks,2,1,1
81,0,01143,Brad Bryant,2
81,0,01157,Tom Byrum,2,1
81,0,01168,David Canipe,2
81,0,01192,T.C. Chen,2
81,0,01197,Bobby Clampett,2
81,0,01200,Keith Clearwater,2
81,0,01219,John Cook,2
81,0,01268,Jim Dent,2,1
81,0,01303,Bob Eastwood,2
81,0,01310,Dave Eichelberger,2
81,0,01313,Steve Elkington,2
81,0,01323,Brad Fabel,2
81,0,01346,Ed Fiori,2,1
81,0,01390,Buddy Gardner,2,1
81,0,01436,David Graham,2,1
81,0,01495,Morris Hatalsky,2,1
81,0,01553,John Huston,2,1
81,0,01559,Hale Irwin,2,1
81,0,01755,Dick Mast,2
81,0,01935,Calvin Peete,2
81,0,01998,Jack Renner,2
81,0,02118,J.C. Snead,2
81,0,02167,Mike Sullivan,2
81,0,02195,Leonard Thompson,2
81,0,02225,Howard Twitty,2
81,0,02322,Richard Zokol,2,1
110,0,01006,John Adams,1
110,0,01024,Billy Andrade,1
110,0,01030,Isao Aoki,1,1
110,0,01051,Seve Ballesteros,1,2
110,0,01061,Ray Barr Jr.,1
110,0,01078,Jim Benepe,1,1
110,0,01081,Bill Bergin,1
110,0,01093,Ronnie Black,1
110,0,01096,Phil Blackmar,1,1
110,0,01129,Bill Britton,1
110,0,01133,Billy Ray Brown,1,1
110,0,01135,Ken Brown,1
110,0,01185,Brandel Chamblee,1
110,0,01214,Frank Conner,1
110,0,01224,Jeff Coston,1
110,0,01261,Jay Delsing,1
110,0,01306,David Edwards,1,1
110,0,01331,Rick Fehr,1
110,0,01385,Jim Gallagher Jr.,1,1
110,0,01487,Jeff Hart,1
110,0,01499,Mark Hayes,1,1
110,0,01549,Mike Hulbert,1
