RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,30925,Dustin Johnson,19.2,105855.000,153
2,0,47959,Bryson DeChambeau,20.2,141764.000,195
3,0,25364,Paul Casey,20.5,73665.000,100
4,0,31323,Gary Woodland,20.7,138340.000,186
5,0,25892,Steve Wheatcroft,20.8,74097.000,99
6,0,39328,Conrad Shindler,20.9,60820.000,81
7,0,32816,Satoshi Kodaira,21.2,48810.000,64
8,0,35545,Blayne Barber,21.3,84193.000,110
8,0,45609,Tyler Duncan,21.3,130865.000,171
10,0,32366,Kevin Chappell,21.4,126443.000,164
10,0,30911,Tommy Fleetwood,21.4,104890.000,136
10,0,08793,Tiger Woods,21.4,89423.000,116
13,0,33141,Keegan Bradley,21.6,148254.000,191
14,0,22405,Justin Rose,21.9,94823.000,120
14,0,48081,Xander Schauffele,21.9,145928.000,185
16,0,28089,Jason Day,22.0,74552.000,94
16,0,34563,Chesson Hadley,22.0,141014.000,178
16,0,32640,Troy Merritt,22.0,121740.000,154
16,0,39324,J.J. Spaun,22.0,111688.000,141
16,0,25804,Bubba Watson,22.0,143510.000,181
21,0,26499,Rafa Cabrera Bello,22.2,71906.000,90
21,0,29725,Tony Finau,22.2,172054.000,215
23,0,32448,James Hahn,22.3,117853.000,147
24,0,28775,Nate Lashley,22.4,54827.000,68
24,0,22056,Cameron Percy,22.4,62929.000,78
24,0,28252,Seamus Power,22.4,113045.000,140
24,0,36699,Patrick Rodgers,22.4,120116.000,149
24,0,33418,Shawn Stefani,22.4,98587.000,122
24,0,34431,Robert Streb,22.4,84741.000,105
30,0,30944,Jason Kokrak,22.5,181568.000,224
30,0,24361,Pat Perez,22.5,73794.000,91
30,0,37275,Sam Ryder,22.5,128748.000,159
30,0,33448,Justin Thomas,22.5,139427.000,172
30,0,37189,Harold Varner III,22.5,133460.000,165
35,0,26476,Chez Reavie,22.6,81483.000,100
35,0,29223,Sam Saunders,22.6,128016.000,157
35,0,27064,Jhonattan Vegas,22.6,134838.000,166
38,0,27129,Luke List,22.7,190072.000,233
38,0,46501,Ollie Schniederjans,22.7,110980.000,136
38,0,27214,Kevin Streelman,22.7,145648.000,178
41,0,50526,Tom Lovelady,22.8,157071.000,191
41,0,28237,Rory McIlroy,22.8,103374.000,126
41,0,24140,Sean O'Hair,22.8,107729.000,131
41,0,29484,Peter Uihlein,22.8,116479.000,142
45,0,45526,Abraham Ancer,22.9,153399.000,186
45,0,31646,Emiliano Grillo,22.9,121238.000,147
45,0,30110,Kyle Stanley,22.9,117154.000,142
48,0,35450,Patrick Cantlay,23.0,151797.000,183
48,0,34076,Joel Dahmen,23.0,127306.000,154
48,0,29535,Brice Garnett,23.0,121731.000,147
48,0,28679,Fabián Gómez,23.0,109174.000,132
48,0,30926,Chris Kirk,23.0,140795.000,170
48,0,39546,Keith Mitchell,23.0,182135.000,220
48,0,30692,Scott Stallings,23.0,136579.000,165
55,0,21528,Henrik Stenson,23.1,83985.000,101
56,0,32839,Hideki Matsuyama,23.2,116195.000,139
56,0,27095,Nick Watney,23.2,141430.000,169
58,0,33948,Byeong Hun An,23.3,141833.000,169
58,0,33204,Shane Lowry,23.3,94890.000,113
60,0,23541,Ben Crane,23.4,56399.000,67
60,0,26851,Marc Leishman,23.4,137543.000,163
62,0,29478,Kevin Kisner,23.5,88789.000,105
62,0,26596,Ryan Moore,23.5,116803.000,138
62,0,29485,Brett Stegmaier,23.5,76151.000,90
62,0,32333,Kevin Tway,23.5,206490.000,244
66,0,24925,Jonathan Byrd,23.6,83959.000,99
66,0,25900,Lucas Glover,23.6,89114.000,105
66,0,23353,J.J. Henry,23.6,85633.000,101
66,0,24781,Hunter Mahan,23.6,98690.000,116
66,0,01810,Phil Mickelson,23.6,129741.000,153
66,0,29518,Brendan Steele,23.6,125013.000,147
66,0,22582,Kyle Thompson,23.6,47638.000,56
73,0,34046,Jordan Spieth,23.7,136246.000,160
73,0,32254,Xinjun Zhang,23.7,111134.000,130
75,0,30978,Kiradech Aphibarnrat,23.8,62501.000,73
75,0,26758,David Hearn,23.8,59003.000,69
75,0,31202,William McGirt,23.8,108060.000,126
75,0,49771,J.T. Poston,23.8,100186.000,117
75,0,47287,Ethan Tracy,23.8,92361.000,108
80,0,29268,Bronson Burgoon,23.9,115522.000,134
80,0,46402,Talor Gooch,23.9,111696.000,130
80,0,36799,Stephan Jaeger,23.9,115080.000,134
80,0,23320,Ryan Palmer,23.9,127398.000,148
84,0,10809,Jim Furyk,24.0,34564.000,40
84,0,29974,Branden Grace,24.0,88005.000,102
84,0,27141,J.B. Holmes,24.0,140598.000,163
84,0,25572,Graeme McDowell,24.0,85543.000,99
84,0,46970,Jon Rahm,24.0,117619.000,136
89,0,19803,Ryan Armour,24.1,109197.000,126
89,0,47125,Matt Atkins,24.1,79847.000,92
89,0,24846,Ricky Barnes,24.1,73611.000,85
89,0,12510,Chad Campbell,24.1,85045.000,98
89,0,39997,Corey Conners,24.1,136033.000,157
89,0,19846,Brian Gay,24.1,102201.000,118
89,0,33122,Russell Knox,24.1,101301.000,117
89,0,25198,Francesco Molinari,24.1,118059.000,136
89,0,34360,Patrick Reed,24.1,131186.000,151
89,0,25632,Jimmy Walker,24.1,107734.000,124
99,0,35532,Tom Hoge,24.2,143067.000,164
99,0,27936,Martin Laird,24.2,111518.000,128
99,0,25396,Kevin Na,24.2,101037.000,116
99,0,35891,Cameron Smith,24.2,112327.000,129
99,0,25493,Nick Taylor,24.2,134972.000,155
99,0,49964,Aaron Wise,24.2,151670.000,174
105,0,34363,Tyrrell Hatton,24.3,65709.000,75
105,0,34098,Russell Henley,24.3,105158.000,120
105,0,12716,Charley Hoffman,24.3,143317.000,164
105,0,34174,John Huh,24.3,133231.000,152
105,0,32757,Patton Kizzire,24.3,136717.000,156
105,0,26951,Johnson Wagner,24.3,75387.000,86
111,0,33410,Andrew Landry,24.4,107918.000,123
112,0,32150,Michael Thompson,24.5,80229.000,91
113,0,24358,Robert Garrigus,24.6,155055.000,175
113,0,27644,Brian Harman,24.6,117976.000,133
113,0,29221,Webb Simpson,24.6,125790.000,142
116,0,29420,Billy Horschel,24.7,153134.000,172
116,0,27974,Sung Kang,24.7,113973.000,128
116,0,36689,Brooks Koepka,24.7,125354.000,141
119,0,22371,Aaron Baddeley,24.8,127645.000,143
119,0,46435,Austin Cook,24.8,164142.000,184
119,0,20157,Retief Goosen,24.8,68749.000,77
122,0,35506,Mackenzie Hughes,24.9,116557.000,130
122,0,34213,Grayson Murray,24.9,149578.000,167
122,0,24502,Adam Scott,24.9,114043.000,127
125,0,40009,Dominic Bozzelli,25.0,114384.000,127
125,0,26300,Matt Jones,25.0,95400.000,106
125,0,27942,Rob Oppenheim,25.0,73809.000,82
128,0,21961,Charles Howell III,25.1,135671.000,150
128,0,27349,Alex Noren,25.1,107666.000,119
130,0,20472,Alex Cejka,25.2,96326.000,106
130,0,25686,Jason Dufner,25.2,99693.000,110
130,0,28500,Martin Flores,25.2,126161.000,139
130,0,24924,Bill Haas,25.2,110601.000,122
134,0,47128,Richy Werenski,25.3,127478.000,140
135,0,23621,Rory Sabbatini,25.4,142444.000,156
136,0,37278,Nicholas Lindheim,25.5,80834.000,88
136,0,29461,Jamie Lovemark,25.5,168931.000,184
136,0,25818,Scott Piercy,25.5,112867.000,123
136,0,24138,Ian Poulter,25.5,78864.000,86
136,0,35544,Andrew Yun,25.5,57826.000,63
141,0,32102,Rickie Fowler,25.6,121415.000,132
141,0,31420,Anirban Lahiri,25.6,125311.000,136
141,0,28132,Tyrone Van Aswegen,25.6,127263.000,138
144,0,24024,Zach Johnson,25.7,105340.000,114
145,0,40026,Daniel Berger,25.8,134758.000,145
145,0,40058,Zac Blair,25.8,68848.000,74
145,0,31416,Derek Fathauer,25.8,125399.000,135
145,0,35310,Lanto Griffin,25.8,111300.000,120
145,0,46601,Trey Mullinax,25.8,133863.000,144
145,0,26331,Charl Schwartzel,25.8,91912.000,99
145,0,39327,Ben Silverman,25.8,122502.000,132
145,0,34264,Hudson Swafford,25.8,109685.000,118
153,0,20229,Stewart Cink,26.0,116145.000,124
153,0,34099,Harris English,26.0,145737.000,156
153,0,35421,Brandon Harkins,26.0,185073.000,198
153,0,39975,Michael Kim,26.0,76611.000,82
153,0,23108,Matt Kuchar,26.0,107695.000,115
153,0,34256,Andrew Putnam,26.0,137554.000,147
159,0,27895,Jonas Blixt,26.1,99624.000,106
160,0,28307,Matt Every,26.2,134975.000,143
160,0,33399,Adam Hadwin,26.2,143591.000,152
160,0,47347,Adam Schenk,26.2,144521.000,153
163,0,29908,C.T. Pan,26.3,151718.000,160
164,0,34021,Bud Cauley,26.4,83743.000,88
164,0,35461,Beau Hossler,26.4,189283.000,199
166,0,34466,Peter Malnati,26.6,126234.000,132
166,0,32876,Martin Piller,26.6,116045.000,121
166,0,27649,Brandt Snedeker,26.6,111861.000,117
166,0,27963,Chris Stroud,26.6,129498.000,135
170,0,37455,Si Woo Kim,26.7,170423.000,177
171,0,23325,Vaughn Taylor,26.8,112102.000,116
172,0,47993,Denny McCarthy,26.9,100756.000,104
173,0,27556,Ted Potter Jr.,27.0,116626.000,120
174,0,34409,David Lingmerth,27.1,116118.000,119
174,0,26329,Louis Oosthuizen,27.1,73223.000,75
176,0,29926,Danny Lee,27.2,154477.000,158
176,0,34358,Jonathan Randolph,27.2,102843.000,105
178,0,35879,Kelly Kraft,27.3,116777.000,119
179,0,37454,Whee Kim,27.5,104933.000,106
180,0,27958,Ryan Blaum,27.6,134973.000,136
180,0,48084,Wesley Bryan,27.6,58645.000,59
182,0,35376,Roberto Díaz,27.8,92948.000,93
182,0,31560,Brian Stuard,27.8,94990.000,95
182,0,25834,Daniel Summerhays,27.8,74114.000,74
185,0,25240,D.A. Points,27.9,80490.000,80
186,0,29222,Billy Hurley III,28.0,81664.000,81
187,0,33419,Cameron Tringale,28.1,85967.000,85
188,0,39954,Cody Gribble,28.8,128521.000,124
189,0,29479,Scott Brown,28.9,155169.000,149
190,0,37338,Zecheng Dou,29.1,70176.000,67
191,0,33413,Ben Martin,29.2,127283.000,121
192,0,20572,Rod Pampling,30.3,111333.000,102
193,0,20593,Greg Chalmers,32.0,76013.000,66
