RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
89,0,33410,Andrew Landry,44' 4",93107,175,7758.917,+28.00
89,0,33419,Cameron Tringale,44' 4",109044,205,9087.000,-12.00
92,0,34099,Harris English,44' 5",153623,288,12801.917,-11.00
92,0,12716,Charley Hoffman,44' 5",87363,164,7280.250,+18.00
92,0,34256,Andrew Putnam,44' 5",114164,214,9513.667,+26.00
95,0,29268,Bronson Burgoon,44' 6",79498,149,6624.833,+31.00
95,0,26758,David Hearn,44' 6",57111,107,4759.250,+9.00
95,0,39977,Max Homa,44' 6",140882,264,11740.167,+32.00
98,0,48822,Sebastián Muñoz,44' 7",130647,244,10887.250,+14.00
98,0,49771,J.T. Poston,44' 7",153504,287,12792.000,+14.00
98,0,31323,Gary Woodland,44' 7",121512,227,10126.000,+16.00
101,0,30911,Tommy Fleetwood,44' 8",78250,146,6520.833,-3.00
101,0,26596,Ryan Moore,44' 8",70204,131,5850.333,+6.00
101,0,34264,Hudson Swafford,44' 8",100840,188,8403.333,+4.00
104,0,34076,Joel Dahmen,44' 9",117693,219,9807.750,+29.00
104,0,29908,C.T. Pan,44' 9",105733,197,8811.083,+25.00
106,0,10809,Jim Furyk,44' 10",67748,126,5645.667,+13.00
106,0,23621,Rory Sabbatini,44' 10",125976,234,10498.000,+5.00
108,0,52372,Cameron Champ,44' 11",164832,306,13736.000,+38.00
109,0,29478,Kevin Kisner,45' 0",114519,212,9543.250,+24.00
109,0,49766,Hank Lebioda,45' 0",105773,196,8814.417,+34.00
109,0,24361,Pat Perez,45' 0",61059,113,5088.250,+18.00
109,0,27649,Brandt Snedeker,45' 0",165181,306,13765.083,E
113,0,20472,Alex Cejka,45' 1",65460,121,5455.000,+22.00
114,0,25572,Graeme McDowell,45' 2",92170,170,7680.833,+26.00
115,0,25818,Scott Piercy,45' 3",115652,213,9637.667,+21.00
116,0,35506,Mackenzie Hughes,45' 4",141921,261,11826.750,+6.00
116,0,37380,Curtis Luck,45' 4",104508,192,8709.000,+29.00
116,0,29518,Brendan Steele,45' 4",82083,151,6840.250,+20.00
116,0,40115,Adam Svensson,45' 4",96363,177,8030.250,+14.00
120,0,45609,Tyler Duncan,45' 5",97525,179,8127.083,+34.00
120,0,36699,Patrick Rodgers,45' 5",95394,175,7949.500,+15.00
120,0,49964,Aaron Wise,45' 5",96420,177,8035.000,+10.00
123,0,24924,Bill Haas,45' 6",117840,216,9820.000,+8.00
123,0,39546,Keith Mitchell,45' 6",115841,212,9653.417,+17.00
125,0,30978,Kiradech Aphibarnrat,45' 7",78759,144,6563.250,+18.00
126,0,19846,Brian Gay,45' 8",113420,207,9451.667,+17.00
127,0,32757,Patton Kizzire,45' 9",104223,190,8685.250,+14.00
127,0,30944,Jason Kokrak,45' 9",136737,249,11394.750,+22.00
129,0,29420,Billy Horschel,45' 10",117733,214,9811.083,+34.00
130,0,27958,Ryan Blaum,45' 11",142711,259,11892.583,+60.00
130,0,35532,Tom Hoge,45' 11",142723,259,11893.583,+32.00
130,0,34261,Scott Langley,45' 11",108068,196,9005.667,+29.00
133,0,31557,Jim Herman,46' 0",56836,103,4736.333,+17.00
133,0,35461,Beau Hossler,46' 0",142447,258,11870.583,+37.00
133,0,36852,Jim Knous,46' 0",93906,170,7825.500,+13.00
136,0,46435,Austin Cook,46' 1",76378,138,6364.833,+17.00
137,0,35376,Roberto Díaz,46' 2",91452,165,7621.000,+26.00
137,0,25198,Francesco Molinari,46' 2",57097,103,4758.083,+17.00
139,0,28259,Sangmoon Bae,46' 3",80504,145,6708.667,+23.00
139,0,32200,Roberto Castro,46' 3",93866,169,7822.167,+30.00
139,0,30191,Julián Etulain,46' 3",132128,238,11010.667,+23.00
139,0,37275,Sam Ryder,46' 3",102192,184,8516.000,+15.00
143,0,25804,Bubba Watson,46' 4",107773,194,8981.083,+10.00
144,0,32816,Satoshi Kodaira,46' 5",91349,164,7612.417,+20.00
144,0,48081,Xander Schauffele,46' 5",98641,177,8220.083,+3.00
144,0,49960,Sepp Straka,46' 5",111431,200,9285.917,+16.00
147,0,27974,Sung Kang,46' 6",143458,257,11954.833,+36.00
148,0,21961,Charles Howell III,46' 7",142029,254,11835.750,+22.00
148,0,35891,Cameron Smith,46' 7",108532,194,9044.333,+13.00
150,0,47504,Sam Burns,46' 8",138432,247,11536.000,+23.00
150,0,27349,Alex Noren,46' 8",80135,143,6677.917,+20.00
150,0,47856,Seth Reeves,46' 8",128350,229,10695.833,+23.00
153,0,29484,Peter Uihlein,46' 9",147559,263,12296.583,+20.00
154,0,19803,Ryan Armour,46' 11",100228,178,8352.333,+35.00
154,0,51766,Wyndham Clark,46' 11",163735,291,13644.583,-3.00
154,0,28252,Seamus Power,46' 11",139133,247,11594.417,+45.00
154,0,26476,Chez Reavie,46' 11",86108,153,7175.667,+22.00
158,0,34360,Patrick Reed,47' 0",155602,276,12966.833,+18.00
159,0,40009,Dominic Bozzelli,47' 1",108424,192,9035.333,+11.00
159,0,29970,Dylan Frittelli,47' 1",145820,258,12151.667,+19.00
159,0,20572,Rod Pampling,47' 1",85376,151,7114.667,+31.00
162,0,28089,Jason Day,47' 2",93312,165,7776.000,+21.00
163,0,29479,Scott Brown,47' 3",125847,222,10487.250,+28.00
163,0,46523,Joey Garber,47' 3",87942,155,7328.500,+20.00
165,0,35450,Patrick Cantlay,47' 6",127078,223,10589.833,-1.00
165,0,36799,Stephan Jaeger,47' 6",135678,238,11306.500,+6.00
165,0,37454,Whee Kim,47' 6",93438,164,7786.500,+40.00
168,0,34306,John Chin,47' 7",93632,164,7802.667,+30.00
169,0,26300,Matt Jones,47' 8",134491,235,11207.583,+13.00
170,0,47347,Adam Schenk,47' 9",164986,288,13748.833,+25.00
171,0,39975,Michael Kim,47' 10",116566,203,9713.833,+41.00
172,0,40026,Daniel Berger,47' 11",108130,188,9010.833,+14.00
172,0,39324,J.J. Spaun,47' 11",128294,223,10691.167,+10.00
172,0,32150,Michael Thompson,47' 11",108648,189,9054.000,+32.00
175,0,27644,Brian Harman,48' 3",108275,187,9022.917,+13.00
176,0,29974,Branden Grace,48' 5",95785,165,7982.083,+21.00
177,0,32102,Rickie Fowler,48' 6",126877,218,10573.083,+15.00
178,0,35879,Kelly Kraft,48' 7",132236,227,11019.667,+46.00
179,0,25396,Kevin Na,48' 10",82016,140,6834.667,+17.00
180,0,29535,Brice Garnett,49' 0",101066,172,8422.167,+12.00
181,0,22405,Justin Rose,49' 1",92412,157,7701.000,+22.00
182,0,24502,Adam Scott,49' 3",101031,171,8419.250,+20.00
183,0,28679,Fabián Gómez,49' 4",89370,151,7447.500,+18.00
183,0,35617,Martin Trainer,49' 4",129692,219,10807.667,+43.00
185,0,47993,Denny McCarthy,49' 7",135063,227,11255.250,-3.00
186,0,21731,Freddie Jacobson,50' 7",89196,147,7433.000,+35.00
186,0,26951,Johnson Wagner,50' 7",92306,152,7692.167,+20.00
188,0,49298,Kramer Hickok,51' 4",106626,173,8885.500,+22.00
