RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,23108,Matt Kuchar,11,1,1,3
2,0,20157,Retief Goosen,10,2
3,0,06527,Steve Stricker,9,2,2
4,0,23623,Bo Van Pelt,8,1,3
4,0,27095,Nick Watney,8
6,0,25364,Paul Casey,7,2,1
6,0,23135,Tim Clark,7,1,1
6,0,23638,Brendon de Jonge,7,3
6,0,23983,Luke Donald,7,3,2
6,0,06522,Ernie Els,7,2,2
6,0,32102,Rickie Fowler,7,2,1
6,0,10809,Jim Furyk,7,3
6,0,30925,Dustin Johnson,7,2,1
6,0,23788,D.J. Trahan,7,1
6,0,27770,Camilo Villegas,7,1,1
16,0,24846,Ricky Barnes,6,1
16,0,21961,Charles Howell III,6
16,0,01810,Phil Mickelson,6,1,1
16,0,23800,Bryce Molder,6
16,0,26596,Ryan Moore,6,1,1
16,0,28475,Jeff Overton,6,3,2
16,0,23325,Vaughn Taylor,6,1
16,0,20396,Lee Westwood,6,1,2
24,0,10885,Robert Allenby,5,2,1
24,0,23541,Ben Crane,5,1,1
24,0,28089,Jason Day,5,1,1
24,0,20766,Padraig Harrington,5,1
24,0,12716,Charley Hoffman,5,1
24,0,26300,Matt Jones,5
24,0,28237,Rory McIlroy,5,1,2
24,0,23320,Ryan Palmer,5,1,1
24,0,22293,Heath Slocum,5,1
24,0,27649,Brandt Snedeker,5,1
24,0,26679,Kevin Stadler,5
24,0,27214,Kevin Streelman,5,2
36,0,24925,Jonathan Byrd,4,1
36,0,20472,Alex Cejka,4,1
36,0,24357,K.J. Choi,4,1,1
36,0,24924,Bill Haas,4,2,1
36,0,21350,Ryuji Imada,4
36,0,27408,Martin Kaymer,4,1,1
36,0,29718,Anthony Kim,4,1,1,1
36,0,27936,Martin Laird,4,2
36,0,25396,Kevin Na,4,1,1
36,0,25345,Carl Pettersson,4,1
36,0,30946,Alex Prugh,4,1
36,0,22405,Justin Rose,4,2,1
36,0,24502,Adam Scott,4,1
36,0,27963,Chris Stroud,4
36,0,25804,Bubba Watson,4,1,2,1
36,0,20160,Charlie Wi,4
52,0,20098,Stuart Appleby,3,1
52,0,21407,Arjun Atwal,3,1,1
52,0,07867,Woody Austin,3
52,0,12652,Cameron Beckman,3,1
52,0,28087,Kris Blanks,3,1
52,0,20229,Stewart Cink,3
52,0,25720,Chad Collins,3
52,0,27436,Graham DeLaet,3,1
52,0,01313,Steve Elkington,3
52,0,24358,Robert Garrigus,3,1,1
52,0,08725,Tom Gillis,3
52,0,25900,Lucas Glover,3,1
52,0,06643,Paul Goydos,3,1
52,0,08537,J.P. Hayes,3
52,0,27141,J.B. Holmes,3,1,1
52,0,21731,Freddie Jacobson,3,1
52,0,24024,Zach Johnson,3,1,1
52,0,27466,Spencer Levin,3,1
52,0,01706,Davis Love III,3
52,0,23548,Bill Lunde,3,1
52,0,24781,Hunter Mahan,3,2
52,0,28158,Steve Marino,3
52,0,06515,Shaun Micheel,3
52,0,24140,Sean O'Hair,3
52,0,24361,Pat Perez,3
52,0,25240,D.A. Points,3
52,0,28620,Aron Price,3
52,0,20127,Chris Riley,3
52,0,23621,Rory Sabbatini,3,1
52,0,26331,Charl Schwartzel,3,1,1
52,0,26882,Michael Sim,3,1,2
52,0,02239,Scott Verplank,3,1
52,0,23349,Charles Warren,3
52,0,26289,Boo Weekley,3
86,0,29910,Blake Adams,2,1
86,0,06197,Michael Allen,2,1
86,0,22371,Aaron Baddeley,2,1
86,0,24507,Jason Bohn,2,1
86,0,20848,Ángel Cabrera,2,1
86,0,12510,Chad Campbell,2
86,0,20593,Greg Chalmers,2
86,0,23673,Michael Connell,2
86,0,11123,Chris Couch,2
86,0,21753,Brian Davis,2,2
86,0,25686,Jason Dufner,2
86,0,06621,Joe Durant,2,1
86,0,09011,David Duval,2,1
86,0,01320,Bob Estes,2
86,0,19846,Brian Gay,2,1
86,0,23353,J.J. Henry,2,1
86,0,26420,Richard Johnson,2
86,0,26851,Marc Leishman,2,1
86,0,26881,Jarrod Lyle,2
86,0,01724,Jeff Maggert,2,1
86,0,27120,Troy Matteson,2
86,0,01766,Billy Mayfair,2,1
86,0,25572,Graeme McDowell,2,1
86,0,22348,Nick O'Hern,2
86,0,22046,Geoff Ogilvy,2,1,1
86,0,26329,Louis Oosthuizen,2,1
86,0,01928,Corey Pavin,2,1
86,0,01948,Tim Petrovic,2
86,0,25818,Scott Piercy,2
86,0,24138,Ian Poulter,2,1
86,0,25190,Jeff Quinney,2
86,0,22913,John Rollins,2,1
86,0,25562,Andres Romero,2
86,0,20645,John Senden,2
86,0,29221,Webb Simpson,2
86,0,06567,Vijay Singh,2
86,0,08375,Paul Stankowski,2
86,0,27330,Josh Teater,2,1
86,0,26287,Roland Thatcher,2,1
86,0,12714,Chris Tidland,2
86,0,02206,David Toms,2,1,1
86,0,26951,Johnson Wagner,2,1
86,0,25632,Jimmy Walker,2,1
86,0,21878,Mark Wilson,2
86,0,08793,Tiger Woods,2
86,0,24663,Y.E. Yang,2,1
132,0,06004,Stephen Ames,1
132,0,20498,Briny Baird,1
132,0,19824,Craig Barlow,1
132,0,20070,Matt Bettencourt,1,1
132,0,01226,Fred Couples,1
132,0,22621,Ben Curtis,1
132,0,06251,Chris DiMarco,1
132,0,23409,James Driscoll,1
132,0,20104,Ken Duke,1
132,0,28307,Matt Every,1
132,0,07457,Steve Flesch,1
132,0,28500,Martin Flores,1
132,0,01388,Robert Gamez,1
132,0,21209,Sergio Garcia,1
132,0,20574,Mathew Goggin,1
132,0,23718,Nathan Green,1
132,0,20378,Mathias Grönberg,1,1
132,0,22792,Peter Hanson,1
132,0,22896,Grégory Havret,1,1
132,0,10117,Bob Heintz,1,1
132,0,30852,Ryo Ishikawa,1
132,0,24511,Thongchai Jaidee,1
132,0,01577,Lee Janzen,1
132,0,10733,Kent Jones,1
132,0,19970,Robert Karlsson,1,1
132,0,08075,Jerry Kelly,1,1
132,0,01619,Skip Kendall,1
132,0,27797,Derek Lamely,1,1
132,0,10860,Justin Leonard,1,1
132,0,26695,Michael Letzig,1
132,0,24748,WC Liang,1
132,0,24912,Will MacKenzie,1
132,0,27060,John Mallinger,1,1
132,0,10585,Scott McCarron,1
132,0,24490,George McNeill,1
132,0,01797,Rocco Mediate,1,1
132,0,27933,John Merrick,1,1
132,0,32640,Troy Merritt,1,1
132,0,23814,Edoardo Molinari,1,1
132,0,25198,Francesco Molinari,1
132,0,27302,Garth Mulroy,1
132,0,26301,James Nitties,1,1
132,0,21949,Joe Ogilvie,1
132,0,22056,Cameron Percy,1,1
132,0,01941,Tom Pernice Jr.,1
132,0,01945,Kenny Perry,1
132,0,25336,Alistair Presnell,1
132,0,07749,Brett Quigley,1
132,0,27072,Alvaro Quiros,1
132,0,26539,Robert Rock,1
132,0,20686,Jeev Milkha Singh,1
132,0,21528,Henrik Stenson,1,1
132,0,31560,Brian Stuard,1,1
132,0,06595,Kevin Sutherland,1
132,0,23307,Roger Tambellini,1
132,0,28780,Nicholas Thompson,1
132,0,08385,Omar Uresti,1
132,0,10423,Mike Weir,1
132,0,23322,Brett Wetterich,1
132,0,25892,Steve Wheatcroft,1,1
132,0,10425,Jay Williamson,1
132,0,20436,Garrett Willis,1
132,0,12602,Dean Wilson,1,1
132,0,27506,Oliver Wilson,1
