RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01766,Billy Mayfair,42
2,0,01823,Larry Mize,40
2,0,02010,Loren Roberts,40
4,0,01161,Mark Calcavecchia,39
5,0,01042,Paul Azinger,38
5,0,01284,Mike Donald,38
7,0,01968,Nick Price,37
8,0,01203,Russ Cochran,36
8,0,01527,Scott Hoch,36
8,0,01928,Corey Pavin,36
11,0,01320,Bob Estes,35
11,0,01887,Mark O'Meara,35
13,0,01837,Gil Morgan,34
13,0,01938,David Peoples,34
13,0,02049,Gene Sauers,34
13,0,02100,Tim Simpson,34
13,0,02303,Robert Wrenn,34
18,0,01024,Billy Andrade,33
18,0,01261,Jay Delsing,33
18,0,06284,Jim Hallet,33
21,0,01390,Buddy Gardner,32
21,0,01510,Nolan Henke,32
21,0,02067,Ted Schulz,32
24,0,01049,Ian Baker-Finch,31
24,0,01313,Steve Elkington,31
24,0,02223,Bob Tway,31
27,0,01098,Jay Don Blake,30
27,0,01219,John Cook,30
27,0,01385,Jim Gallagher Jr.,30
27,0,01725,John Mahaffey,30
27,0,02146,Payne Stewart,30
32,0,01599,Steve Jones,29
33,0,01040,Emlyn Aubrey,28
33,0,01096,Phil Blackmar,28
33,0,01361,Dan Forsman,28
33,0,01723,Andrew Magee,28
33,0,01835,Tommy Moore,28
33,0,01926,Steve Pate,28
33,0,02186,Brian Tennyson,28
40,0,01035,Tommy Armour III,27
40,0,01106,Jim Booros,27
40,0,01132,Mark Brooks,27
40,0,01226,Fred Couples,27
40,0,01633,Tom Kite,27
40,0,01771,Blaine McCallister,27
40,0,01943,Chris Perry,27
40,0,02170,Hal Sutton,27
48,0,01060,Dave Barr,26
48,0,01381,Fred Funk,26
48,0,01577,Lee Janzen,26
48,0,01690,Bruce Lietzke,26
48,0,01876,Greg Norman,26
48,0,02111,Mike Smith,26
48,0,02201,Jim Thorpe,26
55,0,01151,Clark Burroughs,25
55,0,01196,Brian Claar,25
55,0,01444,Ken Green,25
55,0,01458,Jerry Haas,25
55,0,01549,Mike Hulbert,25
55,0,01706,Davis Love III,25
55,0,01946,Peter Persons,25
55,0,02104,Jeff Sluman,25
55,0,02225,Howard Twitty,25
55,0,02241,Bobby Wadkins,25
55,0,02279,Mark Wiebe,25
66,0,01078,Jim Benepe,24
66,0,01129,Bill Britton,24
66,0,01143,Brad Bryant,24
66,0,01323,Brad Fabel,24
66,0,01378,David Frost,24
66,0,01457,Jay Haas,24
66,0,01569,Peter Jacobsen,24
66,0,01797,Rocco Mediate,24
66,0,01846,Jodie Mudd,24
66,0,02007,Larry Rinker,24
66,0,02041,Bill Sander,24
66,0,02185,Lance Ten Broeck,24
78,0,02090,Tom Sieckmann,23
78,0,02095,Larry Silveira,23
78,0,02190,Doug Tewell,23
78,0,02214,Kirk Triplett,23
78,0,02246,Duffy Waldorf,23
83,0,06118,Greg Bruckner,22
83,0,01495,Morris Hatalsky,22
83,0,01639,Kenny Knox,22
83,0,01715,Mark Lye,22
83,0,01975,Tom Purtzer,22
83,0,02148,Ray Stewart,22
89,0,01093,Ronnie Black,21
89,0,01133,Billy Ray Brown,21
89,0,01306,David Edwards,21
89,0,01346,Ed Fiori,21
89,0,01557,John Inman,21
89,0,01559,Hale Irwin,21
89,0,01682,Wayne Levi,21
89,0,01945,Kenny Perry,21
89,0,01996,Mike Reid,21
89,0,02159,Curtis Strange,21
89,0,02167,Mike Sullivan,21
100,0,01006,John Adams,20
100,0,06142,Mitch Adcock,20
100,0,01156,Curt Byrum,20
100,0,01201,Lennie Clements,20
100,0,01414,Bob Gilder,20
100,0,01468,Gary Hallberg,20
100,0,01571,Barry Jaeckel,20
100,0,06332,Neal Lancaster,20
