RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,01677,Tom Lehman,74.53,1033,1386,-0.28
2,0,21961,Charles Howell III,73.46,1124,1530,-0.27
3,0,01219,John Cook,72.92,1155,1584,-0.27
4,0,06621,Joe Durant,72.08,1012,1404,-0.26
5,0,02223,Bob Tway,71.91,1372,1908,-0.27
5,0,08793,Tiger Woods,71.91,932,1296,-0.32
7,0,02206,David Toms,71.86,1203,1674,-0.31
8,0,01945,Kenny Perry,71.41,1144,1602,-0.30
9,0,02170,Hal Sutton,71.11,1216,1710,-0.25
10,0,01475,Donnie Hammond,71.02,652,918,-0.25
11,0,08545,Glen Hnatiuk,71.01,1291,1818,-0.24
12,0,01797,Rocco Mediate,71.00,869,1224,-0.29
13,0,23353,J.J. Henry,70.70,1069,1512,-0.24
14,0,02239,Scott Verplank,70.67,1183,1674,-0.29
15,0,06251,Chris DiMarco,70.59,1258,1782,-0.31
16,0,02106,Chris Smith,70.58,1245,1764,-0.28
17,0,10809,Jim Furyk,70.54,1092,1548,-0.29
18,0,01553,John Huston,70.40,735,1044,-0.26
19,0,02214,Kirk Triplett,70.35,1051,1494,-0.27
20,0,01706,Davis Love III,70.34,899,1278,-0.32
21,0,12782,Tim Herron,70.33,1152,1638,-0.25
22,0,02104,Jeff Sluman,70.25,1315,1872,-0.31
23,0,06595,Kevin Sutherland,70.21,1188,1692,-0.29
24,0,01226,Fred Couples,70.20,834,1188,-0.29
25,0,10585,Scott McCarron,69.98,1184,1692,-0.32
26,0,01810,Phil Mickelson,69.91,969,1386,-0.35
27,0,20498,Briny Baird,69.85,1295,1854,-0.26
27,0,01766,Billy Mayfair,69.85,1207,1728,-0.29
29,0,20229,Stewart Cink,69.77,1168,1674,-0.27
30,0,06567,Vijay Singh,69.51,1101,1584,-0.33
31,0,08075,Jerry Kelly,69.36,1236,1782,-0.28
32,0,01938,David Peoples,69.35,1161,1674,-0.25
33,0,10885,Robert Allenby,69.28,1272,1836,-0.27
34,0,01042,Paul Azinger,69.20,984,1422,-0.28
35,0,01307,Joel Edwards,69.14,1232,1782,-0.27
