RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
157,0,06332,Neal Lancaster,3.45,59,1710
158,0,01063,Ben Bates,3.47,65,1872
158,0,01361,Dan Forsman,3.47,55,1584
160,0,06315,Pete Jordan,3.49,64,1836
161,0,19824,Craig Barlow,3.53,61,1728
162,0,23621,Rory Sabbatini,3.55,53,1494
163,0,20095,Carl Paulson,3.56,66,1854
164,0,12823,Carlos Franco,3.57,54,1512
165,0,01938,David Peoples,3.59,64,1782
166,0,01161,Mark Calcavecchia,3.62,60,1656
167,0,10962,Bradley Hughes,3.64,59,1620
168,0,01945,Kenny Perry,3.65,50,1368
169,0,08535,Gary Nicklaus,3.66,54,1476
170,0,01035,Tommy Armour III,3.68,59,1602
171,0,23656,Jason Caron,3.70,50,1350
171,0,01191,Barry Cheesman,3.70,62,1674
173,0,06515,Shaun Micheel,3.72,61,1638
174,0,06014,Eric Booker,3.73,57,1530
175,0,01374,Robin Freeman,3.74,66,1764
176,0,23614,Rich Beem,3.77,55,1458
177,0,01139,Olin Browne,3.82,68,1782
178,0,22064,Craig Spence,3.86,59,1530
179,0,01975,Tom Purtzer,3.87,39,1008
180,0,01185,Brandel Chamblee,3.89,49,1260
181,0,06809,Bob Burns,3.93,63,1602
182,0,06621,Joe Durant,3.96,67,1692
183,0,24356,Jason Buha,4.00,59,1476
184,0,01313,Steve Elkington,4.12,43,1044
185,0,10912,Craig Perks,4.13,61,1476
186,0,12652,Cameron Beckman,4.18,61,1458
187,0,01142,Bart Bryant,4.19,55,1314
188,0,20105,Jeff Gove,4.20,62,1476
189,0,22913,John Rollins,4.32,56,1296
190,0,01510,Nolan Henke,4.36,62,1422
191,0,01724,Jeff Maggert,4.47,66,1476
192,0,01408,Kelly Gibson,4.54,67,1476
193,0,01249,John Daly,4.62,59,1278
194,0,08243,Aaron Bengoechea,4.64,61,1314
195,0,07867,Woody Austin,4.68,85,1818
