RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,20229,Stewart Cink,1.64,28,1710
1,0,01599,Steve Jones,1.64,21,1278
3,0,01823,Larry Mize,1.69,21,1242
4,0,06527,Steve Stricker,1.82,20,1098
5,0,01132,Mark Brooks,1.83,29,1584
6,0,01927,Dennis Paulson,1.85,27,1458
6,0,01943,Chris Perry,1.85,35,1890
8,0,01761,Len Mattiace,1.87,36,1926
9,0,06522,Ernie Els,1.88,23,1224
10,0,19846,Brian Gay,1.91,34,1782
11,0,01887,Mark O'Meara,1.92,19,990
12,0,10809,Jim Furyk,1.93,33,1710
13,0,01378,David Frost,1.94,22,1134
13,0,02239,Scott Verplank,1.94,37,1908
15,0,10585,Scott McCarron,1.98,35,1764
16,0,06090,Jim McGovern,1.99,19,954
16,0,01926,Steve Pate,1.99,33,1656
18,0,01549,Mike Hulbert,2.01,29,1440
19,0,01331,Rick Fehr,2.03,26,1278
20,0,02131,Mike Springer,2.06,30,1458
21,0,01810,Phil Mickelson,2.08,30,1440
22,0,01320,Bob Estes,2.12,24,1134
23,0,06078,Esteban Toledo,2.15,43,1998
24,0,11653,Paul Curry,2.17,25,1152
25,0,02223,Bob Tway,2.18,35,1602
26,0,01219,John Cook,2.21,35,1584
27,0,08931,Glen Day,2.23,37,1656
28,0,06251,Chris DiMarco,2.24,46,2052
29,0,01175,Jim Carter,2.25,38,1692
29,0,02104,Jeff Sluman,2.25,45,1998
31,0,20098,Stuart Appleby,2.26,33,1458
31,0,01941,Tom Pernice Jr.,2.26,39,1728
33,0,01418,Bill Glasson,2.27,38,1674
34,0,06140,Sean Murphy,2.28,41,1800
35,0,08075,Jerry Kelly,2.30,46,1998
35,0,01707,Steve Lowery,2.30,43,1872
35,0,07101,Dave Stockton Jr.,2.30,36,1566
38,0,01329,Brad Faxon,2.31,40,1728
38,0,10423,Mike Weir,2.31,40,1728
40,0,02010,Loren Roberts,2.33,36,1548
41,0,01771,Blaine McCallister,2.35,44,1872
42,0,02110,Jerry Smith,2.37,43,1818
43,0,06595,Kevin Sutherland,2.42,41,1692
43,0,02279,Mark Wiebe,2.42,40,1656
45,0,01307,Joel Edwards,2.47,44,1782
46,0,01072,Chip Beck,2.49,22,882
47,0,08537,J.P. Hayes,2.50,40,1602
47,0,21949,Joe Ogilvie,2.50,41,1638
49,0,01527,Scott Hoch,2.51,47,1872
49,0,01968,Nick Price,2.51,28,1116
49,0,10425,Jay Williamson,2.51,46,1836
52,0,06012,Greg Kraft,2.52,48,1908
52,0,02214,Kirk Triplett,2.52,44,1746
54,0,20094,Jonathan Kaye,2.53,51,2016
55,0,12449,Ryan Howison,2.54,37,1458
56,0,06617,Brian Henninger,2.56,41,1602
57,0,09011,David Duval,2.57,31,1206
57,0,10860,Justin Leonard,2.57,43,1674
57,0,06431,Jean Van de Velde,2.57,31,1206
60,0,06643,Paul Goydos,2.58,45,1746
61,0,01723,Andrew Magee,2.59,34,1314
61,0,06613,Tommy Tolles,2.59,28,1080
63,0,01685,J.L. Lewis,2.61,48,1836
64,0,01042,Paul Azinger,2.62,34,1296
65,0,01619,Skip Kendall,2.63,53,2016
65,0,08793,Tiger Woods,2.63,36,1368
67,0,10201,Matt Gogel,2.65,40,1512
67,0,08545,Glen Hnatiuk,2.65,43,1620
67,0,01533,P.H. Horgan III,2.65,31,1170
67,0,20445,Casey Martin,2.65,42,1584
71,0,20593,Greg Chalmers,2.66,44,1656
72,0,10213,Dicky Pride,2.72,46,1692
73,0,01905,Joe Ozaki,2.73,26,954
74,0,01920,Craig Parry,2.74,34,1242
75,0,23125,Brad Elder,2.78,55,1980
75,0,01553,John Huston,2.78,40,1440
75,0,02257,Brian Watts,2.78,44,1584
78,0,07457,Steve Flesch,2.80,61,2178
79,0,01093,Ronnie Black,2.81,40,1422
79,0,10117,Bob Heintz,2.81,43,1530
79,0,01577,Lee Janzen,2.81,46,1638
79,0,02246,Duffy Waldorf,2.81,38,1350
83,0,01677,Tom Lehman,2.82,35,1242
83,0,11011,Mike Sposa,2.82,37,1314
83,0,08375,Paul Stankowski,2.82,37,1314
86,0,01282,Trevor Dodds,2.84,43,1512
87,0,20099,Doug Barron,2.85,42,1476
87,0,12388,Michael Clark II,2.85,41,1440
89,0,01040,Emlyn Aubrey,2.86,33,1152
90,0,08993,Franklin Langham,2.87,47,1638
91,0,21209,Sergio Garcia,2.88,27,936
91,0,10963,Jimmy Green,2.88,43,1494
91,0,12680,Shigeki Maruyama,2.88,44,1530
94,0,12645,Brent Geiberger,2.89,39,1350
94,0,01457,Jay Haas,2.89,40,1386
94,0,06575,Dudley Hart,2.89,38,1314
97,0,01376,Bob Friend,2.90,48,1656
98,0,02206,David Toms,2.91,57,1962
99,0,07763,Doug Dunakey,2.92,42,1440
99,0,10649,Tom Scherrer,2.92,53,1818
101,0,06350,Bob May,2.93,48,1638
101,0,01996,Mike Reid,2.93,38,1296
103,0,01489,Steve Hart,2.94,37,1260
104,0,24357,K.J. Choi,3.00,48,1602
104,0,07749,Brett Quigley,3.00,34,1134
106,0,10885,Robert Allenby,3.01,51,1692
107,0,06004,Stephen Ames,3.04,52,1710
107,0,01024,Billy Andrade,3.04,47,1548
107,0,10569,Mike Brisky,3.04,47,1548
110,0,01098,Jay Don Blake,3.05,51,1674
110,0,01203,Russ Cochran,3.05,39,1278
110,0,01261,Jay Delsing,3.05,51,1674
113,0,20029,Notah Begay III,3.06,43,1404
114,0,02245,Grant Waite,3.07,47,1530
115,0,01323,Brad Fabel,3.09,49,1584
116,0,02218,Ted Tryba,3.10,62,1998
117,0,01116,Michael Bradley,3.12,41,1314
117,0,01157,Tom Byrum,3.12,50,1602
117,0,06088,Steve Gotsche,3.12,50,1602
117,0,21593,Keith Nolan,3.12,32,1026
121,0,19822,Bobby Cochran,3.14,43,1368
121,0,08547,John Maginnes,3.14,56,1782
123,0,10457,Frank Nobilo,3.16,54,1710
124,0,01226,Fred Couples,3.17,40,1260
124,0,01326,Nick Faldo,3.17,28,882
124,0,21805,Harrison Frazar,3.17,40,1260
124,0,12753,David Morland IV,3.17,49,1548
124,0,02101,Joey Sindelar,3.17,48,1512
129,0,12782,Tim Herron,3.19,54,1692
130,0,01381,Fred Funk,3.21,63,1962
131,0,20127,Chris Riley,3.25,55,1692
131,0,08385,Omar Uresti,3.25,55,1692
133,0,20043,Edward Fryatt,3.26,57,1746
133,0,01706,Davis Love III,3.26,54,1656
133,0,07753,Kevin Wentworth,3.26,47,1440
136,0,12660,Jesper Parnevik,3.27,40,1224
137,0,11032,Frank Lickliter II,3.28,62,1890
137,0,01766,Billy Mayfair,3.28,52,1584
137,0,02133,Craig Stadler,3.28,39,1188
140,0,07363,Craig Bowden,3.29,32,972
140,0,01797,Rocco Mediate,3.29,45,1368
140,0,06062,Charles Raulerson,3.29,58,1764
143,0,01928,Corey Pavin,3.30,44,1332
143,0,06581,David Sutherland,3.30,63,1908
145,0,06036,Scott Dunlap,3.35,64,1908
145,0,06573,Brandt Jobe,3.35,53,1584
145,0,08045,Perry Moss,3.35,32,954
148,0,19881,Robert Damron,3.36,55,1638
148,0,01388,Robert Gamez,3.36,46,1368
148,0,20574,Mathew Goggin,3.36,55,1638
151,0,06044,Scott Gump,3.39,64,1890
152,0,01014,Fulton Allem,3.41,46,1350
152,0,21007,Gabriel Hjertstedt,3.41,51,1494
154,0,01569,Peter Jacobsen,3.42,40,1170
155,0,02170,Hal Sutton,3.43,55,1602
156,0,06567,Vijay Singh,3.44,57,1656
