RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,29725,Tony Finau,13
1,0,32839,Hideki Matsuyama,13
3,0,29221,Webb Simpson,11
4,0,28252,Seamus Power,10
5,0,32662,Michael Gligic,9
5,0,36801,Mark Hubbard,9
5,0,29478,Kevin Kisner,9
8,0,25900,Lucas Glover,8
8,0,34563,Chesson Hadley,8
8,0,34098,Russell Henley,8
8,0,30926,Chris Kirk,8
8,0,26851,Marc Leishman,8
8,0,24502,Adam Scott,8
8,0,34046,Jordan Spieth,8
8,0,40115,Adam Svensson,8
8,0,56278,Matthew Wolff,8
17,0,47504,Sam Burns,7
17,0,51766,Wyndham Clark,7
17,0,45157,Cam Davis,7
17,0,12716,Charley Hoffman,7
17,0,35532,Tom Hoge,7
17,0,46717,Viktor Hovland,7
17,0,55182,Tom Kim,7
17,0,23108,Matt Kuchar,7
17,0,32791,K.H. Lee,7
17,0,49947,Taylor Moore,7
17,0,23320,Ryan Palmer,7
17,0,29908,C.T. Pan,7
17,0,34256,Andrew Putnam,7
17,0,47995,Davis Riley,7
17,0,48081,Xander Schauffele,7
17,0,35891,Cameron Smith,7
17,0,33448,Justin Thomas,7
34,0,34255,Joseph Bramlett,6
34,0,35450,Patrick Cantlay,6
34,0,45609,Tyler Duncan,6
34,0,21209,Sergio Garcia,6
34,0,46402,Talor Gooch,6
34,0,33399,Adam Hadwin,6
34,0,33597,Harry Higgs,6
34,0,39977,Max Homa,6
34,0,29420,Billy Horschel,6
34,0,39971,Sungjae Im,6
34,0,30925,Dustin Johnson,6
34,0,27936,Martin Laird,6
34,0,36326,David Lipsky,6
34,0,35449,Adam Long,6
34,0,34466,Peter Malnati,6
34,0,47993,Denny McCarthy,6
34,0,28237,Rory McIlroy,6
34,0,50525,Collin Morikawa,6
34,0,25396,Kevin Na,6
34,0,45486,Joaquin Niemann,6
34,0,40250,Taylor Pendrith,6
34,0,49771,J.T. Poston,6
34,0,46414,Aaron Rai,6
34,0,51890,Greyson Sigg,6
34,0,50095,Austin Smotherman,6
34,0,39324,J.J. Spaun,6
34,0,30692,Scott Stallings,6
34,0,49960,Sepp Straka,6
34,0,34264,Hudson Swafford,6
34,0,30927,Brendon Todd,6
34,0,33419,Cameron Tringale,6
34,0,48887,Matt Wallace,6
34,0,49964,Aaron Wise,6
67,0,40026,Daniel Berger,5
67,0,45522,Christiaan Bezuidenhout,5
67,0,48084,Wesley Bryan,5
67,0,39997,Corey Conners,5
67,0,35110,Brett Drewitt,5
67,0,34099,Harris English,5
67,0,40098,Matt Fitzpatrick,5
67,0,59095,Chris Gotterup,5
67,0,35310,Lanto Griffin,5
67,0,27644,Brian Harman,5
67,0,34174,John Huh,5
67,0,36799,Stephan Jaeger,5
67,0,26300,Matt Jones,5
67,0,33122,Russell Knox,5
67,0,32816,Satoshi Kodaira,5
67,0,30944,Jason Kokrak,5
67,0,28775,Nate Lashley,5
67,0,29926,Danny Lee,5
67,0,31202,William McGirt,5
67,0,51950,Max McGreevy,5
67,0,46442,Maverick McNealy,5
67,0,39546,Keith Mitchell,5
67,0,25198,Francesco Molinari,5
67,0,26596,Ryan Moore,5
67,0,46601,Trey Mullinax,5
67,0,24361,Pat Perez,5
67,0,46970,Jon Rahm,5
67,0,26476,Chez Reavie,5
67,0,30110,Kyle Stanley,5
67,0,34431,Robert Streb,5
67,0,27214,Kevin Streelman,5
67,0,31560,Brian Stuard,5
67,0,51634,Sahith Theegala,5
67,0,32150,Michael Thompson,5
67,0,57364,Michael Thorbjornsen,5
67,0,32333,Kevin Tway,5
67,0,40006,Erik van Rooyen,5
67,0,27064,Jhonattan Vegas,5
67,0,31323,Gary Woodland,5
67,0,52374,Brandon Wu,5
107,0,45526,Abraham Ancer,4
107,0,37212,Paul Barjon,4
107,0,33141,Keegan Bradley,4
107,0,28420,Ryan Brehm,4
107,0,29479,Scott Brown,4
107,0,55708,Hayden Buckley,4
107,0,52372,Cameron Champ,4
107,0,20229,Stewart Cink,4
107,0,34076,Joel Dahmen,4
107,0,28089,Jason Day,4
107,0,33653,Thomas Detry,4
107,0,23983,Luke Donald,4
107,0,30911,Tommy Fleetwood,4
107,0,32102,Rickie Fowler,4
107,0,29535,Brice Garnett,4
107,0,52375,Doug Ghim,4
107,0,54591,Ben Griffin,4
107,0,31646,Emiliano Grillo,4
107,0,32448,James Hahn,4
107,0,57975,Harry Hall,4
107,0,31557,Jim Herman,4
107,0,49298,Kramer Hickok,4
107,0,54628,Lee Hodges,4
107,0,52686,Rasmus Hojgaard,4
107,0,21961,Charles Howell III,4
107,0,37455,Si Woo Kim,4
107,0,48117,Kurt Kitayama,4
107,0,32757,Patton Kizzire,4
107,0,36689,Brooks Koepka,4
107,0,36884,Ben Kohles,4
107,0,31420,Anirban Lahiri,4
107,0,33410,Andrew Landry,4
107,0,49766,Hank Lebioda,4
107,0,35296,Haotong Li,4
107,0,27129,Luke List,4
107,0,33204,Shane Lowry,4
107,0,32640,Troy Merritt,4
