RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,34431,Robert Streb,11' 6",619.833,54,-0.06
2,0,08793,Tiger Woods,12' 9",739.667,58,-0.22
3,0,48084,Wesley Bryan,13' 1",812.583,62,-0.31
4,0,20229,Stewart Cink,13' 3",983.000,74,-0.05
5,0,27141,J.B. Holmes,13' 5",896.500,67,-0.21
6,0,46970,Jon Rahm,13' 6",1106.833,82,-0.32
7,0,20157,Retief Goosen,13' 7",762.917,56,-0.07
8,0,35506,Mackenzie Hughes,13' 8",831.167,61,-0.16
8,0,33413,Ben Martin,13' 8",684.500,50,-0.20
8,0,33448,Justin Thomas,13' 8",888.083,65,-0.37
11,0,29221,Webb Simpson,13' 9",1126.000,82,-0.18
12,0,29484,Peter Uihlein,14' 1",1053.750,75,-0.24
13,0,34256,Andrew Putnam,14' 2",991.000,70,-0.29
13,0,27649,Brandt Snedeker,14' 2",1102.167,78,-0.14
15,0,19846,Brian Gay,14' 4",2064.333,144,-0.26
15,0,23325,Vaughn Taylor,14' 4",1119.750,78,-0.22
17,0,39997,Corey Conners,14' 5",1196.000,83,-0.25
18,0,19803,Ryan Armour,14' 6",1824.583,126,-0.20
19,0,24846,Ricky Barnes,14' 7",597.167,41,-0.07
20,0,28237,Rory McIlroy,14' 8",703.417,48,-0.23
21,0,29908,C.T. Pan,14' 10",1067.333,72,-0.07
22,0,12510,Chad Campbell,14' 11",1060.917,71,-0.20
22,0,23353,J.J. Henry,14' 11",923.000,62,-0.10
24,0,30925,Dustin Johnson,15' 0",1202.250,80,-0.18
24,0,24024,Zach Johnson,15' 0",1261.417,84,-0.12
24,0,29926,Danny Lee,15' 0",1019.833,68,-0.10
24,0,39328,Conrad Shindler,15' 0",583.750,39,-0.08
28,0,32640,Troy Merritt,15' 1",1083.250,72,-0.26
29,0,33948,Byeong Hun An,15' 2",1077.333,71,-0.13
29,0,46501,Ollie Schniederjans,15' 2",1155.417,76,-0.33
31,0,24925,Jonathan Byrd,15' 3",777.750,51,-0.10
31,0,35532,Tom Hoge,15' 3",1251.500,82,-0.18
31,0,27963,Chris Stroud,15' 3",962.833,63,-0.17
34,0,35545,Blayne Barber,15' 4",887.333,58,-0.24
35,0,26758,David Hearn,15' 5",648.750,42,-0.24
35,0,27974,Sung Kang,15' 5",1000.750,65,-0.26
37,0,27958,Ryan Blaum,15' 6",962.000,62,-0.23
37,0,35421,Brandon Harkins,15' 6",1674.333,108,-0.18
39,0,37278,Nicholas Lindheim,15' 7",1120.000,72,-0.25
39,0,25493,Nick Taylor,15' 7",1246.917,80,-0.18
39,0,32150,Michael Thompson,15' 7",669.417,43,-0.19
42,0,25364,Paul Casey,15' 8",625.750,40,-0.20
42,0,48081,Xander Schauffele,15' 8",704.750,45,-0.20
42,0,21528,Henrik Stenson,15' 8",627.833,40,-0.10
45,0,29535,Brice Garnett,15' 10",1359.917,86,-0.15
45,0,29461,Jamie Lovemark,15' 10",1187.250,75,-0.11
45,0,24502,Adam Scott,15' 10",873.000,55,-0.18
48,0,28089,Jason Day,15' 11",653.250,41,-0.24
48,0,47959,Bryson DeChambeau,15' 11",984.750,62,-0.15
48,0,28132,Tyrone Van Aswegen,15' 11",1256.333,79,-0.14
51,0,45526,Abraham Ancer,16' 0",1424.000,89,-0.13
51,0,40009,Dominic Bozzelli,16' 0",766.750,48,+0.04
53,0,29222,Billy Hurley III,16' 1",1124.750,70,-0.24
53,0,20572,Rod Pampling,16' 1",531.750,33,-0.18
55,0,34213,Grayson Murray,16' 2",907.500,56,-0.13
56,0,33419,Cameron Tringale,16' 3",828.583,51,-0.12
57,0,29420,Billy Horschel,16' 4",1258.333,77,-0.32
57,0,27942,Rob Oppenheim,16' 4",1112.000,68,-0.10
57,0,27095,Nick Watney,16' 4",1440.750,88,-0.18
60,0,40026,Daniel Berger,16' 5",998.917,61,-0.13
60,0,23541,Ben Crane,16' 5",851.500,52,-0.29
60,0,33410,Andrew Landry,16' 5",1573.000,96,-0.21
63,0,28500,Martin Flores,16' 6",1320.417,80,-0.08
63,0,21961,Charles Howell III,16' 6",1563.833,95,-0.08
63,0,27936,Martin Laird,16' 6",1218.333,74,-0.19
63,0,32333,Kevin Tway,16' 6",1614.583,98,-0.16
67,0,30926,Chris Kirk,16' 7",1921.417,116,-0.15
67,0,24361,Pat Perez,16' 7",995.000,60,-0.12
67,0,29485,Brett Stegmaier,16' 7",1179.417,71,-0.21
70,0,23320,Ryan Palmer,16' 8",1118.167,67,-0.15
70,0,25632,Jimmy Walker,16' 8",1048.417,63,+0.02
72,0,25686,Jason Dufner,16' 9",956.833,57,-0.16
72,0,25818,Scott Piercy,16' 9",1189.083,71,-0.13
72,0,34264,Hudson Swafford,16' 9",1204.000,72,-0.14
75,0,25396,Kevin Na,16' 10",1327.250,79,-0.11
75,0,39327,Ben Silverman,16' 10",1180.417,70,-0.10
77,0,29974,Branden Grace,16' 11",861.833,51,-0.20
77,0,30944,Jason Kokrak,16' 11",1270.000,75,-0.08
77,0,28775,Nate Lashley,16' 11",593.083,35,-0.20
77,0,01810,Phil Mickelson,16' 11",1048.750,62,-0.18
77,0,25804,Bubba Watson,16' 11",1435.750,85,-0.13
82,0,10809,Jim Furyk,17' 0",527.417,31,-0.16
82,0,24924,Bill Haas,17' 0",884.333,52,+0.02
82,0,34360,Patrick Reed,17' 0",901.083,53,-0.25
85,0,31646,Emiliano Grillo,17' 1",1348.667,79,-0.10
85,0,32448,James Hahn,17' 1",1213.917,71,-0.18
87,0,45609,Tyler Duncan,17' 2",1083.333,63,-0.08
87,0,30911,Tommy Fleetwood,17' 2",790.417,46,-0.11
87,0,32102,Rickie Fowler,17' 2",790.000,46,-0.22
87,0,12716,Charley Hoffman,17' 2",1181.667,69,-0.14
87,0,34409,David Lingmerth,17' 2",1440.750,84,-0.12
92,0,39975,Michael Kim,17' 3",912.083,53,-0.04
92,0,29478,Kevin Kisner,17' 3",1241.667,72,-0.24
92,0,35891,Cameron Smith,17' 3",881.750,51,-0.29
92,0,47128,Richy Werenski,17' 3",1258.167,73,-0.08
92,0,49964,Aaron Wise,17' 3",1639.417,95,-0.11
97,0,26300,Matt Jones,17' 4",657.417,38,-0.26
97,0,37455,Si Woo Kim,17' 4",1282.583,74,-0.22
97,0,31560,Brian Stuard,17' 4",2354.167,136,-0.12
97,0,25892,Steve Wheatcroft,17' 4",917.500,53,-0.25
101,0,29268,Bronson Burgoon,17' 5",1011.583,58,-0.24
101,0,24358,Robert Garrigus,17' 5",905.500,52,+0.04
101,0,39546,Keith Mitchell,17' 5",1638.833,94,-0.17
101,0,26596,Ryan Moore,17' 5",1097.250,63,-0.11
101,0,26331,Charl Schwartzel,17' 5",765.083,44,-0.14
101,0,25834,Daniel Summerhays,17' 5",767.333,44,+0.02
101,0,26951,Johnson Wagner,17' 5",923.333,53,-0.23
108,0,20472,Alex Cejka,17' 6",1208.667,69,-0.07
108,0,37275,Sam Ryder,17' 6",1207.417,69,-0.06
108,0,34046,Jordan Spieth,17' 6",1454.167,83,-0.17
111,0,34098,Russell Henley,17' 7",1161.500,66,-0.08
111,0,39324,J.J. Spaun,17' 7",1374.500,78,-0.18
111,0,31323,Gary Woodland,17' 7",720.333,41,-0.02
114,0,47125,Matt Atkins,17' 9",691.250,39,E
114,0,23621,Rory Sabbatini,17' 9",1813.167,102,-0.06
114,0,47287,Ethan Tracy,17' 9",921.750,52,-0.15
117,0,27644,Brian Harman,17' 10",1339.083,75,-0.21
117,0,24140,Sean O'Hair,17' 10",981.000,55,-0.22
117,0,22056,Cameron Percy,17' 10",890.167,50,-0.14
120,0,40058,Zac Blair,17' 11",947.500,53,-0.21
120,0,34099,Harris English,17' 11",860.333,48,-0.19
120,0,28252,Seamus Power,17' 11",968.083,54,-0.26
120,0,32254,Xinjun Zhang,17' 11",753.750,42,-0.21
124,0,35376,Roberto Díaz,18' 0",1135.083,63,-0.10
124,0,28307,Matt Every,18' 0",864.333,48,-0.02
124,0,34174,John Huh,18' 0",1260.667,70,-0.11
124,0,36689,Brooks Koepka,18' 0",1006.000,56,-0.20
124,0,32839,Hideki Matsuyama,18' 0",756.917,42,-0.02
124,0,27349,Alex Noren,18' 0",503.417,28,-0.11
124,0,34358,Jonathan Randolph,18' 0",1154.167,64,-0.08
124,0,47347,Adam Schenk,18' 0",1117.333,62,-0.10
124,0,33418,Shawn Stefani,18' 0",1171.750,65,-0.18
133,0,29479,Scott Brown,18' 1",1340.917,74,-0.15
133,0,34363,Tyrrell Hatton,18' 1",830.417,46,-0.22
133,0,47993,Denny McCarthy,18' 1",759.167,42,-0.12
133,0,46601,Trey Mullinax,18' 1",1444.833,80,-0.16
133,0,27556,Ted Potter Jr.,18' 1",1558.500,86,-0.14
133,0,27064,Jhonattan Vegas,18' 1",884.833,49,-0.10
139,0,35879,Kelly Kraft,18' 2",1505.500,83,-0.16
140,0,35461,Beau Hossler,18' 4",2054.667,112,-0.09
140,0,32757,Patton Kizzire,18' 4",1539.917,84,-0.14
140,0,31420,Anirban Lahiri,18' 4",1157.250,63,E
140,0,26851,Marc Leishman,18' 4",1157.583,63,-0.03
140,0,32876,Martin Piller,18' 4",1171.917,64,-0.11
140,0,30692,Scott Stallings,18' 4",1485.583,81,-0.06
146,0,37338,Zecheng Dou,18' 5",627.333,34,E
146,0,23108,Matt Kuchar,18' 5",1525.333,83,-0.16
146,0,35544,Andrew Yun,18' 5",534.333,29,+0.07
149,0,34076,Joel Dahmen,18' 6",1479.750,80,-0.10
149,0,36799,Stephan Jaeger,18' 6",982.583,53,-0.25
151,0,34466,Peter Malnati,18' 7",1726.000,93,-0.14
151,0,29518,Brendan Steele,18' 7",1061.583,57,+0.09
153,0,31416,Derek Fathauer,18' 8",990.583,53,-0.08
153,0,24138,Ian Poulter,18' 8",971.250,52,-0.15
153,0,22405,Justin Rose,18' 8",1008.583,54,-0.28
156,0,26329,Louis Oosthuizen,18' 9",824.250,44,-0.18
157,0,27895,Jonas Blixt,18' 10",998.417,53,-0.13
157,0,25572,Graeme McDowell,18' 10",883.583,47,+0.04
159,0,32366,Kevin Chappell,18' 11",1307.917,69,-0.03
159,0,46435,Austin Cook,18' 11",1742.833,92,-0.05
159,0,33204,Shane Lowry,18' 11",927.500,49,-0.08
159,0,31202,William McGirt,18' 11",1302.750,69,-0.23
159,0,27214,Kevin Streelman,18' 11",1514.750,80,-0.10
164,0,28679,Fabián Gómez,19' 2",1305.750,68,-0.15
164,0,50526,Tom Lovelady,19' 2",1552.083,81,-0.14
166,0,22582,Kyle Thompson,19' 3",865.667,45,-0.02
167,0,30978,Kiradech Aphibarnrat,19' 4",424.500,22,E
167,0,35310,Lanto Griffin,19' 4",1161.083,60,-0.03
167,0,49771,J.T. Poston,19' 4",1196.333,62,-0.11
167,0,26476,Chez Reavie,19' 4",1316.917,68,-0.07
171,0,22371,Aaron Baddeley,19' 5",1337.167,69,-0.03
171,0,27129,Luke List,19' 5",1417.000,73,-0.10
173,0,33141,Keegan Bradley,19' 7",1294.417,66,E
173,0,35450,Patrick Cantlay,19' 7",1290.417,66,-0.03
175,0,46402,Talor Gooch,19' 8",865.500,44,E
176,0,36699,Patrick Rodgers,19' 9",1658.667,84,-0.07
177,0,37454,Whee Kim,19' 10",1569.583,79,-0.10
178,0,20593,Greg Chalmers,19' 11",676.750,34,-0.12
179,0,37189,Harold Varner III,20' 0",1418.083,71,-0.14
180,0,29725,Tony Finau,20' 1",1286.833,64,-0.09
181,0,33122,Russell Knox,20' 3",1698.667,84,-0.06
182,0,32816,Satoshi Kodaira,20' 4",854.417,42,+0.21
