RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,48084,Wesley Bryan,14' 3",1568.667,110,-33
2,0,34431,Robert Streb,14' 8",1774.917,121,-18
3,0,19803,Ryan Armour,15' 9",4649.667,295,-69
3,0,08793,Tiger Woods,15' 9",2078.583,132,-33
5,0,23325,Vaughn Taylor,16' 0",2922.250,183,-48
6,0,29221,Webb Simpson,16' 1",3422.750,213,-49
7,0,27963,Chris Stroud,16' 3",2080.583,128,-30
8,0,28237,Rory McIlroy,16' 4",2095.500,128,-32
9,0,20229,Stewart Cink,16' 5",2928.833,178,-13
9,0,39997,Corey Conners,16' 5",3845.667,234,-54
11,0,19846,Brian Gay,16' 6",4346.333,264,-62
11,0,35506,Mackenzie Hughes,16' 6",2735.333,166,-26
11,0,25396,Kevin Na,16' 6",2765.833,168,-41
11,0,27649,Brandt Snedeker,16' 6",3324.333,201,-42
15,0,40058,Zac Blair,16' 8",2103.167,126,-31
15,0,30925,Dustin Johnson,16' 8",3037.667,182,-47
17,0,37275,Sam Ryder,16' 9",3026.000,181,-34
18,0,46970,Jon Rahm,16' 10",2691.083,160,-43
19,0,34256,Andrew Putnam,17' 0",2918.667,172,-43
20,0,20472,Alex Cejka,17' 1",2643.250,155,-18
20,0,29908,C.T. Pan,17' 1",2989.250,175,-31
22,0,21961,Charles Howell III,17' 3",3538.333,205,-43
23,0,28500,Martin Flores,17' 4",3372.583,195,-30
23,0,29420,Billy Horschel,17' 4",3243.583,187,-51
23,0,34174,John Huh,17' 4",2806.583,162,-26
23,0,33448,Justin Thomas,17' 4",2547.000,147,-34
27,0,40009,Dominic Bozzelli,17' 5",2192.917,126,-22
27,0,33413,Ben Martin,17' 5",2276.833,131,-23
29,0,22582,Kyle Thompson,17' 6",2079.417,119,-13
29,0,28132,Tyrone Van Aswegen,17' 6",3586.000,205,-19
31,0,34409,David Lingmerth,17' 7",3282.167,187,-29
31,0,32640,Troy Merritt,17' 7",3284.500,187,-51
33,0,40026,Daniel Berger,17' 8",2210.417,125,-16
33,0,27958,Ryan Blaum,17' 8",2918.333,165,-34
33,0,28679,Fabián Gómez,17' 8",3070.500,174,-28
33,0,20572,Rod Pampling,17' 8",2010.667,114,-4
33,0,46501,Ollie Schniederjans,17' 8",2876.167,163,-39
33,0,25632,Jimmy Walker,17' 8",2399.417,136,-15
39,0,45526,Abraham Ancer,17' 9",3819.417,215,-32
39,0,10809,Jim Furyk,17' 9",2073.167,117,-16
39,0,27974,Sung Kang,17' 9",2657.083,150,-22
39,0,30926,Chris Kirk,17' 9",4591.083,259,-47
39,0,33410,Andrew Landry,17' 9",3950.333,223,-42
39,0,23320,Ryan Palmer,17' 9",2692.583,152,-25
39,0,22056,Cameron Percy,17' 9",2254.417,127,-21
46,0,12510,Chad Campbell,17' 10",3331.083,187,-30
46,0,26758,David Hearn,17' 10",2662.333,149,-25
46,0,32839,Hideki Matsuyama,17' 10",1908.333,107,-24
46,0,25493,Nick Taylor,17' 10",3521.250,197,-31
46,0,29484,Peter Uihlein,17' 10",2686.667,151,-34
51,0,24846,Ricky Barnes,17' 11",1879.250,105,-4
51,0,37278,Nicholas Lindheim,17' 11",2950.917,165,-34
53,0,29535,Brice Garnett,18' 0",4292.833,238,-45
53,0,20157,Retief Goosen,18' 0",1784.833,99,-6
53,0,33419,Cameron Tringale,18' 0",2321.583,129,-22
53,0,25892,Steve Wheatcroft,18' 0",2300.667,128,-23
57,0,33141,Keegan Bradley,18' 1",2969.833,164,-11
57,0,27141,J.B. Holmes,18' 1",2927.583,162,-27
57,0,31420,Anirban Lahiri,18' 1",2835.917,157,-18
57,0,47287,Ethan Tracy,18' 1",2319.083,128,-28
61,0,29222,Billy Hurley III,18' 2",2817.833,155,-28
61,0,26596,Ryan Moore,18' 2",2743.417,151,-29
63,0,35421,Brandon Harkins,18' 3",3599.417,197,-31
63,0,36689,Brooks Koepka,18' 3",2478.500,136,-29
63,0,29926,Danny Lee,18' 3",2867.000,157,-24
63,0,01810,Phil Mickelson,18' 3",2484.667,136,-31
63,0,24361,Pat Perez,18' 3",2386.250,131,-13
68,0,23353,J.J. Henry,18' 4",3183.333,174,-23
68,0,35532,Tom Hoge,18' 4",3990.250,218,-32
68,0,21528,Henrik Stenson,18' 4",1597.833,87,-11
68,0,27214,Kevin Streelman,18' 4",3994.917,218,-27
68,0,32333,Kevin Tway,18' 4",3993.333,218,-35
73,0,29974,Branden Grace,18' 5",1989.500,108,-21
73,0,37454,Whee Kim,18' 5",3353.833,182,-29
73,0,25818,Scott Piercy,18' 5",3277.917,178,-22
73,0,48081,Xander Schauffele,18' 5",2850.000,155,-26
73,0,39328,Conrad Shindler,18' 5",1838.583,100,-13
73,0,39327,Ben Silverman,18' 5",3942.500,214,-34
79,0,39975,Michael Kim,18' 6",2444.417,132,-18
79,0,31560,Brian Stuard,18' 6",5234.917,283,-38
79,0,27095,Nick Watney,18' 6",4047.083,219,-38
82,0,30978,Kiradech Aphibarnrat,18' 7",1189.833,64,-9
82,0,28089,Jason Day,18' 7",2103.000,113,-26
82,0,47959,Bryson DeChambeau,18' 7",3105.500,167,-38
82,0,24358,Robert Garrigus,18' 7",3234.250,174,-17
82,0,26300,Matt Jones,18' 7",2281.000,123,-33
82,0,26329,Louis Oosthuizen,18' 7",2104.250,113,-16
82,0,35544,Andrew Yun,18' 7",1601.583,86,+3
89,0,31646,Emiliano Grillo,18' 8",3192.000,171,-19
89,0,24138,Ian Poulter,18' 8",2219.583,119,-26
89,0,34360,Patrick Reed,18' 8",2637.000,141,-25
92,0,22371,Aaron Baddeley,18' 9",3114.083,166,-19
92,0,24024,Zach Johnson,18' 9",3695.167,197,-28
92,0,27942,Rob Oppenheim,18' 9",2806.333,150,-29
95,0,35376,Roberto Díaz,18' 10",2413.167,128,-14
95,0,27936,Martin Laird,18' 10",2717.333,144,-26
95,0,24140,Sean O'Hair,18' 10",2763.833,147,-21
95,0,23621,Rory Sabbatini,18' 10",4068.167,216,-28
95,0,24502,Adam Scott,18' 10",2396.833,127,-22
95,0,31323,Gary Woodland,18' 10",2944.083,156,-21
101,0,23541,Ben Crane,18' 11",2398.167,127,-25
101,0,29461,Jamie Lovemark,18' 11",3066.667,162,-17
101,0,34466,Peter Malnati,18' 11",4024.500,213,-43
101,0,34046,Jordan Spieth,18' 11",3400.917,180,-29
105,0,33122,Russell Knox,19' 0",3789.083,199,-22
105,0,35891,Cameron Smith,19' 0",2493.833,131,-23
105,0,30692,Scott Stallings,19' 0",3457.167,182,-24
108,0,24924,Bill Haas,19' 1",2995.083,157,-3
108,0,34563,Chesson Hadley,19' 1",5179.917,271,-44
108,0,36799,Stephan Jaeger,19' 1",2999.417,157,-28
108,0,31202,William McGirt,19' 1",3222.167,169,-32
108,0,26951,Johnson Wagner,19' 1",2915.583,153,-38
113,0,35545,Blayne Barber,19' 2",2835.667,148,-19
113,0,29479,Scott Brown,19' 2",3693.583,193,-31
113,0,32448,James Hahn,19' 2",3225.083,168,-13
113,0,27644,Brian Harman,19' 2",3851.500,201,-42
113,0,23108,Matt Kuchar,19' 2",3377.917,176,-24
113,0,34213,Grayson Murray,19' 2",2798.917,146,-20
113,0,34264,Hudson Swafford,19' 2",2957.000,154,-26
120,0,35879,Kelly Kraft,19' 3",3426.333,178,-25
121,0,26499,Rafa Cabrera Bello,19' 4",2479.083,128,-12
121,0,45609,Tyler Duncan,19' 4",3813.833,197,-22
121,0,35461,Beau Hossler,19' 4",5237.000,271,-32
121,0,27129,Luke List,19' 4",3203.750,166,-22
121,0,46601,Trey Mullinax,19' 4",2944.833,152,-25
121,0,29485,Brett Stegmaier,19' 4",2611.917,135,-30
127,0,24925,Jonathan Byrd,19' 5",2118.417,109,-9
127,0,32366,Kevin Chappell,19' 5",3323.417,171,-18
127,0,30911,Tommy Fleetwood,19' 5",2293.833,118,-26
130,0,33948,Byeong Hun An,19' 6",3295.833,169,-25
130,0,32816,Satoshi Kodaira,19' 6",1893.667,97,+12
130,0,25572,Graeme McDowell,19' 6",2047.417,105,-6
130,0,25198,Francesco Molinari,19' 6",2869.000,147,-35
130,0,22405,Justin Rose,19' 6",2167.833,111,-34
130,0,47128,Richy Werenski,19' 6",3677.833,189,-16
136,0,37338,Zecheng Dou,19' 7",1896.917,97,-9
136,0,28775,Nate Lashley,19' 7",1760.083,90,-11
136,0,39324,J.J. Spaun,19' 7",4014.750,205,-38
136,0,33418,Shawn Stefani,19' 7",2938.500,150,-25
140,0,46435,Austin Cook,19' 8",4664.833,237,-20
140,0,34076,Joel Dahmen,19' 8",3691.000,188,-27
142,0,35450,Patrick Cantlay,19' 9",3568.333,181,-16
142,0,31416,Derek Fathauer,19' 9",2686.000,136,-8
142,0,34098,Russell Henley,19' 9",3138.667,159,-7
