RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,28237,Rory McIlroy,10000000
2,0,30925,Dustin Johnson,3000000
3,0,34360,Patrick Reed,2000000
4,0,24502,Adam Scott,1500000
5,0,25364,Paul Casey,1000000
6,0,28089,Jason Day,800000
7,0,26596,Ryan Moore,700000
8,0,32366,Kevin Chappell,600000
9,0,34046,Jordan Spieth,550000
10,0,33122,Russell Knox,500000
11,0,31646,Emiliano Grillo,300000
12,0,33448,Justin Thomas,290000
13,0,32839,Hideki Matsuyama,280000
14,0,25632,Jimmy Walker,270000
15,0,27649,Brandt Snedeker,250000
16,0,01810,Phil Mickelson,245000
17,0,37455,Si Woo Kim,240000
18,0,23108,Matt Kuchar,235000
19,0,25686,Jason Dufner,230000
20,0,31323,Gary Woodland,225000
21,0,25804,Bubba Watson,220000
22,0,32200,Roberto Castro,215000
23,0,29478,Kevin Kisner,210000
24,0,31202,William McGirt,205000
25,0,26331,Charl Schwartzel,200000
26,0,40026,Daniel Berger,195000
27,0,24140,Sean O'Hair,190000
28,0,25396,Kevin Na,185000
29,0,27064,Jhonattan Vegas,180000
30,0,27141,J.B. Holmes,175000
31,0,32102,Rickie Fowler,165000
32,0,21209,Sergio Garcia,155000
33,0,30944,Jason Kokrak,150000
34,0,23320,Ryan Palmer,145000
35,0,36689,Brooks Koepka,142000
36,0,21528,Henrik Stenson,140000
37,0,25818,Scott Piercy,138000
38,0,26329,Louis Oosthuizen,137000
39,0,32448,James Hahn,136000
40,0,28679,Fabián Gómez,135000
41,0,29974,Branden Grace,134000
42,0,31557,Jim Herman,133000
43,0,46440,Smylie Kaufman,132000
44,0,12716,Charley Hoffman,131000
45,0,29725,Tony Finau,130000
46,0,24924,Bill Haas,129000
47,0,34099,Harris English,128000
48,0,25572,Graeme McDowell,127000
49,0,29461,Jamie Lovemark,126000
50,0,29420,Billy Horschel,125000
51,0,22405,Justin Rose,120000
52,0,21961,Charles Howell III,115000
53,0,27644,Brian Harman,114000
54,0,30926,Chris Kirk,113000
55,0,29222,Billy Hurley III,110000
56,0,26758,David Hearn,110000
57,0,24024,Zach Johnson,110000
58,0,23983,Luke Donald,110000
59,0,27214,Kevin Streelman,110000
60,0,31560,Brian Stuard,110000
61,0,29476,Kyle Reifers,110000
62,0,23325,Vaughn Taylor,110000
63,0,29518,Brendan Steele,110000
64,0,34264,Hudson Swafford,110000
65,0,25834,Daniel Summerhays,110000
66,0,34262,Jon Curran,110000
67,0,34409,David Lingmerth,110000
68,0,26851,Marc Leishman,110000
69,0,22371,Aaron Baddeley,110000
70,0,33413,Ben Martin,110000
71,0,24846,Ricky Barnes,80000
72,0,08075,Jerry Kelly,80000
73,0,12510,Chad Campbell,80000
74,0,36699,Patrick Rodgers,80000
75,0,37189,Harold Varner III,80000
76,0,06527,Steve Stricker,80000
77,0,27936,Martin Laird,80000
78,0,26951,Johnson Wagner,80000
79,0,30711,Colt Knost,80000
80,0,29479,Scott Brown,80000
81,0,26476,Chez Reavie,75000
82,0,32757,Patton Kizzire,75000
83,0,20472,Alex Cejka,75000
84,0,29221,Webb Simpson,75000
85,0,33399,Adam Hadwin,75000
86,0,10809,Jim Furyk,75000
87,0,34098,Russell Henley,75000
88,0,20645,John Senden,75000
89,0,23800,Bryce Molder,75000
90,0,21731,Freddie Jacobson,75000
91,0,24357,K.J. Choi,75000
92,0,29926,Danny Lee,75000
93,0,32139,Danny Willett,75000
94,0,27466,Spencer Levin,75000
95,0,34174,John Huh,75000
96,0,27974,Sung Kang,75000
97,0,24507,Jason Bohn,75000
98,0,28132,Tyrone Van Aswegen,75000
99,0,06567,Vijay Singh,75000
100,0,31416,Derek Fathauer,75000
101,0,35545,Blayne Barber,70000
102,0,33204,Shane Lowry,70000
103,0,33141,Keegan Bradley,70000
104,0,34466,Peter Malnati,70000
105,0,34431,Robert Streb,70000
106,0,25900,Lucas Glover,70000
107,0,27895,Jonas Blixt,70000
108,0,29485,Brett Stegmaier,70000
109,0,24358,Robert Garrigus,70000
110,0,40058,Zac Blair,70000
111,0,25198,Francesco Molinari,70000
112,0,33419,Cameron Tringale,70000
113,0,35300,Andrew Loupe,70000
114,0,26289,Boo Weekley,70000
115,0,36801,Mark Hubbard,70000
116,0,30110,Kyle Stanley,70000
117,0,23541,Ben Crane,70000
118,0,39975,Michael Kim,70000
119,0,31420,Anirban Lahiri,70000
120,0,27436,Graham DeLaet,70000
121,0,32640,Troy Merritt,70000
122,0,27129,Luke List,70000
123,0,33418,Shawn Stefani,70000
124,0,02206,David Toms,70000
125,0,29289,S.Y. Noh,70000
126,0,26300,Matt Jones,32000
127,0,37454,Whee Kim,32000
128,0,30692,Scott Stallings,32000
129,0,25493,Nick Taylor,32000
130,0,28158,Steve Marino,32000
131,0,29268,Bronson Burgoon,32000
132,0,25349,Tim Wilkinson,32000
133,0,33461,Morgan Hoffmann,32000
134,0,27963,Chris Stroud,32000
135,0,34021,Bud Cauley,32000
136,0,25720,Chad Collins,32000
137,0,25892,Steve Wheatcroft,32000
138,0,34265,Will Wilcox,32000
139,0,20766,Padraig Harrington,32000
140,0,29745,Tyler Aldridge,32000
141,0,20157,Retief Goosen,32000
142,0,20593,Greg Chalmers,32000
143,0,20098,Stuart Appleby,32000
144,0,35532,Tom Hoge,32000
145,0,32150,Michael Thompson,32000
146,0,27747,Hiroshi Iwata,32000
147,0,20229,Stewart Cink,32000
148,0,29223,Sam Saunders,32000
149,0,25369,Jamie Donaldson,32000
150,0,20691,Greg Owen,32000
