RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
1,0,26499,Rafa Cabrera Bello,$1609350,80435025,80500000
2,1,20396,Lee Westwood,$1138810,102681003,11200000
3,2,22986,Søren Kjeldsen,$921468,67153989,24992857
4,2,40098,Matt Fitzpatrick,$713917,40466737,30925000
5,2,27408,Martin Kaymer,$701140,47624017,22490000
6,2,30978,Kiradech Aphibarnrat,$680450,40455000,27590000
7,2,34363,Tyrrell Hatton,$674788,62728764,4750000
8,2,35314,Andy Sullivan,$561779,32546258,23631667
9,2,27896,Ross Fisher,$518643,3014285,48850000
10,2,47959,Bryson DeChambeau,$476621,47662133
11,2,29454,Bernd Wiesberger,$390674,12967400,26100000
12,2,46507,Bobby Wyatt,$353348,35334800
13,2,22000,Chris Wood,$348340,18559000,16275000
14,2,34242,Andrew Johnston,$336762,27026200,6650000
15,2,24511,Thongchai Jaidee,$326950,14628303,18066666
16,2,25444,Justin Hicks,$263943,26394300
17,2,26525,Grégory Bourdy,$257091,25709050
18,2,28258,K.T. Kim,$251103,2210309,22900000
19,2,34643,Michael Johnson,$238000,23800000
20,2,23063,Scott Hend,$234313,10231327,13200000
21,2,33293,Thomas Pieters,$230235,7998459,15025000
22,2,28937,George Coetzee,$229823,8582250,14400000
23,2,24083,Marcus Fraser,$190950,1745000,17350000
24,2,45702,Rodolfo Cazaubòn,$185904,18590400
25,2,35296,Haotong Li,$173750,0,17375000
26,2,46037,Hunter Stewart,$156537,15653733
27,2,28339,Victor Dubuisson,$156500,3700000,11950000
28,2,33968,Thorbjørn Olesen,$146000,0,14600000
29,2,23821,Yusaku Miyazato,$144124,9437400,4975000
30,2,19958,Miguel Angel Jiménez,$143492,9149175,5200000
31,2,35139,Richard Lee,$137813,13781250
32,2,20608,David Howell,$137113,6911303,6800000
33,2,39251,Ryan Ruffels,$134802,13480242
34,2,46567,Paul Dunne,$125667,12566667
35,2,35174,Matthew Southgate,$122154,12215385
36,2,35973,Nathan Holman,$117000,0,11700000
37,2,32070,Rafael Campos,$114200,11420000
38,2,36521,Young-han Song,$113250,2225000,9100000
39,2,28500,Martin Flores,$101576,10157600
40,2,27349,Alex Noren,$97727,5022733,4750000
41,2,21498,Hideto Tanihara,$84235,8423488
42,2,24457,Jaco Van Zyl,$74500,0,7450000
43,2,29256,James Morrison,$72000,0,7200000
44,2,49964,Aaron Wise,$69600,6960000
45,2,46523,Joey Garber,$69408,6940800
46,2,46501,Ollie Schniederjans,$68586,6858556
47,2,30911,Tommy Fleetwood,$68000,0,6800000
48,2,25191,Gonzalo Fernandez-Castaño,$65600,6560000
49,2,25203,SSP Chawrasia,$65580,1358000,5200000
50,2,31109,Richard Lee,$65230,1323000,5200000
51,2,27796,Joe Affrunti,$64909,6490909
52,2,26908,Yuta Ikeda,$64609,6460930
53,2,31115,Michio Matsumura,$60500,0,6050000
54,2,28751,Andrew Dodt,$57915,1554000,4237500
55,2,23699,Danny Chia,$56890,1414000,4275000
56,2,49633,Charlie Danielson,$55154,5515378
57,2,34133,Yosuke Tsukada,$53000,0,5300000
58,2,47953,Greg Yates,$52959,5295909
59,2,32254,Xinjun Zhang,$52000,0,5200000
60,2,32816,Satoshi Kodaira,$51958,1020800,4175000
61,2,35912,Haydn Porteous,$51489,5148859
62,2,35107,Jordan Zunic,$49750,0,4975000
63,2,46601,Trey Mullinax,$49635,4963525
64,2,37338,Zecheng Dou,$49000,0,4900000
65,2,35582,Kristoffer Broberg,$48500,0,4850000
66,2,28300,Joost Luiten,$45289,4528888
67,2,33780,Nick Cullen,$44792,0,4479167
67,2,24463,Trevor Fisher Jr,$44792,0,4479167
67,2,24748,WC Liang,$44792,0,4479166
67,2,33870,Ashun Wu,$44792,0,4479166
71,2,36824,Paul Peterson,$44508,4450833
72,2,27958,Ryan Blaum,$42160,4216000
73,2,46441,Robby Shelton,$41630,4163000
74,2,35181,Daniel van Tonder,$41375,0,4137500
75,2,34697,Yi Cao,$41000,0,4100000
76,2,25289,Steven Jeffress,$40750,0,4075000
77,2,25841,Marc Warren,$40375,0,4037500
78,2,36983,Matt Dobyns,$35471,3547125
79,2,33199,Matteo Manassero,$34430,3443000
80,2,46550,Brandon Hagy,$33226,3322633
81,2,19803,Ryan Armour,$32455,3245454
82,2,29378,Daisuke Kataoka,$28742,2874222
83,2,23452,Nicolas Colsaerts,$25227,2522733
83,2,24459,Richard Sterne,$25227,2522733
85,2,25321,Lee Slattery,$25131,2513100
86,2,23409,James Driscoll,$24800,2480000
87,2,35421,Brandon Harkins,$24525,2452500
88,2,33465,Matt Marshall,$23938,2393800
89,2,32421,Romain Wattel,$23497,2349700
90,2,50490,Chase Parker,$23203,2320300
91,2,47287,Ethan Tracy,$22762,2276200
92,2,46907,Ryan Evans,$21365,2136456
93,2,19904,Paul Lawrie,$20573,2057328
94,2,37447,Zander Lombard,$20244,2024358
95,2,08635,Colin Montgomerie,$18727,1872696
96,2,33941,Nick Mason,$18662,1866150
97,2,24321,Kodai Ichihara,$18529,1852914
97,2,34168,Soomin Lee,$18529,1852914
99,2,48119,Ben Taylor,$16968,1696800
100,2,22983,Bradley Dredge,$16900,1690000
101,2,22080,Prayad Marksaeng,$15540,1554000
102,2,47906,Austin Connelly,$15050,1505000
103,2,27619,Ben Leong,$14630,1463000
