RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01249,John Daly,32.22,300,931,-0.220
2,0,06567,Vijay Singh,30.86,383,1241,-0.243
3,0,23552,Hank Kuehne,29.52,343,1162,-0.052
4,0,23497,Tag Ridings,27.99,171,611,-0.181
5,0,25900,Lucas Glover,27.72,321,1158,-0.193
6,0,02106,Chris Smith,26.98,344,1275,-0.151
7,0,11123,Chris Couch,26.97,171,634,-0.058
8,0,23063,Scott Hend,26.29,254,966,-0.035
9,0,21633,Steve Allan,25.18,307,1219,-0.143
10,0,08337,Mike Heinen,24.86,175,704,-0.160
11,0,22046,Geoff Ogilvy,24.71,256,1036,-0.258
12,0,21805,Harrison Frazar,24.21,237,979,-0.203
13,0,07939,Dan Olsen,24.10,214,888,-0.019
14,0,21209,Sergio Garcia,24.07,169,702,-0.160
15,0,23353,J.J. Henry,23.99,302,1259,-0.152
16,0,01810,Phil Mickelson,22.76,170,747,-0.235
16,0,01927,Dennis Paulson,22.76,208,914,-0.197
18,0,23614,Rich Beem,22.50,191,849,-0.157
19,0,01706,Davis Love III,22.26,189,849,-0.185
20,0,08793,Tiger Woods,22.05,168,762,-0.250
21,0,20572,Rod Pampling,21.95,236,1075,-0.186
22,0,23613,Rich Barcelo,21.94,179,816,-0.123
23,0,12782,Tim Herron,21.93,202,921,-0.183
24,0,06522,Ernie Els,21.90,127,580,-0.197
25,0,20663,Brenden Pappas,21.72,296,1363,-0.247
26,0,24925,Jonathan Byrd,21.66,217,1002,-0.171
27,0,24507,Jason Bohn,21.63,263,1216,-0.205
28,0,01226,Fred Couples,21.61,134,620,-0.254
29,0,23307,Roger Tambellini,21.34,207,970,-0.130
30,0,12394,Tom Carter,21.31,283,1328,-0.138
31,0,08835,Kris Cox,21.09,178,844,-0.118
32,0,20850,Daniel Chopra,21.04,268,1274,-0.190
33,0,26287,Roland Thatcher,21.03,176,837,-0.165
34,0,23320,Ryan Palmer,20.94,259,1237,-0.147
35,0,10107,Deane Pappas,20.91,183,875,-0.153
36,0,24781,Hunter Mahan,20.80,238,1144,-0.134
37,0,20580,Andre Stolz,20.78,138,664,-0.159
38,0,23325,Vaughn Taylor,20.68,219,1059,-0.215
39,0,20098,Stuart Appleby,20.65,171,828,-0.240
40,0,06332,Neal Lancaster,20.26,261,1288,-0.096
41,0,10885,Robert Allenby,19.74,196,993,-0.179
42,0,10585,Scott McCarron,19.50,204,1046,-0.230
43,0,01945,Kenny Perry,19.49,168,862,-0.137
44,0,06197,Michael Allen,18.94,201,1061,-0.214
45,0,01035,Tommy Armour III,18.91,201,1063,-0.050
46,0,12823,Carlos Franco,18.81,233,1239,-0.249
47,0,20645,John Senden,18.78,224,1193,-0.196
48,0,01707,Steve Lowery,18.67,191,1023,-0.267
49,0,01677,Tom Lehman,18.65,149,799,-0.315
50,0,20498,Briny Baird,18.64,208,1116,-0.183
51,0,19824,Craig Barlow,18.48,177,958,-0.158
52,0,23623,Bo Van Pelt,18.28,206,1127,-0.306
53,0,20094,Jonathan Kaye,18.22,158,867,-0.133
54,0,02101,Joey Sindelar,18.20,223,1225,-0.103
55,0,12660,Jesper Parnevik,18.06,184,1019,-0.245
56,0,23621,Rory Sabbatini,18.04,188,1042,-0.154
57,0,12652,Cameron Beckman,17.98,215,1196,-0.195
58,0,07749,Brett Quigley,17.95,217,1209,-0.194
59,0,21893,Brian Kortan,17.87,141,789,-0.128
60,0,20378,Mathias Grönberg,17.81,181,1016,-0.133
61,0,24290,D.J. Brigman,17.44,165,946,-0.164
62,0,25345,Carl Pettersson,17.41,188,1080,-0.245
63,0,01161,Mark Calcavecchia,17.40,142,816,-0.134
64,0,21731,Freddie Jacobson,17.11,148,865,-0.196
65,0,24361,Pat Perez,17.10,204,1193,-0.152
66,0,22405,Justin Rose,17.03,147,863,-0.218
67,0,21949,Joe Ogilvie,17.00,198,1165,-0.187
68,0,25686,Jason Dufner,16.73,166,992,-0.169
68,0,21959,Ted Purdy,16.73,237,1417,-0.300
70,0,07867,Woody Austin,16.54,191,1155,-0.126
71,0,24502,Adam Scott,16.49,93,564,-0.247
72,0,21407,Arjun Atwal,16.47,170,1032,-0.082
73,0,20157,Retief Goosen,16.13,90,558,-0.333
74,0,01313,Steve Elkington,15.97,123,770,-0.171
74,0,21961,Charles Howell III,15.97,168,1052,-0.161
76,0,12510,Chad Campbell,15.89,171,1076,-0.216
77,0,20585,Niclas Fasth,15.85,113,713,-0.159
78,0,08123,Jeff Brehaut,15.84,204,1288,-0.162
79,0,22548,Patrick Sheehan,15.79,218,1381,-0.142
80,0,06515,Shaun Micheel,15.78,155,982,-0.206
81,0,22371,Aaron Baddeley,15.63,166,1062,-0.145
82,0,25237,Kevin Muncrief,15.57,97,623,-0.175
83,0,20634,Peter Lonard,15.48,117,756,-0.120
84,0,23108,Matt Kuchar,15.37,162,1054,-0.179
85,0,07223,Brian Bateman,15.26,154,1009,-0.156
86,0,01388,Robert Gamez,15.01,187,1246,-0.209
87,0,11032,Frank Lickliter II,14.92,161,1079,-0.193
88,0,01685,J.L. Lewis,14.90,183,1228,-0.213
89,0,12760,Danny Ellis,14.86,140,942,-0.114
90,0,02245,Grant Waite,14.76,139,942,-0.144
91,0,06595,Kevin Sutherland,14.70,136,925,-0.103
92,0,20433,Mark Hensby,14.56,167,1147,-0.144
93,0,10912,Craig Perks,14.29,126,882,-0.167
94,0,12645,Brent Geiberger,14.16,164,1158,-0.280
95,0,20593,Greg Chalmers,14.14,127,898,-0.165
96,0,20229,Stewart Cink,13.97,154,1102,-0.344
97,0,22913,John Rollins,13.94,139,997,-0.173
98,0,06621,Joe Durant,13.77,144,1046,-0.174
99,0,01948,Tim Petrovic,13.56,163,1202,-0.209
99,0,02206,David Toms,13.56,109,804,-0.284
101,0,24024,Zach Johnson,13.54,167,1233,-0.204
102,0,01042,Paul Azinger,13.52,121,895,-0.372
103,0,08931,Glen Day,13.45,164,1219,-0.195
104,0,01941,Tom Pernice Jr.,13.42,159,1185,-0.170
105,0,21646,David Branshaw,13.41,134,999,-0.090
106,0,06613,Tommy Tolles,13.26,111,837,-0.117
107,0,10733,Kent Jones,13.05,156,1195,-0.192
108,0,08881,Tripp Isenhour,12.98,85,655,-0.165
109,0,10425,Jay Williamson,12.90,161,1248,-0.180
110,0,24357,K.J. Choi,12.86,112,871,-0.250
111,0,06004,Stephen Ames,12.84,142,1106,-0.211
112,0,01797,Rocco Mediate,12.78,62,485,-0.129
113,0,01938,David Peoples,12.77,134,1049,-0.179
114,0,19825,Darren Clarke,12.75,63,494,-0.206
115,0,22621,Ben Curtis,12.61,72,571,-0.194
116,0,01473,Todd Hamilton,12.53,123,982,-0.146
117,0,01261,Jay Delsing,12.51,110,879,-0.182
118,0,20628,Arron Oberholser,12.44,106,852,-0.198
119,0,01771,Blaine McCallister,12.29,104,846,-0.192
120,0,02002,John Riegger,12.28,83,676,-0.145
121,0,10860,Justin Leonard,12.20,111,910,-0.171
122,0,10201,Matt Gogel,12.19,118,968,-0.178
123,0,01666,Bernhard Langer,12.03,70,582,E
124,0,01553,John Huston,11.92,75,629,-0.067
125,0,01577,Lee Janzen,11.88,115,968,-0.174
126,0,06214,Guy Boros,11.60,93,802,-0.043
