RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
34,0,01226,Fred Couples,40.22,37,92,-0.24
35,0,23613,Rich Barcelo,39.23,51,130,-0.29
36,0,06197,Michael Allen,38.82,66,170,-0.18
37,0,24507,Jason Bohn,38.42,73,190,-0.36
38,0,10885,Robert Allenby,37.50,57,152,-0.35
39,0,12823,Carlos Franco,37.37,71,190,-0.46
40,0,26287,Roland Thatcher,37.12,49,132,-0.29
41,0,24925,Jonathan Byrd,37.01,57,154,-0.40
42,0,21893,Brian Kortan,36.29,45,124,-0.27
43,0,25686,Jason Dufner,36.08,57,158,-0.26
44,0,20157,Retief Goosen,36.05,31,86,-0.32
45,0,23325,Vaughn Taylor,35.98,59,164,-0.22
46,0,20850,Daniel Chopra,35.29,72,204,-0.35
47,0,01677,Tom Lehman,35.16,45,128,-0.31
48,0,02101,Joey Sindelar,35.11,66,188,-0.26
49,0,20378,Mathias Grönberg,34.94,58,166,-0.21
50,0,12652,Cameron Beckman,34.57,65,188,-0.38
51,0,10585,Scott McCarron,34.52,58,168,-0.28
52,0,24290,D.J. Brigman,34.21,52,152,-0.37
53,0,06332,Neal Lancaster,33.98,70,206,-0.19
54,0,23621,Rory Sabbatini,33.97,53,156,-0.25
55,0,07223,Brian Bateman,33.33,52,156,-0.35
55,0,24781,Hunter Mahan,33.33,60,180,-0.30
57,0,01261,Jay Delsing,32.88,48,146,-0.33
58,0,01161,Mark Calcavecchia,32.61,45,138,-0.42
59,0,20498,Briny Baird,32.58,58,178,-0.43
59,0,25345,Carl Pettersson,32.58,58,178,-0.38
61,0,08123,Jeff Brehaut,32.21,67,208,-0.27
62,0,20634,Peter Lonard,32.14,36,112,-0.31
63,0,20098,Stuart Appleby,32.03,41,128,-0.27
64,0,20572,Rod Pampling,31.98,55,172,-0.20
65,0,23623,Bo Van Pelt,31.52,58,184,-0.40
66,0,21949,Joe Ogilvie,31.38,59,188,-0.42
67,0,22405,Justin Rose,31.25,40,128,-0.20
68,0,21961,Charles Howell III,31.18,53,170,-0.21
69,0,01313,Steve Elkington,30.33,37,122,-0.27
70,0,22371,Aaron Baddeley,30.25,49,162,-0.31
71,0,01707,Steve Lowery,30.12,50,166,-0.12
72,0,24361,Pat Perez,29.69,57,192,-0.26
73,0,19824,Craig Barlow,29.49,46,156,-0.28
74,0,21731,Freddie Jacobson,29.41,40,136,-0.45
75,0,10425,Jay Williamson,29.08,57,196,-0.33
76,0,21407,Arjun Atwal,29.01,47,162,-0.28
77,0,25237,Kevin Muncrief,29.00,29,100,-0.52
78,0,07867,Woody Austin,28.89,52,180,-0.29
79,0,20094,Jonathan Kaye,28.68,39,136,-0.33
80,0,20593,Greg Chalmers,28.57,40,140,-0.20
80,0,12645,Brent Geiberger,28.57,52,182,-0.31
82,0,22548,Patrick Sheehan,28.50,61,214,-0.38
83,0,01035,Tommy Armour III,28.31,47,166,-0.26
83,0,20229,Stewart Cink,28.31,47,166,-0.34
85,0,10733,Kent Jones,27.84,54,194,-0.43
86,0,01388,Robert Gamez,27.78,55,198,-0.35
87,0,12660,Jesper Parnevik,27.38,46,168,-0.22
88,0,02245,Grant Waite,27.27,42,154,-0.33
89,0,21959,Ted Purdy,26.82,59,220,-0.39
90,0,01948,Tim Petrovic,26.29,51,194,-0.41
91,0,06515,Shaun Micheel,26.00,39,150,-0.49
92,0,11032,Frank Lickliter II,25.90,43,166,-0.30
93,0,12510,Chad Campbell,25.30,42,166,-0.24
94,0,01941,Tom Pernice Jr.,25.26,48,190,-0.25
95,0,24357,K.J. Choi,25.00,33,132,-0.27
95,0,01685,J.L. Lewis,25.00,49,196,-0.41
97,0,12760,Danny Ellis,24.68,38,154,-0.37
98,0,01577,Lee Janzen,24.36,38,156,-0.39
99,0,20104,Ken Duke,24.14,42,174,-0.33
100,0,06621,Joe Durant,24.10,40,166,-0.23
101,0,01553,John Huston,24.04,25,104,-0.52
102,0,06613,Tommy Tolles,23.88,32,134,-0.13
103,0,08881,Tripp Isenhour,23.53,24,102,-0.29
104,0,23108,Matt Kuchar,23.49,39,166,-0.31
105,0,22913,John Rollins,23.42,37,158,-0.30
106,0,20433,Mark Hensby,23.03,41,178,-0.22
107,0,06004,Stephen Ames,22.94,39,170,-0.28
108,0,10912,Craig Perks,22.79,31,136,-0.19
109,0,20628,Arron Oberholser,22.46,31,138,-0.32
110,0,10201,Matt Gogel,22.44,35,156,-0.20
111,0,01473,Todd Hamilton,22.30,33,148,-0.15
112,0,01926,Steve Pate,21.74,30,138,-0.43
113,0,20472,Alex Cejka,21.67,26,120,-0.35
113,0,02206,David Toms,21.67,26,120,-0.31
115,0,08931,Glen Day,21.65,42,194,-0.33
116,0,01042,Paul Azinger,21.13,30,142,-0.47
116,0,24024,Zach Johnson,21.13,41,194,-0.39
118,0,19825,Darren Clarke,20.83,15,72,-0.53
119,0,01766,Billy Mayfair,20.79,42,202,-0.36
120,0,21646,David Branshaw,20.73,34,164,-0.41
121,0,10860,Justin Leonard,20.42,29,142,-0.52
122,0,02246,Duffy Waldorf,20.15,27,134,-0.59
123,0,01024,Billy Andrade,20.10,41,204,-0.44
124,0,20585,Niclas Fasth,19.64,22,112,-0.05
125,0,06373,José María Olazábal,19.57,18,92,-0.06
126,0,06595,Kevin Sutherland,19.48,30,154,-0.17
127,0,20029,Notah Begay III,19.40,26,134,-0.23
128,0,01938,David Peoples,19.38,31,160,-0.32
129,0,01139,Olin Browne,19.32,34,176,-0.38
130,0,12705,Cliff Kresge,19.28,32,166,-0.38
131,0,08537,J.P. Hayes,19.18,28,146,-0.07
132,0,01666,Bernhard Langer,19.15,18,94,+0.17
133,0,26420,Richard Johnson,19.12,39,204,-0.26
134,0,23541,Ben Crane,18.75,33,176,-0.33
135,0,12602,Dean Wilson,18.69,37,198,-0.43
136,0,01127,Danny Briggs,18.52,30,162,-0.37
137,0,23338,David Gossett,18.42,21,114,-0.05
138,0,01771,Blaine McCallister,18.38,25,136,-0.48
139,0,01797,Rocco Mediate,18.18,16,88,-0.13
139,0,02099,Scott Simpson,18.18,20,110,-0.25
141,0,01203,Russ Cochran,18.03,22,122,-0.27
142,0,02002,John Riegger,17.92,19,106,-0.16
143,0,20382,Stephen Leaney,17.46,22,126,-0.32
144,0,01142,Bart Bryant,17.39,24,138,-0.29
144,0,19846,Brian Gay,17.39,32,184,-0.38
146,0,21878,Mark Wilson,16.94,21,124,-0.33
147,0,20121,Todd Fischer,16.67,34,204,-0.53
147,0,01361,Dan Forsman,16.67,25,150,-0.32
149,0,06527,Steve Stricker,16.45,25,152,-0.40
150,0,01619,Skip Kendall,16.09,28,174,-0.14
151,0,08339,Spike McRoy,15.88,27,170,-0.15
152,0,12682,Hirofumi Miyase,15.87,20,126,-0.35
153,0,06575,Dudley Hart,15.74,17,108,-0.18
154,0,06214,Guy Boros,15.63,20,128,-0.35
154,0,19972,José Coceres,15.63,20,128,-0.60
154,0,12680,Shigeki Maruyama,15.63,25,160,-0.28
157,0,02214,Kirk Triplett,15.54,23,148,-0.17
158,0,20548,Hidemichi Tanaka,15.43,25,162,-0.36
159,0,08075,Jerry Kelly,15.26,29,190,-0.24
160,0,10213,Dicky Pride,15.08,19,126,-0.16
161,0,02223,Bob Tway,14.79,21,142,-0.48
162,0,10423,Mike Weir,14.75,18,122,-0.50
163,0,07457,Steve Flesch,14.61,26,178,-0.38
164,0,23983,Luke Donald,14.39,19,132,-0.26
165,0,02049,Gene Sauers,14.20,23,162,-0.43
166,0,23135,Tim Clark,13.51,20,148,-0.25
167,0,01724,Jeff Maggert,12.96,14,108,-0.57
168,0,02239,Scott Verplank,12.67,19,150,-0.26
169,0,25396,Kevin Na,12.50,24,192,-0.50
170,0,01761,Len Mattiace,12.33,18,146,-0.44
171,0,01527,Scott Hoch,11.96,11,92,-0.36
172,0,22293,Heath Slocum,11.93,21,176,-0.10
173,0,02104,Jeff Sluman,11.80,21,178,-0.38
174,0,06809,Bob Burns,11.63,20,172,-0.20
175,0,01329,Brad Faxon,11.33,17,150,-0.12
176,0,01320,Bob Estes,11.02,13,118,-0.54
177,0,20127,Chris Riley,10.83,13,120,-0.31
178,0,06078,Esteban Toledo,10.00,18,180,-0.39
179,0,06251,Chris DiMarco,9.76,16,164,-0.25
180,0,01378,David Frost,9.62,15,156,-0.20
181,0,22621,Ben Curtis,9.52,8,84,-0.38
182,0,19881,Robert Damron,9.24,17,184,-0.53
183,0,01920,Craig Parry,9.21,7,76,-0.43
184,0,12753,David Morland IV,9.15,13,142,-0.46
185,0,07721,Pat Bates,8.76,17,194,-0.47
186,0,07363,Craig Bowden,8.64,14,162,-0.29
187,0,08385,Omar Uresti,8.43,14,166,-0.36
188,0,01157,Tom Byrum,7.79,12,154,-0.33
189,0,01132,Mark Brooks,7.58,10,132,E
190,0,01928,Corey Pavin,6.00,9,150,-1.11
191,0,01219,John Cook,5.66,6,106,E
192,0,01457,Jay Haas,5.38,7,130,-0.29
193,0,02010,Loren Roberts,5.33,8,150,E
194,0,01887,Mark O'Meara,5.21,5,96,-0.40
195,0,01968,Nick Price,3.95,3,76,-0.67
196,0,01381,Fred Funk,2.27,4,176,+0.25
