RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,76.40,136,178,-0.22
2,0,23063,Scott Hend,69.48,107,154,-0.27
3,0,01249,John Daly,63.01,92,146,-0.29
4,0,25900,Lucas Glover,59.34,108,182,-0.28
5,0,08337,Mike Heinen,56.60,60,106,-0.30
6,0,02106,Chris Smith,55.83,115,206,-0.32
7,0,22046,Geoff Ogilvy,55.42,92,166,-0.41
8,0,08793,Tiger Woods,55.36,62,112,-0.39
9,0,21633,Steve Allan,52.58,102,194,-0.31
10,0,08835,Kris Cox,52.24,70,134,-0.26
11,0,23353,J.J. Henry,52.02,103,198,-0.25
12,0,11123,Chris Couch,51.82,57,110,-0.18
13,0,21805,Harrison Frazar,50.63,81,160,-0.21
14,0,06567,Vijay Singh,50.00,94,188,-0.36
14,0,23307,Roger Tambellini,50.00,76,152,-0.26
16,0,01927,Dennis Paulson,49.28,68,138,-0.47
17,0,23497,Tag Ridings,49.00,49,100,-0.43
18,0,01706,Davis Love III,48.41,61,126,-0.46
19,0,07939,Dan Olsen,47.89,68,142,-0.16
20,0,23614,Rich Beem,46.27,62,134,-0.23
21,0,21209,Sergio Garcia,46.15,48,104,-0.08
22,0,20663,Brenden Pappas,45.75,97,212,-0.32
23,0,20580,Andre Stolz,44.34,47,106,-0.28
24,0,23320,Ryan Palmer,44.00,88,200,-0.23
25,0,20645,John Senden,43.62,82,188,-0.35
26,0,12394,Tom Carter,42.92,91,212,-0.32
27,0,24502,Adam Scott,42.50,34,80,-0.56
28,0,01810,Phil Mickelson,42.06,53,126,-0.55
29,0,12782,Tim Herron,41.78,61,146,-0.21
30,0,06522,Ernie Els,41.67,35,84,-0.43
31,0,10107,Deane Pappas,41.43,58,140,-0.19
32,0,01945,Kenny Perry,40.91,54,132,-0.43
33,0,07749,Brett Quigley,40.43,76,188,-0.30
