RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,23063,Scott Hend,69.75,2163398,310166
2,0,23552,Hank Kuehne,69.33,2587907,373280
3,0,23497,Tag Ridings,68.72,1315593,191436
4,0,01249,John Daly,68.47,2062779,301255
5,0,06567,Vijay Singh,68.46,2633690,384688
6,0,11123,Chris Couch,68.44,1387069,202655
7,0,25900,Lucas Glover,68.31,2519394,368820
8,0,02106,Chris Smith,68.24,2743622,402061
9,0,26287,Roland Thatcher,68.04,1810262,266076
10,0,08337,Mike Heinen,67.95,1517394,223299
11,0,21633,Steve Allan,67.75,2599278,383681
12,0,23353,J.J. Henry,67.54,2727053,403794
13,0,20663,Brenden Pappas,67.39,2914600,432525
14,0,19824,Craig Barlow,67.38,2047927,303925
15,0,10107,Deane Pappas,67.30,1879777,279333
15,0,01927,Dennis Paulson,67.30,1960545,291329
17,0,20850,Daniel Chopra,67.19,2717526,404434
17,0,24781,Hunter Mahan,67.19,2464105,366747
19,0,08835,Kris Cox,67.13,1813495,270133
20,0,23614,Rich Beem,67.09,1804200,268909
21,0,07939,Dan Olsen,67.07,1880689,280416
22,0,01810,Phil Mickelson,67.00,1616749,241314
23,0,06332,Neal Lancaster,66.98,2728091,407308
24,0,23325,Vaughn Taylor,66.92,2253902,336787
25,0,01945,Kenny Perry,66.91,1742668,260460
26,0,21805,Harrison Frazar,66.89,2063975,308543
27,0,23320,Ryan Palmer,66.82,2630691,393695
28,0,25686,Jason Dufner,66.81,2126058,318209
29,0,07867,Woody Austin,66.79,2448008,366501
30,0,24507,Jason Bohn,66.78,2597784,388988
31,0,23613,Rich Barcelo,66.71,1750114,262342
31,0,23307,Roger Tambellini,66.71,2047158,306857
33,0,20645,John Senden,66.68,2562696,384318
34,0,22046,Geoff Ogilvy,66.67,2162316,324346
35,0,01226,Fred Couples,66.58,1195731,179590
35,0,20572,Rod Pampling,66.58,2303640,345975
35,0,24361,Pat Perez,66.58,2565028,385250
38,0,24925,Jonathan Byrd,66.56,2160263,324555
38,0,23621,Rory Sabbatini,66.56,2117843,318185
40,0,20580,Andre Stolz,66.55,1433308,215389
41,0,21209,Sergio Garcia,66.52,1543124,231995
42,0,06522,Ernie Els,66.51,1157245,173988
43,0,12782,Tim Herron,66.50,1988720,299043
44,0,01161,Mark Calcavecchia,66.49,1687121,253740
45,0,12394,Tom Carter,66.47,2821051,424402
46,0,20378,Mathias Grönberg,66.41,2124003,319811
