RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,30.67,46,150,+0.07
2,0,07363,Craig Bowden,29.01,47,162,E
3,0,01219,John Cook,24.53,26,106,-0.04
4,0,01132,Mark Brooks,22.73,30,132,+0.30
4,0,01157,Tom Byrum,22.73,35,154,-0.06
6,0,01968,Nick Price,22.37,17,76,E
7,0,12753,David Morland IV,21.83,31,142,+0.03
8,0,02099,Scott Simpson,21.82,24,110,+0.08
9,0,08385,Omar Uresti,21.69,36,166,E
10,0,01887,Mark O'Meara,20.83,20,96,+0.05
11,0,01457,Jay Haas,20.77,27,130,+0.15
12,0,01378,David Frost,20.51,32,156,-0.06
13,0,01329,Brad Faxon,20.00,30,150,E
14,0,01381,Fred Funk,18.75,33,176,+0.12
15,0,02010,Loren Roberts,18.67,28,150,-0.07
16,0,06373,José María Olazábal,18.48,17,92,+0.18
17,0,06809,Bob Burns,17.44,30,172,E
18,0,02239,Scott Verplank,17.33,26,150,E
19,0,06078,Esteban Toledo,17.22,31,180,E
20,0,01771,Blaine McCallister,16.91,23,136,+0.09
21,0,20127,Chris Riley,16.67,20,120,-0.10
22,0,19846,Brian Gay,15.76,29,184,+0.03
23,0,01203,Russ Cochran,14.75,18,122,+0.17
24,0,08075,Jerry Kelly,14.74,28,190,+0.04
25,0,01920,Craig Parry,14.47,11,76,-0.18
26,0,07721,Pat Bates,14.43,28,194,-0.04
27,0,01619,Skip Kendall,14.37,25,174,-0.04
28,0,12682,Hirofumi Miyase,14.29,18,126,E
29,0,02214,Kirk Triplett,14.19,21,148,+0.05
30,0,02206,David Toms,14.17,17,120,-0.06
31,0,19881,Robert Damron,14.13,26,184,-0.08
32,0,06251,Chris DiMarco,14.02,23,164,-0.09
33,0,08881,Tripp Isenhour,13.73,14,102,+0.21
34,0,01761,Len Mattiace,13.70,20,146,+0.20
35,0,20548,Hidemichi Tanaka,13.58,22,162,+0.18
36,0,23135,Tim Clark,13.51,20,148,+0.20
37,0,24357,K.J. Choi,12.88,17,132,-0.06
37,0,23983,Luke Donald,12.88,17,132,E
39,0,01666,Bernhard Langer,12.77,12,94,-0.42
40,0,12602,Dean Wilson,12.63,25,198,+0.12
41,0,19972,José Coceres,12.50,16,128,-0.19
41,0,12680,Shigeki Maruyama,12.50,20,160,-0.05
41,0,01938,David Peoples,12.50,20,160,+0.05
44,0,07457,Steve Flesch,12.36,22,178,+0.05
44,0,20433,Mark Hensby,12.36,22,178,E
46,0,20121,Todd Fischer,12.25,25,204,+0.28
47,0,20104,Ken Duke,12.07,21,174,+0.14
48,0,01139,Olin Browne,11.93,21,176,+0.05
49,0,02104,Jeff Sluman,11.80,21,178,E
50,0,21961,Charles Howell III,11.76,20,170,-0.10
50,0,26420,Richard Johnson,11.76,24,204,+0.17
52,0,01577,Lee Janzen,11.54,18,156,+0.06
53,0,01766,Billy Mayfair,11.39,23,202,+0.35
54,0,01388,Robert Gamez,11.11,22,198,+0.09
54,0,01724,Jeff Maggert,11.11,12,108,+0.33
56,0,01320,Bob Estes,11.02,13,118,+0.23
57,0,01142,Bart Bryant,10.87,15,138,E
58,0,24024,Zach Johnson,10.82,21,194,-0.10
59,0,10860,Justin Leonard,10.56,15,142,+0.07
59,0,02223,Bob Tway,10.56,15,142,E
61,0,23338,David Gossett,10.53,12,114,+0.83
62,0,01127,Danny Briggs,10.49,17,162,-0.06
62,0,02049,Gene Sauers,10.49,17,162,+0.18
64,0,02002,John Riegger,10.38,11,106,+0.36
65,0,20382,Stephen Leaney,10.32,13,126,-0.08
66,0,08537,J.P. Hayes,10.27,15,146,+0.20
67,0,20472,Alex Cejka,10.00,12,120,+0.17
67,0,25237,Kevin Muncrief,10.00,10,100,+0.40
67,0,24502,Adam Scott,10.00,8,80,+0.25
70,0,21878,Mark Wilson,9.68,12,124,E
71,0,11032,Frank Lickliter II,9.64,16,166,E
72,0,21949,Joe Ogilvie,9.57,18,188,-0.06
73,0,22621,Ben Curtis,9.52,8,84,+0.25
74,0,20628,Arron Oberholser,9.42,13,138,+0.23
75,0,01361,Dan Forsman,9.33,14,150,+0.14
76,0,23541,Ben Crane,9.09,16,176,+0.25
77,0,01707,Steve Lowery,9.04,15,166,+0.33
78,0,10201,Matt Gogel,8.97,14,156,+0.07
79,0,20029,Notah Begay III,8.96,12,134,E
80,0,12660,Jesper Parnevik,8.93,15,168,+0.07
81,0,01261,Jay Delsing,8.90,13,146,-0.38
82,0,25396,Kevin Na,8.85,17,192,-0.06
83,0,20094,Jonathan Kaye,8.82,12,136,+0.25
84,0,01473,Todd Hamilton,8.78,13,148,-0.08
85,0,01527,Scott Hoch,8.70,8,92,+0.25
86,0,01553,John Huston,8.65,9,104,E
87,0,01677,Tom Lehman,8.59,11,128,+0.18
88,0,22293,Heath Slocum,8.52,15,176,-0.13
