RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,01928,Corey Pavin,6' 3",3281.750,525,4
1,0,06567,Vijay Singh,6' 3",3173.333,509,3
3,0,10860,Justin Leonard,6' 4",2481.417,393,38
4,0,01320,Bob Estes,6' 5",2748.333,427,82
5,0,20127,Chris Riley,6' 6",3402.417,521,2
5,0,06527,Steve Stricker,6' 6",2446.667,378,12
7,0,01132,Mark Brooks,6' 7",3318.667,505,115
8,0,02010,Loren Roberts,6' 8",2674.500,401,25
9,0,10809,Jim Furyk,6' 9",2965.000,438,6
9,0,01706,Davis Love III,6' 9",2423.417,359,71
9,0,01941,Tom Pernice Jr.,6' 9",4020.083,594,28
9,0,08793,Tiger Woods,6' 9",2135.250,317,57
13,0,20771,Steven Alker,6' 10",3424.083,501,51
13,0,23338,David Gossett,6' 10",3700.083,539,106
13,0,01761,Len Mattiace,6' 10",3339.333,487,79
13,0,20572,Rod Pampling,6' 10",3087.417,450,31
13,0,23621,Rory Sabbatini,6' 10",3525.750,514,113
13,0,22548,Patrick Sheehan,6' 10",4233.333,616,19
13,0,10423,Mike Weir,6' 10",2340.750,343,13
20,0,22371,Aaron Baddeley,6' 11",2916.583,421,63
20,0,01161,Mark Calcavecchia,6' 11",3295.500,479,34
20,0,20229,Stewart Cink,6' 11",3778.250,548,8
20,0,01381,Fred Funk,6' 11",3953.833,569,42
20,0,20628,Arron Oberholser,6' 11",3499.500,506,1
20,0,01938,David Peoples,6' 11",3611.083,524,5
26,0,08123,Jeff Brehaut,7' 0",4246.000,605,61
26,0,06522,Ernie Els,7' 0",1850.667,263,55
26,0,01968,Nick Price,7' 0",2243.917,320,18
26,0,10213,Dicky Pride,7' 0",2778.250,396,47
26,0,22913,John Rollins,7' 0",2920.500,418,119
31,0,07721,Pat Bates,7' 1",4220.583,596,11
31,0,19846,Brian Gay,7' 1",3786.500,535,59
31,0,01457,Jay Haas,7' 1",3211.000,454,21
31,0,01577,Lee Janzen,7' 1",2546.583,358,132
31,0,01619,Skip Kendall,7' 1",4256.417,602,27
31,0,20573,Scott Laycock,7' 1",2838.250,400,60
31,0,06581,David Sutherland,7' 1",2831.167,402,161
