RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,01329,Brad Faxon,3.51,317,903
2,0,01876,Greg Norman,3.46,186,538
3,0,01577,Lee Janzen,3.38,357,1055
4,0,01887,Mark O'Meara,3.26,320,982
4,0,06527,Steve Stricker,3.26,299,916
6,0,01226,Fred Couples,3.25,260,801
7,0,01864,Larry Nelson,3.24,301,928
8,0,06034,Marco Dawson,3.20,332,1039
8,0,08931,Glen Day,3.20,333,1041
8,0,10585,Scott McCarron,3.20,314,980
11,0,01724,Jeff Maggert,3.19,333,1044
11,0,01837,Gil Morgan,3.19,239,749
13,0,01378,David Frost,3.18,241,759
14,0,01388,Robert Gamez,3.17,280,884
14,0,06613,Tommy Tolles,3.17,345,1090
16,0,01326,Nick Faldo,3.16,199,630
16,0,01553,John Huston,3.16,319,1010
18,0,01040,Emlyn Aubrey,3.15,212,672
18,0,01132,Mark Brooks,3.15,359,1141
20,0,01096,Phil Blackmar,3.13,332,1062
20,0,06012,Greg Kraft,3.13,290,928
20,0,06567,Vijay Singh,3.13,323,1033
23,0,02146,Payne Stewart,3.12,318,1020
24,0,01042,Paul Azinger,3.11,282,908
24,0,09011,David Duval,3.11,275,883
26,0,01510,Nolan Henke,3.10,284,916
27,0,01706,Davis Love III,3.09,302,978
28,0,01599,Steve Jones,3.08,287,933
29,0,20259,Hisayuki Sasaki,3.07,231,752
30,0,01116,Michael Bradley,3.06,326,1066
30,0,10809,Jim Furyk,3.06,336,1099
30,0,01723,Andrew Magee,3.06,266,869
33,0,10860,Justin Leonard,3.05,358,1174
33,0,01945,Kenny Perry,3.05,304,997
33,0,07087,Hugh Royer III,3.05,320,1048
36,0,12782,Tim Herron,3.04,352,1159
36,0,02186,Brian Tennyson,3.04,261,859
38,0,01408,Kelly Gibson,3.03,415,1369
38,0,12626,Joey Gullion,3.03,295,973
38,0,01891,David Ogrin,3.03,374,1236
41,0,08993,Franklin Langham,3.02,311,1030
41,0,01761,Len Mattiace,3.02,300,993
41,0,01920,Craig Parry,3.02,286,946
44,0,10569,Mike Brisky,3.01,283,940
44,0,01249,John Daly,3.01,228,757
44,0,06577,John Wilson,3.01,274,910
47,0,01006,John Adams,3.00,283,943
47,0,06522,Ernie Els,3.00,222,741
47,0,01905,Joe Ozaki,3.00,244,813
50,0,01024,Billy Andrade,2.99,306,1022
50,0,01549,Mike Hulbert,2.99,330,1102
50,0,01604,Steve Jurgensen,2.99,295,987
53,0,01331,Rick Fehr,2.98,262,879
53,0,01457,Jay Haas,2.98,314,1055
53,0,01810,Phil Mickelson,2.98,273,915
56,0,01161,Mark Calcavecchia,2.97,373,1255
56,0,02206,David Toms,2.97,313,1054
58,0,01527,Scott Hoch,2.96,356,1203
58,0,11032,Frank Lickliter II,2.96,287,971
60,0,06214,Guy Boros,2.95,324,1100
60,0,01385,Jim Gallagher Jr.,2.95,260,880
60,0,12660,Jesper Parnevik,2.95,243,825
63,0,01072,Chip Beck,2.94,313,1064
64,0,01093,Ronnie Black,2.93,301,1028
64,0,01203,Russ Cochran,2.93,293,1001
64,0,01235,Ben Crenshaw,2.93,182,621
64,0,10215,Charlie Rymer,2.93,304,1038
68,0,08337,Mike Heinen,2.92,336,1150
68,0,07235,John Morse,2.92,328,1124
70,0,07867,Woody Austin,2.91,418,1438
70,0,01682,Wayne Levi,2.91,254,873
70,0,01823,Larry Mize,2.91,259,891
70,0,02246,Duffy Waldorf,2.91,229,788
70,0,02256,Tom Watson,2.91,197,676
75,0,01200,Keith Clearwater,2.90,254,876
75,0,01701,Bob Lohr,2.90,288,994
75,0,02214,Kirk Triplett,2.90,262,903
75,0,02279,Mark Wiebe,2.90,246,848
79,0,01414,Bob Gilder,2.89,277,960
79,0,07101,Dave Stockton Jr.,2.89,311,1076
81,0,20098,Stuart Appleby,2.88,327,1137
81,0,06332,Neal Lancaster,2.88,336,1167
81,0,01975,Tom Purtzer,2.88,300,1041
84,0,01068,Andy Bean,2.87,247,860
84,0,01201,Lennie Clements,2.87,294,1026
84,0,08547,John Maginnes,2.87,277,966
87,0,01098,Jay Don Blake,2.86,322,1126
87,0,01323,Brad Fabel,2.86,301,1054
87,0,06064,Jeff Gallagher,2.86,275,963
87,0,06643,Paul Goydos,2.86,283,989
87,0,01603,Jeff Julian,2.86,213,744
87,0,02159,Curtis Strange,2.86,260,910
93,0,02104,Jeff Sluman,2.85,358,1258
93,0,10425,Jay Williamson,2.85,249,873
95,0,01175,Jim Carter,2.84,367,1291
95,0,01381,Fred Funk,2.84,376,1326
95,0,01771,Blaine McCallister,2.84,313,1101
95,0,01943,Chris Perry,2.84,237,834
95,0,01958,Dan Pohl,2.84,204,719
95,0,02170,Hal Sutton,2.84,311,1097
101,0,01928,Corey Pavin,2.83,260,918
101,0,02010,Loren Roberts,2.83,262,927
103,0,01139,Olin Browne,2.82,322,1142
103,0,01707,Steve Lowery,2.82,336,1193
103,0,02131,Mike Springer,2.82,278,986
106,0,02049,Gene Sauers,2.81,248,882
106,0,08375,Paul Stankowski,2.81,231,823
108,0,01219,John Cook,2.80,315,1123
108,0,06140,Sean Murphy,2.80,250,892
108,0,01960,Don Pooley,2.80,204,728
111,0,06124,Patrick Burke,2.79,242,868
111,0,01185,Brandel Chamblee,2.79,230,824
111,0,06036,Scott Dunlap,2.79,273,980
111,0,01607,Brian Kamm,2.79,268,962
115,0,10505,Shane Bertsch,2.78,221,795
115,0,10203,Bryan Gorman,2.78,212,762
117,0,01633,Tom Kite,2.77,218,788
117,0,01968,Nick Price,2.77,162,584
117,0,02303,Robert Wrenn,2.77,231,833
117,0,02321,Fuzzy Zoeller,2.77,180,649
121,0,02008,Lee Rinker,2.76,327,1184
121,0,02167,Mike Sullivan,2.76,286,1035
121,0,19913,Ron Whittaker,2.76,168,609
124,0,02099,Scott Simpson,2.75,219,796
124,0,02135,Mike Standly,2.75,263,958
124,0,02218,Ted Tryba,2.75,333,1210
127,0,01766,Billy Mayfair,2.74,296,1081
127,0,01797,Rocco Mediate,2.74,224,819
127,0,02133,Craig Stadler,2.74,171,625
130,0,01014,Fulton Allem,2.73,181,664
130,0,06599,John Elliott,2.73,155,568
130,0,08385,Omar Uresti,2.73,293,1073
133,0,19883,Joe Daley,2.72,249,915
133,0,01306,David Edwards,2.72,268,985
133,0,06315,Pete Jordan,2.72,239,878
133,0,01677,Tom Lehman,2.72,260,956
133,0,02242,Lanny Wadkins,2.72,177,650
138,0,01748,Doug Martin,2.71,304,1121
139,0,01196,Brian Claar,2.70,329,1217
139,0,06617,Brian Henninger,2.70,268,992
139,0,01783,Mark McCumber,2.70,152,562
139,0,06090,Jim McGovern,2.70,278,1030
143,0,01143,Brad Bryant,2.69,285,1058
143,0,01307,Joel Edwards,2.69,311,1157
143,0,20095,Carl Paulson,2.69,274,1019
146,0,02101,Joey Sindelar,2.68,289,1079
146,0,02115,Taylor Smith,2.68,231,861
148,0,01261,Jay Delsing,2.67,270,1010
148,0,07267,Allen Doyle,2.67,274,1025
148,0,01475,Donnie Hammond,2.67,200,749
148,0,08075,Jerry Kelly,2.67,289,1083
148,0,01938,David Peoples,2.67,164,614
148,0,02223,Bob Tway,2.67,265,993
154,0,01156,Curt Byrum,2.66,183,688
154,0,01361,Dan Forsman,2.66,209,787
154,0,02267,D.A. Weibring,2.66,144,541
157,0,01157,Tom Byrum,2.64,243,921
158,0,20051,Joe Acosta Jr.,2.63,221,841
158,0,01035,Tommy Armour III,2.63,164,623
158,0,01320,Bob Estes,2.63,174,661
158,0,06657,Steve Rintoul,2.63,210,799
158,0,02023,Clarence Rose,2.63,278,1056
158,0,06595,Kevin Sutherland,2.63,339,1290
164,0,01313,Steve Elkington,2.62,203,775
164,0,01334,Keith Fergus,2.62,270,1032
164,0,06044,Scott Gump,2.62,311,1189
164,0,06066,Gary Rusnak,2.62,222,847
164,0,02245,Grant Waite,2.62,244,930
169,0,01142,Bart Bryant,2.61,240,920
169,0,10649,Tom Scherrer,2.61,268,1028
171,0,01444,Ken Green,2.59,239,922
172,0,20505,Lucas Parsons,2.58,155,600
172,0,02171,Mike Swartz,2.58,209,810
174,0,01133,Billy Ray Brown,2.55,229,899
174,0,01374,Robin Freeman,2.55,299,1171
174,0,10213,Dicky Pride,2.55,237,928
177,0,01435,Wayne Grady,2.50,194,777
177,0,01996,Mike Reid,2.50,218,871
179,0,02241,Bobby Wadkins,2.44,278,1141
180,0,01557,John Inman,2.43,212,871
181,0,02106,Chris Smith,2.42,226,934
182,0,01971,Dillard Pruitt,2.41,217,899
183,0,01569,Peter Jacobsen,2.38,176,740
184,0,01346,Ed Fiori,2.35,150,639
184,0,01487,Jeff Hart,2.35,185,787
186,0,12781,Scott Medlin,2.34,145,620
187,0,02226,Tray Tyner,2.33,142,610
188,0,01725,John Mahaffey,2.28,175,767
189,0,02201,Jim Thorpe,2.20,138,626
190,0,01060,Dave Barr,2.17,157,722
