RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01876,Greg Norman,1.218,1118,918
2,0,01326,Nick Faldo,1.255,1265,1008
3,0,01235,Ben Crenshaw,1.325,1407,1062
4,0,01569,Peter Jacobsen,1.326,1552,1170
5,0,01378,David Frost,1.351,1726,1278
6,0,01928,Corey Pavin,1.353,1972,1458
7,0,02010,Loren Roberts,1.359,1981,1458
8,0,01968,Nick Price,1.362,1275,936
9,0,01783,Mark McCumber,1.376,1263,918
10,0,02159,Curtis Strange,1.379,1961,1422
11,0,01810,Phil Mickelson,1.381,1914,1386
12,0,01249,John Daly,1.383,1792,1296
13,0,01313,Steve Elkington,1.384,1594,1152
14,0,06522,Ernie Els,1.385,1621,1170
15,0,01633,Tom Kite,1.386,1722,1242
16,0,06613,Tommy Tolles,1.393,2382,1710
17,0,10809,Jim Furyk,1.394,2510,1800
18,0,01132,Mark Brooks,1.400,2546,1818
19,0,01887,Mark O'Meara,1.401,2018,1440
19,0,06567,Vijay Singh,1.401,2269,1620
21,0,01457,Jay Haas,1.408,2255,1602
22,0,01599,Steve Jones,1.410,2107,1494
23,0,01329,Brad Faxon,1.412,2084,1476
24,0,01577,Lee Janzen,1.414,2341,1656
25,0,09011,David Duval,1.421,1918,1350
26,0,01724,Jeff Maggert,1.422,2329,1638
27,0,06527,Steve Stricker,1.430,2111,1476
28,0,10860,Justin Leonard,1.431,2602,1818
29,0,01156,Curt Byrum,1.434,1445,1008
29,0,01766,Billy Mayfair,1.434,2400,1674
31,0,02104,Jeff Sluman,1.437,2716,1890
32,0,02099,Scott Simpson,1.440,1815,1260
32,0,02223,Bob Tway,1.440,2074,1440
34,0,02279,Mark Wiebe,1.441,1919,1332
35,0,01226,Fred Couples,1.444,1716,1188
36,0,01042,Paul Azinger,1.446,2004,1386
37,0,12660,Jesper Parnevik,1.447,1771,1224
38,0,01677,Tom Lehman,1.453,2066,1422
39,0,02146,Payne Stewart,1.457,2281,1566
40,0,08385,Omar Uresti,1.460,2471,1692
41,0,01797,Rocco Mediate,1.461,1814,1242
42,0,01116,Michael Bradley,1.471,2304,1566
42,0,02267,D.A. Weibring,1.471,1403,954
44,0,01706,Davis Love III,1.474,2123,1440
45,0,07235,John Morse,1.482,2507,1692
46,0,01219,John Cook,1.488,2383,1602
47,0,01510,Nolan Henke,1.491,2147,1440
48,0,19913,Ron Whittaker,1.492,1558,1044
49,0,01161,Mark Calcavecchia,1.494,2743,1836
50,0,10585,Scott McCarron,1.495,2315,1548
51,0,06140,Sean Murphy,1.496,2181,1458
52,0,07867,Woody Austin,1.497,3153,2106
52,0,02242,Lanny Wadkins,1.497,1671,1116
54,0,01096,Phil Blackmar,1.499,2537,1692
54,0,01771,Blaine McCallister,1.499,2456,1638
56,0,02133,Craig Stadler,1.500,1512,1008
57,0,01920,Craig Parry,1.501,2189,1458
58,0,01385,Jim Gallagher Jr.,1.502,1973,1314
59,0,01331,Rick Fehr,1.506,2006,1332
60,0,01553,John Huston,1.507,2279,1512
60,0,01891,David Ogrin,1.507,2767,1836
62,0,01320,Bob Estes,1.508,1737,1152
63,0,01306,David Edwards,1.509,2228,1476
64,0,01024,Billy Andrade,1.511,2366,1566
64,0,01945,Kenny Perry,1.511,2203,1458
66,0,01701,Bob Lohr,1.512,2450,1620
66,0,02201,Jim Thorpe,1.512,1497,990
68,0,08931,Glen Day,1.514,2425,1602
68,0,01444,Ken Green,1.514,2207,1458
70,0,02206,David Toms,1.517,2431,1602
71,0,01346,Ed Fiori,1.521,1670,1098
72,0,06332,Neal Lancaster,1.523,2796,1836
72,0,02256,Tom Watson,1.523,1480,972
74,0,01864,Larry Nelson,1.526,2088,1368
75,0,01707,Steve Lowery,1.529,2752,1800
76,0,01014,Fulton Allem,1.531,1488,972
77,0,01723,Andrew Magee,1.532,2096,1368
78,0,01408,Kelly Gibson,1.533,3146,2052
