RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
78,0,01975,Tom Purtzer,1.533,2291,1494
80,0,01040,Emlyn Aubrey,1.534,1602,1044
80,0,01200,Keith Clearwater,1.534,2154,1404
82,0,01414,Bob Gilder,1.535,2349,1530
83,0,06643,Paul Goydos,1.536,2322,1512
84,0,02214,Kirk Triplett,1.538,2021,1314
85,0,02131,Mike Springer,1.539,2355,1530
86,0,12626,Joey Gullion,1.540,2412,1566
87,0,01381,Fred Funk,1.541,2996,1944
87,0,01557,John Inman,1.541,2191,1422
89,0,01072,Chip Beck,1.542,2553,1656
90,0,06034,Marco Dawson,1.546,2421,1566
91,0,01527,Scott Hoch,1.548,2675,1728
92,0,10569,Mike Brisky,1.550,2315,1494
93,0,01185,Brandel Chamblee,1.552,1956,1260
94,0,01201,Lennie Clements,1.553,2320,1494
95,0,06124,Patrick Burke,1.555,2015,1296
96,0,01361,Dan Forsman,1.556,1821,1170
96,0,01435,Wayne Grady,1.556,1793,1152
96,0,06044,Scott Gump,1.556,2717,1746
96,0,01905,Joe Ozaki,1.556,1904,1224
96,0,02171,Mike Swartz,1.556,2044,1314
101,0,01006,John Adams,1.557,2186,1404
101,0,01682,Wayne Levi,1.557,1990,1278
103,0,02245,Grant Waite,1.558,2103,1350
104,0,01388,Robert Gamez,1.559,2104,1350
105,0,08337,Mike Heinen,1.560,2667,1710
106,0,01139,Olin Browne,1.562,2643,1692
106,0,06617,Brian Henninger,1.562,2362,1512
106,0,11032,Frank Lickliter II,1.562,2362,1512
106,0,01960,Don Pooley,1.562,1771,1134
106,0,10213,Dicky Pride,1.562,2278,1458
111,0,12782,Tim Herron,1.563,2813,1800
112,0,20505,Lucas Parsons,1.564,1577,1008
113,0,02049,Gene Sauers,1.565,2197,1404
114,0,01837,Gil Morgan,1.566,1719,1098
115,0,20098,Stuart Appleby,1.567,2680,1710
116,0,08075,Jerry Kelly,1.570,2571,1638
117,0,07087,Hugh Royer III,1.571,2574,1638
117,0,06595,Kevin Sutherland,1.571,3025,1926
119,0,01549,Mike Hulbert,1.573,2661,1692
119,0,08993,Franklin Langham,1.573,2605,1656
121,0,01603,Jeff Julian,1.575,1956,1242
121,0,02218,Ted Tryba,1.575,2920,1854
123,0,06315,Pete Jordan,1.576,2071,1314
124,0,02008,Lee Rinker,1.577,2839,1800
125,0,01823,Larry Mize,1.578,2073,1314
126,0,02241,Bobby Wadkins,1.579,2614,1656
126,0,02321,Fuzzy Zoeller,1.579,1506,954
128,0,02246,Duffy Waldorf,1.580,1905,1206
129,0,10649,Tom Scherrer,1.582,2534,1602
130,0,01143,Brad Bryant,1.586,2398,1512
131,0,01748,Doug Martin,1.590,2633,1656
132,0,01334,Keith Fergus,1.591,2405,1512
132,0,10215,Charlie Rymer,1.591,2577,1620
134,0,01604,Steve Jurgensen,1.595,2497,1566
134,0,06012,Greg Kraft,1.595,2325,1458
134,0,01761,Len Mattiace,1.595,2441,1530
134,0,06577,John Wilson,1.595,2325,1458
138,0,01098,Jay Don Blake,1.596,2614,1638
139,0,07101,Dave Stockton Jr.,1.598,2646,1656
140,0,02170,Hal Sutton,1.600,2535,1584
141,0,20095,Carl Paulson,1.602,2509,1566
141,0,02135,Mike Standly,1.602,2335,1458
143,0,01175,Jim Carter,1.603,3088,1926
143,0,01196,Brian Claar,1.603,3001,1872
143,0,02186,Brian Tennyson,1.603,2164,1350
146,0,06214,Guy Boros,1.605,2686,1674
147,0,01996,Mike Reid,1.606,2081,1296
148,0,01261,Jay Delsing,1.609,2490,1548
148,0,06090,Jim McGovern,1.609,2520,1566
148,0,02101,Joey Sindelar,1.609,2519,1566
148,0,02167,Mike Sullivan,1.609,2462,1530
152,0,06657,Steve Rintoul,1.610,2174,1350
153,0,01374,Robin Freeman,1.611,2958,1836
154,0,01068,Andy Bean,1.613,2177,1350
154,0,02115,Taylor Smith,1.613,2207,1368
156,0,01133,Billy Ray Brown,1.618,2243,1386
157,0,07267,Allen Doyle,1.619,2565,1584
157,0,06066,Gary Rusnak,1.619,2273,1404
159,0,10505,Shane Bertsch,1.623,2133,1314
159,0,01142,Bart Bryant,1.623,2250,1386
161,0,01943,Chris Perry,1.624,1988,1224
162,0,01093,Ronnie Black,1.625,2487,1530
162,0,06036,Scott Dunlap,1.625,2340,1440
164,0,20259,Hisayuki Sasaki,1.626,1873,1152
165,0,10203,Bryan Gorman,1.627,2021,1242
166,0,06064,Jeff Gallagher,1.628,2461,1512
166,0,01971,Dillard Pruitt,1.628,2169,1332
168,0,01607,Brian Kamm,1.630,2553,1566
169,0,01035,Tommy Armour III,1.632,1586,972
170,0,20051,Joe Acosta Jr.,1.634,2088,1278
170,0,08547,John Maginnes,1.634,2383,1458
172,0,08375,Paul Stankowski,1.635,2090,1278
173,0,02303,Robert Wrenn,1.636,2120,1296
174,0,10425,Jay Williamson,1.641,2275,1386
175,0,01203,Russ Cochran,1.643,2454,1494
176,0,01323,Brad Fabel,1.644,2545,1548
177,0,01157,Tom Byrum,1.645,2251,1368
177,0,01938,David Peoples,1.645,1658,1008
179,0,01475,Donnie Hammond,1.648,1809,1098
180,0,02023,Clarence Rose,1.650,2525,1530
181,0,01307,Joel Edwards,1.651,2793,1692
182,0,01725,John Mahaffey,1.653,1934,1170
183,0,19883,Joe Daley,1.656,2295,1386
184,0,06599,John Elliott,1.664,1528,918
185,0,01487,Jeff Hart,1.668,1952,1170
186,0,02226,Tray Tyner,1.672,1535,918
187,0,01958,Dan Pohl,1.683,1757,1044
188,0,02106,Chris Smith,1.700,2448,1440
189,0,01060,Dave Barr,1.712,1787,1044
190,0,12781,Scott Medlin,1.714,1635,954
