RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
72,0,24140,Sean O'Hair,8.14,14,172,-0.43
74,0,23621,Rory Sabbatini,8.11,12,148,-0.67
75,0,27095,Nick Watney,7.95,14,176,-0.21
76,0,27895,Jonas Blixt,7.94,10,126,-0.40
77,0,23108,Matt Kuchar,7.69,14,182,-0.36
78,0,25900,Lucas Glover,7.59,12,158,-0.33
79,0,34046,Jordan Spieth,7.41,12,162,-0.33
80,0,35532,Tom Hoge,7.05,11,156,-0.45
80,0,29223,Sam Saunders,7.05,11,156,-0.64
80,0,29221,Webb Simpson,7.05,11,156,-0.36
83,0,20645,John Senden,7.03,9,128,-0.67
84,0,28486,Michael Putnam,6.96,11,158,-0.45
85,0,26289,Boo Weekley,6.85,10,146,-0.80
86,0,20766,Padraig Harrington,6.67,8,120,-0.13
86,0,33413,Ben Martin,6.67,12,180,-0.42
88,0,06522,Ernie Els,6.60,7,106,+0.14
88,0,30736,Oscar Fraustro,6.60,7,106,-0.14
90,0,34409,David Lingmerth,6.47,11,170,E
91,0,28259,Sangmoon Bae,6.45,12,186,-0.58
92,0,20691,Greg Owen,6.36,7,110,-0.43
93,0,29476,Kyle Reifers,6.18,11,178,-0.64
94,0,22056,Cameron Percy,5.97,8,134,-0.38
95,0,28475,Jeff Overton,5.88,10,170,-0.40
96,0,25345,Carl Pettersson,5.83,12,206,-0.33
97,0,24846,Ricky Barnes,5.48,8,146,-0.50
98,0,10809,Jim Furyk,5.47,7,128,-0.57
99,0,27214,Kevin Streelman,5.42,9,166,-0.44
100,0,24490,George McNeill,5.38,10,186,-0.60
101,0,30852,Ryo Ishikawa,5.36,9,168,-0.33
102,0,20593,Greg Chalmers,5.32,5,94,-0.20
102,0,27466,Spencer Levin,5.32,10,188,-0.80
104,0,27644,Brian Harman,5.17,9,174,-0.56
104,0,25396,Kevin Na,5.17,9,174,-0.22
106,0,34563,Chesson Hadley,5.15,10,194,-0.50
107,0,24138,Ian Poulter,4.92,6,122,E
108,0,24924,Bill Haas,4.88,8,164,-0.75
109,0,25686,Jason Dufner,4.84,6,124,-0.33
109,0,28307,Matt Every,4.84,6,124,-0.50
111,0,30692,Scott Stallings,4.81,5,104,-0.40
112,0,29479,Scott Brown,4.79,9,188,-0.78
113,0,26476,Chez Reavie,4.55,5,110,-0.20
113,0,23623,Bo Van Pelt,4.55,7,154,-0.71
115,0,32150,Michael Thompson,4.49,7,156,-0.43
116,0,34358,Jonathan Randolph,4.48,6,134,-0.67
116,0,26951,Johnson Wagner,4.48,6,134,-0.50
118,0,33399,Adam Hadwin,4.44,8,180,-0.13
119,0,29478,Kevin Kisner,4.33,9,208,-0.44
120,0,24925,Jonathan Byrd,4.31,5,116,-0.80
121,0,26596,Ryan Moore,4.29,6,140,-0.33
122,0,24024,Zach Johnson,4.17,7,168,-0.29
123,0,35545,Blayne Barber,4.05,6,148,E
124,0,32640,Troy Merritt,4.02,7,174,-0.43
125,0,06567,Vijay Singh,4.00,6,150,-0.17
126,0,27649,Brandt Snedeker,3.98,7,176,-0.57
127,0,34256,Andrew Putnam,3.97,5,126,-0.80
128,0,25198,Francesco Molinari,3.77,4,106,+0.50
128,0,28132,Tyrone Van Aswegen,3.77,4,106,+0.25
130,0,23638,Brendon de Jonge,3.54,7,198,-0.29
131,0,22892,Jason Gore,3.52,5,142,-0.20
132,0,29535,Brice Garnett,3.33,5,150,-0.40
132,0,35539,Luke Guthrie,3.33,5,150,+0.20
134,0,29425,Andrew Svoboda,3.25,5,154,-0.40
135,0,33122,Russell Knox,3.13,6,192,-0.50
135,0,33419,Cameron Tringale,3.13,6,192,-0.33
137,0,24494,Erik Compton,3.01,5,166,-0.80
138,0,25834,Daniel Summerhays,2.97,6,202,-0.50
139,0,31202,William McGirt,2.91,6,206,-0.50
140,0,30926,Chris Kirk,2.90,4,138,-1.00
141,0,27933,John Merrick,2.82,4,142,-0.75
142,0,10885,Robert Allenby,2.78,3,108,+1.00
143,0,24361,Pat Perez,2.72,5,184,-0.80
144,0,25191,Gonzalo Fernandez-Castaño,2.70,4,148,-0.25
144,0,34130,Sung Joon Park,2.70,4,148,-0.50
146,0,29926,Danny Lee,2.65,6,226,E
147,0,25720,Chad Collins,2.63,4,152,-1.50
147,0,34262,Jon Curran,2.63,4,152,-1.25
147,0,08075,Jerry Kelly,2.63,4,152,+0.25
150,0,12510,Chad Campbell,2.60,5,192,-0.40
151,0,24357,K.J. Choi,2.59,3,116,E
152,0,27963,Chris Stroud,2.50,4,160,-0.25
153,0,10860,Justin Leonard,2.46,3,122,-0.67
154,0,28679,Fabián Gómez,2.44,4,164,-0.50
155,0,35541,John Peterson,2.38,4,168,-0.50
156,0,21878,Mark Wilson,2.35,4,170,-0.75
157,0,32200,Roberto Castro,2.27,2,88,-0.50
157,0,31560,Brian Stuard,2.27,4,176,-0.50
159,0,23548,Bill Lunde,2.22,2,90,-0.50
160,0,34261,Scott Langley,2.20,4,182,-0.50
161,0,20472,Alex Cejka,2.17,4,184,-0.25
161,0,25240,D.A. Points,2.17,3,138,-0.33
163,0,26758,David Hearn,2.06,4,194,-0.25
164,0,34174,John Huh,2.04,4,196,-0.75
165,0,36801,Mark Hubbard,2.03,3,148,-1.00
166,0,31416,Derek Fathauer,1.97,3,152,E
167,0,28780,Nicholas Thompson,1.90,3,158,E
168,0,23048,Eric Axley,1.85,2,108,E
169,0,30711,Colt Knost,1.81,3,166,-0.33
170,0,20104,Ken Duke,1.74,3,172,-1.00
171,0,24507,Jason Bohn,1.58,3,190,-0.67
172,0,31193,Jim Renner,1.54,2,130,+1.00
173,0,23983,Luke Donald,1.49,2,134,+0.50
173,0,37454,Whee Kim,1.49,2,134,-1.00
175,0,23800,Bryce Molder,1.19,2,168,E
176,0,22293,Heath Slocum,1.04,1,96,-1.00
177,0,20771,Steven Alker,.85,1,118,-1.00
178,0,25349,Tim Wilkinson,.76,1,132,-1.00
179,0,29222,Billy Hurley III,.68,1,146,E
180,0,40058,Zac Blair,.50,1,202,-1.00
181,0,23541,Ben Crane,.00,0,114,E
181,0,21753,Brian Davis,.00,0,156,E
181,0,30927,Brendon Todd,.00,0,176,E
181,0,02206,David Toms,.00,0,116,E
