RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,30925,Dustin Johnson,42.75,59,138,-0.27
2,0,25804,Bubba Watson,41.41,53,128,-0.43
3,0,28089,Jason Day,34.72,50,144,-0.40
4,0,27141,J.B. Holmes,32.47,50,154,-0.32
5,0,24502,Adam Scott,30.68,27,88,-0.33
6,0,32334,Charlie Beljan,30.60,41,134,-0.24
7,0,29725,Tony Finau,30.10,62,206,-0.44
8,0,36689,Brooks Koepka,28.21,44,156,-0.34
9,0,23320,Ryan Palmer,27.86,39,140,-0.31
10,0,25632,Jimmy Walker,26.58,42,158,-0.21
11,0,36699,Patrick Rodgers,25.96,27,104,-0.19
12,0,30944,Jason Kokrak,23.86,42,176,-0.21
13,0,31323,Gary Woodland,23.81,30,126,-0.33
14,0,33141,Keegan Bradley,21.43,33,154,-0.42
15,0,22405,Justin Rose,20.97,26,124,-0.35
16,0,25274,Steven Bowditch,20.83,40,192,-0.28
17,0,26331,Charl Schwartzel,20.75,22,106,-0.41
18,0,21961,Charles Howell III,19.23,40,208,-0.28
19,0,20848,Ángel Cabrera,18.87,20,106,-0.55
20,0,26329,Louis Oosthuizen,18.64,22,118,-0.23
21,0,21209,Sergio Garcia,17.71,17,96,E
22,0,40026,Daniel Berger,17.55,33,188,-0.52
23,0,24358,Robert Garrigus,17.19,22,128,-0.09
24,0,01810,Phil Mickelson,17.14,24,140,-0.38
25,0,12716,Charley Hoffman,17.03,31,182,-0.26
26,0,29518,Brendan Steele,16.87,28,166,-0.54
27,0,34099,Harris English,15.66,31,198,-0.26
28,0,33448,Justin Thomas,15.53,32,206,-0.59
29,0,21528,Henrik Stenson,15.18,17,112,-0.41
30,0,27936,Martin Laird,15.13,23,152,-0.22
31,0,20396,Lee Westwood,14.77,13,88,-0.62
32,0,25364,Paul Casey,14.74,23,156,-0.43
33,0,26300,Matt Jones,14.67,22,150,-0.50
34,0,34098,Russell Henley,13.64,21,154,-0.33
35,0,34264,Hudson Swafford,13.59,25,184,-0.52
36,0,27064,Jhonattan Vegas,13.29,21,158,-0.48
37,0,34431,Robert Streb,13.18,29,220,-0.41
38,0,27436,Graham DeLaet,12.90,16,124,-0.44
39,0,33461,Morgan Hoffmann,12.50,20,160,-0.10
40,0,25818,Scott Piercy,11.67,21,180,-0.57
41,0,25369,Jamie Donaldson,11.63,10,86,-0.20
42,0,32448,James Hahn,11.49,20,174,-0.55
43,0,32839,Hideki Matsuyama,11.45,19,166,-0.37
44,0,28500,Martin Flores,11.36,20,176,-0.30
45,0,33667,Carlos Ortiz,11.11,20,180,-0.40
46,0,20229,Stewart Cink,10.96,16,146,-0.56
46,0,20157,Retief Goosen,10.96,16,146,-0.19
48,0,25562,Andres Romero,10.77,14,130,-0.57
49,0,26851,Marc Leishman,10.66,13,122,-0.38
50,0,01706,Davis Love III,10.64,10,94,-0.30
50,0,22046,Geoff Ogilvy,10.64,10,94,-0.20
50,0,33418,Shawn Stefani,10.64,20,188,-0.55
53,0,24781,Hunter Mahan,10.39,16,154,-0.56
54,0,32366,Kevin Chappell,10.37,17,164,-0.29
55,0,35451,Scott Pinckney,10.00,17,170,-0.53
56,0,29289,S.Y. Noh,9.84,12,122,-0.33
57,0,33486,Roger Sloan,9.80,10,102,-0.40
58,0,34360,Patrick Reed,9.78,18,184,-0.33
59,0,22371,Aaron Baddeley,9.59,14,146,-0.71
60,0,37273,Derek Ernst,9.56,13,136,-0.15
60,0,32102,Rickie Fowler,9.56,13,136,-0.54
62,0,29420,Billy Horschel,9.09,16,176,-0.19
63,0,23353,J.J. Henry,8.99,16,178,-0.25
64,0,30946,Alex Prugh,8.86,14,158,-0.29
65,0,29720,Andres Gonzales,8.82,15,170,-0.53
66,0,25892,Steve Wheatcroft,8.64,14,162,-0.50
67,0,34265,Will Wilcox,8.51,8,94,-0.13
68,0,27770,Camilo Villegas,8.43,14,166,-0.50
69,0,28023,Byron Smith,8.33,9,108,-0.56
70,0,25493,Nick Taylor,8.24,15,182,-0.33
71,0,39977,Max Homa,8.22,12,146,-0.08
72,0,31557,Jim Herman,8.14,14,172,-0.57
