RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
63,0,30946,Alex Prugh,284.5,285624,1004
64,0,27214,Kevin Streelman,284.3,290006,1020
65,0,32366,Kevin Chappell,284.2,297822,1048
66,0,06522,Ernie Els,284.1,154560,544
66,0,30736,Oscar Fraustro,284.1,158260,557
66,0,20157,Retief Goosen,284.1,236966,834
66,0,25345,Carl Pettersson,284.1,380402,1339
70,0,23108,Matt Kuchar,284.0,305557,1076
71,0,27644,Brian Harman,283.9,310573,1094
71,0,34265,Will Wilcox,283.9,161804,570
73,0,29223,Sam Saunders,283.8,248907,877
74,0,28259,Sangmoon Bae,283.5,349327,1232
74,0,24140,Sean O'Hair,283.5,319742,1128
74,0,34264,Hudson Swafford,283.5,328601,1159
77,0,34563,Chesson Hadley,283.4,352864,1245
78,0,28307,Matt Every,283.2,222593,786
78,0,26851,Marc Leishman,283.2,213501,754
80,0,27770,Camilo Villegas,283.0,294340,1040
81,0,01706,Davis Love III,282.9,166374,588
81,0,20645,John Senden,282.9,202541,716
83,0,29720,Andres Gonzales,282.8,299472,1059
83,0,31557,Jim Herman,282.8,304522,1077
83,0,34409,David Lingmerth,282.8,292387,1034
86,0,27436,Graham DeLaet,282.5,213027,754
87,0,24924,Bill Haas,282.4,280152,992
88,0,20229,Stewart Cink,282.3,259436,919
88,0,35451,Scott Pinckney,282.3,291337,1032
90,0,22371,Aaron Baddeley,282.2,260726,924
91,0,23353,J.J. Henry,282.1,299067,1060
92,0,25892,Steve Wheatcroft,282.0,283104,1004
93,0,21528,Henrik Stenson,281.8,172484,612
94,0,23548,Bill Lunde,281.6,141352,502
94,0,29221,Webb Simpson,281.6,251785,894
96,0,23621,Rory Sabbatini,281.5,258987,920
97,0,31416,Derek Fathauer,281.4,259150,921
98,0,29476,Kyle Reifers,281.3,314191,1117
98,0,06567,Vijay Singh,281.3,270627,962
100,0,20766,Padraig Harrington,281.2,192365,684
100,0,28023,Byron Smith,281.2,168974,601
100,0,32150,Michael Thompson,281.2,294737,1048
103,0,29425,Andrew Svoboda,281.1,274901,978
103,0,26951,Johnson Wagner,281.1,224320,798
105,0,22892,Jason Gore,281.0,227862,811
106,0,28486,Michael Putnam,280.9,265690,946
106,0,26476,Chez Reavie,280.9,195772,697
108,0,29479,Scott Brown,280.8,317622,1131
109,0,28475,Jeff Overton,280.7,293091,1044
110,0,25191,Gonzalo Fernandez-Castaño,280.6,246333,878
111,0,34358,Jonathan Randolph,280.5,219038,781
111,0,27649,Brandt Snedeker,280.5,293135,1045
113,0,33399,Adam Hadwin,280.4,316283,1128
114,0,35545,Blayne Barber,280.3,246104,878
115,0,23048,Eric Axley,280.1,168345,601
116,0,24494,Erik Compton,279.7,272946,976
116,0,30852,Ryo Ishikawa,279.7,292849,1047
118,0,29478,Kevin Kisner,279.6,366614,1311
118,0,23623,Bo Van Pelt,279.6,253631,907
120,0,34130,Sung Joon Park,279.4,244781,876
121,0,27895,Jonas Blixt,279.3,202506,725
122,0,29535,Brice Garnett,279.2,249084,892
123,0,33413,Ben Martin,279.0,301904,1082
124,0,28780,Nicholas Thompson,278.8,271563,974
125,0,35541,John Peterson,278.7,298812,1072
126,0,23638,Brendon de Jonge,278.6,357146,1282
127,0,27933,John Merrick,278.4,225243,809
128,0,30926,Chris Kirk,277.8,218387,786
129,0,35539,Luke Guthrie,277.7,262985,947
129,0,32640,Troy Merritt,277.7,317123,1142
131,0,24024,Zach Johnson,277.6,272912,983
131,0,27466,Spencer Levin,277.6,321196,1157
133,0,28679,Fabián Gómez,277.4,267373,964
134,0,24361,Pat Perez,277.3,321658,1160
135,0,20593,Greg Chalmers,277.2,138588,500
136,0,33122,Russell Knox,277.0,336027,1213
137,0,25834,Daniel Summerhays,276.9,343601,1241
138,0,26596,Ryan Moore,276.8,236073,853
139,0,25686,Jason Dufner,276.7,184548,667
139,0,29926,Danny Lee,276.7,385761,1394
141,0,32200,Roberto Castro,276.6,138875,502
142,0,24925,Jonathan Byrd,276.5,196883,712
143,0,12510,Chad Campbell,276.4,350745,1269
144,0,37454,Whee Kim,276.3,216350,783
144,0,24138,Ian Poulter,276.3,184586,668
146,0,28132,Tyrone Van Aswegen,276.2,162147,587
147,0,31193,Jim Renner,276.0,216104,783
148,0,24846,Ricky Barnes,275.8,241870,877
148,0,10809,Jim Furyk,275.8,199714,724
150,0,25198,Francesco Molinari,275.6,164259,596
151,0,36801,Mark Hubbard,275.3,234574,852
152,0,20472,Alex Cejka,275.2,302717,1100
153,0,27963,Chris Stroud,274.8,261358,951
154,0,10885,Robert Allenby,274.7,195552,712
154,0,34261,Scott Langley,274.7,302452,1101
154,0,24490,George McNeill,274.7,341138,1242
157,0,31202,William McGirt,274.5,371937,1355
157,0,25349,Tim Wilkinson,274.5,222071,809
159,0,24507,Jason Bohn,274.4,332556,1212
159,0,20104,Ken Duke,274.4,298282,1087
159,0,25396,Kevin Na,274.4,271132,988
162,0,20771,Steven Alker,274.2,191414,698
163,0,21878,Mark Wilson,273.9,308968,1128
164,0,26758,David Hearn,273.8,324472,1185
165,0,33419,Cameron Tringale,273.6,300951,1100
166,0,31560,Brian Stuard,273.0,301069,1103
167,0,25720,Chad Collins,272.9,240165,880
168,0,30711,Colt Knost,272.3,280974,1032
168,0,34256,Andrew Putnam,272.3,205616,755
170,0,24357,K.J. Choi,272.2,216706,796
170,0,21753,Brian Davis,272.2,268918,988
170,0,22293,Heath Slocum,272.2,148101,544
170,0,30927,Brendon Todd,272.2,289331,1063
174,0,25240,D.A. Points,272.1,219833,808
175,0,08075,Jerry Kelly,271.3,249869,921
176,0,34174,John Huh,271.1,336217,1240
177,0,23983,Luke Donald,270.5,203175,751
178,0,23800,Bryce Molder,269.7,289943,1075
179,0,40058,Zac Blair,269.5,331156,1229
180,0,23541,Ben Crane,268.7,195902,729
181,0,02206,David Toms,268.5,205678,766
182,0,29222,Billy Hurley III,268.4,235088,876
183,0,34262,Jon Curran,267.7,242235,905
183,0,10860,Justin Leonard,267.7,201598,753
