RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
54,0,28780,Nicholas Thompson,7.59,12,158,+0.25
55,0,20229,Stewart Cink,7.53,11,146,+0.09
56,0,29479,Scott Brown,7.45,14,188,-0.29
56,0,27466,Spencer Levin,7.45,14,188,E
58,0,25834,Daniel Summerhays,7.43,15,202,+0.07
59,0,31416,Derek Fathauer,7.24,11,152,+0.27
60,0,35451,Scott Pinckney,7.06,12,170,+0.50
61,0,24925,Jonathan Byrd,6.90,8,116,+0.38
62,0,29478,Kevin Kisner,6.73,14,208,-0.14
63,0,33399,Adam Hadwin,6.67,12,180,-0.25
64,0,37273,Derek Ernst,6.62,9,136,+0.22
65,0,23638,Brendon de Jonge,6.57,13,198,E
66,0,30852,Ryo Ishikawa,6.55,11,168,+0.09
67,0,28307,Matt Every,6.45,8,124,+0.63
68,0,28500,Martin Flores,6.25,11,176,-0.09
68,0,27963,Chris Stroud,6.25,10,160,-0.10
70,0,24846,Ricky Barnes,6.16,9,146,+0.33
70,0,20157,Retief Goosen,6.16,9,146,E
72,0,29535,Brice Garnett,6.00,9,150,+0.11
73,0,20472,Alex Cejka,5.98,11,184,-0.27
74,0,22056,Cameron Percy,5.97,8,134,+0.25
75,0,28259,Sangmoon Bae,5.91,11,186,+0.18
76,0,34409,David Lingmerth,5.88,10,170,E
77,0,29425,Andrew Svoboda,5.84,9,154,-0.22
78,0,30926,Chris Kirk,5.80,8,138,+0.25
79,0,32640,Troy Merritt,5.75,10,174,+0.30
80,0,24138,Ian Poulter,5.74,7,122,+0.14
81,0,26331,Charl Schwartzel,5.66,6,106,+0.17
82,0,22892,Jason Gore,5.63,8,142,+0.38
82,0,27933,John Merrick,5.63,8,142,+0.25
84,0,23353,J.J. Henry,5.62,10,178,+0.40
85,0,28023,Byron Smith,5.56,6,108,E
86,0,20645,John Senden,5.47,7,128,E
87,0,26476,Chez Reavie,5.45,6,110,+0.33
88,0,24494,Erik Compton,5.42,9,166,+0.44
88,0,27214,Kevin Streelman,5.42,9,166,E
88,0,27770,Camilo Villegas,5.42,9,166,+0.33
91,0,23621,Rory Sabbatini,5.41,8,148,+0.63
92,0,21528,Henrik Stenson,5.36,6,112,-0.17
93,0,34358,Jonathan Randolph,5.22,7,134,+0.14
94,0,12510,Chad Campbell,5.21,10,192,+0.10
95,0,27644,Brian Harman,5.17,9,174,+0.44
96,0,29223,Sam Saunders,5.13,8,156,E
97,0,27095,Nick Watney,5.11,9,176,-0.11
98,0,33461,Morgan Hoffmann,5.00,8,160,+0.50
98,0,25818,Scott Piercy,5.00,9,180,+0.11
100,0,34046,Jordan Spieth,4.94,8,162,E
100,0,25892,Steve Wheatcroft,4.94,8,162,+0.38
102,0,24924,Bill Haas,4.88,8,164,+0.25
103,0,25345,Carl Pettersson,4.85,10,206,+0.30
104,0,27436,Graham DeLaet,4.84,6,124,+1.00
105,0,35545,Blayne Barber,4.73,7,148,E
105,0,36801,Mark Hubbard,4.73,7,148,-0.14
107,0,29720,Andres Gonzales,4.71,8,170,+0.75
108,0,34563,Chesson Hadley,4.64,9,194,+0.33
109,0,31193,Jim Renner,4.62,6,130,+0.33
110,0,32200,Roberto Castro,4.55,4,88,+0.25
111,0,32150,Michael Thompson,4.49,7,156,+0.14
112,0,23548,Bill Lunde,4.44,4,90,E
113,0,25632,Jimmy Walker,4.43,7,158,+0.29
114,0,34360,Patrick Reed,4.35,8,184,+0.50
115,0,29289,S.Y. Noh,4.10,5,122,+0.80
116,0,22405,Justin Rose,4.03,5,124,-0.20
117,0,32448,James Hahn,4.02,7,174,+0.14
118,0,33486,Roger Sloan,3.92,4,102,E
119,0,24358,Robert Garrigus,3.91,5,128,-0.20
120,0,23623,Bo Van Pelt,3.90,6,154,-0.33
121,0,35532,Tom Hoge,3.85,6,156,+0.17
121,0,29221,Webb Simpson,3.85,6,156,+0.50
121,0,30692,Scott Stallings,3.85,4,104,+0.25
124,0,20848,Ángel Cabrera,3.77,4,106,+0.75
124,0,06522,Ernie Els,3.77,4,106,+0.50
126,0,32102,Rickie Fowler,3.68,5,136,E
127,0,32839,Hideki Matsuyama,3.61,6,166,E
128,0,34099,Harris English,3.54,7,198,+0.14
129,0,24140,Sean O'Hair,3.49,6,172,+0.17
130,0,39977,Max Homa,3.42,5,146,+0.60
130,0,26289,Boo Weekley,3.42,5,146,E
132,0,29420,Billy Horschel,3.41,6,176,E
132,0,27649,Brandt Snedeker,3.41,6,176,+0.33
134,0,21961,Charles Howell III,3.37,7,208,+0.29
134,0,29476,Kyle Reifers,3.37,6,178,+0.33
136,0,26300,Matt Jones,3.33,5,150,+0.60
136,0,33667,Carlos Ortiz,3.33,6,180,-0.17
136,0,06567,Vijay Singh,3.33,5,150,+0.40
139,0,25493,Nick Taylor,3.30,6,182,-0.17
140,0,24361,Pat Perez,3.26,6,184,+0.50
141,0,01706,Davis Love III,3.19,3,94,-0.33
141,0,33418,Shawn Stefani,3.19,6,188,E
141,0,34265,Will Wilcox,3.19,3,94,-0.67
144,0,31323,Gary Woodland,3.17,4,126,+0.25
145,0,30946,Alex Prugh,3.16,5,158,E
146,0,25274,Steven Bowditch,3.13,6,192,-0.17
147,0,25562,Andres Romero,3.08,4,130,+0.75
148,0,01810,Phil Mickelson,2.86,4,140,E
149,0,30736,Oscar Fraustro,2.83,3,106,+0.67
150,0,33413,Ben Martin,2.78,5,180,+0.80
151,0,12716,Charley Hoffman,2.75,5,182,+0.20
152,0,34431,Robert Streb,2.73,6,220,+0.17
153,0,27936,Martin Laird,2.63,4,152,+0.50
154,0,33141,Keegan Bradley,2.60,4,154,+0.50
155,0,25364,Paul Casey,2.56,4,156,+0.25
156,0,26329,Louis Oosthuizen,2.54,3,118,E
157,0,25900,Lucas Glover,2.53,4,158,+1.00
158,0,31557,Jim Herman,2.33,4,172,+0.75
159,0,26951,Johnson Wagner,2.24,3,134,+0.67
160,0,34264,Hudson Swafford,2.17,4,184,-0.25
161,0,22046,Geoff Ogilvy,2.13,2,94,-0.50
162,0,21209,Sergio Garcia,2.08,2,96,E
163,0,34098,Russell Henley,1.95,3,154,+0.33
164,0,29725,Tony Finau,1.94,4,206,+0.25
164,0,33448,Justin Thomas,1.94,4,206,+0.25
166,0,27064,Jhonattan Vegas,1.90,3,158,E
167,0,32366,Kevin Chappell,1.83,3,164,-0.33
168,0,20691,Greg Owen,1.82,2,110,-0.50
169,0,35541,John Peterson,1.79,3,168,+0.33
170,0,32334,Charlie Beljan,1.49,2,134,E
171,0,30925,Dustin Johnson,1.45,2,138,+0.50
172,0,23320,Ryan Palmer,1.43,2,140,+1.00
173,0,28089,Jason Day,1.39,2,144,+0.50
174,0,27141,J.B. Holmes,1.30,2,154,+0.50
174,0,24781,Hunter Mahan,1.30,2,154,E
176,0,29518,Brendan Steele,1.20,2,166,E
177,0,25369,Jamie Donaldson,1.16,1,86,E
178,0,36699,Patrick Rodgers,.96,1,104,+1.00
179,0,30944,Jason Kokrak,.57,1,176,E
180,0,40026,Daniel Berger,.53,1,188,+2.00
181,0,36689,Brooks Koepka,.00,0,156,E
181,0,24502,Adam Scott,.00,0,88,E
181,0,25804,Bubba Watson,.00,0,128,E
181,0,20396,Lee Westwood,.00,0,88,E
