RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01948,Tim Petrovic,26,1
2,0,02104,Jeff Sluman,23,0
3,0,23135,Tim Clark,22,4
3,0,01226,Fred Couples,22,0
3,0,10585,Scott McCarron,22,0
6,0,20098,Stuart Appleby,21,5
6,0,01320,Bob Estes,21,0
6,0,02239,Scott Verplank,21,0
9,0,01098,Jay Don Blake,20,0
9,0,34099,Harris English,20,8
9,0,02101,Joey Sindelar,20,0
12,0,23541,Ben Crane,19,7
12,0,06621,Joe Durant,19,0
12,0,12660,Jesper Parnevik,19,0
12,0,01958,Dan Pohl,19,0
16,0,08931,Glen Day,18,1
16,0,06251,Chris DiMarco,18,1
16,0,20157,Retief Goosen,18,6
16,0,21961,Charles Howell III,18,16
16,0,26596,Ryan Moore,18,10
16,0,01920,Craig Parry,18,0
22,0,01093,Ronnie Black,17,0
22,0,24925,Jonathan Byrd,17,3
22,0,23638,Brendon de Jonge,17,8
22,0,23983,Luke Donald,17,5
22,0,01346,Ed Fiori,17,0
22,0,01475,Donnie Hammond,17,0
22,0,08075,Jerry Kelly,17,8
22,0,30926,Chris Kirk,17,7
22,0,33122,Russell Knox,17,17
22,0,01736,Roger Maltbie,17,0
22,0,12680,Shigeki Maruyama,17,0
22,0,01887,Mark O'Meara,17,0
22,0,06567,Vijay Singh,17,3
22,0,02214,Kirk Triplett,17,0
22,0,08793,Tiger Woods,17,0
37,0,01444,Ken Green,16,0
37,0,24924,Bill Haas,16,9
37,0,01577,Lee Janzen,16,0
37,0,23108,Matt Kuchar,16,6
37,0,27120,Troy Matteson,16,2
37,0,01771,Blaine McCallister,16,0
37,0,28237,Rory McIlroy,16,5
37,0,01926,Steve Pate,16,0
37,0,01928,Corey Pavin,16,0
37,0,01945,Kenny Perry,16,0
37,0,25240,D.A. Points,16,3
37,0,26476,Chez Reavie,16,6
37,0,20127,Chris Riley,16,1
37,0,34046,Jordan Spieth,16,8
37,0,10423,Mike Weir,16,0
52,0,06004,Stephen Ames,15,0
52,0,21753,Brian Davis,15,3
52,0,12823,Carlos Franco,15,0
52,0,10809,Jim Furyk,15,4
52,0,01527,Scott Hoch,15,0
52,0,29478,Kevin Kisner,15,15
52,0,01633,Tom Kite,15,0
52,0,01706,Davis Love III,15,4
52,0,01723,Andrew Magee,15,0
52,0,34360,Patrick Reed,15,15
52,0,02099,Scott Simpson,15,0
52,0,02106,Chris Smith,15,1
52,0,02133,Craig Stadler,15,0
52,0,02223,Bob Tway,15,0
52,0,26951,Johnson Wagner,15,11
67,0,10885,Robert Allenby,14,3
67,0,07867,Woody Austin,14,0
67,0,07223,Brian Bateman,14,0
67,0,01203,Russ Cochran,14,0
67,0,06034,Marco Dawson,14,0
67,0,07457,Steve Flesch,14,2
67,0,32102,Rickie Fowler,14,8
67,0,12645,Brent Geiberger,14,0
67,0,20574,Mathew Goggin,14,0
67,0,01553,John Huston,14,0
67,0,21731,Freddie Jacobson,14,5
67,0,24024,Zach Johnson,14,5
67,0,10733,Kent Jones,14,3
67,0,10860,Justin Leonard,14,3
67,0,11032,Frank Lickliter II,14,2
67,0,20634,Peter Lonard,14,0
67,0,01724,Jeff Maggert,14,0
67,0,01797,Rocco Mediate,14,0
67,0,21949,Joe Ogilvie,14,0
67,0,02010,Loren Roberts,14,0
67,0,23623,Bo Van Pelt,14,2
67,0,02245,Grant Waite,14,0
67,0,21878,Mark Wilson,14,5
90,0,01024,Billy Andrade,13,0
90,0,01042,Paul Azinger,13,0
90,0,20498,Briny Baird,13,0
90,0,12652,Cameron Beckman,13,2
90,0,24507,Jason Bohn,13,10
90,0,01142,Bart Bryant,13,0
90,0,01143,Brad Bryant,13,0
90,0,01162,Rex Caldwell,13,0
90,0,01219,John Cook,13,0
90,0,22621,Ben Curtis,13,4
90,0,01261,Jay Delsing,13,0
90,0,09011,David Duval,13,0
