RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,20593,Greg Chalmers,22
2,0,32102,Rickie Fowler,21
3,0,30110,Kyle Stanley,20
4,0,29910,Blake Adams,18
4,0,21407,Arjun Atwal,18
4,0,28679,Fabián Gómez,18
4,0,25396,Kevin Na,18
4,0,25632,Jimmy Walker,18
9,0,19846,Brian Gay,17
10,0,28087,Kris Blanks,16
10,0,12716,Charley Hoffman,16
10,0,27797,Derek Lamely,16
10,0,01766,Billy Mayfair,16
14,0,23409,James Driscoll,15
14,0,25686,Jason Dufner,15
14,0,24924,Bill Haas,15
14,0,26851,Marc Leishman,15
14,0,22348,Nick O'Hern,15
14,0,29221,Webb Simpson,15
20,0,24846,Ricky Barnes,14
20,0,20070,Matt Bettencourt,14
20,0,33141,Keegan Bradley,14
20,0,23718,Nathan Green,14
20,0,21961,Charles Howell III,14
20,0,30925,Dustin Johnson,14
20,0,35087,Bio Kim,14
20,0,31401,Zack Miller,14
20,0,25345,Carl Pettersson,14
20,0,02206,David Toms,14
30,0,10505,Shane Bertsch,13
30,0,24925,Jonathan Byrd,13
30,0,07457,Steve Flesch,13
30,0,21731,Freddie Jacobson,13
30,0,26300,Matt Jones,13
30,0,27466,Spencer Levin,13
30,0,27120,Troy Matteson,13
30,0,01948,Tim Petrovic,13
30,0,23621,Rory Sabbatini,13
30,0,33419,Cameron Tringale,13
30,0,21878,Mark Wilson,13
41,0,23541,Ben Crane,12
41,0,30750,Tommy Gainey,12
41,0,10860,Justin Leonard,12
41,0,24781,Hunter Mahan,12
41,0,01810,Phil Mickelson,12
41,0,20572,Rod Pampling,12
41,0,27330,Josh Teater,12
41,0,32150,Michael Thompson,12
41,0,27770,Camilo Villegas,12
41,0,20160,Charlie Wi,12
51,0,20472,Alex Cejka,11
51,0,24357,K.J. Choi,11
51,0,11123,Chris Couch,11
51,0,24980,Scott Gutschewski,11
51,0,06573,Brandt Jobe,11
51,0,24024,Zach Johnson,11
51,0,28158,Steve Marino,11
51,0,33413,Ben Martin,11
51,0,24361,Pat Perez,11
51,0,25818,Scott Piercy,11
51,0,20127,Chris Riley,11
51,0,22913,John Rollins,11
51,0,25562,Andres Romero,11
51,0,33911,Nate Smith,11
51,0,27649,Brandt Snedeker,11
51,0,29518,Brendan Steele,11
51,0,20436,Garrett Willis,11
51,0,31323,Gary Woodland,11
69,0,01116,Michael Bradley,10
69,0,34255,Joseph Bramlett,10
69,0,32366,Kevin Chappell,10
69,0,23673,Michael Connell,10
69,0,06251,Chris DiMarco,10
69,0,31557,Jim Herman,10
69,0,29420,Billy Horschel,10
69,0,10733,Kent Jones,10
69,0,08075,Jerry Kelly,10
69,0,30711,Colt Knost,10
69,0,27936,Martin Laird,10
69,0,10585,Scott McCarron,10
69,0,27939,Matt McQuillan,10
69,0,06515,Shaun Micheel,10
69,0,26596,Ryan Moore,10
69,0,24140,Sean O'Hair,10
69,0,21949,Joe Ogilvie,10
69,0,28475,Jeff Overton,10
69,0,26476,Chez Reavie,10
69,0,23497,Tag Ridings,10
69,0,22405,Justin Rose,10
69,0,26679,Kevin Stadler,10
69,0,26668,Marc Turnesa,10
69,0,27064,Jhonattan Vegas,10
93,0,10885,Robert Allenby,9
93,0,20098,Stuart Appleby,9
93,0,20498,Briny Baird,9
93,0,24507,Jason Bohn,9
93,0,21753,Brian Davis,9
93,0,23638,Brendon de Jonge,9
93,0,10809,Jim Furyk,9
93,0,21209,Sergio Garcia,9
93,0,24358,Robert Garrigus,9
93,0,08725,Tom Gillis,9
93,0,06643,Paul Goydos,9
93,0,26758,David Hearn,9
93,0,12782,Tim Herron,9
93,0,27141,J.B. Holmes,9
93,0,27974,Sung Kang,9
93,0,30926,Chris Kirk,9
93,0,29478,Kevin Kisner,9
93,0,23108,Matt Kuchar,9
93,0,26881,Jarrod Lyle,9
93,0,25240,D.A. Points,9
93,0,20645,John Senden,9
93,0,22293,Heath Slocum,9
93,0,23325,Vaughn Taylor,9
93,0,23788,D.J. Trahan,9
93,0,27095,Nick Watney,9
93,0,12602,Dean Wilson,9
119,0,06004,Stephen Ames,8
119,0,22371,Aaron Baddeley,8
119,0,25274,Steven Bowditch,8
119,0,20229,Stewart Cink,8
119,0,28089,Jason Day,8
119,0,25900,Lucas Glover,8
119,0,01577,Lee Janzen,8
119,0,24490,George McNeill,8
119,0,32640,Troy Merritt,8
119,0,06567,Vijay Singh,8
119,0,27963,Chris Stroud,8
130,0,24290,D.J. Brigman,7
130,0,08537,J.P. Hayes,7
130,0,26420,Richard Johnson,7
130,0,22961,David Mathis,7
130,0,31202,William McGirt,7
130,0,01797,Rocco Mediate,7
130,0,32876,Martin Piller,7
130,0,28620,Aron Price,7
130,0,08375,Paul Stankowski,7
130,0,34072,Will Strickler,7
130,0,23623,Bo Van Pelt,7
141,0,12510,Chad Campbell,6
141,0,06522,Ernie Els,6
141,0,32698,Bobby Gates,6
141,0,29720,Andres Gonzales,6
141,0,24604,Hunter Haas,6
141,0,22378,Trevor Immelman,6
141,0,19970,Robert Karlsson,6
141,0,25572,Graeme McDowell,6
141,0,27933,John Merrick,6
141,0,22046,Geoff Ogilvy,6
141,0,23320,Ryan Palmer,6
141,0,31193,Jim Renner,6
141,0,25457,Alexandre Rocha,6
141,0,24502,Adam Scott,6
141,0,30692,Scott Stallings,6
141,0,06527,Steve Stricker,6
157,0,23614,Rich Beem,5
157,0,22621,Ben Curtis,5
157,0,09011,David Duval,5
157,0,21805,Harrison Frazar,5
157,0,20157,Retief Goosen,5
157,0,29718,Anthony Kim,5
157,0,23548,Bill Lunde,5
157,0,24138,Ian Poulter,5
157,0,27214,Kevin Streelman,5
166,0,12652,Cameron Beckman,4
166,0,20848,Ángel Cabrera,4
166,0,23983,Luke Donald,4
166,0,06621,Joe Durant,4
166,0,20766,Padraig Harrington,4
166,0,21350,Ryuji Imada,4
166,0,23800,Bryce Molder,4
166,0,30946,Alex Prugh,4
166,0,28486,Michael Putnam,4
166,0,25834,Daniel Summerhays,4
166,0,25804,Bubba Watson,4
166,0,26289,Boo Weekley,4
166,0,24663,Y.E. Yang,4
179,0,07867,Woody Austin,3
179,0,01313,Steve Elkington,3
179,0,23353,J.J. Henry,3
179,0,26331,Charl Schwartzel,3
179,0,26287,Roland Thatcher,3
179,0,26951,Johnson Wagner,3
185,0,25444,Justin Hicks,1
185,0,01706,Davis Love III,1
