RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,28679,Fabián Gómez,247,Wyndham Champ.,1,15 - Par 5
2,0,33911,Nate Smith,221,Travelers Champ,3,5 - Par 3 -
3,0,30692,Scott Stallings,214,Transitions Chp,3,8 - Par 3 -
4,0,27141,J.B. Holmes,213,Wells Fargo,3,15 - Par 5
5,0,27974,Sung Kang,209,AT&T Pebble,3,12 - Par 3
6,0,22348,Nick O'Hern,209,AT&T Pebble,2,12 - Par 3
7,0,10809,Jim Furyk,204,Crowne Plaza,4,8 - Par 3 -
8,0,33419,Cameron Tringale,204,Transitions Chp,1,8 - Par 3 -
9,0,24980,Scott Gutschewski,199,Frys.com Open,2,14 - Par 4
10,0,06515,Shaun Micheel,198,Sony Open,2,17 - Par 3
11,0,01619,Skip Kendall,196,Arnold Palmer,1,15 - Par 4
12,0,10885,Robert Allenby,195,AT&T National,4,14 - Par 3
13,0,06527,Steve Stricker,189,Memorial Tourn,2,8 - Par 3 -
15,0,28089,Jason Day,187,THE PLAYERS,4,14 - Par 4
16,0,22378,Trevor Immelman,186,Arnold Palmer,3,1 - Par 4 -
17,0,19825,Darren Clarke,184,WGC-Bridgestone,1,8 - Par 4 -
18,0,26668,Marc Turnesa,179,St. Jude,1,17 - Par 4
19,0,23325,Vaughn Taylor,179,Shell Houston,3,5 - Par 4 -
20,0,25834,Daniel Summerhays,177,The Heritage,2,17 - Par 3
21,0,29518,Brendan Steele,175,Phoenix Open,2,12 - Par 3
22,0,23621,Rory Sabbatini,173,Wells Fargo,3,16 - Par 4
23,0,01810,Phil Mickelson,173,Deutsche Bank,3,12 - Par 4
24,0,28475,Jeff Overton,171,Honda Classic,2,11 - Par 4
25,0,06573,Brandt Jobe,171,Shell Houston,4,7 - Par 3 -
27,0,11123,Chris Couch,166,Bob Hope,5,13 - Par 4
28,0,22405,Justin Rose,164,Farmers Ins.,4,15 - Par 4
29,0,20098,Stuart Appleby,163,Sony Open,1,16 - Par 4
30,0,02206,David Toms,161,Transitions Chp,3,7 - Par 4 -
31,0,34072,Will Strickler,160,HP Byron Nelson,2,1 - Par 4 -
32,0,22293,Heath Slocum,160,Travelers Champ,2,17 - Par 4
33,0,27797,Derek Lamely,159,Wyndham Champ.,2,16 - Par 3
34,0,24604,Hunter Haas,159,Memorial Tourn,2,13 - Par 4
35,0,24846,Ricky Barnes,158,Frys.com Open,1,4 - Par 4 -
36,0,24490,George McNeill,157,Wyndham Champ.,1,6 - Par 4 -
38,0,26420,Richard Johnson,155,St. Jude,1,12 - Par 4
39,0,26289,Boo Weekley,152,Wells Fargo,3,12 - Par 4
40,0,24290,D.J. Brigman,150,Travelers Champ,3,11 - Par 3
41,0,26881,Jarrod Lyle,150,Phoenix Open,2,16 - Par 3
44,0,20593,Greg Chalmers,146,Deutsche Bank,2,16 - Par 3
45,0,27649,Brandt Snedeker,146,Deutsche Bank,2,16 - Par 3
46,0,24925,Jonathan Byrd,146,Transitions Chp,2,7 - Par 4 -
47,0,25274,Steven Bowditch,146,Texas Open,4,9 - Par 4 -
48,0,01945,Kenny Perry,143,THE PLAYERS,4,6 - Par 4 -
49,0,23623,Bo Van Pelt,141,Crowne Plaza,4,10 - Par 4
50,0,32102,Rickie Fowler,133,Memorial Tourn,1,15 - Par 5
51,0,29725,Tony Finau,131,Sony Open,2,3 - Par 4 -
52,0,22371,Aaron Baddeley,131,TOUR Champ,3,4 - Par 4 -
53,0,25686,Jason Dufner,131,Phoenix Open,1,8 - Par 4 -
54,0,29718,Anthony Kim,130,HP Byron Nelson,4,6 - Par 4 -
57,0,25457,Alexandre Rocha,129,Wyndham Champ.,1,2 - Par 4 -
58,0,10505,Shane Bertsch,129,J. Timberlake,1,12 - Par 4
59,0,32698,Bobby Gates,127,Viking Classic,1,13 - Par 4
