RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,29908,C.T. Pan,42,The RSM Classic,1
2,0,35450,Patrick Cantlay,60,Shriners/TPC Su,3
2,0,32102,Rickie Fowler,60,Travelers/TPC R,3
2,0,35506,Mackenzie Hughes,60,The RSM Classic,3
2,0,47993,Denny McCarthy,60,Travelers/TPC R,1
2,0,29289,S.Y. Noh,60,AT&T Byron Nels,1
7,0,52955,Ludvig Åberg,61,The RSM Classic,4
7,0,33948,Byeong Hun An,61,Genesis Scottis,1
7,0,47591,Eric Cole,61,The RSM Classic,3
7,0,54591,Ben Griffin,61,The RSM Classic,4
7,0,46717,Viktor Hovland,61,BMW Championshi,4
7,0,34174,John Huh,61,ZOZO/Accordia G,2
7,0,50525,Collin Morikawa,61,TOUR Championsh,1
7,0,27349,Alex Noren,61,Butterfield Ber,1
7,0,46970,Jon Rahm,61,Mexico Open/Vid,3
7,0,22405,Justin Rose,61,FedEx St. Jude/,3
7,0,54783,Dylan Wu,61,The American Ex,3
18,0,45522,Christiaan Bezuidenhout,62,The American Ex,3
18,0,40058,Zac Blair,62,Travelers/TPC R,4
18,0,27895,Jonas Blixt,62,John Deere/TPC ,1
18,0,33141,Keegan Bradley,62,Travelers/TPC R,1
18,0,47504,Sam Burns,62,BMW Championshi,3
18,0,46435,Austin Cook,62,World Wide Tech,4
18,0,23541,Ben Crane,62,Butterfield Ber,2
18,0,28089,Jason Day,62,AT&T Byron Nels,4
18,0,45609,Tyler Duncan,62,The RSM Classic,3
18,0,47079,Harrison Endycott,62,Butterfield Ber,1
18,0,29725,Tony Finau,62,Houston Open/Me,2
18,0,25900,Lucas Glover,62,Wyndham/Sedgefi,3
18,0,56762,Will Gordon,62,World Wide Tech,1
18,0,57975,Harry Hall,62,Charles Schwab/,1
18,0,34363,Tyrrell Hatton,62,Genesis Scottis,2
18,0,34098,Russell Henley,62,The RSM Classic,4
18,0,33597,Harry Higgs,62,The American Ex,3
18,0,12716,Charley Hoffman,62,The RSM Classic,3
18,0,35532,Tom Hoge,62,THE PLAYERS/TPC,3
18,0,39977,Max Homa,62,BMW Championshi,2
18,0,29420,Billy Horschel,62,Wyndham/Sedgefi,2
18,0,35461,Beau Hossler,62,Shriners Childr,1
18,0,39975,Michael Kim,62,Wyndham/Sedgefi,3
18,0,55182,Tom Kim,62,Shriners Childr,3
18,0,30926,Chris Kirk,62,Honda/PGA Natio,2
18,0,55789,Taylor Montgomery,62,THE CJ CUP/Cong,4
18,0,26596,Ryan Moore,62,The RSM Classic,3
18,0,48822,Sebastián Muñoz,62,The American Ex,3
18,0,22056,Cameron Percy,62,World Wide Tech,1
18,0,34256,Andrew Putnam,62,World Wide Tech,4
18,0,46414,Aaron Rai,62,Shriners/TPC Su,3
18,0,48081,Xander Schauffele,62,TOUR Championsh,4
18,0,46046,Scottie Scheffler,62,World Wide Tech,4
18,0,24502,Adam Scott,62,Travelers/TPC R,1
18,0,46340,Alex Smalley,62,John Deere/TPC ,3
18,0,50095,Austin Smotherman,62,Butterfield Ber,1
18,0,49960,Sepp Straka,62,John Deere/TPC ,4
18,0,40115,Adam Svensson,62,The RSM Classic,4
18,0,48699,Callum Tarren,62,Shriners Childr,3
18,0,25493,Nick Taylor,62,Sony Open/Waial,3
18,0,33448,Justin Thomas,62,Travelers/TPC R,3
18,0,58168,Davis Thompson,62,The American Ex,1
18,0,40006,Erik van Rooyen,62,The American Ex,4
61,0,21407,Arjun Atwal,63,Butterfield Ber,1
61,0,56630,Akshay Bhatia,63,Mexico Open/Vid,3
61,0,29479,Scott Brown,63,Butterfield Ber,1
61,0,52372,Cameron Champ,63,Shriners Childr,1
61,0,20229,Stewart Cink,63,3M Open/TPC Twi,2
61,0,51766,Wyndham Clark,63,Wells Fargo/Qua,3
61,0,49453,Trevor Cone,63,Barbasol/Keene ,3
61,0,45157,Cam Davis,63,Travelers/TPC R,4
61,0,23983,Luke Donald,63,Wyndham/Sedgefi,2
61,0,37338,Zecheng Dou,63,Travelers/TPC R,2
61,0,57362,Austin Eckroat,63,AT&T Byron Nels,3
61,0,34099,Harris English,63,The RSM Classic,3
61,0,40098,Matt Fitzpatrick,63,RBC Heritage/Ha,3
61,0,30911,Tommy Fleetwood,63,Genesis Scottis,3
61,0,24358,Robert Garrigus,63,Butterfield Ber,1
61,0,59018,Ryan Gerard,63,Honda/PGA Natio,2
61,0,52375,Doug Ghim,63,3M Open/TPC Twi,2
61,0,28679,Fabián Gómez,63,Butterfield Ber,2
61,0,34563,Chesson Hadley,63,World Wide Tech,4
61,0,33399,Adam Hadwin,63,Shriners Childr,3
61,0,47988,Nick Hardy,63,Sony Open/Waial,2
61,0,39058,Lucas Herbert,63,Fortinet/Silver,1
61,0,31557,Jim Herman,63,John Deere/TPC ,2
61,0,54421,Garrick Higgo,63,The American Ex,4
61,0,54628,Lee Hodges,63,3M Open/TPC Twi,1
61,0,52453,Nicolai Hojgaard,63,Genesis Scottis,2
