RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
77,0,02104,Jeff Sluman,70.57,3317,47
80,0,12680,Shigeki Maruyama,70.59,2400,34
81,0,21633,Steve Allan,70.62,3743,53
82,0,01157,Tom Byrum,70.64,2755,39
82,0,01927,Dennis Paulson,70.64,3108,44
84,0,06809,Bob Burns,70.66,3321,47
84,0,11011,Mike Sposa,70.66,4381,62
86,0,06350,Bob May,70.67,3392,48
87,0,01948,Tim Petrovic,70.68,3110,44
88,0,12753,David Morland IV,70.69,2050,29
88,0,22046,Geoff Ogilvy,70.69,3464,49
88,0,02101,Joey Sindelar,70.69,3393,48
91,0,08931,Glen Day,70.70,3959,56
92,0,06573,Brandt Jobe,70.71,3182,45
93,0,10565,Ian Leggatt,70.72,2758,39
93,0,01920,Craig Parry,70.72,2263,32
93,0,08375,Paul Stankowski,70.72,3536,50
96,0,12645,Brent Geiberger,70.73,3466,49
97,0,01313,Steve Elkington,70.74,2193,31
97,0,01619,Skip Kendall,70.74,3749,53
97,0,01685,J.L. Lewis,70.74,3820,54
100,0,10585,Scott McCarron,70.75,2547,36
101,0,01723,Andrew Magee,70.76,3255,46
101,0,23800,Bryce Molder,70.76,2052,29
103,0,07003,David Berganio Jr.,70.79,2973,42
104,0,01219,John Cook,70.80,2903,41
105,0,06498,Matt Peterson,70.81,3045,43
106,0,01175,Jim Carter,70.83,3400,48
106,0,12388,Michael Clark II,70.83,3754,53
108,0,01569,Peter Jacobsen,70.85,2409,34
109,0,08633,Per-Ulrik Johansson,70.86,3047,43
109,0,01677,Tom Lehman,70.86,2480,35
109,0,12660,Jesper Parnevik,70.86,2480,35
112,0,01098,Jay Don Blake,70.87,3898,55
112,0,21805,Harrison Frazar,70.87,2693,38
112,0,06332,Neal Lancaster,70.87,3331,47
115,0,01361,Dan Forsman,70.89,2481,35
116,0,01926,Steve Pate,70.90,2056,29
117,0,08537,J.P. Hayes,70.92,2624,37
118,0,01766,Billy Mayfair,70.94,3334,47
118,0,02245,Grant Waite,70.94,3831,54
120,0,06617,Brian Henninger,70.97,2555,36
121,0,01132,Mark Brooks,71.00,3266,46
121,0,01249,John Daly,71.00,1633,23
121,0,01378,David Frost,71.00,3124,44
121,0,23338,David Gossett,71.00,3124,44
121,0,02106,Chris Smith,71.00,3124,44
121,0,10425,Jay Williamson,71.00,3337,47
127,0,06515,Shaun Micheel,71.02,3054,43
128,0,20029,Notah Begay III,71.03,2628,37
128,0,01329,Brad Faxon,71.03,2699,38
130,0,06373,José María Olazábal,71.04,1989,28
131,0,20502,Michael Long,71.06,2416,34
132,0,23108,Matt Kuchar,71.08,2630,37
133,0,21209,Sergio Garcia,71.09,1635,23
133,0,20574,Mathew Goggin,71.09,2488,35
135,0,01941,Tom Pernice Jr.,71.10,3484,49
136,0,20593,Greg Chalmers,71.11,3129,44
137,0,01599,Steve Jones,71.13,2205,31
137,0,10213,Dicky Pride,71.13,2205,31
137,0,02133,Craig Stadler,71.13,2134,30
137,0,06078,Esteban Toledo,71.13,3272,46
141,0,10457,Frank Nobilo,71.14,3557,50
141,0,10649,Tom Scherrer,71.14,4126,58
143,0,06613,Tommy Tolles,71.15,2419,34
144,0,20105,Jeff Gove,71.16,3202,45
144,0,08881,Tripp Isenhour,71.16,2633,37
146,0,26289,Boo Weekley,71.19,1851,26
147,0,23177,Kenneth Staton,71.20,4272,60
148,0,01887,Mark O'Meara,71.21,1994,28
149,0,01203,Russ Cochran,71.22,2564,36
150,0,08339,Spike McRoy,71.26,2209,31
151,0,24937,Jess Daley,71.27,2922,41
152,0,01042,Paul Azinger,71.28,2067,29
153,0,01666,Bernhard Langer,71.29,1711,24
154,0,01035,Tommy Armour III,71.31,2995,42
155,0,08123,Jeff Brehaut,71.32,3352,47
156,0,21806,Paul Gow,71.35,3425,48
157,0,01374,Robin Freeman,71.36,3211,45
157,0,08993,Franklin Langham,71.36,2355,33
159,0,12826,Paul Claxton,71.37,3497,49
159,0,06643,Paul Goydos,71.37,2712,38
159,0,22293,Heath Slocum,71.37,2926,41
162,0,01724,Jeff Maggert,71.43,2500,35
163,0,10912,Craig Perks,71.47,2716,38
164,0,23903,Stephen Gangluff,71.49,2931,41
165,0,08553,Lee Porter,71.51,3504,49
166,0,06012,Greg Kraft,71.53,3362,47
167,0,23623,Bo Van Pelt,71.55,2719,38
168,0,07223,Brian Bateman,71.57,3650,51
169,0,01771,Blaine McCallister,71.61,2578,36
170,0,23125,Brad Elder,71.65,2866,40
171,0,20043,Edward Fryatt,71.66,3583,50
171,0,10117,Bob Heintz,71.66,2293,32
173,0,06197,Michael Allen,71.68,2652,37
173,0,20566,Kaname Yokoo,71.68,2437,34
175,0,01185,Brandel Chamblee,71.70,3155,44
176,0,02170,Hal Sutton,71.71,2725,38
177,0,19972,José Coceres,71.77,1579,22
178,0,20094,Jonathan Kaye,71.78,2871,40
179,0,06315,Pete Jordan,71.80,2872,40
179,0,23322,Brett Wetterich,71.80,3159,44
181,0,19958,Miguel Angel Jiménez,71.88,1797,25
182,0,07867,Woody Austin,71.92,3812,53
183,0,20095,Carl Paulson,71.93,2949,41
184,0,19817,Michael Muehr,72.03,2737,38
185,0,10962,Bradley Hughes,72.09,2379,33
186,0,02322,Richard Zokol,72.10,2091,29
187,0,20663,Brenden Pappas,72.12,2452,34
188,0,08535,Gary Nicklaus,72.17,2526,35
189,0,07749,Brett Quigley,72.24,3612,50
190,0,06036,Scott Dunlap,72.29,2530,35
191,0,20436,Garrett Willis,72.31,3254,45
192,0,21949,Joe Ogilvie,72.34,2098,29
193,0,19881,Robert Damron,72.41,3331,46
194,0,21259,Jason Hill,72.43,2173,30
195,0,02099,Scott Simpson,72.45,2246,31
196,0,02257,Brian Watts,72.48,2247,31
197,0,02110,Jerry Smith,72.56,3483,48
198,0,10107,Deane Pappas,72.68,3634,50
199,0,06016,Brad Lardon,72.71,2254,31
200,0,01549,Mike Hulbert,72.78,1965,27
201,0,01014,Fulton Allem,72.85,2477,34
202,0,01514,Eduardo Herrera,73.21,2123,29
