RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,20157,Retief Goosen,66.00,66,1
2,0,12652,Cameron Beckman,67.29,471,7
3,0,01132,Mark Brooks,67.75,271,4
4,0,20498,Briny Baird,68.00,544,8
4,0,01968,Nick Price,68.00,204,3
6,0,01945,Kenny Perry,68.14,477,7
7,0,06251,Chris DiMarco,68.25,273,4
8,0,01724,Jeff Maggert,68.29,478,7
9,0,10885,Robert Allenby,68.50,548,8
9,0,10809,Jim Furyk,68.50,411,6
11,0,01203,Russ Cochran,68.67,206,3
11,0,01666,Bernhard Langer,68.67,206,3
11,0,10585,Scott McCarron,68.67,412,6
14,0,01035,Tommy Armour III,68.83,413,6
14,0,02206,David Toms,68.83,413,6
16,0,06332,Neal Lancaster,68.90,689,10
17,0,06004,Stephen Ames,69.00,276,4
17,0,01457,Jay Haas,69.00,207,3
17,0,08881,Tripp Isenhour,69.00,276,4
17,0,01920,Craig Parry,69.00,207,3
17,0,06567,Vijay Singh,69.00,138,2
17,0,02246,Duffy Waldorf,69.00,345,5
23,0,02010,Loren Roberts,69.11,622,9
23,0,22913,John Rollins,69.11,622,9
25,0,12823,Carlos Franco,69.20,346,5
25,0,02223,Bob Tway,69.20,346,5
27,0,12782,Tim Herron,69.25,277,4
27,0,11032,Frank Lickliter II,69.25,277,4
29,0,06197,Michael Allen,69.33,208,3
30,0,23800,Bryce Molder,69.40,347,5
31,0,01142,Bart Bryant,69.50,417,6
31,0,01249,John Daly,69.50,278,4
31,0,23983,Luke Donald,69.50,556,8
31,0,01577,Lee Janzen,69.50,278,4
31,0,23621,Rory Sabbatini,69.50,278,4
36,0,10860,Justin Leonard,69.57,487,7
37,0,01307,Joel Edwards,69.60,348,5
37,0,10213,Dicky Pride,69.60,348,5
39,0,01381,Fred Funk,69.64,766,11
40,0,24937,Jess Daley,69.67,627,9
40,0,06522,Ernie Els,69.67,209,3
40,0,19846,Brian Gay,69.67,836,12
40,0,10201,Matt Gogel,69.67,418,6
40,0,01549,Mike Hulbert,69.67,209,3
40,0,11011,Mike Sposa,69.67,836,12
46,0,08993,Franklin Langham,69.75,279,4
46,0,06595,Kevin Sutherland,69.75,558,8
48,0,07721,Pat Bates,69.80,698,10
48,0,09011,David Duval,69.80,698,10
50,0,01098,Jay Don Blake,69.82,768,11
51,0,01175,Jim Carter,69.83,419,6
52,0,06621,Joe Durant,69.86,489,7
52,0,01320,Bob Estes,69.86,489,7
52,0,26289,Boo Weekley,69.86,489,7
55,0,24361,Pat Perez,69.89,629,9
56,0,07457,Steve Flesch,69.90,699,10
57,0,12510,Chad Campbell,70.00,560,8
57,0,20229,Stewart Cink,70.00,350,5
57,0,23135,Tim Clark,70.00,350,5
57,0,12826,Paul Claxton,70.00,280,4
57,0,21805,Harrison Frazar,70.00,350,5
57,0,01475,Donnie Hammond,70.00,70,1
57,0,01619,Skip Kendall,70.00,420,6
57,0,01810,Phil Mickelson,70.00,560,8
57,0,21949,Joe Ogilvie,70.00,350,5
57,0,20127,Chris Riley,70.00,630,9
57,0,02106,Chris Smith,70.00,280,4
57,0,02133,Craig Stadler,70.00,350,5
57,0,20548,Hidemichi Tanaka,70.00,560,8
70,0,08931,Glen Day,70.10,701,10
71,0,21806,Paul Gow,70.11,631,9
72,0,08123,Jeff Brehaut,70.14,491,7
72,0,23353,J.J. Henry,70.14,491,7
72,0,06350,Bob May,70.14,491,7
75,0,01723,Andrew Magee,70.20,351,5
75,0,12680,Shigeki Maruyama,70.20,351,5
77,0,20098,Stuart Appleby,70.25,281,4
77,0,01139,Olin Browne,70.25,562,8
77,0,23541,Ben Crane,70.25,562,8
77,0,01569,Peter Jacobsen,70.25,281,4
81,0,24925,Jonathan Byrd,70.29,492,7
82,0,01157,Tom Byrum,70.33,422,6
82,0,01226,Fred Couples,70.33,211,3
82,0,01374,Robin Freeman,70.33,422,6
82,0,06617,Brian Henninger,70.33,422,6
82,0,19958,Miguel Angel Jiménez,70.33,422,6
87,0,01761,Len Mattiace,70.36,774,11
88,0,24357,K.J. Choi,70.38,563,8
88,0,08375,Paul Stankowski,70.38,563,8
90,0,01706,Davis Love III,70.40,352,5
90,0,01797,Rocco Mediate,70.40,352,5
92,0,12645,Brent Geiberger,70.42,845,12
93,0,10912,Craig Perks,70.43,493,7
94,0,23322,Brett Wetterich,70.44,634,9
95,0,01219,John Cook,70.50,564,8
95,0,01329,Brad Faxon,70.50,423,6
95,0,01388,Robert Gamez,70.50,423,6
95,0,06573,Brandt Jobe,70.50,564,8
95,0,23108,Matt Kuchar,70.50,423,6
95,0,12663,Phil Tataurangi,70.50,423,6
95,0,02214,Kirk Triplett,70.50,141,2
102,0,01361,Dan Forsman,70.56,635,9
103,0,20105,Jeff Gove,70.57,494,7
103,0,22046,Geoff Ogilvy,70.57,494,7
103,0,02002,John Riegger,70.57,494,7
106,0,01677,Tom Lehman,70.60,353,5
106,0,08793,Tiger Woods,70.60,353,5
108,0,20502,Michael Long,70.63,565,8
109,0,20574,Mathew Goggin,70.67,424,6
109,0,08545,Glen Hnatiuk,70.67,424,6
109,0,02170,Hal Sutton,70.67,424,6
109,0,20566,Kaname Yokoo,70.67,424,6
113,0,20634,Peter Lonard,70.70,707,10
114,0,06527,Steve Stricker,70.71,495,7
115,0,01042,Paul Azinger,70.75,283,4
115,0,21209,Sergio Garcia,70.75,283,4
115,0,02104,Jeff Sluman,70.75,566,8
118,0,07867,Woody Austin,70.80,354,5
119,0,10962,Bradley Hughes,70.83,425,6
119,0,01707,Steve Lowery,70.83,425,6
119,0,01887,Mark O'Meara,70.83,425,6
122,0,20029,Notah Begay III,70.86,496,7
122,0,10117,Bob Heintz,70.86,496,7
124,0,21633,Steve Allan,71.00,426,6
124,0,19972,José Coceres,71.00,71,1
124,0,01313,Steve Elkington,71.00,213,3
124,0,21961,Charles Howell III,71.00,639,9
124,0,01685,J.L. Lewis,71.00,497,7
124,0,20572,Rod Pampling,71.00,355,5
124,0,01941,Tom Pernice Jr.,71.00,568,8
124,0,02099,Scott Simpson,71.00,426,6
132,0,02110,Jerry Smith,71.08,853,12
133,0,01938,David Peoples,71.10,711,10
134,0,10733,Kent Jones,71.14,498,7
134,0,01766,Billy Mayfair,71.14,498,7
134,0,02239,Scott Verplank,71.14,498,7
137,0,12388,Michael Clark II,71.17,427,6
137,0,20043,Edward Fryatt,71.17,427,6
139,0,01771,Blaine McCallister,71.20,712,10
140,0,06498,Matt Peterson,71.22,641,9
141,0,08075,Jerry Kelly,71.25,285,4
141,0,01928,Corey Pavin,71.25,285,4
141,0,22293,Heath Slocum,71.25,570,8
144,0,06036,Scott Dunlap,71.29,499,7
144,0,01553,John Huston,71.29,499,7
144,0,20645,John Senden,71.29,499,7
144,0,10425,Jay Williamson,71.29,499,7
148,0,01185,Brandel Chamblee,71.36,785,11
149,0,07223,Brian Bateman,71.38,571,8
150,0,23177,Kenneth Staton,71.40,714,10
151,0,01378,David Frost,71.43,500,7
151,0,21259,Jason Hill,71.43,500,7
153,0,23125,Brad Elder,71.44,643,9
153,0,23338,David Gossett,71.44,643,9
155,0,01161,Mark Calcavecchia,71.50,429,6
155,0,19881,Robert Damron,71.50,429,6
155,0,02101,Joey Sindelar,71.50,286,4
158,0,06315,Pete Jordan,71.57,501,7
158,0,01926,Steve Pate,71.57,501,7
160,0,19824,Craig Barlow,71.60,358,5
160,0,10565,Ian Leggatt,71.60,358,5
162,0,06575,Dudley Hart,71.67,430,6
162,0,23623,Bo Van Pelt,71.67,860,12
164,0,01024,Billy Andrade,71.71,502,7
165,0,01948,Tim Petrovic,71.73,789,11
166,0,19817,Michael Muehr,71.75,287,4
166,0,20436,Garrett Willis,71.75,574,8
168,0,06012,Greg Kraft,71.80,359,5
168,0,12753,David Morland IV,71.80,359,5
168,0,01927,Dennis Paulson,71.80,359,5
171,0,20663,Brenden Pappas,71.86,503,7
172,0,08553,Lee Porter,71.88,575,8
172,0,07749,Brett Quigley,71.88,575,8
174,0,01014,Fulton Allem,72.00,288,4
174,0,06809,Bob Burns,72.00,576,8
174,0,06643,Paul Goydos,72.00,288,4
174,0,08535,Gary Nicklaus,72.00,288,4
174,0,06373,José María Olazábal,72.00,288,4
179,0,20593,Greg Chalmers,72.09,793,11
180,0,06078,Esteban Toledo,72.14,505,7
180,0,02245,Grant Waite,72.14,505,7
180,0,10423,Mike Weir,72.14,505,7
180,0,02322,Richard Zokol,72.14,505,7
184,0,10457,Frank Nobilo,72.17,866,12
185,0,06515,Shaun Micheel,72.25,289,4
186,0,08633,Per-Ulrik Johansson,72.27,795,11
187,0,07003,David Berganio Jr.,72.43,507,7
188,0,20094,Jonathan Kaye,72.50,290,4
188,0,06613,Tommy Tolles,72.50,145,2
190,0,23903,Stephen Gangluff,72.67,436,6
191,0,08537,J.P. Hayes,72.71,509,7
192,0,10107,Deane Pappas,72.80,364,5
193,0,06016,Brad Lardon,73.00,292,4
193,0,12660,Jesper Parnevik,73.00,292,4
193,0,20095,Carl Paulson,73.00,292,4
196,0,10649,Tom Scherrer,73.20,366,5
197,0,01599,Steve Jones,73.22,659,9
198,0,01527,Scott Hoch,73.33,220,3
198,0,02257,Brian Watts,73.33,440,6
200,0,08339,Spike McRoy,73.40,367,5
201,0,23614,Rich Beem,73.60,368,5
202,0,01514,Eduardo Herrera,74.50,298,4
