RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,08537,J.P. Hayes,62' 1",62.083,1,62,62
2,0,20099,Doug Barron,40' 4",40.333,1,40,40
3,0,08123,Jeff Brehaut,38' 9",116.333,3,66,6
4,0,06012,Greg Kraft,38' 7",38.583,1,39,39
5,0,02104,Jeff Sluman,38' 6",38.500,1,39,39
6,0,20548,Hidemichi Tanaka,38' 3",76.417,2,61,16
7,0,01724,Jeff Maggert,36' 6",36.500,1,37,37
8,0,11123,Chris Couch,35' 7",35.583,1,36,36
9,0,01313,Steve Elkington,34' 8",34.667,1,35,35
10,0,09011,David Duval,34' 0",68.000,2,65,3
11,0,20691,Greg Owen,33' 9",101.167,3,55,6
12,0,02110,Jerry Smith,33' 8",67.250,2,44,24
13,0,01473,Todd Hamilton,32' 6",97.583,3,61,5
13,0,20766,Padraig Harrington,32' 6",64.917,2,56,9
15,0,20472,Alex Cejka,32' 2",64.250,2,48,16
16,0,22405,Justin Rose,31' 1",62.167,2,34,29
17,0,22293,Heath Slocum,29' 2",175.083,6,58,3
18,0,01619,Skip Kendall,28' 10",57.667,2,32,26
19,0,07457,Steve Flesch,28' 0",167.750,6,37,14
20,0,12680,Shigeki Maruyama,27' 7",82.833,3,40,18
21,0,22621,Ben Curtis,27' 6",27.500,1,28,28
22,0,10423,Mike Weir,27' 4",54.667,2,41,14
23,0,26596,Ryan Moore,27' 3",81.750,3,33,16
24,0,02246,Duffy Waldorf,27' 2",54.333,2,29,25
25,0,08075,Jerry Kelly,26' 6",105.833,4,64,9
26,0,21407,Arjun Atwal,25' 10",103.333,4,44,11
26,0,12510,Chad Campbell,25' 10",129.000,5,47,6
28,0,20127,Chris Riley,25' 6",25.500,1,26,26
28,0,21878,Mark Wilson,25' 6",76.583,3,40,17
30,0,01706,Davis Love III,25' 1",100.167,4,56,5
31,0,23497,Tag Ridings,24' 8",49.333,2,45,4
31,0,23621,Rory Sabbatini,24' 8",73.917,3,49,11"
33,0,11011,Mike Sposa,24' 5",73.250,3,35,17
34,0,12602,Dean Wilson,24' 3",96.917,4,31,19
35,0,23320,Ryan Palmer,24' 2",24.167,1,24,24
36,0,06515,Shaun Micheel,24' 0",143.917,6,48,7
37,0,06373,José María Olazábal,23' 9",71.250,3,25,23
38,0,08793,Tiger Woods,23' 8",189.167,8,61,9
39,0,01707,Steve Lowery,23' 6",164.750,7,33,10
40,0,21731,Freddie Jacobson,23' 5",93.583,4,34,8
41,0,21949,Joe Ogilvie,23' 4",70.083,3,28,16
42,0,10733,Kent Jones,23' 2",139.083,6,54,7
42,0,01941,Tom Pernice Jr.,23' 2",138.833,6,48,5
44,0,27120,Troy Matteson,22' 9",136.333,6,67,5
45,0,01677,Tom Lehman,22' 6",45.000,2,23,22
46,0,20378,Mathias Grönberg,22' 2",88.500,4,54,8
47,0,02106,Chris Smith,21' 10",87.417,4,57,7
48,0,21959,Ted Purdy,21' 9",195.583,9,44,1
49,0,27141,J.B. Holmes,21' 8",324.417,15,67,3
50,0,06595,Kevin Sutherland,21' 4",149.500,7,40,4
51,0,06573,Brandt Jobe,21' 3",84.917,4,46,10
52,0,12755,Vance Veazey,20' 10",124.833,6,54,2
53,0,20631,David McKenzie,20' 9",124.250,6,57,4
54,0,01381,Fred Funk,20' 7",41.167,2,23,18
