RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,23541,Ben Crane,68.01,297,202
2,0,08537,J.P. Hayes,67.22,241,162
3,0,23621,Rory Sabbatini,66.31,282,187
4,0,21407,Arjun Atwal,65.92,267,176
5,0,06373,José María Olazábal,65.91,176,116
6,0,22371,Aaron Baddeley,65.09,338,220
7,0,01139,Olin Browne,64.72,343,222
8,0,19846,Brian Gay,64.61,373,241
9,0,01761,Len Mattiace,64.57,350,226
10,0,23497,Tag Ridings,64.40,368,237
11,0,01887,Mark O'Meara,64.16,226,145
12,0,21949,Joe Ogilvie,64.00,375,240
13,0,02206,David Toms,63.82,293,187
14,0,22295,Darron Stiles,63.67,300,191
15,0,23983,Luke Donald,62.96,162,102
16,0,10117,Bob Heintz,62.69,260,163
17,0,01161,Mark Calcavecchia,62.54,339,212
18,0,01157,Tom Byrum,62.50,336,210
19,0,19972,José Coceres,62.45,245,153
19,0,28088,Matt Davidson,62.45,237,148
21,0,02246,Duffy Waldorf,62.42,306,191
22,0,22548,Patrick Sheehan,62.38,404,252
23,0,08793,Tiger Woods,62.34,231,144
24,0,27095,Nick Watney,62.30,313,195
25,0,06004,Stephen Ames,62.06,253,157
26,0,10809,Jim Furyk,61.94,310,192
26,0,24140,Sean O'Hair,61.94,381,236
28,0,06527,Steve Stricker,61.89,265,164
29,0,10860,Justin Leonard,61.60,237,146
30,0,20623,Gavin Coles,61.48,283,174
31,0,20382,Stephen Leaney,61.46,314,193
32,0,20812,Tjaart van der Walt,61.36,220,135
33,0,12680,Shigeki Maruyama,61.35,370,227
34,0,01042,Paul Azinger,60.92,284,173
35,0,24980,Scott Gutschewski,60.83,314,191
36,0,12645,Brent Geiberger,60.78,204,124
37,0,01928,Corey Pavin,60.58,241,146
38,0,26420,Richard Johnson,60.40,202,122
39,0,23623,Bo Van Pelt,60.30,398,240
40,0,12782,Tim Herron,60.06,308,185
41,0,01381,Fred Funk,60.00,380,228
41,0,01418,Bill Glasson,60.00,225,135
41,0,02214,Kirk Triplett,60.00,185,111
44,0,07457,Steve Flesch,59.79,291,174
45,0,01724,Jeff Maggert,59.77,266,159
46,0,23552,Hank Kuehne,59.76,328,196
47,0,21731,Freddie Jacobson,59.72,283,169
48,0,06573,Brandt Jobe,59.67,367,219
49,0,06575,Dudley Hart,59.62,317,189
49,0,02223,Bob Tway,59.62,260,155
51,0,01361,Dan Forsman,59.61,203,121
52,0,20229,Stewart Cink,59.55,309,184
53,0,01142,Bart Bryant,59.54,346,206
54,0,20098,Stuart Appleby,59.49,274,163
55,0,25345,Carl Pettersson,59.47,412,245
56,0,01685,J.L. Lewis,59.43,424,252
57,0,24361,Pat Perez,59.39,330,196
58,0,01706,Davis Love III,59.34,241,143
59,0,20691,Greg Owen,59.33,300,178
60,0,12660,Jesper Parnevik,59.32,295,175
61,0,01823,Larry Mize,59.22,206,122
62,0,23320,Ryan Palmer,59.17,387,229
63,0,01619,Skip Kendall,59.15,306,181
64,0,01388,Robert Gamez,59.14,372,220
64,0,20160,Charlie Wi,59.14,301,178
66,0,23108,Matt Kuchar,59.11,225,133
67,0,01127,Danny Briggs,59.07,281,166
68,0,20121,Todd Fischer,59.02,388,229
68,0,20645,John Senden,59.02,388,229
70,0,02239,Scott Verplank,58.88,304,179
71,0,20850,Daniel Chopra,58.85,418,246
72,0,23325,Vaughn Taylor,58.78,393,231
73,0,01132,Mark Brooks,58.74,286,168
74,0,06197,Michael Allen,58.73,315,185
74,0,20766,Padraig Harrington,58.73,189,111
76,0,24357,K.J. Choi,58.70,230,135
77,0,25900,Lucas Glover,58.69,351,206
78,0,20663,Brenden Pappas,58.59,198,116
79,0,21753,Brian Davis,58.55,275,161
80,0,12602,Dean Wilson,58.50,359,210
81,0,01329,Brad Faxon,58.49,265,155
82,0,23540,Jason Allred,58.48,289,169
83,0,06515,Shaun Micheel,58.46,272,159
84,0,06034,Marco Dawson,58.43,344,201
85,0,12823,Carlos Franco,58.39,286,167
86,0,12510,Chad Campbell,58.38,346,202
87,0,24138,Ian Poulter,58.33,180,105
88,0,01941,Tom Pernice Jr.,58.27,393,229
89,0,01666,Bernhard Langer,58.25,194,113
90,0,24024,Zach Johnson,58.15,368,214
90,0,10733,Kent Jones,58.15,399,232
92,0,01810,Phil Mickelson,58.13,246,143
93,0,06251,Chris DiMarco,57.98,257,149
94,0,25847,Rob Rashell,57.89,247,143
95,0,02104,Jeff Sluman,57.88,349,202
96,0,20572,Rod Pampling,57.86,280,162
97,0,06567,Vijay Singh,57.77,386,223
98,0,01024,Billy Andrade,57.76,322,186
99,0,24604,Hunter Haas,57.70,305,176
100,0,23135,Tim Clark,57.63,295,170
101,0,20498,Briny Baird,57.62,387,223
102,0,22293,Heath Slocum,57.61,427,246
103,0,10585,Scott McCarron,57.59,257,148
103,0,22046,Geoff Ogilvy,57.59,349,201
103,0,06595,Kevin Sutherland,57.59,290,167
106,0,20157,Retief Goosen,57.54,179,103
107,0,08123,Jeff Brehaut,57.43,296,170
108,0,01473,Todd Hamilton,57.40,331,190
109,0,21951,Joey Snyder III,57.37,373,214
110,0,24227,Justin Bolli,57.30,274,157
110,0,01577,Lee Janzen,57.30,267,153
112,0,25396,Kevin Na,57.26,379,217
113,0,01249,John Daly,57.09,247,141
114,0,20628,Arron Oberholser,57.02,228,130
115,0,23353,J.J. Henry,57.01,335,191
116,0,23349,Charles Warren,56.98,351,200
117,0,22621,Ben Curtis,56.94,216,123
118,0,24507,Jason Bohn,56.93,332,189
119,0,22405,Justin Rose,56.92,390,222
120,0,01553,John Huston,56.86,350,199
121,0,08993,Franklin Langham,56.78,317,180
122,0,20548,Hidemichi Tanaka,56.73,416,236
123,0,23788,D.J. Trahan,56.63,309,175
124,0,12652,Cameron Beckman,56.61,378,214
124,0,21805,Harrison Frazar,56.61,454,257
126,0,21209,Sergio Garcia,56.56,221,125
127,0,21959,Ted Purdy,56.51,407,230
128,0,07223,Brian Bateman,56.50,354,200
129,0,25240,D.A. Points,56.40,383,216
130,0,10201,Matt Gogel,56.34,268,151
131,0,21961,Charles Howell III,56.27,295,166
132,0,19881,Robert Damron,56.22,386,217
133,0,08075,Jerry Kelly,56.21,322,181
134,0,01175,Jim Carter,56.11,262,147
135,0,24781,Hunter Mahan,56.10,385,216
136,0,01948,Tim Petrovic,55.94,379,212
137,0,01766,Billy Mayfair,55.90,483,270
138,0,01723,Andrew Magee,55.86,333,186
139,0,24502,Adam Scott,55.81,215,120
140,0,20634,Peter Lonard,55.76,269,150
141,0,01487,Jeff Hart,55.73,253,141
142,0,07749,Brett Quigley,55.67,406,226
143,0,26679,Kevin Stadler,55.65,363,202
144,0,10423,Mike Weir,55.56,207,115
145,0,01226,Fred Couples,55.37,177,98
146,0,01599,Steve Jones,55.35,215,119
147,0,19824,Craig Barlow,55.33,300,166
148,0,21633,Steve Allan,55.22,393,217
149,0,01927,Dennis Paulson,55.16,252,139
150,0,06332,Neal Lancaster,55.15,379,209
151,0,20099,Doug Barron,55.14,292,161
152,0,01457,Jay Haas,55.13,156,86
153,0,12826,Paul Claxton,55.12,283,156
154,0,22913,John Rollins,54.99,371,204
155,0,20094,Jonathan Kaye,54.98,271,149
156,0,08931,Glen Day,54.93,304,167
157,0,08385,Omar Uresti,54.90,306,168
158,0,23614,Rich Beem,54.72,212,116
159,0,23725,Brendan Jones,54.67,353,193
160,0,11032,Frank Lickliter II,54.42,373,203
161,0,10885,Robert Allenby,54.35,322,175
162,0,24925,Jonathan Byrd,54.26,411,223
163,0,24290,D.J. Brigman,54.23,284,154
164,0,23063,Scott Hend,54.11,292,158
165,0,02010,Loren Roberts,53.97,189,102
166,0,01313,Steve Elkington,53.95,215,116
167,0,24912,Will MacKenzie,53.94,330,178
168,0,01320,Bob Estes,53.73,322,173
169,0,21878,Mark Wilson,53.65,274,147
170,0,20474,Phillip Price,53.64,261,140
171,0,01707,Steve Lowery,53.48,374,200
172,0,01677,Tom Lehman,53.01,183,97
173,0,23409,James Driscoll,52.94,255,135
173,0,01945,Kenny Perry,52.94,272,144
175,0,21350,Ryuji Imada,52.83,318,168
175,0,10425,Jay Williamson,52.83,212,112
177,0,26287,Roland Thatcher,52.78,324,171
178,0,01797,Rocco Mediate,52.76,326,172
179,0,01219,John Cook,52.67,262,138
180,0,23036,Chris Anderson,52.63,285,150
181,0,02101,Joey Sindelar,52.59,424,223
182,0,08725,Tom Gillis,52.57,331,174
182,0,02106,Chris Smith,52.57,331,174
184,0,12662,Thomas Levet,52.54,177,93
185,0,20433,Mark Hensby,52.47,223,117
186,0,07867,Woody Austin,52.39,439,230
187,0,10912,Craig Perks,52.27,264,138
188,0,10962,Bradley Hughes,52.09,215,112
189,0,20502,Michael Long,52.08,288,150
190,0,08545,Glen Hnatiuk,52.07,217,113
191,0,20472,Alex Cejka,52.06,340,177
192,0,06621,Joe Durant,51.80,305,158
193,0,12454,Mario Tiziani,51.78,253,131
194,0,01035,Tommy Armour III,51.72,377,195
195,0,20127,Chris Riley,51.43,175,90
196,0,06599,John Elliott,51.32,228,117
196,0,21806,Paul Gow,51.32,304,156
198,0,21498,Hideto Tanihara,51.03,194,99
199,0,26758,David Hearn,50.92,271,138
200,0,23322,Brett Wetterich,50.00,314,157
201,0,20396,Lee Westwood,49.65,143,71
202,0,20378,Mathias Grönberg,49.15,234,115
