RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
145,0,06016,Brad Lardon,99.63,270,8,261
146,0,01475,Donnie Hammond,99.61,259,6,252
146,0,08535,Gary Nicklaus,99.61,256,6,249
148,0,01677,Tom Lehman,99.59,242,5,236
149,0,12826,Paul Claxton,99.52,413,11,400
150,0,01619,Skip Kendall,99.51,408,14,392
151,0,19972,José Coceres,99.50,201,7,193
151,0,06350,Bob May,99.50,401,12,387
153,0,20634,Peter Lonard,99.40,335,12,321
154,0,01514,Eduardo Herrera,99.33,299,9,288
154,0,20548,Hidemichi Tanaka,99.33,447,13,431
156,0,02214,Kirk Triplett,99.31,289,6,281
157,0,01599,Steve Jones,99.30,284,12,270
158,0,01941,Tom Pernice Jr.,99.29,420,18,399
159,0,21209,Sergio Garcia,99.28,277,8,267
159,0,10565,Ian Leggatt,99.28,419,12,404
161,0,01175,Jim Carter,99.17,362,8,351
162,0,01157,Tom Byrum,99.14,347,11,333
162,0,01723,Andrew Magee,99.14,348,11,334
164,0,06315,Pete Jordan,99.13,344,7,334
165,0,01927,Dennis Paulson,99.01,403,19,380
166,0,06809,Bob Burns,98.99,398,12,382
166,0,01226,Fred Couples,98.99,198,5,191
166,0,23177,Kenneth Staton,98.99,495,11,479
169,0,20645,John Senden,98.97,387,13,370
170,0,20043,Edward Fryatt,98.93,373,13,356
171,0,02246,Duffy Waldorf,98.90,365,16,345
172,0,08993,Franklin Langham,98.87,355,6,345
173,0,07223,Brian Bateman,98.86,438,16,417
174,0,02223,Bob Tway,98.83,428,11,412
175,0,23353,J.J. Henry,98.79,495,16,473
175,0,20094,Jonathan Kaye,98.79,414,11,398
177,0,02133,Craig Stadler,98.74,238,8,227
178,0,01203,Russ Cochran,98.69,306,6,296
179,0,02257,Brian Watts,98.68,228,7,218
180,0,10962,Bradley Hughes,98.63,291,8,279
181,0,01374,Robin Freeman,98.61,361,8,348
181,0,23322,Brett Wetterich,98.61,433,10,417
183,0,23338,David Gossett,98.58,423,19,398
184,0,26289,Boo Weekley,98.56,277,7,266
185,0,01132,Mark Brooks,98.54,411,12,393
186,0,21806,Paul Gow,98.52,473,16,450
187,0,06197,Michael Allen,98.46,325,6,314
188,0,08375,Paul Stankowski,98.27,404,14,383
189,0,10457,Frank Nobilo,98.18,439,13,418
190,0,06575,Dudley Hart,98.13,321,13,302
191,0,01014,Fulton Allem,97.84,278,10,262
192,0,24361,Pat Perez,97.82,321,9,305
193,0,20098,Stuart Appleby,97.75,400,13,378
193,0,08931,Glen Day,97.75,533,14,507
195,0,06527,Steve Stricker,97.72,219,4,210
196,0,20502,Michael Long,97.53,364,10,345
197,0,20229,Stewart Cink,97.37,342,9,324
198,0,19958,Miguel Angel Jiménez,97.24,217,3,208
199,0,23135,Tim Clark,96.81,345,9,325
200,0,01549,Mike Hulbert,96.59,205,2,196
201,0,21259,Jason Hill,94.98,279,6,259
202,0,06036,Scott Dunlap,94.10,356,4,331
