RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,32334,Charlie Beljan,.08,6,72
2,0,25900,Lucas Glover,.06,5,79
2,0,22046,Geoff Ogilvy,.06,3,48
4,0,23048,Eric Axley,.05,3,55
4,0,06522,Ernie Els,.05,3,57
4,0,20691,Greg Owen,.05,3,58
4,0,24138,Ian Poulter,.05,3,65
4,0,34256,Andrew Putnam,.05,3,64
9,0,31416,Derek Fathauer,.04,3,77
9,0,34563,Chesson Hadley,.04,4,101
11,0,20229,Stewart Cink,.03,2,77
11,0,10809,Jim Furyk,.03,2,64
11,0,12716,Charley Hoffman,.03,3,94
11,0,29926,Danny Lee,.03,4,120
11,0,24490,George McNeill,.03,3,93
11,0,26329,Louis Oosthuizen,.03,2,63
11,0,22405,Justin Rose,.03,2,66
11,0,21528,Henrik Stenson,.03,2,60
11,0,33448,Justin Thomas,.03,3,106
20,0,40058,Zac Blair,.02,2,104
20,0,23638,Brendon de Jonge,.02,2,106
20,0,28500,Martin Flores,.02,2,91
20,0,30736,Oscar Fraustro,.02,1,54
20,0,29720,Andres Gonzales,.02,2,86
20,0,20766,Padraig Harrington,.02,1,60
20,0,32839,Hideki Matsuyama,.02,2,91
20,0,29289,S.Y. Noh,.02,1,65
20,0,31193,Jim Renner,.02,1,66
20,0,24502,Adam Scott,.02,1,48
20,0,22293,Heath Slocum,.02,1,53
20,0,30692,Scott Stallings,.02,1,60
20,0,32150,Michael Thompson,.02,2,81
20,0,33419,Cameron Tringale,.02,2,96
20,0,27095,Nick Watney,.02,2,91
20,0,21878,Mark Wilson,.02,2,85
36,0,28259,Sangmoon Bae,.01,1,98
36,0,35545,Blayne Barber,.01,1,74
36,0,25274,Steven Bowditch,.01,1,103
36,0,29479,Scott Brown,.01,1,97
36,0,25364,Paul Casey,.01,1,82
36,0,32366,Kevin Chappell,.01,1,86
36,0,34262,Jon Curran,.01,1,79
36,0,21753,Brian Davis,.01,1,82
36,0,23983,Luke Donald,.01,1,71
36,0,20104,Ken Duke,.01,1,89
36,0,37273,Derek Ernst,.01,1,71
36,0,28307,Matt Every,.01,1,70
36,0,28679,Fabián Gómez,.01,1,83
36,0,35539,Luke Guthrie,.01,1,82
36,0,33399,Adam Hadwin,.01,1,93
36,0,32448,James Hahn,.01,1,94
36,0,27644,Brian Harman,.01,1,90
36,0,34098,Russell Henley,.01,1,84
36,0,27141,J.B. Holmes,.01,1,85
36,0,39977,Max Homa,.01,1,74
36,0,29420,Billy Horschel,.01,1,96
36,0,30925,Dustin Johnson,.01,1,72
36,0,08075,Jerry Kelly,.01,1,79
36,0,29478,Kevin Kisner,.01,1,104
36,0,33122,Russell Knox,.01,1,96
36,0,36689,Brooks Koepka,.01,1,81
36,0,23108,Matt Kuchar,.01,1,94
36,0,26851,Marc Leishman,.01,1,70
36,0,34409,David Lingmerth,.01,1,90
36,0,24781,Hunter Mahan,.01,1,84
36,0,33413,Ben Martin,.01,1,90
36,0,27933,John Merrick,.01,1,74
36,0,01810,Phil Mickelson,.01,1,70
36,0,25396,Kevin Na,.01,1,95
36,0,24140,Sean O'Hair,.01,1,86
36,0,28475,Jeff Overton,.01,1,92
36,0,23320,Ryan Palmer,.01,1,77
36,0,34130,Sung Joon Park,.01,1,77
36,0,22056,Cameron Percy,.01,1,70
36,0,24361,Pat Perez,.01,1,96
36,0,35451,Scott Pinckney,.01,1,88
36,0,25240,D.A. Points,.01,1,70
36,0,34358,Jonathan Randolph,.01,1,70
36,0,34360,Patrick Reed,.01,1,100
36,0,29221,Webb Simpson,.01,1,78
36,0,27649,Brandt Snedeker,.01,1,95
36,0,34046,Jordan Spieth,.01,1,88
36,0,33418,Shawn Stefani,.01,1,94
36,0,27214,Kevin Streelman,.01,1,91
36,0,27963,Chris Stroud,.01,1,84
36,0,34264,Hudson Swafford,.01,1,95
36,0,28780,Nicholas Thompson,.01,1,86
36,0,30927,Brendon Todd,.01,1,93
36,0,27770,Camilo Villegas,.01,1,83
36,0,25892,Steve Wheatcroft,.01,1,83
36,0,31323,Gary Woodland,.01,1,74
