RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,26289,Boo Weekley,5,4,1
2,0,20645,John Senden,13,8,5
3,0,06573,Brandt Jobe,17,3,14
4,0,22913,John Rollins,18,2,16
5,0,24924,Bill Haas,22,11,11
6,0,27933,John Merrick,25,1,24
7,0,20498,Briny Baird,32,17,15
7,0,29221,Webb Simpson,32,24,8
9,0,26476,Chez Reavie,33,7,26
10,0,06621,Joe Durant,34,31,3
10,0,23353,J.J. Henry,34,16,18
12,0,31323,Gary Woodland,35,23,12
13,0,24502,Adam Scott,37,5,32
14,0,23623,Bo Van Pelt,43,9,34
15,0,25804,Bubba Watson,44,35,9
16,0,30110,Kyle Stanley,48,18,30
16,0,23788,D.J. Trahan,48,31,17
18,0,22293,Heath Slocum,53,51,2
19,0,12510,Chad Campbell,55,51,4
20,0,30925,Dustin Johnson,57,30,27
21,0,26679,Kevin Stadler,61,28,33
22,0,27330,Josh Teater,63,10,53
23,0,29420,Billy Horschel,65,18,47
24,0,01706,Davis Love III,68,40,28
24,0,01766,Billy Mayfair,68,45,23
26,0,12716,Charley Hoffman,77,20,57
26,0,24781,Hunter Mahan,77,55,22
28,0,22405,Justin Rose,78,68,10
29,0,26758,David Hearn,79,58,21
30,0,24507,Jason Bohn,83,41,42
31,0,27095,Nick Watney,85,31,54
32,0,27936,Martin Laird,87,26,61
33,0,21753,Brian Davis,88,48,40
34,0,02206,David Toms,90,84,6
35,0,01313,Steve Elkington,94,28,66
36,0,07867,Woody Austin,95,41,54
36,0,33141,Keegan Bradley,95,12,83
38,0,31557,Jim Herman,96,60,36
38,0,20572,Rod Pampling,96,12,84
40,0,26331,Charl Schwartzel,100,21,79
41,0,25572,Graeme McDowell,101,26,75
42,0,28620,Aron Price,106,60,46
43,0,33419,Cameron Tringale,107,65,42
44,0,21961,Charles Howell III,109,90,19
45,0,30692,Scott Stallings,110,50,60
46,0,29910,Blake Adams,111,14,97
46,0,21209,Sergio Garcia,111,55,56
48,0,25686,Jason Dufner,112,60,52
49,0,08725,Tom Gillis,113,45,68
50,0,29518,Brendan Steele,114,15,99
51,0,11123,Chris Couch,115,6,109
51,0,25444,Justin Hicks,115,25,90
53,0,23541,Ben Crane,119,51,68
54,0,30750,Tommy Gainey,120,72,48
55,0,10885,Robert Allenby,123,84,39
55,0,25457,Alexandre Rocha,123,94,29
57,0,10809,Jim Furyk,125,87,38
57,0,23548,Bill Lunde,125,112,13
57,0,21878,Mark Wilson,125,48,77
60,0,27120,Troy Matteson,126,34,92
61,0,25818,Scott Piercy,128,43,85
61,0,27064,Jhonattan Vegas,128,84,44
63,0,23108,Matt Kuchar,129,79,50
64,0,26951,Johnson Wagner,135,90,45
65,0,25900,Lucas Glover,137,55,82
66,0,24361,Pat Perez,138,38,100
67,0,28158,Steve Marino,142,54,88
68,0,23638,Brendon de Jonge,143,78,65
69,0,24604,Hunter Haas,147,76,71
69,0,25345,Carl Pettersson,147,58,89
71,0,10733,Kent Jones,149,76,73
71,0,25240,D.A. Points,149,39,110
73,0,27466,Spencer Levin,152,117,35
73,0,30946,Alex Prugh,152,72,80
75,0,27141,J.B. Holmes,153,90,63
76,0,32698,Bobby Gates,155,37,118
77,0,27974,Sung Kang,159,43,116
78,0,28087,Kris Blanks,161,141,20
79,0,24024,Zach Johnson,164,97,67
79,0,22348,Nick O'Hern,164,106,58
81,0,22378,Trevor Immelman,165,134,31
82,0,06004,Stephen Ames,166,65,101
82,0,24358,Robert Garrigus,166,94,72
82,0,06567,Vijay Singh,166,103,63
82,0,27214,Kevin Streelman,166,72,94
86,0,23983,Luke Donald,168,127,41
87,0,06522,Ernie Els,169,162,7
88,0,08075,Jerry Kelly,170,100,70
89,0,31202,William McGirt,171,146,25
89,0,01810,Phil Mickelson,171,120,51
89,0,31193,Jim Renner,171,64,107
92,0,34255,Joseph Bramlett,182,79,103
92,0,28475,Jeff Overton,182,63,119
94,0,22621,Ben Curtis,184,97,87
94,0,27963,Chris Stroud,184,136,48
96,0,23497,Tag Ridings,187,45,142
97,0,29720,Andres Gonzales,188,65,123
98,0,24846,Ricky Barnes,191,129,62
99,0,33413,Ben Martin,196,79,117
100,0,06527,Steve Stricker,197,119,78
101,0,20472,Alex Cejka,201,127,74
102,0,30926,Chris Kirk,202,144,58
103,0,10585,Scott McCarron,204,21,183
104,0,01116,Michael Bradley,205,168,37
104,0,34072,Will Strickler,205,35,170
104,0,23325,Vaughn Taylor,205,129,76
104,0,26287,Roland Thatcher,205,75,130
108,0,32102,Rickie Fowler,207,87,120
109,0,32366,Kevin Chappell,208,94,114
110,0,28089,Jason Day,210,100,110
110,0,27649,Brandt Snedeker,210,97,113
112,0,24925,Jonathan Byrd,211,120,91
112,0,24490,George McNeill,211,79,132
114,0,25274,Steven Bowditch,212,71,141
115,0,20127,Chris Riley,215,100,115
116,0,28679,Fabián Gómez,218,114,104
117,0,23800,Bryce Molder,223,115,108
118,0,24138,Ian Poulter,228,132,96
119,0,24980,Scott Gutschewski,230,70,160
120,0,20436,Garrett Willis,232,108,124
121,0,24357,K.J. Choi,233,152,81
122,0,26596,Ryan Moore,234,79,155
123,0,22961,David Mathis,237,108,129
123,0,32150,Michael Thompson,237,136,101
125,0,19970,Robert Karlsson,238,90,148
126,0,01577,Lee Janzen,240,87,153
127,0,22371,Aaron Baddeley,241,144,97
127,0,10505,Shane Bertsch,241,115,126
129,0,06643,Paul Goydos,242,122,120
129,0,31401,Zack Miller,242,68,174
131,0,20848,Ángel Cabrera,243,106,137
132,0,06251,Chris DiMarco,244,138,106
132,0,23621,Rory Sabbatini,244,159,85
134,0,12782,Tim Herron,245,153,92
135,0,19846,Brian Gay,253,108,145
135,0,10860,Justin Leonard,253,141,112
137,0,20157,Retief Goosen,257,132,125
137,0,26668,Marc Turnesa,257,162,95
139,0,22046,Geoff Ogilvy,260,103,157
140,0,23409,James Driscoll,261,117,144
141,0,23320,Ryan Palmer,263,124,139
142,0,27939,Matt McQuillan,265,108,157
142,0,24663,Y.E. Yang,265,103,162
144,0,28486,Michael Putnam,266,139,127
145,0,25632,Jimmy Walker,270,134,136
146,0,25562,Andres Romero,272,126,146
147,0,32640,Troy Merritt,274,141,133
148,0,26851,Marc Leishman,278,156,122
149,0,23614,Rich Beem,284,112,172
149,0,23673,Michael Connell,284,146,138
151,0,08375,Paul Stankowski,286,182,104
152,0,21805,Harrison Frazar,288,124,164
153,0,01797,Rocco Mediate,290,122,168
154,0,27770,Camilo Villegas,292,129,163
155,0,20229,Stewart Cink,293,165,128
155,0,09011,David Duval,293,158,135
157,0,20766,Padraig Harrington,298,165,133
158,0,20160,Charlie Wi,299,159,140
159,0,21731,Freddie Jacobson,300,157,143
160,0,25834,Daniel Summerhays,301,151,150
161,0,24140,Sean O'Hair,305,153,152
162,0,27797,Derek Lamely,306,150,156
163,0,21350,Ryuji Imada,309,179,130
164,0,12602,Dean Wilson,310,153,157
165,0,26420,Richard Johnson,316,170,146
165,0,01948,Tim Petrovic,316,149,167
167,0,30711,Colt Knost,317,146,171
168,0,08537,J.P. Hayes,318,140,178
169,0,12652,Cameron Beckman,320,169,151
170,0,21949,Joe Ogilvie,328,167,161
171,0,26300,Matt Jones,329,164,165
172,0,21407,Arjun Atwal,334,185,149
173,0,06515,Shaun Micheel,338,184,154
174,0,23718,Nathan Green,344,178,166
