RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
175,0,35087,Bio Kim,345,159,186
176,0,29718,Anthony Kim,347,171,176
177,0,20098,Stuart Appleby,349,174,175
177,0,26881,Jarrod Lyle,349,177,172
179,0,20070,Matt Bettencourt,351,182,169
180,0,32876,Martin Piller,352,171,181
181,0,20593,Greg Chalmers,354,175,179
182,0,29478,Kevin Kisner,355,171,184
183,0,33911,Nate Smith,358,181,177
184,0,07457,Steve Flesch,361,176,185
185,0,24290,D.J. Brigman,362,180,182
186,0,25396,Kevin Na,366,186,180
