RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,30711,Colt Knost,18' 0",5302.083,294
2,0,10809,Jim Furyk,19' 2",4392.333,229
3,0,25686,Jason Dufner,19' 4",4515.917,234
3,0,10860,Justin Leonard,19' 4",4083.417,211
5,0,25198,Francesco Molinari,20' 4",2888.417,142
6,0,02206,David Toms,20' 5",3967.833,194
7,0,24507,Jason Bohn,20' 8",6763.083,327
8,0,21528,Henrik Stenson,20' 11",4017.250,192
9,0,20104,Ken Duke,21' 0",7089.833,338
10,0,34174,John Huh,21' 2",7842.000,371
10,0,24024,Zach Johnson,21' 2",5969.750,282
10,0,22293,Heath Slocum,21' 2",3742.083,177
13,0,27466,Spencer Levin,21' 4",7114.833,333
13,0,31202,William McGirt,21' 4",8945.583,419
15,0,33122,Russell Knox,21' 5",8023.417,375
16,0,32839,Hideki Matsuyama,21' 6",7079.417,329
17,0,28679,Fabián Gómez,21' 7",7730.333,358
17,0,28780,Nicholas Thompson,21' 7",6490.000,301
19,0,31560,Brian Stuard,21' 8",7175.250,331
20,0,08075,Jerry Kelly,21' 9",5662.167,260
21,0,31557,Jim Herman,21' 10",7435.667,340
21,0,30927,Brendon Todd,21' 10",6903.417,316
23,0,27214,Kevin Streelman,22' 4",6472.750,290
24,0,34261,Scott Langley,22' 7",9040.833,401
25,0,35541,John Peterson,22' 11",7597.667,332
26,0,28259,Sangmoon Bae,23' 0",11173.917,485
26,0,27933,John Merrick,23' 0",5708.500,248
26,0,23800,Bryce Molder,23' 0",7853.917,341
29,0,20771,Steven Alker,23' 1",4611.667,200
29,0,23638,Brendon de Jonge,23' 1",9917.333,430
31,0,12510,Chad Campbell,23' 2",9715.000,419
32,0,36801,Mark Hubbard,23' 4",6580.250,282
33,0,22892,Jason Gore,23' 5",5846.417,250
33,0,27649,Brandt Snedeker,23' 5",9176.167,392
35,0,29478,Kevin Kisner,23' 6",10010.750,426
35,0,34130,Sung Joon Park,23' 6",6633.667,282
37,0,21753,Brian Davis,23' 8",7396.000,313
38,0,27644,Brian Harman,23' 9",8649.333,364
39,0,26289,Boo Weekley,23' 10",7732.750,325
40,0,40058,Zac Blair,23' 11",9216.333,385
40,0,33419,Cameron Tringale,23' 11",8238.167,345
42,0,24924,Bill Haas,24' 1",8618.250,358
43,0,34262,Jon Curran,24' 3",7010.000,289
44,0,26758,David Hearn,24' 5",9988.917,409
45,0,20645,John Senden,24' 6",5713.417,233
46,0,32200,Roberto Castro,24' 7",3938.417,160
46,0,26596,Ryan Moore,24' 7",6007.667,244
46,0,26331,Charl Schwartzel,24' 7",5234.833,213
46,0,06567,Vijay Singh,24' 7",9187.000,374
50,0,25900,Lucas Glover,24' 8",8468.167,343
50,0,29222,Billy Hurley III,24' 8",7544.833,306
50,0,26476,Chez Reavie,24' 8",4519.417,183
53,0,25396,Kevin Na,24' 10",9316.833,375
53,0,24361,Pat Perez,24' 10",9526.750,384
53,0,24138,Ian Poulter,24' 10",5994.000,241
56,0,23541,Ben Crane,24' 11",5839.833,234
56,0,35451,Scott Pinckney,24' 11",9457.250,380
58,0,34265,Will Wilcox,25' 0",4401.667,176
59,0,20472,Alex Cejka,25' 2",9930.917,394
59,0,24490,George McNeill,25' 2",10602.417,421
