RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
75,0,10201,Matt Gogel,162.1,7037653.000,1206
76,0,20498,Briny Baird,162.2,9327673.000,1597
76,0,01157,Tom Byrum,162.2,7954305.000,1362
76,0,20229,Stewart Cink,162.2,7407998.000,1269
76,0,06599,John Elliott,162.2,5354594.000,917
76,0,01577,Lee Janzen,162.2,6199417.000,1062
76,0,06373,José María Olazábal,162.2,4280462.000,733
82,0,20396,Lee Westwood,162.3,3463941.000,593
83,0,23614,Rich Beem,162.4,5027260.000,860
83,0,06251,Chris DiMarco,162.4,6190040.000,1059
83,0,20572,Rod Pampling,162.4,7260323.000,1242
83,0,23325,Vaughn Taylor,162.4,9357061.000,1600
83,0,26287,Roland Thatcher,162.4,7061508.000,1208
88,0,23135,Tim Clark,162.6,6753956.000,1154
88,0,02104,Jeff Sluman,162.6,8863033.000,1514
88,0,20812,Tjaart van der Walt,162.6,5672261.000,969
91,0,26420,Richard Johnson,162.7,4813181.000,822
91,0,23322,Brett Wetterich,162.7,7038889.000,1202
91,0,20160,Charlie Wi,162.7,6333294.000,1081
94,0,06332,Neal Lancaster,162.8,8961428.000,1529
94,0,10912,Craig Perks,162.8,6131242.000,1046
94,0,21959,Ted Purdy,162.8,10480382.000,1788
97,0,07457,Steve Flesch,162.9,6622605.000,1129
97,0,06575,Dudley Hart,162.9,7569240.000,1291
99,0,01219,John Cook,163.1,6134942.000,1045
99,0,01553,John Huston,163.1,8357781.000,1423
99,0,20548,Hidemichi Tanaka,163.1,9943275.000,1693
99,0,21498,Hideto Tanihara,163.1,4691052.000,799
103,0,07867,Woody Austin,163.2,9482557.000,1614
103,0,01249,John Daly,163.2,5881843.000,1001
103,0,24140,Sean O'Hair,163.2,8995127.000,1531
103,0,22548,Patrick Sheehan,163.2,10098606.000,1719
107,0,20502,Michael Long,163.3,6743833.000,1147
108,0,12652,Cameron Beckman,163.4,8887794.000,1511
108,0,23541,Ben Crane,163.4,6816943.000,1159
108,0,21805,Harrison Frazar,163.4,9833846.000,1672
108,0,02101,Joey Sindelar,163.4,10379554.000,1765
112,0,19972,José Coceres,163.5,5563671.000,945
112,0,20382,Stephen Leaney,163.5,7968377.000,1354
112,0,11032,Frank Lickliter II,163.5,9056246.000,1539
112,0,07749,Brett Quigley,163.5,8909469.000,1514
112,0,25847,Rob Rashell,163.5,5696755.000,968
117,0,24507,Jason Bohn,163.6,8593445.000,1459
117,0,08725,Tom Gillis,163.6,7190138.000,1221
117,0,20157,Retief Goosen,163.6,4523690.000,768
117,0,24361,Pat Perez,163.6,7726764.000,1312
117,0,02106,Chris Smith,163.6,9005234.000,1529
122,0,23540,Jason Allred,163.7,6671301.000,1132
122,0,24925,Jonathan Byrd,163.7,9793046.000,1662
122,0,10809,Jim Furyk,163.7,7550727.000,1281
122,0,01706,Davis Love III,163.7,5953255.000,1010
126,0,01142,Bart Bryant,163.8,8078327.000,1370
126,0,08075,Jerry Kelly,163.8,8021498.000,1360
126,0,22913,John Rollins,163.8,8708315.000,1477
126,0,23623,Bo Van Pelt,163.8,9804717.000,1663
126,0,23349,Charles Warren,163.8,8480707.000,1438
131,0,01127,Danny Briggs,163.9,6477600.000,1098
131,0,12510,Chad Campbell,163.9,7983634.000,1353
131,0,12826,Paul Claxton,163.9,6978196.000,1183
131,0,01948,Tim Petrovic,163.9,8388682.000,1422
131,0,25345,Carl Pettersson,163.9,9880066.000,1674
131,0,23497,Tag Ridings,163.9,8806693.000,1493
137,0,01320,Bob Estes,164.0,8417115.000,1426
138,0,08123,Jeff Brehaut,164.1,6695148.000,1133
138,0,24290,D.J. Brigman,164.1,6496802.000,1100
140,0,21753,Brian Davis,164.2,6737467.000,1140
140,0,24980,Scott Gutschewski,164.2,7552231.000,1278
140,0,23552,Hank Kuehne,164.2,7831086.000,1325
140,0,01666,Bernhard Langer,164.2,4800018.000,812
140,0,01724,Jeff Maggert,164.2,6343813.000,1073
140,0,06515,Shaun Micheel,164.2,6739506.000,1140
140,0,20127,Chris Riley,164.2,4456546.000,754
147,0,01161,Mark Calcavecchia,164.3,8083411.000,1367
147,0,01457,Jay Haas,164.3,4140935.000,700
147,0,20433,Mark Hensby,164.3,5215716.000,882
147,0,01599,Steve Jones,164.3,4885783.000,826
147,0,20645,John Senden,164.3,9572009.000,1618
152,0,06004,Stephen Ames,164.4,6492973.000,1097
152,0,21350,Ryuji Imada,164.4,7011347.000,1185
152,0,23320,Ryan Palmer,164.4,8524689.000,1440
152,0,12602,Dean Wilson,164.4,8417858.000,1422
156,0,01024,Billy Andrade,164.5,7776122.000,1313
156,0,06595,Kevin Sutherland,164.5,7868375.000,1329
158,0,19881,Robert Damron,164.6,8416363.000,1420
158,0,21209,Sergio Garcia,164.6,5517023.000,931
158,0,20766,Padraig Harrington,164.6,4283919.000,723
161,0,21633,Steve Allan,164.9,9387536.000,1581
161,0,01313,Steve Elkington,164.9,5848985.000,985
161,0,23063,Scott Hend,164.9,6821889.000,1149
161,0,10962,Bradley Hughes,164.9,5216728.000,879
165,0,20472,Alex Cejka,165.0,7381373.000,1243
166,0,06573,Brandt Jobe,165.1,8648833.000,1455
167,0,10885,Robert Allenby,165.2,7726845.000,1299
167,0,01329,Brad Faxon,165.2,6070364.000,1021
167,0,01677,Tom Lehman,165.2,5339766.000,898
167,0,25396,Kevin Na,165.2,8462106.000,1423
167,0,26679,Kevin Stadler,165.2,8755797.000,1472
172,0,21806,Paul Gow,165.3,7158314.000,1203
172,0,20378,Mathias Grönberg,165.3,5957504.000,1001
172,0,01927,Dennis Paulson,165.3,5980685.000,1005
175,0,20850,Daniel Chopra,165.4,9821496.000,1649
175,0,25240,D.A. Points,165.4,8765063.000,1472
177,0,21961,Charles Howell III,165.5,7685095.000,1290
177,0,20691,Greg Owen,165.5,7527203.000,1263
177,0,21951,Joey Snyder III,165.5,9736313.000,1634
180,0,12660,Jesper Parnevik,165.6,7189975.000,1206
180,0,22405,Justin Rose,165.6,9443630.000,1584
182,0,06621,Joe Durant,165.7,7291520.000,1222
182,0,01810,Phil Mickelson,165.7,5346421.000,896
182,0,27095,Nick Watney,165.7,8448802.000,1416
185,0,21407,Arjun Atwal,165.9,6538881.000,1095
185,0,25900,Lucas Glover,165.9,8384101.000,1404
185,0,02239,Scott Verplank,165.9,7077151.000,1185
185,0,02246,Duffy Waldorf,165.9,7591549.000,1271
189,0,23353,J.J. Henry,166.0,9269172.000,1551
190,0,24604,Hunter Haas,166.1,7760172.000,1298
191,0,12823,Carlos Franco,166.2,7180922.000,1200
191,0,01941,Tom Pernice Jr.,166.2,9460782.000,1581
191,0,06567,Vijay Singh,166.2,9379243.000,1568
191,0,23788,D.J. Trahan,166.2,7556929.000,1263
195,0,01766,Billy Mayfair,166.4,10903825.000,1820
196,0,01707,Steve Lowery,166.5,9251020.000,1543
197,0,10585,Scott McCarron,166.9,6502234.000,1082
198,0,23409,James Driscoll,167.0,6708338.000,1116
199,0,22371,Aaron Baddeley,167.2,8107588.000,1347
200,0,01928,Corey Pavin,167.6,6620087.000,1097
201,0,08793,Tiger Woods,167.9,5954995.000,985
202,0,12662,Thomas Levet,168.4,3921954.000,647
