RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,283.4,44216,156
2,0,01096,Phil Blackmar,276.5,44241,160
3,0,01006,John Adams,275.8,51016,185
4,0,01408,Kelly Gibson,275.3,51206,186
5,0,01226,Fred Couples,274.8,46158,168
6,0,01550,Ed Humenik,274.6,54639,199
7,0,02246,Duffy Waldorf,274.0,47132,172
8,0,06599,John Elliott,273.7,31203,114
8,0,06332,Neal Lancaster,273.7,62669,229
10,0,01706,Davis Love III,272.8,50186,184
11,0,01677,Tom Lehman,272.2,55529,204
12,0,06150,Carl Cooper,272.1,41365,152
13,0,01958,Dan Pohl,271.4,32572,120
14,0,06072,Greg Whisman,271.3,42323,156
15,0,01161,Mark Calcavecchia,271.1,51511,190
16,0,01361,Dan Forsman,270.3,58917,218
17,0,06128,Steve Lamontagne,270.2,47547,176
17,0,01723,Andrew Magee,270.2,51870,192
19,0,02135,Mike Standly,269.9,53445,198
20,0,01385,Jim Gallagher Jr.,269.5,56596,210
20,0,02095,Larry Silveira,269.5,28832,107
22,0,01975,Tom Purtzer,269.3,44171,164
23,0,02101,Joey Sindelar,269.2,57330,213
24,0,01522,Lon Hinkle,269.1,31220,116
24,0,02167,Mike Sullivan,269.1,43049,160
26,0,01035,Tommy Armour III,268.9,43566,162
27,0,06034,Marco Dawson,268.8,43000,160
28,0,01690,Bruce Lietzke,268.7,35471,132
28,0,02133,Craig Stadler,268.7,44067,164
30,0,01313,Steve Elkington,268.1,46120,172
30,0,02131,Mike Springer,268.1,45574,170
32,0,01876,Greg Norman,268.0,31083,116
33,0,01553,John Huston,267.9,55714,208
34,0,01042,Paul Azinger,267.5,46004,172
35,0,01846,Jodie Mudd,267.4,35298,132
36,0,01418,Bill Glasson,267.2,27792,104
37,0,01468,Gary Hallberg,266.8,46428,174
37,0,01945,Kenny Perry,266.8,43760,164
39,0,06090,Jim McGovern,266.7,53881,202
40,0,01261,Jay Delsing,266.5,49563,186
41,0,06010,Brad Bell,266.1,28734,108
41,0,02224,Greg Twiggs,266.1,27673,104
43,0,02067,Ted Schulz,266.0,56390,212
44,0,01093,Ronnie Black,265.9,47334,178
45,0,02146,Payne Stewart,265.8,43599,164
46,0,02049,Gene Sauers,265.7,40916,154
47,0,01475,Donnie Hammond,265.6,35053,132
47,0,01938,David Peoples,265.6,52061,196
49,0,01143,Brad Bryant,265.5,60010,226
49,0,01185,Brandel Chamblee,265.5,45127,170
49,0,06751,Chris Tucker,265.5,44070,166
52,0,02041,Bill Sander,265.2,26782,101
53,0,01355,Raymond Floyd,264.8,31771,120
53,0,01724,Jeff Maggert,264.8,47129,178
55,0,01388,Robert Gamez,264.1,41732,158
56,0,02002,John Riegger,264.0,36954,140
56,0,02321,Fuzzy Zoeller,264.0,32730,124
58,0,01837,Gil Morgan,263.9,45916,174
58,0,01968,Nick Price,263.9,52260,198
60,0,01926,Steve Pate,263.8,55404,210
61,0,01323,Brad Fabel,263.7,49577,188
62,0,02090,Tom Sieckmann,263.6,49023,186
62,0,02322,Richard Zokol,263.6,35324,134
64,0,01736,Roger Maltbie,263.5,33732,128
65,0,01374,Robin Freeman,263.3,44233,168
66,0,01414,Bob Gilder,263.1,49469,188
67,0,02303,Robert Wrenn,263.0,43132,164
68,0,06124,Patrick Burke,262.8,47039,179
69,0,01219,John Cook,262.7,41501,158
70,0,01533,P.H. Horgan III,262.6,39395,150
71,0,06575,Dudley Hart,262.5,49874,190
72,0,01203,Russ Cochran,262.2,50083,191
