RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,25369,Jamie Donaldson,47.53,77,162
2,0,23541,Ben Crane,47.22,68,144
3,0,25720,Chad Collins,46.67,126,270
3,0,02206,David Toms,46.67,84,180
5,0,30925,Dustin Johnson,46.08,141,306
6,0,30736,Oscar Fraustro,45.37,49,108
6,0,29926,Danny Lee,45.37,196,432
8,0,25274,Steven Bowditch,45.32,155,342
9,0,31560,Brian Stuard,45.14,130,288
10,0,34046,Jordan Spieth,45.00,162,360
11,0,25892,Steve Wheatcroft,44.87,105,234
12,0,30926,Chris Kirk,44.79,129,288
13,0,25632,Jimmy Walker,44.72,161,360
14,0,24024,Zach Johnson,44.44,152,342
15,0,25345,Carl Pettersson,44.18,167,378
16,0,28259,Sangmoon Bae,44.17,159,360
17,0,27141,J.B. Holmes,44.14,143,324
18,0,08075,Jerry Kelly,44.07,119,270
19,0,34563,Chesson Hadley,43.89,158,360
20,0,22371,Aaron Baddeley,43.59,102,234
21,0,06567,Vijay Singh,43.40,125,288
22,0,12716,Charley Hoffman,43.33,156,360
23,0,33141,Keegan Bradley,43.27,148,342
24,0,27963,Chris Stroud,43.25,109,252
25,0,40058,Zac Blair,43.21,140,324
25,0,25240,D.A. Points,43.21,70,162
27,0,20771,Steven Alker,43.06,62,144
28,0,34174,John Huh,42.98,147,342
29,0,35545,Blayne Barber,42.93,85,198
29,0,28307,Matt Every,42.93,85,198
31,0,34130,Sung Joon Park,42.74,100,234
32,0,25396,Kevin Na,42.68,169,396
33,0,31416,Derek Fathauer,42.59,92,216
33,0,28679,Fabián Gómez,42.59,115,270
33,0,33486,Roger Sloan,42.59,46,108
36,0,30927,Brendon Todd,42.50,153,360
37,0,32640,Troy Merritt,42.36,122,288
38,0,23108,Matt Kuchar,42.27,175,414
39,0,29476,Kyle Reifers,42.22,114,270
39,0,36699,Patrick Rodgers,42.22,76,180
39,0,26951,Johnson Wagner,42.22,76,180
42,0,34360,Patrick Reed,42.13,182,432
43,0,32448,James Hahn,42.11,144,342
43,0,34098,Russell Henley,42.11,144,342
45,0,33448,Justin Thomas,42.03,174,414
46,0,30852,Ryo Ishikawa,42.01,121,288
