RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,34046,Jordan Spieth,44.26,701,1584
2,0,34256,Andrew Putnam,43.58,502,1152
3,0,01810,Phil Mickelson,43.41,547,1260
4,0,08075,Jerry Kelly,43.04,612,1422
5,0,30927,Brendon Todd,43.01,720,1674
6,0,27649,Brandt Snedeker,42.81,732,1710
7,0,27141,J.B. Holmes,42.75,654,1530
8,0,22371,Aaron Baddeley,42.72,569,1332
9,0,29926,Danny Lee,42.64,921,2160
10,0,25274,Steven Bowditch,42.61,790,1854
10,0,23108,Matt Kuchar,42.61,721,1692
12,0,25396,Kevin Na,42.51,727,1710
13,0,26300,Matt Jones,42.38,656,1548
14,0,25345,Carl Pettersson,42.30,807,1908
15,0,34360,Patrick Reed,42.11,758,1800
16,0,28089,Jason Day,42.05,545,1296
17,0,33448,Justin Thomas,41.93,800,1908
18,0,34563,Chesson Hadley,41.91,762,1818
19,0,28679,Fabián Gómez,41.90,626,1494
20,0,28259,Sangmoon Bae,41.78,737,1764
21,0,24494,Erik Compton,41.73,646,1548
22,0,24846,Ricky Barnes,41.67,585,1404
23,0,21753,Brian Davis,41.60,614,1476
24,0,24357,K.J. Choi,41.49,463,1116
25,0,35539,Luke Guthrie,41.46,612,1476
26,0,33461,Morgan Hoffmann,41.44,634,1530
27,0,25892,Steve Wheatcroft,41.43,619,1494
28,0,23048,Eric Axley,41.31,409,990
29,0,25632,Jimmy Walker,41.28,639,1548
30,0,20593,Greg Chalmers,41.26,401,972
31,0,26596,Ryan Moore,41.17,578,1404
32,0,25834,Daniel Summerhays,41.09,747,1818
33,0,29479,Scott Brown,41.07,717,1746
33,0,25720,Chad Collins,41.07,584,1422
35,0,32102,Rickie Fowler,40.97,531,1296
36,0,31560,Brian Stuard,40.92,685,1674
37,0,28307,Matt Every,40.87,515,1260
37,0,30926,Chris Kirk,40.87,537,1314
39,0,34409,David Lingmerth,40.86,662,1620
40,0,24138,Ian Poulter,40.85,478,1170
41,0,31416,Derek Fathauer,40.84,566,1386
41,0,32640,Troy Merritt,40.84,669,1638
43,0,23800,Bryce Molder,40.80,639,1566
43,0,33419,Cameron Tringale,40.80,705,1728
45,0,27770,Camilo Villegas,40.76,609,1494
46,0,30925,Dustin Johnson,40.74,528,1296
47,0,23541,Ben Crane,40.71,425,1044
48,0,24140,Sean O'Hair,40.70,630,1548
49,0,40058,Zac Blair,40.65,761,1872
49,0,34174,John Huh,40.65,739,1818
51,0,23621,Rory Sabbatini,40.60,592,1458
52,0,24507,Jason Bohn,40.58,694,1710
53,0,32366,Kevin Chappell,40.57,628,1548
54,0,25369,Jamie Donaldson,40.54,343,846
54,0,12716,Charley Hoffman,40.54,686,1692
54,0,25493,Nick Taylor,40.54,664,1638
57,0,10860,Justin Leonard,40.53,445,1098
58,0,25818,Scott Piercy,40.49,656,1620
59,0,30736,Oscar Fraustro,40.43,393,972
60,0,02206,David Toms,40.42,422,1044
61,0,20157,Retief Goosen,40.33,559,1386
62,0,35545,Blayne Barber,40.32,537,1332
63,0,39977,Max Homa,40.17,535,1332
63,0,24024,Zach Johnson,40.17,629,1566
63,0,32839,Hideki Matsuyama,40.17,658,1638
66,0,25562,Andres Romero,40.15,477,1188
67,0,35532,Tom Hoge,40.08,570,1422
68,0,29222,Billy Hurley III,40.01,569,1422
69,0,24361,Pat Perez,39.99,691,1728
70,0,22405,Justin Rose,39.90,474,1188
71,0,24490,George McNeill,39.84,667,1674
72,0,30852,Ryo Ishikawa,39.77,630,1584
73,0,25349,Tim Wilkinson,39.75,508,1278
74,0,29720,Andres Gonzales,39.73,615,1548
74,0,28475,Jeff Overton,39.73,658,1656
76,0,20104,Ken Duke,39.70,636,1602
77,0,27963,Chris Stroud,39.68,600,1512
78,0,34099,Harris English,39.65,728,1836
79,0,20771,Steven Alker,39.63,428,1080
80,0,36699,Patrick Rodgers,39.62,378,954
81,0,29476,Kyle Reifers,39.61,656,1656
82,0,27895,Jonas Blixt,39.56,527,1332
83,0,34358,Jonathan Randolph,39.52,498,1260
84,0,34130,Sung Joon Park,39.39,546,1386
85,0,27644,Brian Harman,39.38,638,1620
86,0,20472,Alex Cejka,39.31,651,1656
86,0,34261,Scott Langley,39.31,651,1656
86,0,22293,Heath Slocum,39.31,375,954
89,0,25240,D.A. Points,39.29,495,1260
90,0,20766,Padraig Harrington,39.26,424,1080
90,0,29478,Kevin Kisner,39.26,735,1872
92,0,34098,Russell Henley,39.22,593,1512
93,0,23638,Brendon de Jonge,39.20,748,1908
94,0,32448,James Hahn,39.18,663,1692
94,0,23320,Ryan Palmer,39.18,543,1386
96,0,24925,Jonathan Byrd,39.15,458,1170
96,0,29518,Brendan Steele,39.15,592,1512
98,0,30711,Colt Knost,39.08,605,1548
99,0,26329,Louis Oosthuizen,39.07,443,1134
100,0,26758,David Hearn,39.06,682,1746
101,0,30944,Jason Kokrak,39.02,618,1584
102,0,22892,Jason Gore,38.97,505,1296
102,0,25804,Bubba Watson,38.97,477,1224
104,0,27936,Martin Laird,38.96,540,1386
105,0,31202,William McGirt,38.94,722,1854
106,0,36801,Mark Hubbard,38.82,538,1386
106,0,29221,Webb Simpson,38.82,545,1404
108,0,37454,Whee Kim,38.73,481,1242
109,0,34262,Jon Curran,38.61,549,1422
109,0,32150,Michael Thompson,38.61,563,1458
111,0,34431,Robert Streb,38.59,764,1980
112,0,29725,Tony Finau,38.57,736,1908
113,0,06567,Vijay Singh,38.53,541,1404
114,0,33141,Keegan Bradley,38.49,582,1512
115,0,33418,Shawn Stefani,38.48,651,1692
116,0,29289,S.Y. Noh,38.46,450,1170
117,0,21209,Sergio Garcia,38.39,387,1008
118,0,40026,Daniel Berger,38.37,670,1746
118,0,33667,Carlos Ortiz,38.37,663,1728
120,0,36689,Brooks Koepka,38.34,559,1458
121,0,26951,Johnson Wagner,38.24,468,1224
121,0,21878,Mark Wilson,38.24,585,1530
123,0,27064,Jhonattan Vegas,38.18,591,1548
124,0,26851,Marc Leishman,38.17,481,1260
125,0,27095,Nick Watney,38.16,625,1638
126,0,26289,Boo Weekley,38.05,541,1422
127,0,34264,Hudson Swafford,38.01,650,1710
128,0,27436,Graham DeLaet,37.95,444,1170
129,0,33399,Adam Hadwin,37.93,635,1674
129,0,29223,Sam Saunders,37.93,553,1458
131,0,24781,Hunter Mahan,37.90,573,1512
132,0,25191,Gonzalo Fernandez-Castaño,37.88,525,1386
133,0,33486,Roger Sloan,37.82,354,936
134,0,20396,Lee Westwood,37.71,353,936
135,0,27933,John Merrick,37.69,502,1332
136,0,31323,Gary Woodland,37.54,500,1332
137,0,30692,Scott Stallings,37.50,405,1080
138,0,26331,Charl Schwartzel,37.48,425,1134
138,0,23623,Bo Van Pelt,37.48,533,1422
140,0,22056,Cameron Percy,37.46,472,1260
141,0,34265,Will Wilcox,37.45,364,972
142,0,20645,John Senden,37.41,505,1350
143,0,24358,Robert Garrigus,37.37,444,1188
144,0,26476,Chez Reavie,37.30,376,1008
145,0,23983,Luke Donald,37.25,476,1278
145,0,35451,Scott Pinckney,37.25,590,1584
147,0,28132,Tyrone Van Aswegen,37.24,362,972
148,0,29425,Andrew Svoboda,37.18,522,1404
149,0,37273,Derek Ernst,37.17,475,1278
150,0,28780,Nicholas Thompson,37.08,574,1548
151,0,25686,Jason Dufner,37.06,487,1314
152,0,21528,Henrik Stenson,37.04,400,1080
153,0,10809,Jim Furyk,36.89,425,1152
154,0,35541,John Peterson,36.84,557,1512
155,0,29420,Billy Horschel,36.69,634,1728
155,0,27214,Kevin Streelman,36.69,601,1638
157,0,12510,Chad Campbell,36.66,640,1746
158,0,06522,Ernie Els,36.65,376,1026
159,0,32334,Charlie Beljan,36.57,474,1296
160,0,28500,Martin Flores,36.45,597,1638
161,0,33413,Ben Martin,36.42,590,1620
162,0,24924,Bill Haas,36.37,563,1548
163,0,33122,Russell Knox,36.28,627,1728
164,0,27466,Spencer Levin,36.14,631,1746
165,0,25364,Paul Casey,36.11,533,1476
166,0,24502,Adam Scott,35.88,310,864
167,0,01706,Davis Love III,35.84,329,918
168,0,28486,Michael Putnam,35.69,546,1530
169,0,29535,Brice Garnett,35.65,507,1422
170,0,20848,Ángel Cabrera,35.64,340,954
171,0,20229,Stewart Cink,35.57,493,1386
172,0,23548,Bill Lunde,35.39,293,828
173,0,20691,Greg Owen,35.34,369,1044
174,0,21961,Charles Howell III,35.03,662,1890
175,0,32200,Roberto Castro,34.89,314,900
176,0,28023,Byron Smith,34.75,344,990
177,0,10885,Robert Allenby,34.46,366,1062
178,0,25900,Lucas Glover,34.18,486,1422
179,0,25198,Francesco Molinari,34.17,326,954
180,0,31193,Jim Renner,34.09,405,1188
181,0,22046,Geoff Ogilvy,33.91,293,864
182,0,30946,Alex Prugh,33.89,488,1440
183,0,31557,Jim Herman,33.59,532,1584
184,0,23353,J.J. Henry,32.78,531,1620
