RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,36689,Brooks Koepka,24,470,5.1
2,0,33122,Russell Knox,23,571,4.0
3,0,32448,James Hahn,22,566,3.9
3,0,34174,John Huh,22,643,3.4
3,0,29926,Danny Lee,22,788,2.8
3,0,25834,Daniel Summerhays,22,659,3.3
7,0,25274,Steven Bowditch,21,681,3.1
7,0,30711,Colt Knost,21,518,4.1
7,0,24361,Pat Perez,21,591,3.6
7,0,34360,Patrick Reed,21,612,3.4
7,0,34046,Jordan Spieth,21,541,3.9
7,0,27770,Camilo Villegas,21,550,3.8
13,0,21961,Charles Howell III,20,619,3.2
13,0,35451,Scott Pinckney,20,488,4.1
13,0,33419,Cameron Tringale,20,594,3.4
13,0,25892,Steve Wheatcroft,20,529,3.8
17,0,34099,Harris English,19,644,3.0
18,0,33141,Keegan Bradley,18,469,3.8
18,0,29720,Andres Gonzales,18,536,3.4
18,0,27644,Brian Harman,18,559,3.2
18,0,30852,Ryo Ishikawa,18,540,3.3
18,0,31202,William McGirt,18,680,2.6
18,0,22056,Cameron Percy,18,394,4.6
18,0,25345,Carl Pettersson,18,733,2.5
18,0,25818,Scott Piercy,18,598,3.0
18,0,27649,Brandt Snedeker,18,587,3.1
18,0,27095,Nick Watney,18,545,3.3
28,0,24507,Jason Bohn,17,627,2.7
28,0,23983,Luke Donald,17,385,4.4
28,0,35539,Luke Guthrie,17,497,3.4
28,0,34098,Russell Henley,17,468,3.6
28,0,24490,George McNeill,17,645,2.6
28,0,25396,Kevin Na,17,555,3.1
28,0,27963,Chris Stroud,17,477,3.6
28,0,34264,Hudson Swafford,17,567,3.0
36,0,29479,Scott Brown,16,602,2.7
36,0,28089,Jason Day,16,443,3.6
36,0,28500,Martin Flores,16,511,3.1
36,0,29420,Billy Horschel,16,522,3.1
36,0,24024,Zach Johnson,16,510,3.1
36,0,29478,Kevin Kisner,16,676,2.4
36,0,24140,Sean O'Hair,16,589,2.7
36,0,25562,Andres Romero,16,392,4.1
36,0,28780,Nicholas Thompson,16,464,3.4
45,0,28259,Sangmoon Bae,15,671,2.2
45,0,25364,Paul Casey,15,420,3.6
45,0,31416,Derek Fathauer,15,493,3.0
45,0,29725,Tony Finau,15,633,2.4
45,0,37454,Whee Kim,15,381,3.9
45,0,23108,Matt Kuchar,15,600,2.5
45,0,33413,Ben Martin,15,511,2.9
45,0,32839,Hideki Matsuyama,15,534,2.8
45,0,29476,Kyle Reifers,15,570,2.6
45,0,32150,Michael Thompson,15,515,2.9
45,0,27064,Jhonattan Vegas,15,496,3.0
45,0,25632,Jimmy Walker,15,502,3.0
45,0,26289,Boo Weekley,15,463,3.2
58,0,40026,Daniel Berger,14,571,2.5
58,0,40058,Zac Blair,14,636,2.2
58,0,32366,Kevin Chappell,14,567,2.5
58,0,20229,Stewart Cink,14,435,3.2
58,0,33399,Adam Hadwin,14,558,2.5
58,0,26758,David Hearn,14,608,2.3
58,0,08075,Jerry Kelly,14,502,2.8
58,0,27936,Martin Laird,14,506,2.8
58,0,32640,Troy Merritt,14,604,2.3
58,0,23800,Bryce Molder,14,565,2.5
58,0,33667,Carlos Ortiz,14,578,2.4
58,0,34431,Robert Streb,14,686,2.0
58,0,27214,Kevin Streelman,14,473,3.0
58,0,31560,Brian Stuard,14,575,2.4
58,0,25493,Nick Taylor,14,604,2.3
58,0,30927,Brendon Todd,14,600,2.3
58,0,02206,David Toms,14,399,3.5
58,0,23623,Bo Van Pelt,14,441,3.2
58,0,21878,Mark Wilson,14,561,2.5
77,0,24494,Erik Compton,13,535,2.4
77,0,23638,Brendon de Jonge,13,655,2.0
77,0,22892,Jason Gore,13,400,3.3
77,0,34563,Chesson Hadley,13,673,1.9
77,0,35532,Tom Hoge,13,475,2.7
77,0,26300,Matt Jones,13,514,2.5
77,0,30944,Jason Kokrak,13,548,2.4
77,0,27933,John Merrick,13,389,3.3
77,0,23621,Rory Sabbatini,13,485,2.7
86,0,20472,Alex Cejka,12,554,2.2
86,0,34262,Jon Curran,12,440,2.7
86,0,37273,Derek Ernst,12,422,2.8
86,0,29535,Brice Garnett,12,406,3.0
86,0,24924,Bill Haas,12,467,2.6
86,0,33461,Morgan Hoffmann,12,526,2.3
86,0,34409,David Lingmerth,12,557,2.2
86,0,26329,Louis Oosthuizen,12,337,3.6
86,0,26476,Chez Reavie,12,340,3.5
86,0,36699,Patrick Rodgers,12,317,3.8
86,0,33418,Shawn Stefani,12,602,2.0
86,0,29425,Andrew Svoboda,12,474,2.5
86,0,25349,Tim Wilkinson,12,409,2.9
99,0,22371,Aaron Baddeley,11,505,2.2
99,0,35545,Blayne Barber,11,458,2.4
99,0,27895,Jonas Blixt,11,373,2.9
99,0,24925,Jonathan Byrd,11,363,3.0
99,0,12510,Chad Campbell,11,603,1.8
99,0,32200,Roberto Castro,11,230,4.8
99,0,25720,Chad Collins,11,473,2.3
99,0,25369,Jamie Donaldson,11,238,4.6
99,0,06522,Ernie Els,11,273,4.0
99,0,32102,Rickie Fowler,11,437,2.5
99,0,31557,Jim Herman,11,464,2.4
99,0,30926,Chris Kirk,11,413,2.7
99,0,27466,Spencer Levin,11,538,2.0
99,0,24781,Hunter Mahan,11,460,2.4
99,0,01810,Phil Mickelson,11,445,2.5
99,0,29289,S.Y. Noh,11,384,2.9
99,0,30946,Alex Prugh,11,438,2.5
99,0,34256,Andrew Putnam,11,413,2.7
99,0,28486,Michael Putnam,11,438,2.5
99,0,34358,Jonathan Randolph,11,388,2.8
99,0,29223,Sam Saunders,11,445,2.5
99,0,29221,Webb Simpson,11,452,2.4
99,0,06567,Vijay Singh,11,487,2.3
99,0,29518,Brendan Steele,11,532,2.1
99,0,26951,Johnson Wagner,11,391,2.8
124,0,24846,Ricky Barnes,10,473,2.1
124,0,20104,Ken Duke,10,554,1.8
124,0,12716,Charley Hoffman,10,557,1.8
124,0,30925,Dustin Johnson,10,402,2.5
124,0,26851,Marc Leishman,10,390,2.6
124,0,24138,Ian Poulter,10,382,2.6
124,0,30692,Scott Stallings,10,331,3.0
124,0,21528,Henrik Stenson,10,321,3.1
124,0,33448,Justin Thomas,10,713,1.4
124,0,20396,Lee Westwood,10,237,4.2
134,0,21753,Brian Davis,9,522,1.7
134,0,25686,Jason Dufner,9,319,2.8
134,0,28307,Matt Every,9,419,2.1
134,0,25900,Lucas Glover,9,438,2.1
134,0,27141,J.B. Holmes,9,522,1.7
134,0,39977,Max Homa,9,442,2.0
134,0,29222,Billy Hurley III,9,463,1.9
134,0,34261,Scott Langley,9,545,1.7
134,0,28475,Jeff Overton,9,523,1.7
134,0,23320,Ryan Palmer,9,394,2.3
134,0,22293,Heath Slocum,9,271,3.3
145,0,10885,Robert Allenby,8,316,2.5
145,0,25191,Gonzalo Fernandez-Castaño,8,419,1.9
145,0,36801,Mark Hubbard,8,419,1.9
145,0,23548,Bill Lunde,8,225,3.6
145,0,22046,Geoff Ogilvy,8,222,3.6
145,0,24502,Adam Scott,8,222,3.6
145,0,34265,Will Wilcox,8,275,2.9
145,0,31323,Gary Woodland,8,386,2.1
153,0,20593,Greg Chalmers,7,269,2.6
153,0,24357,K.J. Choi,7,433,1.6
153,0,23541,Ben Crane,7,387,1.8
153,0,10809,Jim Furyk,7,351,2.0
153,0,21209,Sergio Garcia,7,270,2.6
153,0,28679,Fabián Gómez,7,516,1.4
153,0,10860,Justin Leonard,7,405,1.7
153,0,26596,Ryan Moore,7,459,1.5
153,0,25240,D.A. Points,7,419,1.7
153,0,26331,Charl Schwartzel,7,287,2.4
153,0,20645,John Senden,7,355,2.0
153,0,28132,Tyrone Van Aswegen,7,282,2.5
165,0,23048,Eric Axley,6,307,2.0
165,0,20848,Ángel Cabrera,6,266,2.3
165,0,27436,Graham DeLaet,6,374,1.6
165,0,30736,Oscar Fraustro,6,273,2.2
165,0,24358,Robert Garrigus,6,372,1.6
165,0,20766,Padraig Harrington,6,351,1.7
165,0,23353,J.J. Henry,6,446,1.3
165,0,25198,Francesco Molinari,6,274,2.2
165,0,35541,John Peterson,6,506,1.2
165,0,33486,Roger Sloan,6,269,2.2
175,0,20157,Retief Goosen,5,446,1.1
175,0,20691,Greg Owen,5,260,1.9
175,0,34130,Sung Joon Park,5,435,1.1
175,0,22405,Justin Rose,5,365,1.4
175,0,28023,Byron Smith,5,257,1.9
180,0,20771,Steven Alker,4,359,1.1
180,0,32334,Charlie Beljan,4,385,1.0
180,0,01706,Davis Love III,4,275,1.5
180,0,31193,Jim Renner,4,353,1.1
184,0,25804,Bubba Watson,3,414,.7
