RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,21753,Brian Davis,49.60,125,252
2,0,22293,Heath Slocum,49.07,53,108
3,0,34256,Andrew Putnam,47.98,95,198
4,0,29479,Scott Brown,47.37,162,342
5,0,26300,Matt Jones,46.49,159,342
6,0,32102,Rickie Fowler,45.83,132,288
6,0,33486,Roger Sloan,45.83,66,144
8,0,27649,Brandt Snedeker,45.45,180,396
9,0,34358,Jonathan Randolph,45.30,106,234
10,0,34360,Patrick Reed,45.14,195,432
11,0,29926,Danny Lee,45.11,203,450
12,0,20593,Greg Chalmers,44.95,89,198
13,0,20229,Stewart Cink,44.79,129,288
13,0,28679,Fabián Gómez,44.79,129,288
13,0,23621,Rory Sabbatini,44.79,129,288
13,0,27770,Camilo Villegas,44.79,129,288
17,0,23108,Matt Kuchar,44.44,184,414
17,0,34046,Jordan Spieth,44.44,160,360
19,0,25818,Scott Piercy,44.14,143,324
20,0,25720,Chad Collins,44.10,127,288
20,0,24494,Erik Compton,44.10,127,288
20,0,30711,Colt Knost,44.10,127,288
20,0,01810,Phil Mickelson,44.10,127,288
24,0,39977,Max Homa,43.98,95,216
25,0,34563,Chesson Hadley,43.92,166,378
26,0,25562,Andres Romero,43.89,79,180
26,0,25349,Tim Wilkinson,43.89,79,180
28,0,23048,Eric Axley,43.75,63,144
29,0,24846,Ricky Barnes,43.65,110,252
30,0,35545,Blayne Barber,43.59,102,234
31,0,23320,Ryan Palmer,43.52,141,324
32,0,08075,Jerry Kelly,43.40,125,288
33,0,22371,Aaron Baddeley,43.16,101,234
34,0,34409,David Lingmerth,43.14,132,306
35,0,24925,Jonathan Byrd,43.06,93,216
35,0,35539,Luke Guthrie,43.06,124,288
35,0,24490,George McNeill,43.06,155,360
38,0,25240,D.A. Points,42.93,85,198
39,0,34262,Jon Curran,42.86,108,252
40,0,24357,K.J. Choi,42.74,100,234
41,0,25369,Jamie Donaldson,42.59,69,162
41,0,10860,Justin Leonard,42.59,69,162
43,0,32640,Troy Merritt,42.48,130,306
44,0,26758,David Hearn,42.40,145,342
44,0,23800,Bryce Molder,42.40,145,342
46,0,24507,Jason Bohn,42.33,160,378
46,0,30927,Brendon Todd,42.33,160,378
48,0,26851,Marc Leishman,42.31,99,234
49,0,27214,Kevin Streelman,42.22,152,360
50,0,24361,Pat Perez,42.17,167,396
50,0,25345,Carl Pettersson,42.17,167,396
52,0,10885,Robert Allenby,42.06,53,126
52,0,22405,Justin Rose,42.06,106,252
54,0,34261,Scott Langley,41.94,151,360
55,0,28780,Nicholas Thompson,41.88,98,234
56,0,27141,J.B. Holmes,41.81,143,342
57,0,40058,Zac Blair,41.80,158,378
58,0,33448,Justin Thomas,41.79,173,414
59,0,20771,Steven Alker,41.67,75,180
59,0,21209,Sergio Garcia,41.67,105,252
59,0,32839,Hideki Matsuyama,41.67,165,396
59,0,26329,Louis Oosthuizen,41.67,105,252
59,0,29425,Andrew Svoboda,41.67,75,180
59,0,02206,David Toms,41.67,75,180
59,0,26951,Johnson Wagner,41.67,90,216
66,0,25396,Kevin Na,41.55,172,414
67,0,30926,Chris Kirk,41.50,127,306
68,0,22892,Jason Gore,41.45,97,234
69,0,29478,Kevin Kisner,41.44,179,432
70,0,34174,John Huh,41.41,164,396
71,0,26596,Ryan Moore,41.32,119,288
72,0,29720,Andres Gonzales,41.18,126,306
72,0,28475,Jeff Overton,41.18,126,306
74,0,28259,Sangmoon Bae,41.11,148,360
74,0,33667,Carlos Ortiz,41.11,148,360
76,0,33418,Shawn Stefani,41.01,155,378
77,0,25892,Steve Wheatcroft,40.97,118,288
78,0,28089,Jason Day,40.85,125,306
79,0,28307,Matt Every,40.74,88,216
79,0,24138,Ian Poulter,40.74,110,270
79,0,27064,Jhonattan Vegas,40.74,132,324
82,0,24781,Hunter Mahan,40.64,139,342
83,0,29222,Billy Hurley III,40.60,95,234
84,0,30944,Jason Kokrak,40.52,124,306
85,0,23638,Brendon de Jonge,40.40,160,396
85,0,20691,Greg Owen,40.40,80,198
87,0,25804,Bubba Watson,40.28,116,288
88,0,29420,Billy Horschel,40.21,152,378
89,0,33461,Morgan Hoffmann,40.20,123,306
90,0,23623,Bo Van Pelt,40.08,101,252
91,0,34264,Hudson Swafford,40.06,137,342
92,0,27963,Chris Stroud,40.00,108,270
92,0,33419,Cameron Tringale,40.00,144,360
94,0,29725,Tony Finau,39.90,158,396
95,0,25834,Daniel Summerhays,39.65,157,396
96,0,34431,Robert Streb,39.56,178,450
97,0,29476,Kyle Reifers,39.54,121,306
98,0,23541,Ben Crane,39.51,64,162
98,0,27095,Nick Watney,39.51,128,324
100,0,25632,Jimmy Walker,39.44,142,360
101,0,27933,John Merrick,39.35,85,216
102,0,27436,Graham DeLaet,39.32,92,234
103,0,20104,Ken Duke,39.24,113,288
103,0,36801,Mark Hubbard,39.24,113,288
105,0,32366,Kevin Chappell,39.22,120,306
106,0,32200,Roberto Castro,38.89,77,198
106,0,30736,Oscar Fraustro,38.89,56,144
106,0,20157,Retief Goosen,38.89,105,270
109,0,36689,Brooks Koepka,38.60,132,342
110,0,40026,Daniel Berger,38.58,125,324
111,0,26289,Boo Weekley,38.54,111,288
111,0,21878,Mark Wilson,38.54,111,288
113,0,34130,Sung Joon Park,38.49,97,252
114,0,31416,Derek Fathauer,38.46,90,234
115,0,30925,Dustin Johnson,38.24,117,306
116,0,31202,William McGirt,38.16,158,414
117,0,29223,Sam Saunders,38.15,103,270
118,0,25274,Steven Bowditch,38.10,144,378
119,0,32448,James Hahn,38.01,130,342
120,0,20472,Alex Cejka,37.96,123,324
121,0,24140,Sean O'Hair,37.91,116,306
122,0,32334,Charlie Beljan,37.88,75,198
123,0,35532,Tom Hoge,37.85,109,288
124,0,10809,Jim Furyk,37.78,102,270
124,0,25900,Lucas Glover,37.78,102,270
124,0,24024,Zach Johnson,37.78,136,360
124,0,27936,Martin Laird,37.78,102,270
128,0,33141,Keegan Bradley,37.72,129,342
129,0,33399,Adam Hadwin,37.65,122,324
130,0,29289,S.Y. Noh,37.61,88,234
131,0,25686,Jason Dufner,37.58,115,306
131,0,28500,Martin Flores,37.58,115,306
133,0,12716,Charley Hoffman,37.50,135,360
134,0,29518,Brendan Steele,37.43,128,342
135,0,36699,Patrick Rodgers,37.37,74,198
136,0,37454,Whee Kim,37.30,94,252
137,0,22046,Geoff Ogilvy,37.22,67,180
138,0,34099,Harris English,37.20,154,414
139,0,35451,Scott Pinckney,37.04,120,324
139,0,32150,Michael Thompson,37.04,100,270
139,0,28132,Tyrone Van Aswegen,37.04,60,162
142,0,31560,Brian Stuard,36.93,113,306
143,0,34098,Russell Henley,36.84,126,342
143,0,27466,Spencer Levin,36.84,126,342
145,0,33122,Russell Knox,36.77,139,378
146,0,30852,Ryo Ishikawa,36.73,119,324
146,0,29221,Webb Simpson,36.73,119,324
148,0,24924,Bill Haas,36.55,125,342
149,0,06567,Vijay Singh,36.46,105,288
150,0,25493,Nick Taylor,36.26,124,342
151,0,22056,Cameron Percy,36.11,91,252
152,0,28023,Byron Smith,35.80,58,162
153,0,26331,Charl Schwartzel,35.71,90,252
154,0,25364,Paul Casey,35.67,122,342
154,0,35541,John Peterson,35.67,122,342
156,0,20848,Ángel Cabrera,35.19,57,162
157,0,33413,Ben Martin,35.09,120,342
158,0,28486,Michael Putnam,35.07,101,288
159,0,27895,Jonas Blixt,35.04,82,234
160,0,26476,Chez Reavie,35.00,63,180
161,0,30946,Alex Prugh,34.92,88,252
162,0,27644,Brian Harman,34.72,100,288
163,0,31323,Gary Woodland,34.52,87,252
164,0,31557,Jim Herman,34.50,118,342
165,0,20766,Padraig Harrington,34.44,62,180
166,0,34265,Will Wilcox,34.34,68,198
167,0,23983,Luke Donald,34.03,98,288
168,0,24502,Adam Scott,33.89,61,180
169,0,24358,Robert Garrigus,33.84,67,198
170,0,12510,Chad Campbell,33.33,114,342
170,0,23548,Bill Lunde,33.33,42,126
170,0,25198,Francesco Molinari,33.33,72,216
170,0,20645,John Senden,33.33,90,270
174,0,01706,Davis Love III,32.64,47,144
175,0,06522,Ernie Els,32.32,64,198
175,0,37273,Derek Ernst,32.32,64,198
177,0,20396,Lee Westwood,31.94,69,216
178,0,21961,Charles Howell III,31.16,129,414
179,0,29535,Brice Garnett,31.02,67,216
180,0,31193,Jim Renner,30.86,50,162
181,0,25191,Gonzalo Fernandez-Castaño,30.56,66,216
182,0,30692,Scott Stallings,30.30,60,198
183,0,21528,Henrik Stenson,28.89,78,270
184,0,23353,J.J. Henry,28.82,83,288
