RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,34046,Jordan Spieth,12.55,652.47,-234.61,590.31
2,0,28089,Jason Day,12.53,501.28,-183.84,452.68
3,0,28237,Rory McIlroy,11.09,510.14,-346.85,315.89
4,0,25804,Bubba Watson,8.24,378.88,-222.54,252.26
5,0,32102,Rickie Fowler,7.86,408.56,-175.36,299.64
6,0,21528,Henrik Stenson,7.44,386.69,-300.28,263.47
7,0,22405,Justin Rose,7.09,368.63,-225.92,266.79
8,0,30925,Dustin Johnson,6.82,272.83,-153.10,266.97
9,0,10809,Jim Furyk,6.78,277.97,-197.62,184.18
10,0,24024,Zach Johnson,5.12,266.29,-165.11,232.39
11,0,21209,Sergio Garcia,4.96,228.26,-219.10,112.55
12,0,36689,Brooks Koepka,4.49,233.25,-101.12,179.93
13,0,26329,Louis Oosthuizen,4.42,211.93,-79.52,172.64
14,0,24502,Adam Scott,4.28,171.01,-225.91,73.11
15,0,32839,Hideki Matsuyama,4.26,221.70,-151.62,163.21
16,0,23108,Matt Kuchar,4.24,220.60,-199.93,155.82
17,0,25632,Jimmy Walker,4.05,210.48,-165.48,181.90
18,3,33204,Shane Lowry,3.97,198.31,-81.71,141.84
19,-1,27141,J.B. Holmes,3.89,194.62,-73.44,187.08
20,-1,34360,Patrick Reed,3.82,198.38,-143.24,165.57
21,-1,27408,Martin Kaymer,3.68,191.21,-158.01,95.29
22,0,29974,Branden Grace,3.65,189.57,-75.64,173.54
23,0,25364,Paul Casey,3.53,183.53,-79.42,166.60
24,0,01810,Phil Mickelson,3.42,146.92,-162.06,108.89
25,0,32139,Danny Willett,3.40,176.61,-70.91,121.71
26,0,29420,Billy Horschel,3.30,171.54,-141.14,80.40
27,1,29454,Bernd Wiesberger,3.16,164.51,-86.02,151.76
28,-1,30926,Chris Kirk,3.15,160.72,-125.85,88.97
29,0,24924,Bill Haas,3.06,159.30,-120.57,133.15
30,0,27649,Brandt Snedeker,3.05,158.77,-102.68,141.99
31,2,34431,Robert Streb,3.02,151.20,-49.54,118.14
32,-1,24511,Thongchai Jaidee,2.96,153.95,-100.97,107.87
33,-1,25396,Kevin Na,2.95,153.49,-87.37,105.16
34,0,29478,Kevin Kisner,2.90,151.00,-35.76,146.68
35,0,12716,Charley Hoffman,2.88,149.76,-74.02,126.91
36,1,26851,Marc Leishman,2.82,138.33,-86.09,89.17
37,-1,29926,Danny Lee,2.82,146.45,-30.16,137.85
38,0,23320,Ryan Palmer,2.71,132.77,-93.21,91.82
39,0,31420,Anirban Lahiri,2.60,132.64,-69.58,108.78
40,1,31323,Gary Woodland,2.58,126.31,-102.85,96.12
41,-1,34409,David Lingmerth,2.55,132.68,-42.78,122.10
42,2,20396,Lee Westwood,2.55,132.37,-112.76,74.32
43,0,25818,Scott Piercy,2.53,108.61,-40.86,108.88
44,1,40026,Daniel Berger,2.51,130.50,-29.11,135.56
45,14,22986,Søren Kjeldsen,2.48,129.11,-27.16,127.71
46,-4,24138,Ian Poulter,2.47,120.93,-115.19,84.21
47,-1,24781,Hunter Mahan,2.45,127.21,-121.76,61.30
48,-1,26331,Charl Schwartzel,2.42,125.69,-123.34,92.25
49,6,30978,Kiradech Aphibarnrat,2.40,124.79,-56.13,111.06
50,-2,25369,Jamie Donaldson,2.37,123.28,-123.58,70.12
51,-2,33948,Byeong Hun An,2.34,121.75,-38.37,110.44
52,-2,34098,Russell Henley,2.33,121.06,-82.01,85.92
53,-2,29221,Webb Simpson,2.32,113.60,-113.35,85.81
54,-2,26596,Ryan Moore,2.30,112.85,-107.29,66.00
55,-1,30927,Brendon Todd,2.30,119.49,-86.16,81.46
56,-3,33141,Keegan Bradley,2.30,119.44,-120.61,75.54
57,-1,25841,Marc Warren,2.28,118.38,-72.97,87.39
58,-1,25198,Francesco Molinari,2.25,116.92,-90.64,85.81
59,52,40098,Matt Fitzpatrick,2.20,101.26,-11.79,96.61
60,-2,25274,Steven Bowditch,2.18,113.54,-54.12,95.05
61,-1,28339,Victor Dubuisson,2.16,105.60,-121.30,41.85
62,0,30911,Tommy Fleetwood,2.15,111.77,-79.85,65.44
63,3,23983,Luke Donald,2.15,111.75,-103.32,68.44
64,-3,33413,Ben Martin,2.12,110.16,-72.45,75.43
65,-2,26300,Matt Jones,2.07,107.80,-77.62,91.28
66,-1,35314,Andy Sullivan,2.05,106.65,-51.54,99.54
67,-3,20645,John Senden,2.05,106.58,-83.96,60.96
68,-1,28300,Joost Luiten,2.04,105.87,-105.76,47.11
69,-1,28937,George Coetzee,2.01,104.54,-65.87,78.38
70,-1,33419,Cameron Tringale,2.00,104.00,-60.66,75.46
71,-1,19958,Miguel Angel Jiménez,1.98,98.92,-93.12,62.99
72,-1,31646,Emiliano Grillo,1.97,102.41,-48.07,84.27
73,-1,25572,Graeme McDowell,1.94,98.81,-133.22,32.49
74,-1,33968,Thorbjørn Olesen,1.94,100.62,-57.01,61.69
75,-1,33448,Justin Thomas,1.92,100.01,-37.51,85.93
76,1,22000,Chris Wood,1.89,88.78,-42.87,74.34
77,-2,33122,Russell Knox,1.81,94.05,-58.64,74.71
78,-2,34579,Alexander Levy,1.81,93.90,-70.18,38.52
79,0,29518,Brendan Steele,1.80,92.01,-50.20,83.40
80,-2,34099,Harris English,1.78,92.59,-86.70,87.07
81,0,29531,Richie Ramsay,1.78,76.49,-42.59,51.77
82,-2,29256,James Morrison,1.77,91.88,-20.51,89.36
83,0,27644,Brian Harman,1.73,89.75,-61.68,68.59
84,-2,28307,Matt Every,1.72,89.43,-79.60,72.56
85,-1,27747,Hiroshi Iwata,1.72,89.31,-45.98,40.22
86,0,29725,Tony Finau,1.71,89.10,-26.51,68.70
87,-2,27349,Alex Noren,1.71,68.45,-22.27,82.44
88,-1,34709,Eddie Pepperell,1.69,82.64,-36.23,63.30
89,1,28258,K.T. Kim,1.68,82.46,-25.29,74.52
90,-1,24507,Jason Bohn,1.68,85.56,-46.47,67.58
91,0,32640,Troy Merritt,1.68,82.19,-22.62,75.30
92,-4,28259,Sangmoon Bae,1.65,85.96,-58.48,54.35
93,1,20608,David Howell,1.64,85.21,-50.56,70.35
94,7,34363,Tyrrell Hatton,1.62,84.10,-39.24,61.72
95,-2,35891,Cameron Smith,1.61,64.58,-20.90,48.68
96,-1,25834,Daniel Summerhays,1.61,83.80,-51.51,71.55
97,-5,20376,Stephen Gallacher,1.59,82.91,-103.90,33.25
98,-2,33293,Thomas Pieters,1.59,79.32,-21.89,70.57
99,0,24490,George McNeill,1.59,79.32,-47.78,59.28
100,0,32757,Patton Kizzire,1.57,62.71,-3.36,66.07
