RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,06567,Vijay Singh,21
2,0,21961,Charles Howell III,19
3,0,08793,Tiger Woods,18
4,0,12510,Chad Campbell,17
4,0,01226,Fred Couples,17
4,0,06522,Ernie Els,17
7,0,01945,Kenny Perry,13
7,0,10423,Mike Weir,13
9,0,10885,Robert Allenby,12
9,0,01968,Nick Price,12
11,0,06643,Paul Goydos,11
12,0,06621,Joe Durant,9
12,0,07457,Steve Flesch,9
12,0,01378,David Frost,9
12,0,10809,Jim Furyk,9
16,0,01329,Brad Faxon,8
16,0,08075,Jerry Kelly,8
16,0,02002,John Riegger,8
16,0,02010,Loren Roberts,8
20,0,20229,Stewart Cink,7
20,0,20766,Padraig Harrington,7
20,0,01619,Skip Kendall,7
20,0,23621,Rory Sabbatini,7
20,0,02206,David Toms,7
20,0,02239,Scott Verplank,7
26,0,01024,Billy Andrade,6
26,0,19824,Craig Barlow,6
26,0,01142,Bart Bryant,6
26,0,01388,Robert Gamez,6
26,0,20157,Retief Goosen,6
26,0,06332,Neal Lancaster,6
26,0,01677,Tom Lehman,6
26,0,02214,Kirk Triplett,6
34,0,20098,Stuart Appleby,5
34,0,22371,Aaron Baddeley,5
34,0,19825,Darren Clarke,5
34,0,01553,John Huston,5
34,0,23552,Hank Kuehne,5
34,0,24502,Adam Scott,5
40,0,06004,Stephen Ames,4
40,0,20498,Briny Baird,4
40,0,21739,Aaron Barber,4
40,0,08123,Jeff Brehaut,4
40,0,20400,Michael Campbell,4
40,0,25364,Paul Casey,4
40,0,01306,David Edwards,4
40,0,01320,Bob Estes,4
40,0,20585,Niclas Fasth,4
40,0,01361,Dan Forsman,4
40,0,23338,David Gossett,4
40,0,22378,Trevor Immelman,4
40,0,10733,Kent Jones,4
40,0,10860,Justin Leonard,4
40,0,20634,Peter Lonard,4
40,0,01723,Andrew Magee,4
40,0,06350,Bob May,4
40,0,12660,Jesper Parnevik,4
40,0,24138,Ian Poulter,4
40,0,20474,Phillip Price,4
40,0,20127,Chris Riley,4
40,0,02020,Eduardo Romero,4
40,0,02104,Jeff Sluman,4
40,0,12755,Vance Veazey,4
40,0,02246,Duffy Waldorf,4
65,0,01457,Jay Haas,3
65,0,06617,Brian Henninger,3
65,0,10821,Toshi Izawa,3
65,0,01706,Davis Love III,3
65,0,01707,Steve Lowery,3
65,0,22046,Geoff Ogilvy,3
65,0,22400,Hennie Otto,3
65,0,20663,Brenden Pappas,3
65,0,10107,Deane Pappas,3
65,0,20095,Carl Paulson,3
65,0,24361,Pat Perez,3
65,0,01948,Tim Petrovic,3
65,0,22405,Justin Rose,3
65,0,20548,Hidemichi Tanaka,3
79,0,07867,Woody Austin,2
79,0,01042,Paul Azinger,2
79,0,12652,Cameron Beckman,2
79,0,10944,Thomas Bjørn,2
79,0,01143,Brad Bryant,2
79,0,20848,Ángel Cabrera,2
79,0,12394,Tom Carter,2
79,0,24357,K.J. Choi,2
79,0,01203,Russ Cochran,2
79,0,19906,Gary Evans,2
79,0,01326,Nick Faldo,2
79,0,22379,Mark Foster,2
79,0,01418,Bill Glasson,2
79,0,10201,Matt Gogel,2
79,0,22892,Jason Gore,2
79,0,01473,Todd Hamilton,2
79,0,21731,Freddie Jacobson,2
79,0,20832,Raphael Jacquelin,2
79,0,12662,Thomas Levet,2
79,0,24781,Hunter Mahan,2
79,0,01771,Blaine McCallister,2
79,0,10585,Scott McCarron,2
79,0,08635,Colin Montgomerie,2
79,0,20676,Patrick Moore,2
79,0,20628,Arron Oberholser,2
79,0,06373,José María Olazábal,2
79,0,20572,Rod Pampling,2
79,0,01920,Craig Parry,2
79,0,01938,David Peoples,2
79,0,07749,Brett Quigley,2
79,0,22913,John Rollins,2
79,0,23034,Brent Schwarzrock,2
79,0,08375,Paul Stankowski,2
79,0,06595,Kevin Sutherland,2
79,0,02170,Hal Sutton,2
79,0,02223,Bob Tway,2
79,0,02267,D.A. Weibring,2
79,0,20396,Lee Westwood,2
