RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,08793,Tiger Woods,114,1998050
2,0,06522,Ernie Els,28,2002200
3,0,06567,Vijay Singh,21,2003150
4,0,21961,Charles Howell III,19,2003180
5,0,12510,Chad Campbell,17,2003160
5,0,01226,Fred Couples,17,2003040
7,0,01945,Kenny Perry,13,2003210
7,0,10423,Mike Weir,13,2003150
9,0,10885,Robert Allenby,12,2003260
9,0,19905,Andrew Coltart,12,1998350
9,0,01968,Nick Price,12,2003150
12,0,06643,Paul Goydos,11,2003270
13,0,06621,Joe Durant,9,2003310
13,0,07457,Steve Flesch,9,2003360
13,0,01378,David Frost,9,2003350
13,0,10809,Jim Furyk,9,2003320
17,0,01329,Brad Faxon,8,2003360
17,0,08075,Jerry Kelly,8,2003360
17,0,02002,John Riegger,8,2003330
17,0,02010,Loren Roberts,8,2003280
21,0,01142,Bart Bryant,7,2002490
21,0,20229,Stewart Cink,7,2003360
21,0,20766,Padraig Harrington,7,2003220
21,0,01619,Skip Kendall,7,2003390
21,0,23621,Rory Sabbatini,7,2003340
21,0,02206,David Toms,7,2003330
21,0,02239,Scott Verplank,7,2003360
28,0,01024,Billy Andrade,6,2003400
28,0,19824,Craig Barlow,6,2003390
28,0,01388,Robert Gamez,6,2003390
28,0,20157,Retief Goosen,6,2003360
28,0,06332,Neal Lancaster,6,2003400
28,0,01677,Tom Lehman,6,2003380
28,0,24138,Ian Poulter,6,2001370
28,0,02214,Kirk Triplett,6,2003350
36,0,20098,Stuart Appleby,5,2003400
36,0,22371,Aaron Baddeley,5,2003380
36,0,19825,Darren Clarke,5,2003360
36,0,19906,Gary Evans,5,1998295
36,0,01553,John Huston,5,2003410
36,0,23552,Hank Kuehne,5,2003400
36,0,24502,Adam Scott,5,2003340
36,0,02190,Doug Tewell,5,1999230
36,0,06431,Jean Van de Velde,5,2001330
45,0,06004,Stephen Ames,4,2003440
45,0,20498,Briny Baird,4,2003450
45,0,21739,Aaron Barber,4,2003440
45,0,08123,Jeff Brehaut,4,2003420
45,0,20400,Michael Campbell,4,2003300
45,0,25364,Paul Casey,4,2003330
45,0,01306,David Edwards,4,2003380
45,0,01320,Bob Estes,4,2003430
45,0,20585,Niclas Fasth,4,2003340
45,0,01361,Dan Forsman,4,2003410
45,0,23338,David Gossett,4,2003420
45,0,22378,Trevor Immelman,4,2003300
45,0,10733,Kent Jones,4,2003410
45,0,10860,Justin Leonard,4,2003360
45,0,20634,Peter Lonard,4,2003430
45,0,01723,Andrew Magee,4,2003390
45,0,06350,Bob May,4,2003140
45,0,12660,Jesper Parnevik,4,2003440
45,0,20474,Phillip Price,4,2003360
45,0,20127,Chris Riley,4,2003430
45,0,02020,Eduardo Romero,4,2003330
45,0,02104,Jeff Sluman,4,2003440
45,0,12755,Vance Veazey,4,2003420
45,0,02246,Duffy Waldorf,4,2003410
69,0,11653,Paul Curry,3,2000455
69,0,01457,Jay Haas,3,2003430
69,0,06617,Brian Henninger,3,2003400
69,0,01555,Stu Ingraham,3,1993340
69,0,10821,Toshi Izawa,3,2003340
69,0,01706,Davis Love III,3,2003460
69,0,01707,Steve Lowery,3,2003440
69,0,22046,Geoff Ogilvy,3,2003450
69,0,22400,Hennie Otto,3,2003300
69,0,20663,Brenden Pappas,3,2003450
69,0,10107,Deane Pappas,3,2003440
69,0,20095,Carl Paulson,3,2003450
69,0,24361,Pat Perez,3,2003450
69,0,01948,Tim Petrovic,3,2003440
69,0,22405,Justin Rose,3,2003360
69,0,02084,Bob Shearer,3,1984320
69,0,20548,Hidemichi Tanaka,3,2003420
69,0,12454,Mario Tiziani,3,2002290
69,0,07553,Roger Wessels,3,1991360
88,0,07867,Woody Austin,2,2003460
88,0,01042,Paul Azinger,2,2003460
88,0,12652,Cameron Beckman,2,2003400
88,0,10944,Thomas Bjørn,2,2003360
88,0,01143,Brad Bryant,2,2003420
88,0,20848,Ángel Cabrera,2,2003340
88,0,12394,Tom Carter,2,2003450
88,0,24357,K.J. Choi,2,2003470
88,0,01203,Russ Cochran,2,2003420
88,0,23739,Ryan Dillon,2,2001420
88,0,20104,Ken Duke,2,2002420
88,0,01326,Nick Faldo,2,2003300
88,0,06741,Gene Fieger,2,2001110
88,0,22379,Mark Foster,2,2003300
88,0,19957,Ian Garbutt,2,2000310
88,0,25052,Derek Gillespie,2,2002390
88,0,01418,Bill Glasson,2,2003420
88,0,25900,Lucas Glover,2,2002290
88,0,10201,Matt Gogel,2,2003440
88,0,22892,Jason Gore,2,2003460
88,0,20569,Richard Green,2,2001310
88,0,01473,Todd Hamilton,2,2003340
88,0,21259,Jason Hill,2,2002450
88,0,24956,Mikko Ilonen,2,2001310
88,0,21731,Freddie Jacobson,2,2003360
88,0,20832,Raphael Jacquelin,2,2003300
88,0,24511,Thongchai Jaidee,2,2002410
88,0,10027,Trip Kuehne,2,1996240
88,0,12389,Barry Lane,2,2001310
88,0,12662,Thomas Levet,2,2003450
88,0,01682,Wayne Levi,2,2001300
88,0,24781,Hunter Mahan,2,2003380
88,0,01771,Blaine McCallister,2,2003290
88,0,10585,Scott McCarron,2,2003410
88,0,01793,Mac McLendon,2,1980430
88,0,08635,Colin Montgomerie,2,2003360
88,0,20676,Patrick Moore,2,2003030
88,0,12753,David Morland IV,2,2002490
88,0,01866,Jack Newton,2,1982420
88,0,20628,Arron Oberholser,2,2003400
88,0,06373,José María Olazábal,2,2003330
88,0,20572,Rod Pampling,2,2003400
88,0,01920,Craig Parry,2,2003360
88,0,01938,David Peoples,2,2003460
88,0,08553,Lee Porter,2,2002480
88,0,07749,Brett Quigley,2,2003460
