RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
88,0,22913,John Rollins,2,2003460
88,0,02064,John Schroeder,2,1995300
88,0,23034,Brent Schwarzrock,2,2003450
88,0,02091,Charles Sifford,2,1983020
88,0,02105,Bob Smith,2,1985280
88,0,11246,Des Smyth,2,2001310
88,0,08375,Paul Stankowski,2,2003420
88,0,06595,Kevin Sutherland,2,2003450
88,0,02170,Hal Sutton,2,2003410
88,0,02223,Bob Tway,2,2003460
88,0,02267,D.A. Weibring,2,2003160
88,0,20396,Lee Westwood,2,2003360
