RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01810,Phil Mickelson,39,5,1,7,2000440
2,0,06621,Joe Durant,32,0,3,9,2000290
3,0,02223,Bob Tway,31,1,1,7,2000100
4,0,01408,Kelly Gibson,29,2,2,3,2000440
4,0,02206,David Toms,29,3,3,14,2000010
4,0,08793,Tiger Woods,29,1,2,12,2000460
7,0,02246,Duffy Waldorf,28,0,3,3,2000460
8,0,01127,Danny Briggs,27,2,2,14,2000320
8,0,01219,John Cook,27,9,1,3,2000320
10,0,01175,Jim Carter,26,3,1,17,2000470
10,0,20593,Greg Chalmers,26,2,1,18,2000390
10,0,06617,Brian Henninger,26,2,4,7,2000460
10,0,02010,Loren Roberts,26,2,4,10,2000210
14,0,08075,Jerry Kelly,25,4,1,16,2000320
15,0,01014,Fulton Allem,24,0,1,4,2000460
15,0,01042,Paul Azinger,24,1,3,5,2000340
15,0,20992,Kazuhiko Hosokawa,24,5,2,15,2000320
15,0,01677,Tom Lehman,24,5,3,14,2000050
15,0,20445,Casey Martin,24,0,2,16,2000320
15,0,10423,Mike Weir,24,0,4,12,2000430
21,0,01282,Trevor Dodds,23,0,3,1,2000440
21,0,08545,Glen Hnatiuk,23,1,1,1,2000460
21,0,20094,Jonathan Kaye,23,1,2,8,2000060
21,0,01619,Skip Kendall,23,0,1,12,2000440
21,0,06140,Sean Murphy,23,0,1,18,2000440
21,0,10425,Jay Williamson,23,5,1,15,2000460
27,0,06004,Stephen Ames,22,7,1,10,2000350
27,0,01226,Fred Couples,22,2,4,9,2000440
27,0,20574,Mathew Goggin,22,2,2,9,2000290
27,0,06643,Paul Goydos,22,0,2,18,2000400
27,0,06044,Scott Gump,22,0,3,1,2000440
27,0,08537,J.P. Hayes,22,0,4,11,2000060
27,0,06573,Brandt Jobe,22,5,1,15,2000030
27,0,01797,Rocco Mediate,22,0,1,11,2000340
27,0,10649,Tom Scherrer,22,0,1,10,2000470
27,0,02104,Jeff Sluman,22,11,1,14,2000100
27,0,06595,Kevin Sutherland,22,2,1,18,2000400
27,0,02239,Scott Verplank,22,0,3,8,2000440
27,0,02245,Grant Waite,22,2,3,10,2000390
40,0,01307,Joel Edwards,21,1,3,17,2000460
40,0,07457,Steve Flesch,21,5,2,17,2000440
40,0,12823,Carlos Franco,21,0,3,9,2000010
40,0,12680,Shigeki Maruyama,21,0,3,5,2000350
40,0,01968,Nick Price,21,0,1,2,2000140
40,0,06062,Charles Raulerson,21,4,3,3,2000440
40,0,01996,Mike Reid,21,5,4,16,2000020
47,0,01024,Billy Andrade,20,0,2,1,2000220
47,0,20099,Doug Barron,20,1,1,12,2000460
47,0,08243,Aaron Bengoechea,20,0,2,6,2000100
47,0,10569,Mike Brisky,20,1,1,9,2000320
47,0,01132,Mark Brooks,20,1,1,5,2000030
47,0,06251,Chris DiMarco,20,3,2,4,2000360
47,0,01331,Rick Fehr,20,0,1,5,2000340
47,0,01499,Mark Hayes,20,0,2,10,2000030
47,0,12782,Tim Herron,20,2,1,5,2000270
47,0,10962,Bradley Hughes,20,7,2,18,2000030
47,0,01685,J.L. Lewis,20,1,2,6,2000380
47,0,01706,Davis Love III,20,2,3,7,2000460
47,0,01707,Steve Lowery,20,1,4,15,2000455
47,0,21949,Joe Ogilvie,20,0,3,2,2000080
47,0,01943,Chris Perry,20,0,3,3,2000460
47,0,23034,Brent Schwarzrock,20,0,2,5,2000260
47,0,02101,Joey Sindelar,20,1,4,12,2000400
47,0,06078,Esteban Toledo,20,0,2,13,2000290
47,0,02214,Kirk Triplett,20,0,1,9,2000440
47,0,02279,Mark Wiebe,20,2,2,2,2000440
67,0,20098,Stuart Appleby,19,4,2,17,2000010
67,0,01040,Emlyn Aubrey,19,1,3,17,2000440
67,0,01068,Andy Bean,19,1,1,8,2000320
67,0,23614,Rich Beem,19,3,1,11,2000030
67,0,06809,Bob Burns,19,0,2,1,2000440
67,0,01161,Mark Calcavecchia,19,2,4,4,2000030
67,0,24357,K.J. Choi,19,1,4,9,2000340
67,0,01203,Russ Cochran,19,4,1,9,2000470
67,0,01313,Steve Elkington,19,2,3,2,2000420
67,0,01323,Brad Fabel,19,3,4,15,2000420
67,0,06088,Steve Gotsche,19,1,1,16,2000440
67,0,10963,Jimmy Green,19,2,1,6,2000230
67,0,01633,Tom Kite,19,3,1,15,2000030
67,0,08547,John Maginnes,19,0,2,13,2000020
67,0,12753,David Morland IV,19,0,2,14,2000060
67,0,12660,Jesper Parnevik,19,0,1,16,2000380
67,0,01926,Steve Pate,19,6,2,5,2000290
67,0,01958,Dan Pohl,19,1,1,15,2000300
67,0,02257,Brian Watts,19,7,3,10,2000470
86,0,07867,Woody Austin,18,0,2,2,2000440
86,0,12652,Cameron Beckman,18,1,1,12,2000460
86,0,19881,Robert Damron,18,1,2,6,2000440
86,0,08931,Glen Day,18,0,2,2,2000010
86,0,01261,Jay Delsing,18,0,3,7,2000440
86,0,20105,Jeff Gove,18,2,2,12,2000440
86,0,01553,John Huston,18,0,4,8,2000030
86,0,01569,Peter Jacobsen,18,1,2,7,2000440
86,0,06012,Greg Kraft,18,3,4,18,2000455
86,0,06332,Neal Lancaster,18,1,4,2,2000030
86,0,01724,Jeff Maggert,18,0,4,13,2000370
86,0,06350,Bob May,18,0,2,2,2000410
86,0,01823,Larry Mize,18,4,2,8,2000080
86,0,01905,Joe Ozaki,18,0,2,17,2000240
86,0,01920,Craig Parry,18,0,4,17,2000270
86,0,10912,Craig Perks,18,4,2,15,2000360
86,0,01941,Tom Pernice Jr.,18,0,2,14,2000460
86,0,02007,Larry Rinker,18,0,4,6,2000320
86,0,02131,Mike Springer,18,3,3,1,2000440
86,0,07101,Dave Stockton Jr.,18,8,4,16,2000300
86,0,02167,Mike Sullivan,18,2,4,2,2000290
86,0,06613,Tommy Tolles,18,1,2,3,2000440
86,0,08385,Omar Uresti,18,4,1,7,2000460
109,0,19824,Craig Barlow,17,0,1,5,2000320
109,0,01142,Bart Bryant,17,1,2,13,2000380
109,0,12388,Michael Clark II,17,0,4,6,2000230
109,0,23125,Brad Elder,17,2,3,1,2000440
109,0,01320,Bob Estes,17,2,1,16,2000440
109,0,01376,Bob Friend,17,1,2,1,2000460
109,0,20043,Edward Fryatt,17,0,2,4,2000460
109,0,01381,Fred Funk,17,4,4,18,2000455
109,0,20157,Retief Goosen,17,0,1,18,2000380
109,0,01457,Jay Haas,17,0,2,6,2000210
109,0,01527,Scott Hoch,17,0,1,1,2000190
109,0,01577,Lee Janzen,17,4,4,9,2000455
109,0,10860,Justin Leonard,17,2,2,14,2000050
109,0,01766,Billy Mayfair,17,7,3,16,2000340
109,0,01938,David Peoples,17,4,1,1,2000440
109,0,20127,Chris Riley,17,4,2,14,2000100
109,0,06567,Vijay Singh,17,2,2,17,2000480
109,0,08375,Paul Stankowski,17,2,4,9,2000440
109,0,06581,David Sutherland,17,4,4,2,2000460
109,0,02170,Hal Sutton,17,8,1,18,2000030
109,0,07753,Kevin Wentworth,17,1,3,3,2000440
130,0,01035,Tommy Armour III,16,1,1,11,2000080
130,0,01060,Dave Barr,16,2,2,15,2000300
130,0,01063,Ben Bates,16,2,2,4,2000180
130,0,01093,Ronnie Black,16,12,2,15,2000100
130,0,01249,John Daly,16,4,2,9,2000130
130,0,07763,Doug Dunakey,16,0,1,12,2000440
130,0,06522,Ernie Els,16,4,4,11,2000370
130,0,01435,Wayne Grady,16,2,1,15,2000320
130,0,21007,Gabriel Hjertstedt,16,0,1,2,2000080
130,0,21961,Charles Howell III,16,0,2,8,2000300
130,0,01549,Mike Hulbert,16,1,1,4,2000440
130,0,06315,Pete Jordan,16,4,2,4,2000470
130,0,11032,Frank Lickliter II,16,0,3,10,2000050
130,0,06090,Jim McGovern,16,6,3,11,2000390
130,0,06515,Shaun Micheel,16,1,1,14,2000455
130,0,01918,Steve Parker,16,1,1,11,2000410
130,0,01945,Kenny Perry,16,1,4,17,2000455
130,0,06731,Jeff Roth,16,1,1,10,2000340
148,0,10885,Robert Allenby,15,2,1,5,2000070
148,0,20029,Notah Begay III,15,2,1,5,2000070
148,0,10944,Thomas Bjørn,15,0,1,15,2000350
148,0,01098,Jay Don Blake,15,13,2,1,2000050
148,0,01139,Olin Browne,15,6,1,3,2000290
148,0,01157,Tom Byrum,15,4,1,15,2000290
148,0,20400,Michael Campbell,15,3,3,17,2000490
148,0,01185,Brandel Chamblee,15,11,3,5,2000440
148,0,20229,Stewart Cink,15,2,1,18,2000350
148,0,01346,Ed Fiori,15,0,1,16,2000440
148,0,06795,Jeff Freeman,15,2,3,2,2000030
148,0,01374,Robin Freeman,15,2,1,15,2000060
148,0,10809,Jim Furyk,15,1,2,6,2000100
148,0,01388,Robert Gamez,15,3,5,9,2000440
148,0,12645,Brent Geiberger,15,0,4,11,2000440
148,0,01418,Bill Glasson,15,2,1,9,2000460
148,0,10117,Bob Heintz,15,3,2,13,2000030
148,0,01599,Steve Jones,15,2,3,15,2000350
148,0,08993,Franklin Langham,15,9,1,2,2000460
148,0,01690,Bruce Lietzke,15,2,1,2,2000440
148,0,01761,Len Mattiace,15,1,3,12,2000390
148,0,08535,Gary Nicklaus,15,2,1,14,2000220
148,0,01887,Mark O'Meara,15,5,1,5,2000070
148,0,20095,Carl Paulson,15,5,4,4,2000460
148,0,10213,Dicky Pride,15,1,2,2,2000460
148,0,01975,Tom Purtzer,15,0,2,2,2000120
148,0,22913,John Rollins,15,1,2,16,2000320
148,0,02049,Gene Sauers,15,6,1,13,2000390
