RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
118,0,30163,Henrik Norlander,294.1,49405,168
118,0,20396,Lee Westwood,294.1,36470,124
120,0,53165,Doc Redman,294.0,44684,152
120,0,25493,Nick Taylor,294.0,52918,180
122,0,47128,Richy Werenski,293.9,50556,172
122,0,32139,Danny Willett,293.9,27622,94
124,0,29974,Branden Grace,293.8,47596,162
124,0,26851,Marc Leishman,293.8,44650,152
126,0,46441,Robby Shelton,293.7,46984,160
127,0,40098,Matt Fitzpatrick,293.5,38736,132
127,0,35506,Mackenzie Hughes,293.5,52829,180
129,0,33399,Adam Hadwin,293.4,51634,176
130,0,39975,Michael Kim,293.2,40457,138
130,0,23623,Bo Van Pelt,293.2,42220,144
132,0,52375,Doug Ghim,292.9,50383,172
133,0,27974,Sung Kang,292.7,50341,172
134,0,31557,Jim Herman,292.5,38612,132
134,0,29221,Webb Simpson,292.5,43284,148
134,0,27770,Camilo Villegas,292.5,45038,154
137,0,28775,Nate Lashley,292.4,44448,152
137,0,33413,Ben Martin,292.4,29236,100
139,0,34076,Joel Dahmen,292.3,47938,164
139,0,34431,Robert Streb,292.3,47938,164
141,0,24361,Pat Perez,292.2,56109,192
142,0,48045,Michael Gellerman,292.1,27453,94
142,0,30110,Kyle Stanley,292.1,52577,180
144,0,33404,Chris Baker,291.9,31526,108
144,0,30926,Chris Kirk,291.9,50209,172
144,0,23788,D.J. Trahan,291.9,38527,132
147,0,27644,Brian Harman,291.7,58338,200
147,0,32254,Xinjun Zhang,291.7,39666,136
149,0,34360,Patrick Reed,291.4,45457,156
150,0,32618,Rhein Gibson,291.2,32616,112
150,0,33122,Russell Knox,291.2,53572,184
152,0,39953,Chase Seiffert,290.9,45381,156
153,0,49298,Kramer Hickok,290.8,40135,138
154,0,33490,Bo Hoag,290.7,50585,174
155,0,34174,John Huh,290.5,33703,116
155,0,34466,Peter Malnati,290.5,46481,160
157,0,45526,Abraham Ancer,290.4,56909,196
157,0,33410,Andrew Landry,290.4,38328,132
159,0,45609,Tyler Duncan,290.0,52198,180
159,0,27330,Josh Teater,290.0,27837,96
161,0,32640,Troy Merritt,289.9,56817,196
162,0,34098,Russell Henley,289.8,48689,168
163,0,25686,Jason Dufner,289.6,49809,172
164,0,22371,Aaron Baddeley,289.3,31242,108
165,0,46435,Austin Cook,289.2,41646,144
165,0,35532,Tom Hoge,289.2,55525,192
167,0,29478,Kevin Kisner,289.1,45106,156
168,0,24024,Zach Johnson,289.0,48558,168
169,0,35449,Adam Long,288.6,48492,168
170,0,25396,Kevin Na,288.5,50193,174
171,0,27556,Ted Potter Jr.,288.4,39218,136
172,0,35230,Nelson Ledesma,288.2,27665,96
173,0,29535,Brice Garnett,288.1,53005,184
173,0,32150,Michael Thompson,288.1,42644,148
175,0,26499,Rafa Cabrera Bello,288.0,42619,148
176,0,23108,Matt Kuchar,287.8,37987,132
177,0,23621,Rory Sabbatini,287.5,43125,150
178,0,19846,Brian Gay,286.8,40151,140
179,0,33120,Mark Anderson,286.7,32108,112
179,0,22056,Cameron Percy,286.7,44150,154
181,0,27649,Brandt Snedeker,286.6,48149,168
182,0,32816,Satoshi Kodaira,286.2,43504,152
183,0,23983,Luke Donald,286.1,32048,112
184,0,39324,J.J. Spaun,285.7,41140,144
185,0,24138,Ian Poulter,285.2,41067,144
186,0,27942,Rob Oppenheim,284.2,42068,148
187,0,34256,Andrew Putnam,283.8,50517,178
188,0,28679,Fabián Gómez,283.3,30598,108
189,0,19803,Ryan Armour,282.0,43999,156
190,0,26476,Chez Reavie,281.9,47366,168
191,0,36801,Mark Hubbard,280.2,53802,192
192,0,23325,Vaughn Taylor,278.4,43431,156
193,0,31560,Brian Stuard,277.8,57772,208
194,0,30927,Brendon Todd,275.2,47336,172
195,0,26758,David Hearn,274.7,35166,128
196,0,24357,K.J. Choi,269.2,27998,104
