RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
50,0,35658,Kris Ventura,294.2,212403,722
52,0,30911,Tommy Fleetwood,294.0,192301,654
52,0,26331,Charl Schwartzel,294.0,306900,1044
54,0,28089,Jason Day,293.9,228103,776
55,0,34363,Tyrrell Hatton,293.6,190845,650
55,0,49960,Sepp Straka,293.6,315305,1074
57,0,34314,Sebastian Cappelen,293.4,155495,530
57,0,35891,Cameron Smith,293.4,283421,966
59,0,35310,Lanto Griffin,293.2,326601,1114
60,0,29926,Danny Lee,293.1,230990,788
60,0,01810,Phil Mickelson,293.1,247942,846
62,0,32070,Rafael Campos,293.0,167589,572
63,0,24781,Hunter Mahan,292.8,166923,570
64,0,39977,Max Homa,292.5,272016,930
64,0,21961,Charles Howell III,292.5,215886,738
66,0,39971,Sungjae Im,292.4,460235,1574
66,0,49771,J.T. Poston,292.4,321067,1098
68,0,26329,Louis Oosthuizen,292.3,244347,836
69,0,33204,Shane Lowry,292.0,256346,878
70,0,48887,Matt Wallace,291.8,155234,532
71,0,39997,Corey Conners,291.7,339585,1164
71,0,46442,Maverick McNealy,291.7,268404,920
71,0,25818,Scott Piercy,291.7,275958,946
74,0,37455,Si Woo Kim,291.5,338114,1160
75,0,33141,Keegan Bradley,291.4,316513,1086
75,0,33597,Harry Higgs,291.4,304813,1046
77,0,24140,Sean O'Hair,291.2,177643,610
77,0,33486,Roger Sloan,291.2,252204,866
79,0,32757,Patton Kizzire,291.1,368477,1266
79,0,34264,Hudson Swafford,291.1,268949,924
79,0,37189,Harold Varner III,291.1,320759,1102
82,0,34099,Harris English,291.0,317785,1092
82,0,40098,Matt Fitzpatrick,291.0,214726,738
82,0,51894,Vince Whaley,291.0,235105,808
85,0,25364,Paul Casey,290.9,233886,804
85,0,25632,Jimmy Walker,290.9,254523,875
87,0,31420,Anirban Lahiri,290.8,219873,756
87,0,47347,Adam Schenk,290.8,324004,1114
89,0,33404,Chris Baker,290.6,154611,532
90,0,31646,Emiliano Grillo,290.5,279415,962
91,0,32791,K.H. Lee,290.4,376367,1296
91,0,30692,Scott Stallings,290.4,274746,946
93,0,48822,Sebastián Muñoz,290.3,361666,1246
94,0,29420,Billy Horschel,290.2,280380,966
95,0,24924,Bill Haas,290.1,125922,434
96,0,37275,Sam Ryder,289.9,274794,948
97,0,29268,Bronson Burgoon,289.8,225485,778
98,0,32102,Rickie Fowler,289.7,262453,906
99,0,32662,Michael Gligic,289.6,242115,836
99,0,50525,Collin Morikawa,289.6,267599,924
99,0,46441,Robby Shelton,289.6,286737,990
102,0,26851,Marc Leishman,289.3,255184,882
103,0,34076,Joel Dahmen,289.1,266013,920
103,0,25493,Nick Taylor,289.1,335365,1160
105,0,34563,Chesson Hadley,289.0,234125,810
105,0,29221,Webb Simpson,289.0,246774,854
105,0,29518,Brendan Steele,289.0,269951,934
105,0,48119,Ben Taylor,289.0,125437,434
109,0,34360,Patrick Reed,288.9,266341,922
110,0,40026,Daniel Berger,288.8,295122,1022
110,0,32448,James Hahn,288.8,248962,862
110,0,28252,Seamus Power,288.8,169813,588
113,0,27644,Brian Harman,288.7,341227,1182
113,0,29908,C.T. Pan,288.7,261600,906
115,0,23623,Bo Van Pelt,288.5,220402,764
116,0,27214,Kevin Streelman,288.4,336817,1168
116,0,33419,Cameron Tringale,288.4,328742,1140
118,0,34466,Peter Malnati,288.3,265834,922
118,0,33413,Ben Martin,288.3,137253,476
120,0,29974,Branden Grace,288.2,252467,876
120,0,32139,Danny Willett,288.2,112102,389
122,0,47128,Richy Werenski,287.9,333913,1160
123,0,46402,Talor Gooch,287.8,331519,1152
123,0,35506,Mackenzie Hughes,287.8,304449,1058
123,0,22405,Justin Rose,287.8,163495,568
126,0,27936,Martin Laird,287.7,277939,966
126,0,27349,Alex Noren,287.7,295144,1026
128,0,45526,Abraham Ancer,287.3,324674,1130
129,0,23788,D.J. Trahan,287.2,184358,642
130,0,25900,Lucas Glover,287.1,323840,1128
131,0,20396,Lee Westwood,286.8,204206,712
132,0,36871,Matthew NeSmith,286.7,319403,1114
132,0,32254,Xinjun Zhang,286.7,199520,696
134,0,49766,Hank Lebioda,286.5,215483,752
134,0,34431,Robert Streb,286.5,281881,984
136,0,53165,Doc Redman,286.3,274277,958
137,0,27095,Nick Watney,286.2,167737,586
138,0,27330,Josh Teater,286.1,132199,462
139,0,33490,Bo Hoag,286.0,299157,1046
139,0,39953,Chase Seiffert,286.0,223630,782
141,0,39975,Michael Kim,285.9,215000,752
142,0,33399,Adam Hadwin,285.7,314264,1100
143,0,34098,Russell Henley,285.5,308917,1082
144,0,28775,Nate Lashley,285.4,234588,822
145,0,22371,Aaron Baddeley,285.3,143217,502
145,0,29479,Scott Brown,285.3,253360,888
145,0,27770,Camilo Villegas,285.3,257937,904
148,0,34174,John Huh,285.2,201921,708
148,0,33122,Russell Knox,285.2,317094,1112
150,0,25686,Jason Dufner,285.1,293638,1030
150,0,30110,Kyle Stanley,285.1,294200,1032
152,0,48045,Michael Gellerman,284.9,123635,434
152,0,39324,J.J. Spaun,284.9,206818,726
154,0,33120,Mark Anderson,284.8,135556,476
154,0,30926,Chris Kirk,284.8,297319,1044
154,0,33410,Andrew Landry,284.8,242040,850
154,0,47993,Denny McCarthy,284.8,316680,1112
158,0,49298,Kramer Hickok,284.7,220892,776
159,0,27974,Sung Kang,284.6,297654,1046
160,0,30163,Henrik Norlander,284.4,296939,1044
160,0,23621,Rory Sabbatini,284.4,265909,935
162,0,46435,Austin Cook,284.2,256895,904
162,0,24361,Pat Perez,284.2,308666,1086
164,0,45609,Tyler Duncan,284.1,299482,1054
164,0,32640,Troy Merritt,284.1,315958,1112
166,0,23108,Matt Kuchar,284.0,233459,822
167,0,35230,Nelson Ledesma,283.9,138531,488
167,0,35449,Adam Long,283.9,279359,984
169,0,35532,Tom Hoge,283.8,347404,1224
169,0,29478,Kevin Kisner,283.8,273596,964
171,0,31557,Jim Herman,283.7,232669,820
172,0,32618,Rhein Gibson,283.5,150249,530
173,0,32816,Satoshi Kodaira,283.4,243116,858
174,0,26499,Rafa Cabrera Bello,283.3,237396,838
175,0,24024,Zach Johnson,283.0,298892,1056
176,0,19846,Brian Gay,282.8,246078,870
177,0,22056,Cameron Percy,282.5,236735,838
177,0,27556,Ted Potter Jr.,282.5,227705,806
179,0,24138,Ian Poulter,282.4,216286,766
180,0,25396,Kevin Na,281.9,306740,1088
180,0,32150,Michael Thompson,281.9,267199,948
182,0,52375,Doug Ghim,281.8,283490,1006
183,0,29535,Brice Garnett,281.7,270957,962
184,0,27649,Brandt Snedeker,281.5,281527,1000
185,0,28679,Fabián Gómez,281.3,132772,472
186,0,23983,Luke Donald,280.2,174818,624
187,0,27942,Rob Oppenheim,279.3,218407,782
188,0,26476,Chez Reavie,279.0,276725,992
189,0,19803,Ryan Armour,278.2,259836,934
190,0,34256,Andrew Putnam,278.0,286935,1032
191,0,23325,Vaughn Taylor,277.2,238960,862
192,0,36801,Mark Hubbard,276.6,341843,1236
193,0,30927,Brendon Todd,273.8,272170,994
194,0,31560,Brian Stuard,273.7,335546,1226
195,0,26758,David Hearn,271.7,173900,640
196,0,24357,K.J. Choi,267.6,160544,600
