RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,47959,Bryson DeChambeau,66.76,3006305,450319
2,0,28420,Ryan Brehm,66.59,1495686,224607
3,0,39546,Keith Mitchell,65.54,2810741,428879
4,0,34255,Joseph Bramlett,65.30,2346834,359372
4,0,46550,Brandon Hagy,65.30,2438084,373394
6,0,56762,Will Gordon,65.23,2841276,435606
7,0,52372,Cameron Champ,65.09,2776655,426585
8,0,27129,Luke List,64.97,3141916,483573
9,0,40042,Tyler McCumber,64.88,2248292,346553
10,0,35461,Beau Hossler,64.85,2902451,447540
11,0,51766,Wyndham Clark,64.80,2975527,459176
12,0,21209,Sergio Garcia,64.63,2887823,446856
13,0,28237,Rory McIlroy,64.56,2700126,418236
14,0,30925,Dustin Johnson,64.53,2624899,406778
15,0,32333,Kevin Tway,64.48,2100808,325821
16,0,45157,Cam Davis,64.47,3735626,579476
17,0,27064,Jhonattan Vegas,64.45,2795983,433845
17,0,56278,Matthew Wolff,64.45,2155159,334377
19,0,35617,Martin Trainer,64.42,1979882,307360
20,0,45486,Joaquin Niemann,64.35,3727631,579315
21,0,27554,Scott Harrington,64.34,2591349,402771
21,0,36699,Patrick Rodgers,64.34,3259547,506641
23,0,36689,Brooks Koepka,64.14,2198468,342756
24,0,29970,Dylan Frittelli,64.04,2500936,390555
24,0,33667,Carlos Ortiz,64.04,3458513,540026
26,0,20229,Stewart Cink,63.97,3259550,509505
27,0,34314,Sebastian Cappelen,63.93,1554581,243175
28,0,49960,Sepp Straka,63.91,3152470,493243
29,0,47504,Sam Burns,63.88,3009836,471207
30,0,33948,Byeong Hun An,63.83,2883507,451719
31,0,12716,Charley Hoffman,63.82,3258879,510612
32,0,35658,Kris Ventura,63.78,2123611,332947
33,0,27141,J.B. Holmes,63.74,1798418,282168
34,0,32070,Rafael Campos,63.71,1675327,262976
35,0,34213,Grayson Murray,63.69,1479855,232357
36,0,26300,Matt Jones,63.68,3474027,545570
37,0,49964,Aaron Wise,63.65,2871381,451107
38,0,25818,Scott Piercy,63.64,2758642,433478
39,0,46970,Jon Rahm,63.63,2711943,426199
40,0,30944,Jason Kokrak,63.62,3153635,495717
40,0,35104,Tom Lewis,63.62,2865244,450344
42,0,47483,Will Zalatoris,63.56,2821583,443932
43,0,46442,Maverick McNealy,63.53,2683579,422433
44,0,35450,Patrick Cantlay,63.52,2835130,446345
45,0,23320,Ryan Palmer,63.50,2777472,437386
46,0,24781,Hunter Mahan,63.49,1669201,262919
47,0,31420,Anirban Lahiri,63.42,2198398,346631
47,0,47347,Adam Schenk,63.42,3239455,510821
49,0,24502,Adam Scott,63.40,2459527,387968
50,0,21961,Charles Howell III,63.33,2158409,340793
51,0,34264,Hudson Swafford,63.31,2689174,424737
52,0,46046,Scottie Scheffler,63.30,3475593,549061
53,0,46717,Viktor Hovland,63.29,2903189,458722
53,0,33448,Justin Thomas,63.29,2835541,448039
55,0,48081,Xander Schauffele,63.28,2653920,419387
56,0,51894,Vince Whaley,63.27,2350615,371544
57,0,33486,Roger Sloan,63.26,2521513,398618
58,0,32757,Patton Kizzire,63.22,3683984,582768
59,0,28089,Jason Day,63.21,2280629,360829
60,0,37189,Harold Varner III,63.20,3206305,507308
61,0,33597,Harry Higgs,63.15,3047363,482550
62,0,48119,Ben Taylor,63.14,1254163,198618
63,0,29268,Bronson Burgoon,63.13,2253917,357056
64,0,32662,Michael Gligic,63.12,2420535,383459
65,0,24140,Sean O'Hair,63.10,1776222,281502
65,0,30692,Scott Stallings,63.10,2746922,435348
67,0,29725,Tony Finau,63.07,2974823,471648
68,0,29908,C.T. Pan,63.05,2615849,414864
69,0,29926,Danny Lee,62.97,2308818,366662
69,0,35891,Cameron Smith,62.97,2833432,449950
71,0,25804,Bubba Watson,62.94,2476711,393533
72,0,28252,Seamus Power,62.93,1697790,269770
73,0,31646,Emiliano Grillo,62.92,2793245,443934
74,0,25493,Nick Taylor,62.84,3352824,533531
75,0,40006,Erik van Rooyen,62.77,2784351,443562
76,0,34563,Chesson Hadley,62.71,2340885,373289
77,0,24924,Bill Haas,62.68,1259058,200870
77,0,37275,Sam Ryder,62.68,2747911,438399
79,0,33141,Keegan Bradley,62.67,3164177,504864
79,0,32448,James Hahn,62.67,2489054,397165
81,0,34046,Jordan Spieth,62.66,3038972,484989
82,0,28775,Nate Lashley,62.61,2345424,374621
83,0,32791,K.H. Lee,62.56,3762877,601492
84,0,27330,Josh Teater,62.55,1321920,211333
84,0,31323,Gary Woodland,62.55,2406879,384782
86,0,39971,Sungjae Im,62.53,4601294,735827
87,0,26331,Charl Schwartzel,62.51,3068777,490916
88,0,27095,Nick Watney,62.49,1677254,268413
89,0,34363,Tyrrell Hatton,62.45,1908112,305555
90,0,33413,Ben Martin,62.44,1372527,219820
90,0,34431,Robert Streb,62.44,2818760,451420
90,0,23623,Bo Van Pelt,62.44,2203832,352937
93,0,23788,D.J. Trahan,62.43,1843016,295214
94,0,46441,Robby Shelton,62.41,2866796,459335
95,0,37455,Si Woo Kim,62.40,3380683,541798
96,0,48822,Sebastián Muñoz,62.39,3615360,579480
97,0,34466,Peter Malnati,62.35,2658171,426344
98,0,49766,Hank Lebioda,62.32,2154557,345727
99,0,01810,Phil Mickelson,62.29,2479036,397992
99,0,39953,Chase Seiffert,62.29,2235933,358957
101,0,34076,Joel Dahmen,62.28,2659741,427088
101,0,30911,Tommy Fleetwood,62.28,1922288,308646
101,0,32839,Hideki Matsuyama,62.28,3449062,553825
101,0,33419,Cameron Tringale,62.28,3287321,527841
105,0,39977,Max Homa,62.27,2719790,436778
106,0,49771,J.T. Poston,62.23,3210018,515823
107,0,35310,Lanto Griffin,62.22,3265277,524778
108,0,36871,Matthew NeSmith,62.21,3193552,513382
108,0,29518,Brendan Steele,62.21,2699224,433909
110,0,39997,Corey Conners,62.20,3394904,545762
111,0,33410,Andrew Landry,62.15,2419478,389274
112,0,29221,Webb Simpson,62.14,2467679,397129
113,0,46402,Talor Gooch,62.11,3314084,533554
114,0,22371,Aaron Baddeley,62.10,1432165,230623
114,0,29479,Scott Brown,62.10,2533366,407923
114,0,27644,Brian Harman,62.10,3411476,549334
114,0,48887,Matt Wallace,62.10,1552114,249926
114,0,47128,Richy Werenski,62.10,3338212,537589
119,0,34099,Harris English,62.08,3177659,511826
120,0,33120,Mark Anderson,62.07,1355519,218390
121,0,27770,Camilo Villegas,62.06,2579203,415569
122,0,29420,Billy Horschel,62.03,2803437,451937
123,0,32102,Rickie Fowler,62.01,2624090,423142
124,0,25364,Paul Casey,61.99,2338612,377270
125,0,53165,Doc Redman,61.98,2742281,442456
125,0,30110,Kyle Stanley,61.98,2941696,474594
127,0,39975,Michael Kim,61.97,2149423,346847
127,0,30926,Chris Kirk,61.97,2973119,479776
127,0,32254,Xinjun Zhang,61.97,1995039,321916
130,0,33404,Chris Baker,61.94,1546034,249584
131,0,25900,Lucas Glover,61.92,3237884,522936
132,0,46435,Austin Cook,61.87,2568705,415210
132,0,33204,Shane Lowry,61.87,2563257,414310
134,0,31557,Jim Herman,61.86,2326225,376068
134,0,27214,Kevin Streelman,61.86,3367755,544450
136,0,35230,Nelson Ledesma,61.83,1385118,224037
136,0,22405,Justin Rose,61.83,1634697,264403
138,0,25686,Jason Dufner,61.82,2935984,474904
139,0,33122,Russell Knox,61.81,3170529,512989
140,0,49298,Kramer Hickok,61.78,2208281,357420
141,0,23621,Rory Sabbatini,61.77,2658854,430415
142,0,48045,Michael Gellerman,61.75,1235963,200141
143,0,29535,Brice Garnett,61.74,2709284,438823
144,0,50525,Collin Morikawa,61.73,2675915,433494
145,0,45526,Abraham Ancer,61.72,3245739,525896
145,0,30163,Henrik Norlander,61.72,2969253,481093
147,0,40026,Daniel Berger,61.71,2950433,478090
148,0,47993,Denny McCarthy,61.70,3166085,513122
149,0,27349,Alex Noren,61.67,2950954,478475
150,0,24361,Pat Perez,61.65,3086408,500612
151,0,35506,Mackenzie Hughes,61.63,3044293,493942
152,0,19846,Brian Gay,61.62,2460160,399267
152,0,22056,Cameron Percy,61.62,2367298,384172
154,0,39324,J.J. Spaun,61.61,2067857,335663
155,0,32816,Satoshi Kodaira,61.57,2431057,394852
156,0,52375,Doug Ghim,61.52,2834306,460725
156,0,25632,Jimmy Walker,61.52,2544967,413654
158,0,27936,Martin Laird,61.51,2779382,451883
159,0,29974,Branden Grace,61.50,2524435,410507
160,0,33490,Bo Hoag,61.49,2991190,486434
161,0,40098,Matt Fitzpatrick,61.47,2145986,349091
161,0,26329,Louis Oosthuizen,61.47,2442581,397348
163,0,27974,Sung Kang,61.43,2975810,484458
164,0,32618,Rhein Gibson,61.42,1502355,244616
165,0,26851,Marc Leishman,61.41,2551499,415489
166,0,34098,Russell Henley,61.37,3087719,503153
167,0,45609,Tyler Duncan,61.34,2994628,488181
168,0,35449,Adam Long,61.29,2793244,455743
169,0,32139,Danny Willett,61.28,1121024,182925
170,0,24024,Zach Johnson,61.20,2988146,488258
171,0,27556,Ted Potter Jr.,61.19,2277038,372116
172,0,23108,Matt Kuchar,61.16,2334344,381661
172,0,32150,Michael Thompson,61.16,2671678,436834
174,0,34360,Patrick Reed,61.14,2662867,435554
175,0,27942,Rob Oppenheim,61.11,2184000,357411
176,0,34174,John Huh,61.08,2018968,330533
177,0,33399,Adam Hadwin,61.00,3142266,515151
178,0,25396,Kevin Na,60.97,3066533,502958
179,0,29478,Kevin Kisner,60.94,2735710,448934
180,0,35532,Tom Hoge,60.91,3472478,570124
181,0,27649,Brandt Snedeker,60.88,2815151,462431
182,0,32640,Troy Merritt,60.84,3159273,519316
183,0,23983,Luke Donald,60.78,1748028,287592
184,0,19803,Ryan Armour,60.76,2598311,427662
185,0,20396,Lee Westwood,60.73,2042001,336246
186,0,34256,Andrew Putnam,60.53,2868763,473905
187,0,26499,Rafa Cabrera Bello,60.38,2373879,393149
187,0,24138,Ian Poulter,60.38,2162649,358194
189,0,23325,Vaughn Taylor,60.19,2389514,396983
190,0,36801,Mark Hubbard,60.15,3418159,568243
191,0,26476,Chez Reavie,60.06,2766828,460643
192,0,31560,Brian Stuard,59.52,3355106,563656
193,0,28679,Fabián Gómez,59.50,1327352,223098
194,0,26758,David Hearn,59.12,1738565,294069
195,0,30927,Brendon Todd,59.08,2721575,460663
196,0,24357,K.J. Choi,57.89,1605436,277321
