RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,47959,Bryson DeChambeau,56.25,90,160,-0.31
2,0,28237,Rory McIlroy,51.35,76,148,-0.07
3,0,52372,Cameron Champ,46.00,69,150,-0.26
4,0,56762,Will Gordon,42.61,75,176,-0.24
5,0,56278,Matthew Wolff,40.00,44,110,-0.18
6,0,51766,Wyndham Clark,38.46,60,156,-0.30
7,0,27064,Jhonattan Vegas,36.93,65,176,-0.37
8,0,28420,Ryan Brehm,36.21,42,116,-0.31
9,0,27129,Luke List,35.96,64,178,-0.28
10,0,30925,Dustin Johnson,35.42,51,144,-0.35
11,0,40042,Tyler McCumber,35.29,48,136,-0.42
12,0,46550,Brandon Hagy,34.46,51,148,-0.20
13,0,31323,Gary Woodland,33.57,47,140,-0.30
14,0,36689,Brooks Koepka,33.33,44,132,-0.41
14,0,45486,Joaquin Niemann,33.33,68,204,-0.31
16,0,34255,Joseph Bramlett,32.05,50,156,-0.18
17,0,45157,Cam Davis,30.85,58,188,-0.29
18,0,46970,Jon Rahm,30.52,47,154,-0.26
19,0,47483,Will Zalatoris,29.31,51,174,-0.27
20,0,48081,Xander Schauffele,28.95,44,152,-0.39
21,0,24502,Adam Scott,28.47,41,144,-0.32
22,0,21209,Sergio Garcia,27.70,41,148,-0.32
23,0,47504,Sam Burns,27.38,46,168,-0.22
24,0,27554,Scott Harrington,27.22,43,158,-0.33
25,0,29970,Dylan Frittelli,27.08,39,144,-0.31
26,0,35104,Tom Lewis,26.88,43,160,-0.19
27,0,29725,Tony Finau,26.11,47,180,-0.43
28,0,39546,Keith Mitchell,25.60,43,168,-0.28
29,0,36699,Patrick Rodgers,25.49,52,204,-0.21
30,0,35461,Beau Hossler,25.00,44,176,-0.27
31,0,12716,Charley Hoffman,24.75,49,198,-0.20
32,0,35658,Kris Ventura,24.29,34,140,-0.18
33,0,46046,Scottie Scheffler,23.98,47,196,-0.51
34,0,49960,Sepp Straka,23.96,46,192,-0.20
35,0,25804,Bubba Watson,23.91,33,138,-0.21
36,0,30944,Jason Kokrak,23.86,42,176,-0.24
37,0,34264,Hudson Swafford,23.78,39,164,-0.38
38,0,35617,Martin Trainer,23.73,28,118,-0.07
39,0,34213,Grayson Murray,23.47,23,98,-0.35
40,0,40006,Erik van Rooyen,22.60,33,146,-0.24
41,0,26331,Charl Schwartzel,22.09,38,172,-0.37
42,0,35450,Patrick Cantlay,21.79,34,156,-0.24
43,0,33667,Carlos Ortiz,21.74,40,184,-0.53
44,0,20229,Stewart Cink,21.67,39,180,-0.44
45,0,23320,Ryan Palmer,21.62,32,148,-0.44
46,0,26300,Matt Jones,21.57,44,204,-0.39
47,0,46717,Viktor Hovland,21.08,35,166,-0.40
48,0,32333,Kevin Tway,20.97,26,124,-0.23
49,0,32070,Rafael Campos,20.83,25,120,-0.36
50,0,01810,Phil Mickelson,20.27,30,148,-0.27
51,0,25818,Scott Piercy,20.25,32,158,-0.03
52,0,33948,Byeong Hun An,20.24,34,168,-0.32
53,0,25364,Paul Casey,20.14,29,144,-0.52
54,0,37189,Harold Varner III,20.00,36,180,-0.17
55,0,48887,Matt Wallace,19.81,21,106,-0.43
56,0,27141,J.B. Holmes,19.79,19,96,-0.11
57,0,35310,Lanto Griffin,19.44,35,180,-0.11
58,0,48119,Ben Taylor,19.00,19,100,-0.26
59,0,28089,Jason Day,18.46,24,130,-0.04
