RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,36699,Patrick Rodgers,34.83,379,1088,-0.132
2,0,35461,Beau Hossler,34.60,337,974,-0.074
3,0,33667,Carlos Ortiz,33.33,386,1158,-0.181
4,0,35617,Martin Trainer,33.23,222,668,E
5,0,35658,Kris Ventura,32.69,236,722,-0.102
6,0,27141,J.B. Holmes,32.52,199,612,-0.075
7,0,12716,Charley Hoffman,32.42,356,1098,-0.185
8,0,46046,Scottie Scheffler,32.36,378,1168,-0.169
9,0,36689,Brooks Koepka,32.32,234,724,-0.085
10,0,39546,Keith Mitchell,32.19,300,932,-0.117
11,0,34213,Grayson Murray,32.00,160,500,-0.025
12,0,46717,Viktor Hovland,31.79,309,972,-0.175
13,0,21209,Sergio Garcia,31.76,303,954,-0.188
14,0,31323,Gary Woodland,31.73,257,810,-0.047
15,0,28237,Rory McIlroy,31.66,278,878,-0.155
16,0,47504,Sam Burns,31.46,319,1014,-0.226
17,0,20229,Stewart Cink,31.44,344,1094,-0.102
18,0,45157,Cam Davis,31.42,394,1254,-0.168
19,0,34255,Joseph Bramlett,31.15,243,780,-0.140
20,0,33448,Justin Thomas,31.12,295,948,-0.190
21,0,24781,Hunter Mahan,31.05,177,570,+0.023
22,0,30911,Tommy Fleetwood,30.89,202,654,-0.050
23,0,47483,Will Zalatoris,30.88,294,952,-0.105
24,0,33948,Byeong Hun An,30.76,299,972,-0.030
25,0,24140,Sean O'Hair,30.66,187,610,-0.112
26,0,39977,Max Homa,30.65,285,930,-0.140
27,0,26300,Matt Jones,30.46,357,1172,-0.115
28,0,29725,Tony Finau,30.38,305,1004,-0.121
29,0,32333,Kevin Tway,30.28,215,710,-0.126
30,0,34046,Jordan Spieth,30.19,311,1030,-0.151
31,0,27554,Scott Harrington,30.10,264,877,-0.068
32,0,27129,Luke List,30.02,314,1046,-0.067
33,0,51766,Wyndham Clark,29.96,296,988,-0.088
