RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
39,0,45609,Tyler Duncan,1.67,3,180,E
39,0,29725,Tony Finau,1.67,3,180,-0.33
41,0,36689,Brooks Koepka,1.52,2,132,+0.50
42,0,32254,Xinjun Zhang,1.47,2,136,+0.50
43,0,19846,Brian Gay,1.43,2,140,E
43,0,35658,Kris Ventura,1.43,2,140,+1.00
45,0,32791,K.H. Lee,1.42,3,212,E
46,0,24502,Adam Scott,1.39,2,144,+1.00
46,0,39324,J.J. Spaun,1.39,2,144,E
48,0,26499,Rafa Cabrera Bello,1.35,2,148,+1.00
49,0,23621,Rory Sabbatini,1.33,2,150,+0.50
50,0,32816,Satoshi Kodaira,1.32,2,152,+0.50
51,0,22056,Cameron Percy,1.30,2,154,E
51,0,27770,Camilo Villegas,1.30,2,154,+0.50
53,0,32102,Rickie Fowler,1.28,2,156,E
54,0,35104,Tom Lewis,1.25,2,160,E
54,0,46441,Robby Shelton,1.25,2,160,+1.00
56,0,35891,Cameron Smith,1.22,2,164,+0.50
56,0,34431,Robert Streb,1.22,2,164,+1.00
58,0,46717,Viktor Hovland,1.20,2,166,+0.50
59,0,33948,Byeong Hun An,1.19,2,168,E
59,0,40026,Daniel Berger,1.19,2,168,E
59,0,47504,Sam Burns,1.19,2,168,+0.50
59,0,27649,Brandt Snedeker,1.19,2,168,+0.50
59,0,33448,Justin Thomas,1.19,2,168,E
64,0,39977,Max Homa,1.16,2,172,+0.50
64,0,27974,Sung Kang,1.16,2,172,E
64,0,26331,Charl Schwartzel,1.16,2,172,E
67,0,33490,Bo Hoag,1.15,2,174,+1.50
67,0,25396,Kevin Na,1.15,2,174,E
69,0,24924,Bill Haas,1.14,1,88,+1.00
69,0,34046,Jordan Spieth,1.14,2,176,+0.50
71,0,27129,Luke List,1.12,2,178,-0.50
72,0,35506,Mackenzie Hughes,1.11,2,180,+0.50
73,0,48045,Michael Gellerman,1.06,1,94,E
74,0,27141,J.B. Holmes,1.04,1,96,+1.00
74,0,27214,Kevin Streelman,1.04,2,192,-0.50
74,0,27330,Josh Teater,1.04,1,96,E
77,0,45526,Abraham Ancer,1.02,2,196,E
77,0,46046,Scottie Scheffler,1.02,2,196,+2.00
79,0,32757,Patton Kizzire,.98,2,204,E
80,0,39997,Corey Conners,.96,2,208,E
81,0,48887,Matt Wallace,.94,1,106,E
82,0,34314,Sebastian Cappelen,.93,1,108,E
82,0,22405,Justin Rose,.93,1,108,+1.00
82,0,27095,Nick Watney,.93,1,108,+1.00
85,0,56278,Matthew Wolff,.91,1,110,+1.00
86,0,33120,Mark Anderson,.89,1,112,+1.00
86,0,34363,Tyrrell Hatton,.89,1,112,E
88,0,28420,Ryan Brehm,.86,1,116,+1.00
88,0,34174,John Huh,.86,1,116,E
90,0,29926,Danny Lee,.85,1,118,E
90,0,35617,Martin Trainer,.85,1,118,+1.00
92,0,30911,Tommy Fleetwood,.83,1,120,E
93,0,20396,Lee Westwood,.81,1,124,E
94,0,28089,Jason Day,.77,1,130,E
95,0,40098,Matt Fitzpatrick,.76,1,132,E
95,0,33410,Andrew Landry,.76,1,132,+1.00
95,0,23788,D.J. Trahan,.76,1,132,-1.00
98,0,31420,Anirban Lahiri,.74,1,136,E
98,0,40042,Tyler McCumber,.74,1,136,+1.00
100,0,49298,Kramer Hickok,.72,1,138,-1.00
100,0,25804,Bubba Watson,.72,1,138,E
102,0,21961,Charles Howell III,.71,1,140,+1.00
102,0,31323,Gary Woodland,.71,1,140,E
104,0,46435,Austin Cook,.69,1,144,+2.00
104,0,30925,Dustin Johnson,.69,1,144,E
104,0,49766,Hank Lebioda,.69,1,144,+1.00
104,0,23623,Bo Van Pelt,.69,1,144,-1.00
108,0,01810,Phil Mickelson,.68,1,148,+1.00
108,0,32150,Michael Thompson,.68,1,148,E
108,0,40006,Erik van Rooyen,.68,1,146,+1.00
108,0,25632,Jimmy Walker,.68,1,148,E
112,0,33204,Shane Lowry,.66,1,152,+1.00
113,0,51766,Wyndham Clark,.64,1,156,E
113,0,34360,Patrick Reed,.64,1,156,E
115,0,47959,Bryson DeChambeau,.63,1,160,E
115,0,25818,Scott Piercy,.63,1,158,E
117,0,34076,Joel Dahmen,.61,1,164,E
117,0,34264,Hudson Swafford,.61,1,164,+1.00
119,0,49771,J.T. Poston,.60,1,168,E
120,0,33141,Keegan Bradley,.58,1,172,+1.00
120,0,52375,Doug Ghim,.58,1,172,E
120,0,37275,Sam Ryder,.58,1,172,+1.00
120,0,47128,Richy Werenski,.58,1,172,+1.00
124,0,35461,Beau Hossler,.57,1,176,-1.00
124,0,30944,Jason Kokrak,.57,1,176,+1.00
124,0,47483,Will Zalatoris,.57,1,174,E
127,0,30110,Kyle Stanley,.56,1,180,+1.00
127,0,25493,Nick Taylor,.56,1,180,E
129,0,34099,Harris English,.54,1,184,E
129,0,29535,Brice Garnett,.54,1,184,+1.00
129,0,32839,Hideki Matsuyama,.54,1,186,+1.00
129,0,33667,Carlos Ortiz,.54,1,184,-1.00
133,0,37455,Si Woo Kim,.53,1,188,+3.00
134,0,12716,Charley Hoffman,.51,1,198,+1.00
135,0,27644,Brian Harman,.50,1,200,E
136,0,26300,Matt Jones,.49,1,204,E
136,0,48822,Sebastián Muñoz,.49,1,204,+1.00
136,0,36699,Patrick Rodgers,.49,1,204,E
136,0,47347,Adam Schenk,.49,1,204,E
140,0,39971,Sungjae Im,.41,1,244,-1.00
141,0,34255,Joseph Bramlett,.00,0,156,E
141,0,29479,Scott Brown,.00,0,160,E
141,0,29268,Bronson Burgoon,.00,0,144,E
141,0,35450,Patrick Cantlay,.00,0,156,E
141,0,25364,Paul Casey,.00,0,144,E
141,0,52372,Cameron Champ,.00,0,150,E
141,0,20229,Stewart Cink,.00,0,180,E
141,0,45157,Cam Davis,.00,0,188,E
141,0,29970,Dylan Frittelli,.00,0,144,E
141,0,21209,Sergio Garcia,.00,0,148,E
141,0,32662,Michael Gligic,.00,0,160,E
141,0,28679,Fabián Gómez,.00,0,108,E
141,0,46402,Talor Gooch,.00,0,180,E
141,0,56762,Will Gordon,.00,0,176,E
141,0,35310,Lanto Griffin,.00,0,180,E
141,0,31646,Emiliano Grillo,.00,0,192,E
141,0,34563,Chesson Hadley,.00,0,144,E
141,0,33399,Adam Hadwin,.00,0,176,E
141,0,46550,Brandon Hagy,.00,0,148,E
141,0,32448,James Hahn,.00,0,140,E
141,0,31557,Jim Herman,.00,0,132,E
141,0,33597,Harry Higgs,.00,0,160,E
141,0,35532,Tom Hoge,.00,0,192,E
141,0,29420,Billy Horschel,.00,0,172,E
141,0,24024,Zach Johnson,.00,0,168,E
141,0,30926,Chris Kirk,.00,0,172,E
141,0,29478,Kevin Kisner,.00,0,156,E
141,0,33122,Russell Knox,.00,0,184,E
141,0,27936,Martin Laird,.00,0,160,E
141,0,24781,Hunter Mahan,.00,0,114,E
141,0,33413,Ben Martin,.00,0,100,E
141,0,47993,Denny McCarthy,.00,0,188,E
141,0,28237,Rory McIlroy,.00,0,148,E
141,0,46442,Maverick McNealy,.00,0,156,E
141,0,39546,Keith Mitchell,.00,0,168,E
141,0,50525,Collin Morikawa,.00,0,156,E
141,0,34213,Grayson Murray,.00,0,98,E
141,0,45486,Joaquin Niemann,.00,0,204,E
141,0,27349,Alex Noren,.00,0,164,E
141,0,30163,Henrik Norlander,.00,0,168,E
141,0,24140,Sean O'Hair,.00,0,102,E
141,0,26329,Louis Oosthuizen,.00,0,148,E
141,0,23320,Ryan Palmer,.00,0,148,E
141,0,28252,Seamus Power,.00,0,116,E
141,0,46970,Jon Rahm,.00,0,154,E
141,0,48081,Xander Schauffele,.00,0,152,E
141,0,39953,Chase Seiffert,.00,0,156,E
141,0,29221,Webb Simpson,.00,0,148,E
141,0,33486,Roger Sloan,.00,0,164,E
141,0,29518,Brendan Steele,.00,0,152,E
141,0,49960,Sepp Straka,.00,0,192,E
141,0,32333,Kevin Tway,.00,0,124,E
141,0,37189,Harold Varner III,.00,0,180,E
141,0,27064,Jhonattan Vegas,.00,0,176,E
141,0,32139,Danny Willett,.00,0,94,E
141,0,49964,Aaron Wise,.00,0,160,E
