RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
109,0,33413,Ben Martin,183.9,28141.7,153
111,0,32791,K.H. Lee,183.8,72062.6,392
112,0,24140,Sean O'Hair,183.7,40224.8,219
112,0,27214,Kevin Streelman,183.7,59887.4,326
112,0,48119,Ben Taylor,183.7,25166.1,137
115,0,31420,Anirban Lahiri,183.4,45124.3,246
115,0,24781,Hunter Mahan,183.4,33749.7,184
117,0,49960,Sepp Straka,183.3,55359.3,302
118,0,26329,Louis Oosthuizen,183.2,38472.5,210
119,0,29221,Webb Simpson,182.9,34754.8,190
120,0,49766,Hank Lebioda,182.8,44060.1,241
120,0,34466,Peter Malnati,182.8,52999.1,290
122,0,22371,Aaron Baddeley,182.7,25949.9,142
122,0,33404,Chris Baker,182.7,28316.1,155
124,0,39953,Chase Seiffert,182.6,46019.5,252
125,0,40098,Matt Fitzpatrick,182.4,38125.1,209
126,0,47993,Denny McCarthy,182.3,57240.1,314
126,0,34360,Patrick Reed,182.3,43924.7,241
126,0,25493,Nick Taylor,182.3,62514.9,343
129,0,35506,Mackenzie Hughes,182.2,48830.1,268
130,0,51894,Vince Whaley,181.9,41826.7,230
131,0,29420,Billy Horschel,181.5,43021.0,237
132,0,35230,Nelson Ledesma,180.9,28760.3,159
133,0,27974,Sung Kang,180.8,52073.4,288
134,0,35449,Adam Long,180.7,51143.1,283
135,0,47128,Richy Werenski,180.4,66026.0,366
136,0,37455,Si Woo Kim,180.1,62140.3,345
136,0,46441,Robby Shelton,180.1,51701.8,287
138,0,34098,Russell Henley,180.0,54361.4,302
138,0,29478,Kevin Kisner,180.0,44464.3,247
140,0,29479,Scott Brown,179.9,47313.1,263
140,0,20396,Lee Westwood,179.9,35435.1,197
142,0,39975,Michael Kim,179.8,37752.8,210
143,0,27330,Josh Teater,179.7,28574.5,159
144,0,30110,Kyle Stanley,179.3,56114.6,313
145,0,34076,Joel Dahmen,179.2,48573.3,271
146,0,35532,Tom Hoge,179.1,62137.7,347
147,0,23623,Bo Van Pelt,178.9,35965.4,201
148,0,26499,Rafa Cabrera Bello,178.8,39327.2,220
149,0,30926,Chris Kirk,178.4,59233.9,332
149,0,33122,Russell Knox,178.4,64041.7,359
149,0,25396,Kevin Na,178.4,52980.3,297
152,0,32618,Rhein Gibson,178.3,28531.3,160
153,0,29974,Branden Grace,178.0,92382.6,519
153,0,27770,Camilo Villegas,178.0,43799.7,246
155,0,46435,Austin Cook,177.9,64216.8,361
155,0,34256,Andrew Putnam,177.9,55865.3,314
157,0,25818,Scott Piercy,177.8,116807.5,657
158,0,23621,Rory Sabbatini,177.7,49745.8,280
159,0,39324,J.J. Spaun,177.6,39246.3,221
160,0,27644,Brian Harman,177.1,71547.0,404
161,0,52375,Doug Ghim,177.0,51502.3,291
161,0,27649,Brandt Snedeker,177.0,55398.6,313
163,0,23983,Luke Donald,176.8,33237.1,188
164,0,29908,C.T. Pan,176.6,51577.9,292
164,0,27556,Ted Potter Jr.,176.6,43800.7,248
166,0,24138,Ian Poulter,176.5,39886.2,226
167,0,25686,Jason Dufner,176.1,60746.1,345
167,0,45609,Tyler Duncan,176.1,54424.1,309
169,0,40026,Daniel Berger,175.9,45740.3,260
169,0,33490,Bo Hoag,175.9,56100.0,319
171,0,34174,John Huh,175.8,37624.6,214
172,0,33410,Andrew Landry,175.5,46158.3,263
173,0,49298,Kramer Hickok,175.4,45610.9,260
174,0,28775,Nate Lashley,175.3,43481.0,248
174,0,22056,Cameron Percy,175.3,51892.2,296
176,0,33120,Mark Anderson,175.2,28201.9,161
176,0,31557,Jim Herman,175.2,40643.6,232
178,0,32150,Michael Thompson,175.0,48641.0,278
179,0,45526,Abraham Ancer,174.9,57723.8,330
180,0,32816,Satoshi Kodaira,174.8,47201.5,270
181,0,36801,Mark Hubbard,174.6,68975.1,395
182,0,25900,Lucas Glover,174.2,52795.3,303
183,0,29535,Brice Garnett,173.4,50293.9,290
184,0,19846,Brian Gay,173.3,48696.3,281
185,0,24024,Zach Johnson,173.1,52617.6,304
186,0,23108,Matt Kuchar,172.7,31077.4,180
187,0,28679,Fabián Gómez,172.5,25528.4,148
188,0,23788,D.J. Trahan,171.6,33467.9,195
189,0,27942,Rob Oppenheim,169.7,44278.7,261
190,0,23325,Vaughn Taylor,167.7,44434.4,265
191,0,26476,Chez Reavie,167.4,51906.2,310
192,0,31560,Brian Stuard,165.7,64969.6,392
193,0,30927,Brendon Todd,165.6,41553.7,251
194,0,19803,Ryan Armour,165.1,50863.1,308
194,0,26758,David Hearn,165.1,37648.3,228
196,0,24357,K.J. Choi,160.9,65656.6,408
