RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,47959,Bryson DeChambeau,318.6,52568.4,165
2,0,28237,Rory McIlroy,311.7,67011.4,215
3,0,52372,Cameron Champ,310.0,57660.8,186
4,0,28420,Ryan Brehm,306.7,45092.0,147
5,0,56278,Matthew Wolff,303.1,44863.0,148
6,0,51766,Wyndham Clark,301.9,28680.6,95
7,0,46550,Brandon Hagy,300.1,69032.8,230
8,0,56762,Will Gordon,299.9,79466.2,265
8,0,30925,Dustin Johnson,299.9,61185.6,204
10,0,27064,Jhonattan Vegas,299.6,82103.0,274
11,0,34255,Joseph Bramlett,299.0,70270.4,235
12,0,30944,Jason Kokrak,298.5,84785.6,284
13,0,45157,Cam Davis,297.6,107717.1,362
14,0,31323,Gary Woodland,296.7,47466.6,160
15,0,21209,Sergio Garcia,296.5,81832.0,276
15,0,01810,Phil Mickelson,296.5,53954.7,182
17,0,35461,Beau Hossler,296.3,93915.3,317
17,0,35617,Martin Trainer,296.3,56293.3,190
19,0,47504,Sam Burns,296.2,89170.1,301
20,0,27129,Luke List,296.1,92664.8,313
21,0,40042,Tyler McCumber,295.8,62420.2,211
22,0,47483,Will Zalatoris,294.8,70466.2,239
23,0,32333,Kevin Tway,294.7,58933.1,200
24,0,39546,Keith Mitchell,294.5,74500.7,253
25,0,33948,Byeong Hun An,294.3,85352.1,290
26,0,20229,Stewart Cink,294.0,89665.6,305
27,0,35658,Kris Ventura,293.9,61415.8,209
28,0,46970,Jon Rahm,293.8,61113.9,208
29,0,36689,Brooks Koepka,293.6,50800.8,173
30,0,24502,Adam Scott,293.4,48696.8,166
31,0,29970,Dylan Frittelli,293.1,143626.0,490
32,0,27554,Scott Harrington,293.0,70612.3,241
33,0,28089,Jason Day,291.7,59500.4,204
34,0,33141,Keegan Bradley,291.6,85443.1,293
35,0,36699,Patrick Rodgers,291.5,92108.6,316
36,0,29725,Tony Finau,291.3,81843.6,281
37,0,12716,Charley Hoffman,290.8,81991.9,282
38,0,30911,Tommy Fleetwood,290.2,41503.2,143
39,0,32102,Rickie Fowler,289.9,72193.5,249
39,0,48887,Matt Wallace,289.9,35083.5,121
41,0,32070,Rafael Campos,289.6,48949.4,169
42,0,25804,Bubba Watson,289.5,50657.5,175
43,0,46717,Viktor Hovland,289.3,93457.9,323
44,0,33448,Justin Thomas,289.1,68223.4,236
45,0,48081,Xander Schauffele,289.0,54914.8,190
46,0,23320,Ryan Palmer,288.9,62108.2,215
47,0,34563,Chesson Hadley,288.8,65555.3,227
48,0,45486,Joaquin Niemann,288.7,92080.7,319
49,0,34314,Sebastian Cappelen,288.1,44655.9,155
50,0,26331,Charl Schwartzel,288.0,83811.7,291
51,0,34264,Hudson Swafford,287.9,71964.8,250
52,0,27141,J.B. Holmes,287.7,117949.2,410
52,0,32139,Danny Willett,287.7,29343.0,102
54,0,30692,Scott Stallings,287.6,69026.8,240
54,0,25632,Jimmy Walker,287.6,67003.1,233
56,0,46402,Talor Gooch,287.3,92810.9,323
57,0,29926,Danny Lee,287.2,57431.9,200
58,0,33667,Carlos Ortiz,287.0,96993.9,338
59,0,32662,Michael Gligic,286.9,78608.0,274
60,0,40006,Erik van Rooyen,286.7,72822.9,254
60,0,37189,Harold Varner III,286.7,98921.6,345
62,0,34213,Grayson Murray,286.6,40415.5,141
63,0,49960,Sepp Straka,286.4,86499.6,302
64,0,32839,Hideki Matsuyama,286.3,79864.5,279
65,0,29268,Bronson Burgoon,286.1,71812.8,251
65,0,35450,Patrick Cantlay,286.1,79246.8,277
65,0,32757,Patton Kizzire,286.1,106416.6,372
65,0,47347,Adam Schenk,286.1,95842.7,335
65,0,33486,Roger Sloan,286.1,166215.0,581
65,0,49964,Aaron Wise,286.1,80967.4,283
71,0,39977,Max Homa,286.0,72644.1,254
72,0,46046,Scottie Scheffler,285.5,92793.9,325
73,0,27095,Nick Watney,285.4,49950.1,175
74,0,35104,Tom Lewis,285.0,84926.9,298
74,0,24781,Hunter Mahan,285.0,52441.8,184
74,0,22405,Justin Rose,285.0,40759.7,143
77,0,31646,Emiliano Grillo,284.8,83460.3,293
78,0,32448,James Hahn,284.7,74602.6,262
78,0,33597,Harry Higgs,284.7,89969.6,316
80,0,33204,Shane Lowry,284.4,66258.5,233
81,0,24924,Bill Haas,284.1,42897.4,151
81,0,35891,Cameron Smith,284.1,71308.6,251
81,0,48119,Ben Taylor,284.1,38920.4,137
84,0,49771,J.T. Poston,283.9,89722.1,316
85,0,25364,Paul Casey,283.8,67535.9,238
86,0,36871,Matt NeSmith,283.6,73173.0,258
87,0,26300,Matt Jones,283.5,109432.4,386
87,0,24140,Sean O'Hair,283.5,62080.5,219
89,0,35310,Lanto Griffin,283.2,71374.4,252
90,0,31420,Anirban Lahiri,283.0,69334.1,245
90,0,29518,Brendan Steele,283.0,71593.1,253
90,0,33419,Cameron Tringale,283.0,81222.9,287
93,0,34363,Tyrrell Hatton,282.8,46667.2,165
94,0,27974,Sung Kang,282.5,80801.6,286
95,0,27349,Alex Noren,282.4,79358.6,281
96,0,39971,Sungjae Im,282.2,129244.8,458
97,0,37275,Sam Ryder,281.9,71308.6,253
98,0,34046,Jordan Spieth,281.8,85111.7,302
99,0,46442,Maverick McNealy,281.7,86486.4,307
99,0,50525,Collin Morikawa,281.7,62260.0,221
101,0,27936,Martin Laird,281.6,69830.1,248
102,0,29221,Webb Simpson,281.5,53491.8,190
102,0,32254,Xinjun Zhang,281.5,54329.6,193
104,0,26851,Marc Leishman,281.3,56828.8,202
105,0,39975,Michael Kim,281.0,59002.7,210
105,0,47993,Denny McCarthy,281.0,88229.4,314
107,0,27214,Kevin Streelman,280.6,91469.2,326
108,0,35506,Mackenzie Hughes,280.4,75150.6,268
108,0,47128,Richy Werenski,280.4,102633.1,366
110,0,32791,K.H. Lee,280.2,109553.3,391
110,0,26329,Louis Oosthuizen,280.2,58852.4,210
112,0,34099,Harris English,280.1,68613.5,245
113,0,32640,Troy Merritt,279.9,85658.5,306
113,0,53165,Doc Redman,279.9,81460.8,291
115,0,33399,Adam Hadwin,279.6,83599.1,299
116,0,48822,Sebastián Muñoz,279.4,90517.3,324
116,0,24361,Pat Perez,279.4,82970.0,297
116,0,51894,Vince Whaley,279.4,64264.3,230
119,0,21961,Charles Howell III,279.3,55866.5,200
120,0,33404,Chris Baker,279.2,43272.2,155
121,0,34466,Peter Malnati,279.1,80394.4,288
121,0,25493,Nick Taylor,279.1,95748.2,343
123,0,23623,Bo Van Pelt,278.9,56051.9,201
124,0,28252,Seamus Power,278.7,55189.5,198
125,0,49766,Hank Lebioda,278.6,67151.4,241
126,0,35449,Adam Long,278.5,78822.6,283
127,0,30163,Henrik Norlander,278.2,86805.9,312
128,0,33413,Ben Martin,278.0,42529.6,153
128,0,46441,Robby Shelton,278.0,79794.6,287
130,0,39997,Corey Conners,277.7,98862.0,356
130,0,32618,Rhein Gibson,277.7,44433.4,160
132,0,27330,Josh Teater,277.4,44103.9,159
133,0,25818,Scott Piercy,277.2,172434.6,622
134,0,29479,Scott Brown,277.1,72880.3,263
135,0,46435,Austin Cook,276.8,99942.7,361
135,0,34174,John Huh,276.8,59244.9,214
135,0,35230,Nelson Ledesma,276.8,44012.5,159
138,0,29420,Billy Horschel,276.5,65521.8,237
139,0,48045,Michael Gellerman,276.4,37586.2,136
140,0,39953,Chase Seiffert,276.2,69604.0,252
141,0,34360,Patrick Reed,275.9,66501.1,241
141,0,39324,J.J. Spaun,275.9,60980.8,221
143,0,29908,C.T. Pan,275.8,80535.3,292
144,0,30110,Kyle Stanley,275.6,86001.6,312
145,0,30926,Chris Kirk,275.5,91467.8,332
146,0,22371,Aaron Baddeley,275.4,39105.3,142
146,0,34431,Robert Streb,275.4,83156.9,302
148,0,33120,Mark Anderson,275.3,44321.4,161
149,0,29478,Kevin Kisner,275.2,67963.9,247
150,0,34076,Joel Dahmen,275.0,74530.5,271
151,0,52375,Doug Ghim,274.8,79970.2,291
152,0,34098,Russell Henley,274.7,82967.3,302
152,0,22056,Cameron Percy,274.7,81303.4,296
154,0,26499,Rafa Cabrera Bello,274.6,60418.4,220
154,0,40098,Matt Fitzpatrick,274.6,57393.9,209
156,0,27770,Camilo Villegas,274.5,67515.1,246
157,0,27644,Brian Harman,274.4,110577.1,403
158,0,35532,Tom Hoge,274.1,95128.4,347
159,0,28775,Nate Lashley,273.0,67434.0,247
159,0,23621,Rory Sabbatini,273.0,76180.3,279
159,0,20396,Lee Westwood,273.0,53777.7,197
162,0,23788,D.J. Trahan,272.7,53181.3,195
