RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
51,0,06621,Joe Durant,.296,16.846,57
52,0,28620,Aron Price,.291,18.033,62
53,0,30925,Dustin Johnson,.288,18.120,63
54,0,20160,Charlie Wi,.280,24.891,89
55,0,28237,Rory McIlroy,.271,10.836,40
56,0,20436,Garrett Willis,.261,18.557,71
57,0,23623,Bo Van Pelt,.260,22.641,87
58,0,08075,Jerry Kelly,.246,20.185,82
59,0,06643,Paul Goydos,.244,16.121,66
60,0,23800,Bryce Molder,.235,17.137,73
61,0,23613,Rich Barcelo,.228,13.242,58
62,0,01941,Tom Pernice Jr.,.225,13.070,58
63,0,24024,Zach Johnson,.221,16.591,75
64,0,01116,Michael Bradley,.219,14.877,68
65,0,25190,Jeff Quinney,.207,16.594,80
66,0,09011,David Duval,.202,11.296,56
67,0,21209,Sergio Garcia,.199,7.157,36
68,0,24140,Sean O'Hair,.198,12.899,65
69,0,06251,Chris DiMarco,.196,15.289,78
70,0,01577,Lee Janzen,.192,13.434,70
71,0,25240,D.A. Points,.191,15.088,79
72,0,20157,Retief Goosen,.185,9.788,53
73,0,06515,Shaun Micheel,.182,9.624,53
74,0,27302,Garth Mulroy,.178,7.462,42
75,0,24912,Will MacKenzie,.177,12.056,68
76,0,25686,Jason Dufner,.176,12.171,69
77,0,24490,George McNeill,.175,12.232,70
78,0,22405,Justin Rose,.168,11.734,70
79,0,19846,Brian Gay,.159,13.004,82
80,0,12602,Dean Wilson,.158,7.436,47
81,0,01945,Kenny Perry,.151,8.461,56
82,0,01320,Bob Estes,.143,10.144,71
82,0,27936,Martin Laird,.143,11.294,79
84,0,25804,Bubba Watson,.140,9.376,67
85,0,25900,Lucas Glover,.138,8.122,59
86,0,02206,David Toms,.122,8.507,70
87,0,26679,Kevin Stadler,.120,8.613,72
88,0,27436,Graham DeLaet,.111,8.450,76
89,0,23322,Brett Wetterich,.106,5.594,53
90,0,22946,Henrik Bjornstad,.096,5.671,59
91,0,21753,Brian Davis,.089,7.887,89
92,0,27649,Brandt Snedeker,.088,6.606,75
93,0,23673,Michael Connell,.081,6.266,77
93,0,28780,Nicholas Thompson,.081,6.208,77
95,0,20098,Stuart Appleby,.077,6.736,88
95,0,27963,Chris Stroud,.077,5.564,72
97,0,24781,Hunter Mahan,.069,4.638,67
98,0,28475,Jeff Overton,.064,4.556,71
99,0,20593,Greg Chalmers,.060,5.260,87
100,0,26301,James Nitties,.058,4.690,81
100,0,26289,Boo Weekley,.058,4.290,74
102,0,06004,Stephen Ames,.054,3.754,69
102,0,22621,Ben Curtis,.054,3.550,66
102,0,28089,Jason Day,.054,3.848,71
102,0,06595,Kevin Sutherland,.054,4.231,78
106,0,07867,Woody Austin,.048,4.006,83
107,0,24925,Jonathan Byrd,.046,3.793,82
107,0,21961,Charles Howell III,.046,4.177,90
109,0,27120,Troy Matteson,.042,3.275,78
109,0,08385,Omar Uresti,.042,2.543,61
111,0,01948,Tim Petrovic,.031,2.914,94
112,0,10425,Jay Williamson,.028,1.726,61
113,0,27141,J.B. Holmes,.026,2.322,88
113,0,26596,Ryan Moore,.026,1.578,61
115,0,24358,Robert Garrigus,.025,1.516,61
116,0,27933,John Merrick,.010,.927,92
116,0,23320,Ryan Palmer,.010,.708,71
118,0,26420,Richard Johnson,.006,.446,73
119,0,22378,Trevor Immelman,.005,.206,43
120,0,24361,Pat Perez,-.001,-.059,83
121,0,28158,Steve Marino,-.016,-1.009,63
122,0,12652,Cameron Beckman,-.020,-1.170,59
123,0,20848,Ángel Cabrera,-.027,-1.394,51
124,0,20105,Jeff Gove,-.045,-1.960,44
125,0,29221,Webb Simpson,-.046,-4.189,92
126,0,33419,Cameron Tringale,-.055,-2.480,45
127,0,01724,Jeff Maggert,-.060,-3.801,63
128,0,25818,Scott Piercy,-.065,-5.268,81
129,0,20663,Brenden Pappas,-.074,-4.058,55
129,0,22913,John Rollins,-.074,-5.574,75
131,0,12755,Vance Veazey,-.084,-4.036,48
132,0,26287,Roland Thatcher,-.095,-6.434,68
133,0,25562,Andres Romero,-.101,-7.283,72
134,0,20691,Greg Owen,-.103,-6.404,62
135,0,29285,Brent Delahoussaye,-.114,-5.348,47
136,0,25720,Chad Collins,-.116,-8.728,75
137,0,26695,Michael Letzig,-.121,-9.673,80
138,0,20686,Jeev Milkha Singh,-.139,-7.205,52
139,0,27330,Josh Teater,-.142,-13.074,92
140,0,25345,Carl Pettersson,-.152,-12.629,83
141,0,20574,Mathew Goggin,-.177,-13.435,76
141,0,20127,Chris Riley,-.177,-11.146,63
143,0,23353,J.J. Henry,-.190,-15.032,79
143,0,21949,Joe Ogilvie,-.190,-16.350,86
145,0,01313,Steve Elkington,-.191,-11.274,59
146,0,23718,Nathan Green,-.192,-15.571,81
147,0,21350,Ryuji Imada,-.207,-17.369,84
148,0,12782,Tim Herron,-.211,-14.569,69
149,0,23621,Rory Sabbatini,-.218,-14.618,67
150,0,26300,Matt Jones,-.219,-17.519,80
151,0,23307,Roger Tambellini,-.235,-14.598,62
152,0,20378,Mathias Grönberg,-.236,-11.791,50
152,0,27214,Kevin Streelman,-.236,-18.881,80
154,0,26882,Michael Sim,-.237,-12.567,53
155,0,11123,Chris Couch,-.242,-14.274,59
156,0,24663,Y.E. Yang,-.252,-14.600,58
157,0,23409,James Driscoll,-.260,-19.245,74
158,0,23548,Bill Lunde,-.263,-17.630,67
159,0,28307,Matt Every,-.292,-14.899,51
159,0,21878,Mark Wilson,-.292,-23.044,79
161,0,08725,Tom Gillis,-.297,-26.690,90
162,0,30946,Alex Prugh,-.304,-24.348,80
163,0,01707,Steve Lowery,-.310,-17.333,56
164,0,27060,John Mallinger,-.323,-21.011,65
165,0,27797,Derek Lamely,-.332,-21.237,64
166,0,20572,Rod Pampling,-.356,-24.896,70
167,0,01249,John Daly,-.374,-17.566,47
168,0,08537,J.P. Hayes,-.400,-27.179,68
169,0,21959,Ted Purdy,-.405,-30.340,75
170,0,27613,David Lutterus,-.439,-24.564,56
171,0,26881,Jarrod Lyle,-.441,-20.289,46
172,0,32640,Troy Merritt,-.450,-34.678,77
173,0,07363,Craig Bowden,-.458,-22.005,48
174,0,24227,Justin Bolli,-.463,-19.436,42
175,0,07457,Steve Flesch,-.493,-32.034,65
176,0,12714,Chris Tidland,-.508,-34.547,68
177,0,10585,Scott McCarron,-.529,-43.880,83
178,0,22122,Andrew McLardy,-.536,-23.585,44
179,0,28500,Martin Flores,-.553,-35.393,64
180,0,06012,Greg Kraft,-.572,-22.319,39
181,0,01329,Brad Faxon,-.622,-29.869,48
182,0,26392,Chris Wilson,-.629,-32.688,52
183,0,25892,Steve Wheatcroft,-.650,-37.689,58
184,0,01619,Skip Kendall,-.651,-31.895,49
185,0,24138,Ian Poulter,-.655,-22.262,34
186,0,29910,Blake Adams,-.726,-54.425,75
187,0,31560,Brian Stuard,-.770,-54.704,71
188,0,22371,Aaron Baddeley,-.797,-70.141,88
189,0,20070,Matt Bettencourt,-.831,-58.160,70
190,0,06514,Kevin Johnson,-.895,-43.863,49
191,0,20850,Daniel Chopra,-1.070,-71.659,67
192,0,32617,Jerod Turner,-1.179,-47.168,40
