RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,47959,Bryson DeChambeau,79.31,138,36
2,0,45157,Cam Davis,78.26,108,30
3,0,30911,Tommy Fleetwood,77.14,54,16
4,1,25364,Paul Casey,75.41,92,30
5,1,56278,Matthew Wolff,75.26,143,47
6,1,28237,Rory McIlroy,75.00,105,35
6,-2,46970,Jon Rahm,75.00,123,41
8,0,34213,Grayson Murray,74.47,70,24
9,0,21209,Sergio Garcia,73.81,62,22
10,0,52372,Cameron Champ,73.74,146,52
11,0,33448,Justin Thomas,72.89,121,45
12,3,40026,Daniel Berger,72.37,110,42
13,-1,49964,Aaron Wise,72.00,72,28
13,-1,31323,Gary Woodland,72.00,108,42
15,-1,35658,Kris Ventura,71.59,63,25
16,0,27129,Luke List,71.43,130,52
17,2,46717,Viktor Hovland,70.37,114,48
18,0,35450,Patrick Cantlay,70.15,94,40
19,1,27064,Jhonattan Vegas,70.00,77,33
20,1,29725,Tony Finau,69.41,118,52
21,-4,48081,Xander Schauffele,69.32,122,54
22,5,30925,Dustin Johnson,69.29,88,39
23,0,29221,Webb Simpson,68.66,92,42
24,-2,47504,Sam Burns,68.60,118,54
25,-1,39546,Keith Mitchell,68.24,101,47
26,-1,25900,Lucas Glover,67.31,105,51
27,-1,25804,Bubba Watson,67.28,109,53
28,0,51766,Wyndham Clark,67.14,94,46
29,0,24502,Adam Scott,67.05,59,29
30,0,39997,Corey Conners,67.03,122,60
31,0,26300,Matt Jones,66.85,119,59
32,0,56762,Will Gordon,66.67,40,20
32,0,32139,Danny Willett,66.67,64,32
34,0,29926,Danny Lee,65.58,101,53
35,1,32839,Hideki Matsuyama,65.38,119,63
36,-1,22405,Justin Rose,65.22,60,32
37,11,39971,Sungjae Im,65.04,147,79
38,-1,37275,Sam Ryder,64.88,109,59
39,-1,36689,Brooks Koepka,64.81,70,38
40,-1,28420,Ryan Brehm,64.71,66,36
40,-1,27554,Scott Harrington,64.71,110,60
42,-1,32791,K.H. Lee,64.63,106,58
43,-1,23788,D.J. Trahan,64.58,62,34
44,0,37189,Harold Varner III,64.46,107,59
45,1,40042,Tyler McCumber,64.41,76,42
45,-2,48822,Sebastián Muñoz,64.41,152,84
47,0,33667,Carlos Ortiz,64.36,130,72
48,8,50525,Collin Morikawa,64.29,135,75
49,0,27974,Sung Kang,64.13,118,66
50,0,30944,Jason Kokrak,64.08,91,51
51,0,34360,Patrick Reed,63.98,119,67
52,0,46441,Robby Shelton,63.95,110,62
53,0,46550,Brandon Hagy,63.89,69,39
54,0,29970,Dylan Frittelli,63.73,130,74
55,5,23320,Ryan Palmer,63.58,103,59
56,-1,37455,Si Woo Kim,63.44,118,68
57,-12,34099,Harris English,63.37,128,74
58,-1,48887,Matt Wallace,63.33,76,44
59,-1,28307,Matt Every,63.28,81,47
60,-1,36699,Patrick Rodgers,63.25,148,86
61,0,01810,Phil Mickelson,62.93,73,43
62,5,45526,Abraham Ancer,62.50,95,57
62,0,31420,Anirban Lahiri,62.50,45,27
64,-1,46402,Talor Gooch,62.27,137,83
65,-1,33449,Zack Sucher,62.20,51,31
66,-1,49960,Sepp Straka,62.11,118,72
67,-1,27349,Alex Noren,61.90,78,48
68,0,33948,Byeong Hun An,61.76,105,65
68,2,46046,Scottie Scheffler,61.76,126,78
70,2,39977,Max Homa,61.67,111,69
71,2,21961,Charles Howell III,61.49,91,57
72,2,49766,Hank Lebioda,61.48,75,47
73,2,35617,Martin Trainer,61.29,76,48
74,-6,45486,Joaquin Niemann,61.24,109,69
75,1,32102,Rickie Fowler,61.19,82,52
76,1,30692,Scott Stallings,61.11,99,63
77,1,12716,Charley Hoffman,61.04,94,60
78,1,28089,Jason Day,61.02,72,46
79,15,35310,Lanto Griffin,60.98,150,96
80,0,33204,Shane Lowry,60.87,56,36
81,0,36871,Matthew NeSmith,60.76,96,62
82,0,34563,Chesson Hadley,60.71,85,55
82,0,51894,Vince Whaley,60.71,51,33
84,2,33597,Harry Higgs,60.68,125,81
85,2,34046,Jordan Spieth,60.61,80,52
86,2,27095,Nick Watney,60.55,66,43
87,2,25818,Scott Piercy,60.27,88,58
88,2,33419,Cameron Tringale,60.00,102,68
89,2,35461,Beau Hossler,59.87,91,61
90,2,33404,Chris Baker,59.80,61,41
91,26,34363,Tyrrell Hatton,59.38,57,39
92,7,29420,Billy Horschel,59.26,96,66
93,2,49771,J.T. Poston,59.09,104,72
94,2,36801,Mark Hubbard,59.05,124,86
95,2,47347,Adam Schenk,59.04,98,68
96,4,29478,Kevin Kisner,58.55,89,63
97,1,29974,Branden Grace,58.51,55,39
98,2,32662,Michael Gligic,58.33,63,45
99,3,33141,Keegan Bradley,58.24,99,71
99,3,46442,Maverick McNealy,58.24,106,76
101,3,47993,Denny McCarthy,57.73,112,82
102,3,32366,Kevin Chappell,57.69,60,44
103,3,33410,Andrew Landry,57.50,92,68
103,3,29518,Brendan Steele,57.50,92,68
105,3,32254,Xinjun Zhang,57.29,110,82
106,3,31646,Emiliano Grillo,56.94,82,62
107,3,34076,Joel Dahmen,56.50,100,77
108,3,26596,Ryan Moore,56.48,61,47
108,3,32333,Kevin Tway,56.48,61,47
110,3,29268,Bronson Burgoon,56.43,79,61
111,3,35230,Nelson Ledesma,56.41,44,34
112,3,30163,Henrik Norlander,56.32,98,76
113,3,39324,J.J. Spaun,55.77,87,69
114,4,35732,Wes Roach,55.56,40,32
115,4,29479,Scott Brown,55.48,81,65
115,4,27649,Brandt Snedeker,55.48,81,65
117,4,32757,Patton Kizzire,55.30,73,59
118,4,34255,Joseph Bramlett,55.17,64,52
119,4,49298,Kramer Hickok,55.00,55,45
120,4,23621,Rory Sabbatini,54.86,79,65
121,12,35891,Cameron Smith,54.79,80,66
122,3,32640,Troy Merritt,54.76,92,76
123,3,25493,Nick Taylor,54.67,82,68
124,3,40098,Matt Fitzpatrick,54.62,71,59
125,3,27214,Kevin Streelman,54.17,91,77
125,3,47128,Richy Werenski,54.17,78,66
127,7,26851,Marc Leishman,54.05,80,68
128,2,30110,Kyle Stanley,53.85,70,60
129,2,26499,Rafa Cabrera Bello,53.77,57,49
130,2,33399,Adam Hadwin,53.75,86,74
131,4,46435,Austin Cook,53.47,77,67
131,4,33122,Russell Knox,53.47,77,67
133,4,35532,Tom Hoge,53.09,103,91
134,4,23623,Bo Van Pelt,53.06,52,46
135,4,33413,Ben Martin,52.94,36,32
136,4,24924,Bill Haas,52.78,57,51
137,4,33486,Roger Sloan,52.63,60,54
138,4,32150,Michael Thompson,52.50,84,76
139,4,35506,Mackenzie Hughes,52.35,89,81
140,4,29908,C.T. Pan,52.34,67,61
141,4,29484,Peter Uihlein,52.13,49,45
142,4,27644,Brian Harman,52.06,101,93
143,4,22056,Cameron Percy,52.00,52,48
143,4,34431,Robert Streb,52.00,52,48
145,4,24138,Ian Poulter,51.92,54,50
146,4,53165,Doc Redman,51.90,109,101
147,4,34314,Sebastian Cappelen,51.75,59,55
148,4,39953,Chase Seiffert,51.72,60,56
149,4,29535,Brice Garnett,51.52,68,64
150,4,45609,Tyler Duncan,51.47,105,99
151,6,25396,Kevin Na,51.16,88,84
152,3,23108,Matt Kuchar,50.68,74,72
153,3,33490,Bo Hoag,50.66,77,75
154,4,19803,Ryan Armour,50.00,66,66
154,4,22371,Aaron Baddeley,50.00,61,61
154,4,32448,James Hahn,50.00,43,43
