RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
154,4,26329,Louis Oosthuizen,50.00,53,53
158,4,24361,Pat Perez,49.61,63,64
159,4,35449,Adam Long,49.51,102,104
160,4,24024,Zach Johnson,49.34,75,77
161,4,28775,Nate Lashley,49.23,64,66
162,4,25572,Graeme McDowell,49.11,55,57
163,4,27963,Chris Stroud,48.74,58,61
164,4,27942,Rob Oppenheim,48.55,67,71
165,4,28679,Fabián Gómez,48.33,58,62
166,4,34021,Bud Cauley,48.26,83,89
167,4,34098,Russell Henley,48.13,77,83
168,4,27936,Martin Laird,47.87,45,49
169,4,32618,Rhein Gibson,47.22,51,57
170,4,28252,Seamus Power,47.06,32,36
171,4,52375,Doug Ghim,46.15,36,42
172,4,25632,Jimmy Walker,46.09,59,69
173,4,20229,Stewart Cink,46.00,69,81
174,4,33120,Mark Anderson,45.54,51,61
175,4,31557,Jim Herman,45.39,69,83
176,4,40009,Dominic Bozzelli,45.24,38,46
177,4,27330,Josh Teater,45.12,37,45
178,4,48045,Michael Gellerman,44.90,44,54
179,5,25686,Jason Dufner,44.71,76,94
180,5,34466,Peter Malnati,43.84,64,82
181,6,27556,Ted Potter Jr.,43.14,44,58
182,13,30927,Brendon Todd,43.12,94,124
183,5,26476,Chez Reavie,43.02,74,98
184,5,10809,Jim Furyk,42.16,43,59
185,7,34256,Andrew Putnam,42.00,42,58
186,7,26758,David Hearn,41.82,46,64
187,7,23325,Vaughn Taylor,41.79,56,78
188,8,31560,Brian Stuard,40.86,76,110
189,8,25349,Tim Wilkinson,40.43,38,56
190,8,21407,Arjun Atwal,40.32,25,37
191,8,48119,Ben Taylor,38.04,35,57
192,8,19846,Brian Gay,37.20,61,103
193,8,40058,Zac Blair,33.95,55,107
