RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
149,0,22621,Ben Curtis,71.60,1790,25
149,0,02223,Bob Tway,71.60,3079,43
152,0,01707,Steve Lowery,71.61,3151,44
152,0,20628,Arron Oberholser,71.61,2721,38
154,0,08123,Jeff Brehaut,71.62,3939,55
154,0,01249,John Daly,71.62,2650,37
156,0,24290,D.J. Brigman,71.63,2937,41
157,0,01024,Billy Andrade,71.64,4370,61
158,0,20378,Mathias Grönberg,71.66,3583,50
159,0,23621,Rory Sabbatini,71.67,3010,42
160,0,01219,John Cook,71.69,1864,26
161,0,20094,Jonathan Kaye,71.73,2869,40
162,0,25686,Jason Dufner,71.75,2870,40
163,0,20472,Alex Cejka,71.77,2512,35
164,0,20580,Andre Stolz,71.82,2011,28
165,0,08537,J.P. Hayes,71.84,3161,44
166,0,07363,Craig Bowden,71.86,3018,42
166,0,26287,Roland Thatcher,71.86,2515,35
168,0,02099,Scott Simpson,71.89,2013,28
169,0,01887,Mark O'Meara,71.90,2157,30
170,0,06078,Esteban Toledo,71.92,3452,48
171,0,20585,Niclas Fasth,71.94,2518,35
171,0,06613,Tommy Tolles,71.94,2446,34
173,0,01553,John Huston,71.96,1871,26
174,0,21893,Brian Kortan,71.97,2447,34
175,0,19881,Robert Damron,72.00,3528,49
176,0,01766,Billy Mayfair,72.08,4325,60
176,0,01771,Blaine McCallister,72.08,2667,37
178,0,02245,Grant Waite,72.10,2812,39
179,0,12705,Cliff Kresge,72.20,3321,46
180,0,12753,David Morland IV,72.25,2601,36
181,0,23614,Rich Beem,72.28,2891,40
182,0,01132,Mark Brooks,72.30,2675,37
183,0,08337,Mike Heinen,72.35,2243,31
184,0,22371,Aaron Baddeley,72.40,3403,47
185,0,20104,Ken Duke,72.41,3548,49
186,0,23063,Scott Hend,72.54,2974,41
187,0,01761,Len Mattiace,72.56,2975,41
188,0,02049,Gene Sauers,72.70,3199,44
189,0,08881,Tripp Isenhour,72.79,2111,29
190,0,01920,Craig Parry,72.80,1820,25
191,0,25237,Kevin Muncrief,72.96,2043,28
192,0,12682,Hirofumi Miyase,73.00,2409,33
193,0,06214,Guy Boros,73.08,2631,36
194,0,10213,Dicky Pride,73.30,2712,37
195,0,11123,Chris Couch,73.97,2145,29
196,0,23338,David Gossett,75.17,2180,29
