RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,06567,Vijay Singh,68.95,2758,40
2,0,08793,Tiger Woods,69.23,1800,26
3,0,20157,Retief Goosen,69.25,1385,20
4,0,02010,Loren Roberts,69.58,2505,36
5,0,19825,Darren Clarke,69.62,1462,21
6,0,01810,Phil Mickelson,69.67,1881,27
7,0,06004,Stephen Ames,69.83,2793,40
8,0,06522,Ernie Els,69.84,1327,19
9,0,02239,Scott Verplank,69.85,2724,39
10,0,01457,Jay Haas,69.94,2448,35
11,0,19846,Brian Gay,69.95,3078,44
12,0,02246,Duffy Waldorf,70.03,2241,32
13,0,02104,Jeff Sluman,70.09,3224,46
14,0,01677,Tom Lehman,70.11,2454,35
15,0,12680,Shigeki Maruyama,70.13,3156,45
16,0,12660,Jesper Parnevik,70.14,2595,37
16,0,01928,Corey Pavin,70.14,2455,35
18,0,20229,Stewart Cink,70.17,2877,41
19,0,12652,Cameron Beckman,70.18,3088,44
19,0,25345,Carl Pettersson,70.18,3439,49
21,0,20572,Rod Pampling,70.19,3369,48
22,0,10423,Mike Weir,70.20,2106,30
23,0,23623,Bo Van Pelt,70.22,3581,51
24,0,22405,Justin Rose,70.23,2809,40
25,0,20029,Notah Begay III,70.24,2599,37
26,0,01139,Olin Browne,70.26,3232,46
27,0,21959,Ted Purdy,70.28,3795,54
28,0,21209,Sergio Garcia,70.30,1617,23
29,0,01577,Lee Janzen,70.32,2602,37
30,0,21878,Mark Wilson,70.35,2603,37
31,0,06575,Dudley Hart,70.37,2111,30
32,0,02214,Kirk Triplett,70.38,2252,32
33,0,06251,Chris DiMarco,70.39,3449,49
34,0,25396,Kevin Na,70.40,3027,43
35,0,07223,Brian Bateman,70.45,2818,40
35,0,24502,Adam Scott,70.45,1550,22
37,0,06621,Joe Durant,70.47,3171,45
37,0,20127,Chris Riley,70.47,2396,34
39,0,02206,David Toms,70.49,2608,37
40,0,08075,Jerry Kelly,70.50,3384,48
40,0,06515,Shaun Micheel,70.50,3525,50
42,0,21805,Harrison Frazar,70.51,2750,39
43,0,12782,Tim Herron,70.55,2822,40
44,0,23983,Luke Donald,70.58,2188,31
45,0,24024,Zach Johnson,70.60,3177,45
46,0,10860,Justin Leonard,70.62,2966,42
47,0,21731,Freddie Jacobson,70.63,2472,35
47,0,06527,Steve Stricker,70.63,2896,41
49,0,20498,Briny Baird,70.65,3462,49
50,0,07457,Steve Flesch,70.68,3534,50
51,0,19824,Craig Barlow,70.70,2616,37
51,0,01527,Scott Hoch,70.70,1626,23
53,0,21961,Charles Howell III,70.72,3253,46
54,0,20098,Stuart Appleby,70.73,2617,37
55,0,20850,Daniel Chopra,70.74,3537,50
55,0,01706,Davis Love III,70.74,2193,31
55,0,22046,Geoff Ogilvy,70.74,2759,39
58,0,21949,Joe Ogilvie,70.75,3608,51
58,0,10107,Deane Pappas,70.75,2264,32
60,0,01938,David Peoples,70.78,2831,40
61,0,24357,K.J. Choi,70.80,2903,41
61,0,10585,Scott McCarron,70.80,2832,40
61,0,20645,John Senden,70.80,3611,51
61,0,02101,Joey Sindelar,70.80,3469,49
65,0,23497,Tag Ridings,70.81,1912,27
66,0,01941,Tom Pernice Jr.,70.82,3470,49
67,0,07749,Brett Quigley,70.83,3329,47
68,0,01142,Bart Bryant,70.84,2621,37
68,0,24925,Jonathan Byrd,70.84,2621,37
70,0,23325,Vaughn Taylor,70.86,2622,37
71,0,01203,Russ Cochran,70.88,2410,34
71,0,12602,Dean Wilson,70.88,3615,51
73,0,01157,Tom Byrum,70.89,3261,46
73,0,01226,Fred Couples,70.89,1347,19
75,0,19972,José Coceres,70.90,2127,30
76,0,01948,Tim Petrovic,70.94,3760,53
77,0,12823,Carlos Franco,70.95,3902,55
78,0,01381,Fred Funk,70.96,3406,48
79,0,24507,Jason Bohn,70.98,3833,54
80,0,01127,Danny Briggs,71.00,3195,45
80,0,01329,Brad Faxon,71.00,3337,47
80,0,10425,Jay Williamson,71.00,3763,53
83,0,10733,Kent Jones,71.02,3906,55
84,0,01042,Paul Azinger,71.05,2629,37
84,0,01320,Bob Estes,71.05,2913,41
86,0,01388,Robert Gamez,71.06,3553,50
86,0,02106,Chris Smith,71.06,3695,52
88,0,20593,Greg Chalmers,71.08,2559,36
88,0,23353,J.J. Henry,71.08,3625,51
90,0,23541,Ben Crane,71.09,3270,46
91,0,01619,Skip Kendall,71.10,3555,50
92,0,23320,Ryan Palmer,71.11,3342,47
92,0,08385,Omar Uresti,71.11,3342,47
94,0,21633,Steve Allan,71.12,3627,51
94,0,22293,Heath Slocum,71.12,3556,50
96,0,12510,Chad Campbell,71.13,3414,48
97,0,20433,Mark Hensby,71.14,2988,42
98,0,23135,Tim Clark,71.15,2775,39
98,0,01945,Kenny Perry,71.15,2419,34
100,0,10201,Matt Gogel,71.16,2704,38
101,0,20663,Brenden Pappas,71.17,4270,60
102,0,08931,Glen Day,71.18,4057,57
102,0,20121,Todd Fischer,71.18,3986,56
102,0,01685,J.L. Lewis,71.18,3915,55
102,0,24361,Pat Perez,71.18,3915,55
106,0,06197,Michael Allen,71.19,3346,47
106,0,10885,Robert Allenby,71.19,3417,48
108,0,22913,John Rollins,71.22,3205,45
109,0,02002,John Riegger,71.23,1852,26
110,0,08835,Kris Cox,71.24,2422,34
111,0,01724,Jeff Maggert,71.25,1995,28
112,0,01035,Tommy Armour III,71.27,3207,45
112,0,24781,Hunter Mahan,71.27,3492,49
114,0,26420,Richard Johnson,71.28,3849,54
115,0,22548,Patrick Sheehan,71.29,4206,59
116,0,01161,Mark Calcavecchia,71.31,2781,39
116,0,01261,Jay Delsing,71.31,2567,36
116,0,10912,Craig Perks,71.31,2781,39
119,0,01378,David Frost,71.32,3138,44
120,0,12760,Danny Ellis,71.33,2853,40
120,0,01473,Todd Hamilton,71.33,3281,46
120,0,23552,Hank Kuehne,71.33,3067,43
123,0,08339,Spike McRoy,71.34,3567,50
124,0,12645,Brent Geiberger,71.35,3282,46
124,0,20382,Stephen Leaney,71.35,2854,40
126,0,25900,Lucas Glover,71.36,3568,50
126,0,01968,Nick Price,71.36,1784,25
128,0,01313,Steve Elkington,71.38,2284,32
128,0,06595,Kevin Sutherland,71.38,3212,45
130,0,21646,David Branshaw,71.43,3286,46
130,0,20548,Hidemichi Tanaka,71.43,3500,49
132,0,01926,Steve Pate,71.44,2786,39
133,0,07867,Woody Austin,71.45,3644,51
134,0,21407,Arjun Atwal,71.47,3216,45
135,0,06332,Neal Lancaster,71.48,3860,54
135,0,11032,Frank Lickliter II,71.48,2859,40
137,0,23108,Matt Kuchar,71.50,3003,42
137,0,01797,Rocco Mediate,71.50,2002,28
139,0,12394,Tom Carter,71.51,4505,63
139,0,07939,Dan Olsen,71.51,2932,41
139,0,23307,Roger Tambellini,71.51,2789,39
142,0,01666,Bernhard Langer,71.52,2217,31
143,0,06809,Bob Burns,71.53,3362,47
144,0,06373,José María Olazábal,71.54,1717,24
145,0,01361,Dan Forsman,71.55,2862,40
146,0,07721,Pat Bates,71.58,3722,52
147,0,20634,Peter Lonard,71.59,2434,34
147,0,01927,Dennis Paulson,71.59,2291,32
149,0,23613,Rich Barcelo,71.60,2506,35
