RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
64,0,06004,Stephen Ames,4787,0,3,25787
65,0,01797,Rocco Mediate,4767,0,3,25807
66,0,20634,Peter Lonard,4764,0,3,25810
67,0,23623,Bo Van Pelt,4723,0,2,25851
68,0,27060,John Mallinger,4600,0,3,25974
69,0,20382,Stephen Leaney,4596,0,2,25978
70,0,24140,Sean O'Hair,4580,0,2,25994
71,0,24912,Will MacKenzie,4558,0,3,26016
72,0,20628,Arron Oberholser,4538,0,4,26036
73,0,01381,Fred Funk,4501,1,2,26073
74,0,21753,Brian Davis,4442,0,2,26132
75,0,12602,Dean Wilson,4408,0,3,26166
76,0,19846,Brian Gay,4345,0,2,26229
77,0,24138,Ian Poulter,4334,0,3,26240
78,0,01142,Bart Bryant,4271,0,2,26303
79,0,21949,Joe Ogilvie,4193,1,1,26381
80,0,01706,Davis Love III,4142,0,3,26432
81,0,07457,Steve Flesch,4119,1,2,26455
82,0,01948,Tim Petrovic,4102,0,1,26472
83,0,22892,Jason Gore,3963,0,2,26611
84,0,23349,Charles Warren,3915,0,2,26659
85,0,10860,Justin Leonard,3885,0,2,26689
86,0,01677,Tom Lehman,3702,0,3,26872
87,0,20157,Retief Goosen,3688,0,1,26886
88,0,23353,J.J. Henry,3624,0,1,26950
89,0,01941,Tom Pernice Jr.,3561,0,2,27013
90,0,10423,Mike Weir,3556,0,2,27018
91,0,01313,Steve Elkington,3543,0,2,27031
92,0,23108,Matt Kuchar,3493,0,2,27081
93,0,06251,Chris DiMarco,3385,0,1,27189
94,0,06515,Shaun Micheel,3263,0,2,27311
95,0,25396,Kevin Na,3261,0,3,27313
96,0,06373,José María Olazábal,3202,0,1,27372
97,0,21731,Freddie Jacobson,3176,0,3,27398
98,0,20160,Charlie Wi,3138,0,2,27436
99,0,12705,Cliff Kresge,3125,0,1,27449
100,0,01724,Jeff Maggert,3104,0,1,27470
101,0,07547,Craig Kanada,3076,0,1,27498
102,0,20498,Briny Baird,3069,0,1,27505
103,0,21959,Ted Purdy,3056,0,1,27518
104,0,12782,Tim Herron,3055,0,1,27519
105,0,26679,Kevin Stadler,3055,0,2,27519
106,0,12510,Chad Campbell,3036,0,1,27538
107,0,01320,Bob Estes,3016,0,3,27558
108,0,24358,Robert Garrigus,2987,0,1,27587
109,0,28475,Jeff Overton,2977,0,2,27597
110,0,22621,Ben Curtis,2955,0,2,27619
111,0,01035,Tommy Armour III,2865,0,1,27709
112,0,27141,J.B. Holmes,2860,0,2,27714
113,0,24490,George McNeill,2848,0,1,27726
114,0,20850,Daniel Chopra,2819,0,1,27755
115,0,23788,D.J. Trahan,2766,0,2,27808
116,0,21805,Harrison Frazar,2710,0,2,27864
117,0,08537,J.P. Hayes,2653,0,2,27921
118,0,07749,Brett Quigley,2613,0,1,27961
119,0,21633,Steve Allan,2479,0,1,28095
120,0,20574,Mathew Goggin,2468,0,28106
121,0,22806,Doug LaBelle II,2427,0,1,28147
122,0,20472,Alex Cejka,2400,0,2,28174
123,0,06621,Joe Durant,2392,0,28182
124,0,27933,John Merrick,2358,0,1,28216
125,0,24924,Bill Haas,2336,0,1,28238
126,0,24507,Jason Bohn,2334,0,28240
127,0,26951,Johnson Wagner,2317,0,1,28257
128,0,25686,Jason Dufner,2180,0,1,28394
129,0,11032,Frank Lickliter II,2175,0,28399
130,0,20623,Gavin Coles,2174,0,2,28400
131,0,19803,Ryan Armour,2165,0,2,28409
132,0,10117,Bob Heintz,2163,0,2,28411
133,0,23320,Ryan Palmer,2142,0,1,28432
134,0,23614,Rich Beem,2101,0,1,28473
135,0,08881,Tripp Isenhour,2099,0,1,28475
136,0,01024,Billy Andrade,2019,0,28555
137,0,20859,Anders Hansen,1989,0,28585
138,0,12660,Jesper Parnevik,1976,0,28598
139,0,01928,Corey Pavin,1967,0,1,28607
140,0,12680,Shigeki Maruyama,1942,0,1,28632
141,0,28486,Michael Putnam,1791,0,28783
142,0,02223,Bob Tway,1790,0,28784
143,0,25273,Andrew Buckle,1771,0,1,28803
144,0,20105,Jeff Gove,1763,0,1,28811
145,0,23048,Eric Axley,1740,0,28834
146,0,01577,Lee Janzen,1694,0,28880
147,0,08931,Glen Day,1672,0,28902
148,0,06034,Marco Dawson,1669,0,1,28905
149,0,12652,Cameron Beckman,1610,0,1,28964
150,0,20433,Mark Hensby,1561,0,29013
151,0,01707,Steve Lowery,1536,0,1,29038
152,0,20378,Mathias Grönberg,1515,0,29059
153,0,11123,Chris Couch,1494,0,29080
154,0,06575,Dudley Hart,1388,0,1,29186
155,0,06012,Greg Kraft,1335,0,1,29239
156,0,20691,Greg Owen,1321,0,1,29253
157,0,02246,Duffy Waldorf,1313,0,29261
158,0,24449,Parker McLachlin,1307,0,29267
159,0,26420,Richard Johnson,1294,0,29280
160,0,08375,Paul Stankowski,1288,0,29286
161,0,01139,Olin Browne,1284,0,1,29290
162,0,06197,Michael Allen,1279,0,1,29295
163,0,01388,Robert Gamez,1217,0,1,29357
164,0,23613,Rich Barcelo,1217,0,1,29357
165,0,10733,Kent Jones,1196,0,29378
166,0,07363,Craig Bowden,1193,0,1,29381
167,0,27963,Chris Stroud,1174,0,1,29400
168,0,02101,Joey Sindelar,1160,0,29414
169,0,26882,Michael Sim,1144,0,29430
170,0,01249,John Daly,1081,0,29493
171,0,06332,Neal Lancaster,1080,0,1,29494
172,0,12714,Chris Tidland,1044,0,1,29530
173,0,02214,Kirk Triplett,1033,0,29541
174,0,02104,Jeff Sluman,1030,0,1,29544
175,0,23638,Brendon de Jonge,1010,0,2,29564
176,0,21806,Paul Gow,1001,0,1,29573
177,0,20396,Lee Westwood,991,0,29583
178,0,22295,Darron Stiles,922,0,29652
179,0,20127,Chris Riley,919,0,29655
180,0,10213,Dicky Pride,907,0,29667
181,0,29476,Kyle Reifers,897,0,29677
182,0,24980,Scott Gutschewski,870,0,29704
183,0,26881,Jarrod Lyle,869,0,29705
184,0,12195,Tom Johnson,826,0,29748
185,0,01157,Tom Byrum,792,0,29782
186,0,12755,Vance Veazey,783,0,1,29791
187,0,01042,Paul Azinger,782,0,29792
188,0,25679,B.J. Staten,727,0,1,29847
189,0,08123,Jeff Brehaut,711,0,29863
190,0,23541,Ben Crane,691,0,29883
191,0,21470,Daisuke Maruyama,685,0,29889
192,0,24290,D.J. Brigman,653,0,29921
193,0,22212,Craig Lile,599,0,29975
194,0,20608,David Howell,577,0,29997
195,0,01553,John Huston,525,0,30049
196,0,01219,John Cook,516,0,30058
197,0,21660,Jason Schultz,504,0,30070
198,0,01132,Mark Brooks,489,0,30085
199,0,19824,Craig Barlow,451,0,30123
200,0,01619,Skip Kendall,440,0,1,30134
201,0,25892,Steve Wheatcroft,429,0,30145
202,0,23497,Tag Ridings,416,0,30158
203,0,12645,Brent Geiberger,382,0,30192
204,0,01823,Larry Mize,378,0,1,30196
205,0,01329,Brad Faxon,375,0,30199
206,0,01261,Jay Delsing,371,0,30203
207,0,01473,Todd Hamilton,358,0,30216
208,0,06350,Bob May,355,0,30219
209,0,20436,Garrett Willis,333,0,30241
210,0,21407,Arjun Atwal,331,0,30243
211,0,21646,David Branshaw,324,0,30250
212,0,23933,Michael Boyd,294,0,30280
213,0,08385,Omar Uresti,293,0,30281
213,0,02256,Tom Watson,293,0,30281
215,0,02110,Jerry Smith,292,0,30282
216,0,19825,Darren Clarke,291,0,30283
217,0,09011,David Duval,287,0,30287
218,0,12823,Carlos Franco,285,0,30289
219,0,26360,Bubba Dickerson,252,0,30322
220,0,27702,Matt Hendrix,238,0,30336
221,0,24457,Jaco Van Zyl,224,0,30350
222,0,02245,Grant Waite,223,0,30351
223,0,02106,Chris Smith,204,0,30370
224,0,10505,Shane Bertsch,190,0,30384
225,0,07013,Wes Short Jr.,184,0,30390
226,0,02036,Jim Rutledge,178,0,30396
227,0,01226,Fred Couples,163,0,30411
228,0,01599,Steve Jones,161,0,30413
229,0,01887,Mark O'Meara,160,0,30414
230,0,01717,Sandy Lyle,159,0,30415
231,0,01361,Dan Forsman,156,0,30418
232,0,08835,Kris Cox,146,0,30428
233,0,01116,Michael Bradley,137,0,30437
234,0,12760,Danny Ellis,111,0,30463
235,0,23800,Bryce Molder,107,0,30467
236,0,01385,Jim Gallagher Jr.,98,0,30476
237,0,06090,Jim McGovern,83,0,30491
238,0,20029,Notah Begay III,80,0,30494
239,0,02133,Craig Stadler,70,0,30504
240,0,01235,Ben Crenshaw,63,0,30511
241,0,02321,Fuzzy Zoeller,61,0,30513
242,0,12663,Phil Tataurangi,56,0,30518
243,0,02010,Loren Roberts,53,0,30521
244,0,23043,Paul Sheehan,52,0,30522
245,0,01771,Blaine McCallister,52,0,30522
246,0,06573,Brandt Jobe,51,0,30523
246,0,01685,J.L. Lewis,51,0,30523
248,0,06809,Bob Burns,51,0,30523
249,0,08339,Spike McRoy,50,0,30524
250,0,07003,David Berganio Jr.,44,0,30530
251,0,02294,Willie Wood,44,0,30530
252,0,06214,Guy Boros,30,0,30544
253,0,06044,Scott Gump,28,0,30546
